, ,3/15/2025,3/31/2025,3/15/2025,3/31/2025,3/31/2025,3/31/2025,3/31/2025,3/15/2025,3/31/2025,3/31/2025
Basin,Elevation Band,%3/15 Avg.,%3/31 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows,Surveys
1. Bear,"5,000-6,000'",157,66,4.5,0.7,8.1,"40,227","1,145",NA,NA,NA
,"6,000-7,000'",103,91,6,2.9,29.4,"371,919","2,441",9.2 ( 3 ),6.4 ( 3 ),8.7 ( 5 )
,"7,000-8,000'",104,89,9.5,6.7,52.1,"642,543","1,791",15.2 ( 6 ),15.5 ( 6 ),14.9 ( 1 )
,"8,000-9,000'",109,107,15,15.2,85.5,"473,026",585,21.2 ( 7 ),22.6 ( 7 ),18.0 ( 1 )
,"9,000-10,000'",98,101,14.4,16.7,91.8,"126,996",142,12.0 ( 2 ),11.7 ( 2 ),NA
,"10,000-11,000'",104,101,17.3,19.5,92.8,"62,458",60,NA,NA,NA
,"11,000-12,000'",105,100,18.8,20.5,90.8,"17,208",16,NA,NA,NA
,"12,000-13,000'",97,93,16.8,18.7,96,770,1,NA,NA,NA
2. Beaver,"6,000-7,000'",146,26,0.5,0,0.5,222,481,NA,NA,NA
,"7,000-8,000'",105,30,2.5,0.2,4.7,"2,358",181,NA,NA,NA
,"8,000-9,000'",76,54,4.3,2,27.9,"8,404",77,9.1 ( 1 ),9.8 ( 1 ),NA
,"9,000-10,000'",78,83,7.5,7.3,58.1,"25,398",66,NA,NA,NA
,"10,000-11,000'",82,91,11.1,11.8,70.1,"16,082",25,13.9 ( 1 ),14.8 ( 1 ),NA
,"11,000-12,000'",94,102,15.3,16.9,84.2,"4,260",5,NA,NA,NA
3. Blue,"7,000-8,000'",60,18,0.3,0.2,3.7,260,32,NA,NA,NA
,"8,000-9,000'",99,65,6.2,3.1,42.4,"16,521",100,NA,NA,NA
,"9,000-10,000'",97,87,8.3,7,73.2,"53,472",144,11.0 ( 1 ),10.4 ( 1 ),NA
,"10,000-11,000'",98,86,9.3,8.7,66.2,"72,780",158,17.4 ( 2 ),18.2 ( 2 ),7.7 ( 1 )
,"11,000-12,000'",101,89,14.4,14.1,82.1,"124,733",166,16.0 ( 2 ),18.2 ( 2 ),NA
,"12,000-13,000'",101,89,16.4,16.4,93.9,"57,253",65,NA,NA,NA
,">13,000'",99,83,16.3,16,97.9,"5,023",6,NA,NA,NA
4. Canadian,"8,000-9,000'",17,1,0.1,0,0.3,99,735,NA,NA,NA
,"9,000-10,000'",41,9,1,0.2,7.3,"3,407",365,0.6 ( 1 ),0.0 ( 1 ),0.2 ( 1 )
,"10,000-11,000'",53,23,2.6,1,28.9,"7,363",132,3.1 ( 2 ),0.1 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",58,37,5.1,3.4,59.9,"5,477",30,NA,NA,NA
,"12,000-13,000'",62,43,7.7,6,85.2,798,3,NA,NA,NA
5. Colorado Headwaters,"5,000-6,000'",0,,0,0,0,0,1,NA,NA,NA
,"6,000-7,000'",33,29,0.2,0.1,1,284,84,NA,NA,NA
,"7,000-8,000'",77,34,2,0.4,7.8,"10,157",431,NA,NA,NA
,"8,000-9,000'",92,79,6.8,4.7,58,"208,798",836,9.3 ( 2 ),8.3 ( 2 ),NA
,"9,000-10,000'",96,92,9.4,9.4,81.5,"408,626",819,10.7 ( 4 ),10.9 ( 4 ),12.6 ( 8 )
,"10,000-11,000'",100,96,12,13.6,80.1,"337,252",465,17.8 ( 5 ),19.4 ( 5 ),16.1 ( 2 )
,"11,000-12,000'",106,101,16,17.6,87.5,"195,724",209,18.7 ( 2 ),21.2 ( 2 ),NA
,">12,000'",106,94,15.5,15.4,87.5,"24,642",30,NA,NA,NA
6. Colorado Headwaters-Plateau,"7,000-8,000'",75,34,1.8,0.5,8.8,"19,007",693,NA,NA,NA
,"8,000-9,000'",82,57,6.1,3.1,34.1,"105,140",644,NA,NA,NA
,"9,000-10,000'",89,80,10.4,9.3,71.1,"137,042",277,NA,NA,NA
,"10,000-11,000'",97,91,12.9,13.7,74.7,"133,273",183,11.5 ( 1 ),12.5 ( 1 ),13.7 ( 1 )
,"11,000-12,000'",110,117,21.6,25.6,97.8,"6,975",5,NA,NA,NA
7. Eagle,"7,000-8,000'",76,47,1.9,0.6,10,"5,129",155,NA,NA,NA
,"8,000-9,000'",87,75,5.7,4.2,45.5,"40,052",181,10.9 ( 1 ),10.2 ( 1 ),NA
,"9,000-10,000'",91,80,8.4,7.5,62.4,"79,193",199,12.9 ( 1 ),11.9 ( 1 ),NA
,"10,000-11,000'",92,77,9.3,9,60.4,"104,827",219,15.0 ( 1 ),14.7 ( 1 ),16.3 ( 2 )
,"11,000-12,000'",101,91,14.8,16.2,82.6,"114,368",132,NA,NA,NA
,"12,000-13,000'",105,97,18.8,20.1,96.9,"34,459",32,NA,NA,NA
,"13,000-14,000'",108,95,17.8,17.6,92.7,"1,908",2,NA,NA,NA
8. Gila,"6,000-7,000'",1,0,0,0,0,0,"1,912",NA,NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"2,100",NA,NA,NA
,"8,000-9,000'",0,0,0,0,0,9,793,0.2 ( 5 ),0.0 ( 5 ),NA
,"9,000-10,000'",3,1,0,0,0.9,86,109,1.3 ( 1 ),0.0 ( 1 ),NA
,"10,000-11,000'",20,2,0.6,0.1,5.6,42,10,NA,NA,NA
9. Gunnison,"7,000-8,000'",55,36,1.1,0.3,6.7,"17,880","1,020",NA,NA,NA
,"8,000-9,000'",78,50,4.4,2,30.2,"180,888","1,710",11.8 ( 1 ),9.2 ( 1 ),10.1 ( 1 )
,"9,000-10,000'",78,63,6.1,4.5,49.7,"370,149","1,555",10.9 ( 4 ),10.2 ( 4 ),12.4 ( 1 )
,"10,000-11,000'",79,71,7.3,6.7,55.8,"437,989","1,223",13.3 ( 3 ),13.6 ( 3 ),11.5 ( 3 )
,"11,000-12,000'",88,82,11.6,11.5,74.8,"394,088",642,10.8 ( 3 ),10.4 ( 3 ),NA
,"12,000-13,000'",92,85,15.2,15.9,93.5,"225,877",266,NA,NA,NA
,"13,000-14,000'",90,79,14.6,14.2,90.4,"13,562",18,NA,NA,NA
10. Little Colorado,"6,000-7,000'",12,1,0,0,0,3,"9,987",NA,NA,0.0 ( 1 )
,"7,000-8,000'",15,1,0.1,0,0.1,133,"5,626",2.9 ( 2 ),0.1 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",19,3,0.3,0,0.7,374,600,5.4 ( 1 ),3.2 ( 1 ),0.5 ( 4 )
,"9,000-10,000'",20,3,0.9,0.1,4.5,463,147,7.5 ( 2 ),6.4 ( 2 ),0.4 ( 1 )
,"10,000-11,000'",29,22,2.1,1.2,30.1,"1,013",16,NA,NA,12.5 ( 1 )
,">11,000'",42,42,5.9,4.3,59,887,4,NA,NA,NA
11. Lower Colorado Mainstream,"5,000-6,000'",89,10,0,0,0,7,"5,722",NA,NA,NA
,"6,000-7,000'",96,6,0,0,0.2,168,"3,476",NA,NA,NA
,"7,000-8,000'",62,9,0.8,0.1,3.6,"3,398",872,1.8 ( 1 ),0.0 ( 1 ),NA
,"8,000-9,000'",40,19,2.7,0.8,25.9,"22,894",542,4.7 ( 1 ),0.0 ( 1 ),1.3 ( 1 )
,"9,000-10,000'",47,58,4.9,4.3,59.1,"18,650",81,10.4 ( 2 ),9.9 ( 2 ),NA
,"10,000-11,000'",55,89,6,7.5,55.6,500,1,NA,NA,NA
12. Lower Green,"7,000-8,000'",66,29,2.4,0.6,8.3,"71,867","2,253",8.8 ( 1 ),5.5 ( 1 ),NA
,"8,000-9,000'",80,58,6.7,3.8,37.2,"362,336","1,766",8.3 ( 10 ),6.5 ( 10 ),NA
,"9,000-10,000'",88,87,10.7,10.1,74.5,"486,521",899,11.0 ( 8 ),11.0 ( 8 ),19.8 ( 1 )
,"10,000-11,000'",94,97,13.6,15.3,90.9,"410,151",503,13.6 ( 5 ),13.6 ( 5 ),NA
,"11,000-12,000'",91,93,14.1,16,91.2,"169,193",199,NA,NA,NA
,">12,000'",89,89,13.8,15.7,89.1,"22,938",27,NA,NA,NA
13. Lower Rio Grande,"8,000-9,000'",2,0,0,0,0,24,"1,497",0.4 ( 3 ),0.0 ( 3 ),NA
,"9,000-10,000'",17,4,0.3,0,1.2,541,248,3.8 ( 1 ),0.2 ( 1 ),NA
,"10,000-11,000'",44,24,1.5,0.8,17.7,"1,978",47,0.4 ( 1 ),0.0 ( 1 ),NA
,"11,000-12,000'",54,29,3.7,2.7,46.3,373,3,6.2 ( 1 ),3.7 ( 1 ),NA
14. Lower Sevier,"6,000-7,000'",192,67,2,0.2,5,"6,401",500,16.5 ( 1 ),18.4 ( 1 ),NA
,"7,000-8,000'",105,53,4.9,1.4,17.2,"18,320",252,7.5 ( 2 ),6.6 ( 2 ),NA
,"8,000-9,000'",91,72,7.3,4.4,40.5,"26,539",113,NA,NA,NA
,"9,000-10,000'",85,105,10,11.7,69.9,"20,013",32,14.2 ( 1 ),15.2 ( 1 ),NA
15. Pecos,"9,000-10,000'",25,4,0.3,0,0.7,205,195,NA,NA,NA
,"10,000-11,000'",69,28,3,1,23.1,"5,345",96,1.2 ( 2 ),0.1 ( 2 ),NA
,"11,000-12,000'",64,46,6,4.4,73.4,"8,929",38,NA,NA,NA
,"12,000-13,000'",62,44,7.7,6.3,88.8,752,2,NA,NA,NA
16. Provo-Utah Lake-Jordan,"5,000-6,000'",140,37,0.6,0,0.7,"1,006",678,NA,NA,0.0 ( 1 )
,"6,000-7,000'",120,50,3.8,0.7,9.2,"24,497",702,NA,NA,0.0 ( 1 )
,"7,000-8,000'",99,83,8.5,4.8,46.7,"166,375",656,16.0 ( 5 ),15.2 ( 5 ),15.6 ( 4 )
,"8,000-9,000'",97,92,12.6,10.9,76,"229,987",394,21.5 ( 8 ),21.3 ( 9 ),NA
,"9,000-10,000'",104,99,17.4,16.8,84.5,"180,848",202,21.4 ( 4 ),23.0 ( 4 ),31.2 ( 2 )
,"10,000-11,000'",111,103,21.3,21.8,90.2,"54,578",47,NA,NA,NA
,"11,000-12,000'",107,99,20.2,21.4,91.4,"1,432",1,NA,NA,NA
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",3,0,0,0,0,1,"2,421",NA,NA,NA
,"8,000-9,000'",16,3,0.2,0,1,785,"1,222",1.9 ( 2 ),0.0 ( 2 ),0.2 ( 1 )
