,,3/1/2025,3/15/2025,3/1/2025,3/15/2025,3/15/2025,3/15/2025,3/15/2025,3/1/2025,3/15/2025
Basin,Elevation Band,%3/1 Avg.,%3/15 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
21. Lower Snake-Tucannon,"4,000-5,000'",127,161,6.3,4.5,68,"15,891",66,NA,NA
,"5,000-6,000'",143,132,15.3,12.7,92.3,"27,713",41,NA,NA
,"6,000-7,000'",154,131,23.7,22.9,97.9,"2,236",2,NA,NA
22. Lower Yakima,"3,000-4,000'",152,193,4.5,3,41.2,"50,398",315,NA,NA
,"4,000-5,000'",123,132,11.5,10.8,82.5,"72,614",126,NA,NA
,"5,000-6,000'",117,121,15.7,17.1,89.6,"35,928",39,19.5 ( 2 ),20.9 ( 2 )
,"6,000-7,000'",133,124,21.7,22.5,87.3,"10,677",9,NA,NA
23. Malheur,"5,000-6,000'",145,164,10.5,7.3,68.1,"334,212",863,16.0 ( 3 ),15.5 ( 3 )
,"6,000-7,000'",132,133,15.8,16.1,87.6,"88,786",103,NA,NA
,"7,000-8,000'",143,131,23.3,23.7,90.8,"32,879",26,NA,NA
,"8,000-9,000'",140,97,26.6,5.4,17.2,111,0,NA,NA
24. Middle Humboldt,"6,000-7,000'",16,193,0.2,2.5,37.7,"62,064",475,NA,NA
,"7,000-8,000'",65,150,2.7,7.7,71,"59,705",144,NA,NA
,"8,000-9,000'",100,135,6.6,11.7,80.6,"8,161",13,NA,NA
,"9,000-10,000'",114,139,9.3,12.8,78.5,396,1,NA,NA
25. Northern Big Smoky Valley,"7,000-8,000'",17,135,0.3,3.3,40.7,"54,649",312,NA,NA
,"8,000-9,000'",57,132,1.9,7.1,64.2,"59,528",158,NA,NA
,"9,000-10,000'",79,128,5,11.9,86.5,"45,195",71,NA,NA
,"10,000-11,000'",85,122,6.6,14.3,90.6,"19,585",26,NA,NA
,"11,000-12,000'",81,126,4.3,15.2,96,"2,422",3,NA,NA
26. Northern Great Basin,"6,000-7,000'",48,125,1.5,1.5,19.9,"150,586","1,932",4.2 ( 1 ),2.3 ( 1 )
,"7,000-8,000'",91,133,6.2,7.4,56.9,"99,484",253,9.5 ( 1 ),11.4 ( 1 )
,"8,000-9,000'",117,122,13.5,13.4,74,"29,481",41,NA,NA
,"9,000-10,000'",142,132,16.4,18.5,86.8,571,1,NA,NA
27. Panhandle Basins,"3,000-4,000'",200,88,4.2,0.9,15.7,"34,740",701,4.4 ( 1 ),2.5 ( 1 )
,"4,000-5,000'",172,80,7.7,2.9,30.5,"77,975",508,NA,NA
,"5,000-6,000'",175,101,15.3,8.7,50.1,"160,597",344,35.3 ( 2 ),38.1 ( 2 )
,"6,000-7,000'",189,126,21.4,14.7,65.4,"68,678",88,NA,NA
,"7,000-8,000'",176,116,20.2,15.7,74.2,"1,942",2,NA,NA
28. Reese,"7,000-8,000'",21,137,0.5,3.7,41.8,"55,913",282,12.4 ( 1 ),16.3 ( 1 )
,"8,000-9,000'",56,150,2,9.7,77.5,"77,980",150,9.0 ( 1 ),14.5 ( 1 )
,"9,000-10,000'",102,147,5.9,14.7,93.6,"36,819",47,NA,NA
,">10,000'",103,132,8.2,16.1,95.8,"9,634",11,NA,NA
29. Rock,"5,000-6,000'",7,182,0.1,0.7,15,"20,795",591,NA,NA
,"6,000-7,000'",63,170,2,5,62.7,"56,390",212,NA,NA
,"7,000-8,000'",114,123,9.4,11.1,82.7,"17,128",29,14.4 ( 1 ),17.8 ( 1 )
,"8,000-9,000'",126,121,16,18.3,92,"3,197",3,NA,NA
30. Salmon Basin,"5,000-6,000'",124,141,6.1,4.2,45.8,"459,570","2,057",18.3 ( 1 ),19.1 ( 1 )
,"6,000-7,000'",119,115,10.4,8.8,66.6,"1,675,959","3,565",24.2 ( 3 ),25.2 ( 3 )
,"7,000-8,000'",117,106,14,13.4,80.6,"2,715,653","3,809",10.1 ( 1 ),10.3 ( 1 )
,"8,000-9,000'",110,99,14.9,14.8,82.8,"1,524,400","1,927",15.3 ( 5 ),16.0 ( 5 )
,"9,000-10,000'",105,97,15.2,15.9,83.5,"424,775",502,11.6 ( 1 ),12.0 ( 1 )
,"10,000-11,000'",103,96,15.1,15.7,82.9,"58,522",70,NA,NA
,"11,000-12,000'",97,97,14.6,17.4,90,"2,507",3,NA,NA
31. Silver,"5,000-6,000'",191,183,8.7,4.4,44.9,"99,985",428,NA,NA
,"6,000-7,000'",140,149,14.8,12.4,90.2,"2,295",3,NA,NA
32. Silvies,"4,000-5,000'",237,264,9.7,3.4,51.3,"130,795",714,NA,NA
,"5,000-6,000'",140,159,10.7,7.5,75.6,"228,937",570,10.2 ( 1 ),8.5 ( 1 )
,"6,000-7,000'",118,129,12.1,11.9,76.8,"19,296",31,18.8 ( 1 ),20.4 ( 1 )
,"7,000-8,000'",137,111,24.3,23.6,96.9,"2,428",2,NA,NA
33. Southern Snake Basins,"5,000-6,000'",65,137,1.4,0.9,14.6,"386,070","8,109",6.2 ( 1 ),5.0 ( 1 )
,"6,000-7,000'",100,147,5.9,5.8,61.9,"1,011,680","3,281",9.5 ( 5 ),11.4 ( 4 )
,"7,000-8,000'",120,124,12.3,12.8,85.6,"617,754",908,13.8 ( 4 ),15.6 ( 4 )
,"8,000-9,000'",121,115,16.1,18,93.2,"159,617",166,15.3 ( 3 ),19.0 ( 3 )
,"9,000-10,000'",119,110,18.2,21,94.4,"40,312",36,NA,NA
,"10,000-11,000'",121,112,18,22.3,94.4,"1,952",2,NA,NA
34. Spokane,"3,000-4,000'",270,147,4.6,1.4,21.5,"125,113","1,665",6.7 ( 1 ),4.8 ( 1 )
,"4,000-5,000'",209,122,8.1,4.6,39,"249,084","1,020",16.6 ( 4 ),16.9 ( 4 )
,"5,000-6,000'",210,103,12,7.3,44.2,"160,933",412,19.7 ( 3 ),20.5 ( 3 )
,"6,000-7,000'",240,118,17.6,10.7,55.3,"27,246",48,NA,NA
,"7,000-8,000'",241,125,22.2,13.4,55.8,345,0,NA,NA
35. St. Mary,"4,000-5,000'",104,98,4.4,3.8,52.1,"34,181",167,7.5 ( 1 ),7.6 ( 1 )
,"5,000-6,000'",111,97,8.3,7.6,72.5,"84,090",206,NA,NA
,"6,000-7,000'",118,95,11.1,11.6,77.1,"94,282",153,NA,NA
,"7,000-8,000'",113,93,12.3,13.1,79.4,"70,766",101,NA,NA
,">8,000'",117,97,13.2,13.2,76.7,"14,531",21,NA,NA
36. Truckee,"5,000-6,000'",28,111,0.4,0.9,10.5,"32,806",670,NA,NA
,"6,000-7,000'",60,106,5.2,7.4,53.3,"188,444",479,13.3 ( 5 ),14.5 ( 5 )
,"7,000-8,000'",81,107,12.2,16.3,80.2,"170,088",196,12.7 ( 1 ),11.2 ( 1 )
,"8,000-9,000'",84,106,16.6,22.3,87.1,"70,999",60,26.1 ( 3 ),28.9 ( 3 )
,"9,000-10,000'",79,107,17.3,26.4,89.5,"21,040",15,NA,NA
,"10,000-11,000'",80,100,16,26.4,98.5,"1,357",1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",57,72,0.7,0.3,5.8,"12,070",890,3.0 ( 1 ),0.5 ( 1 )
,"4,000-5,000'",104,103,6,3.4,40.6,"85,046",471,19.4 ( 2 ),19.3 ( 2 )
,"5,000-6,000'",114,99,13,10,61.4,"38,490",72,20.5 ( 4 ),20.7 ( 4 )
38. Upper Humboldt,"5,000-6,000'",5,91,0,0.4,12.4,"47,057","2,395",NA,NA
,"6,000-7,000'",61,141,2,3.2,45.2,"330,651","1,938",3.9 ( 1 ),5.3 ( 1 )
,"7,000-8,000'",106,133,7.8,10.7,85.3,"249,957",437,7.9 ( 2 ),8.9 ( 2 )
,"8,000-9,000'",119,124,14.1,17.6,94.9,"145,085",155,13.5 ( 4 ),17.3 ( 4 )
,"9,000-10,000'",117,118,16.5,20.6,93.9,"95,172",87,29.6 ( 1 ),32.9 ( 1 )
,">10,000'",113,114,16.1,19.9,89.3,"22,008",21,NA,NA
39. Walker,"6,000-7,000'",8,216,0,0.4,17.9,"15,640",673,NA,NA
,"7,000-8,000'",40,166,1.2,2.6,49.4,"85,539",615,6.2 ( 1 ),6.0 ( 1 )
,"8,000-9,000'",78,136,5.1,7.8,76.2,"158,526",381,13.8 ( 2 ),16.8 ( 2 )
,"9,000-10,000'",85,112,12.2,18.2,89.9,"175,390",180,19.0 ( 4 ),22.3 ( 4 )
,"10,000-11,000'",84,105,14.5,22.6,89.2,"94,887",79,NA,NA
,">11,000'",87,108,11.8,19.5,88,"11,564",11,NA,NA
40. West Central Basins,"4,000-5,000'",134,144,8.4,5.1,62.8,"414,172","1,514",8.7 ( 2 ),6.0 ( 3 )
,"5,000-6,000'",118,118,12.8,11.1,84.7,"995,239","1,688",20.3 ( 2 ),20.3 ( 2 )
,"6,000-7,000'",114,105,16.9,16.5,89.8,"1,117,760","1,272",28.5 ( 7 ),31.9 ( 6 )
,"7,000-8,000'",116,102,20.8,21.3,91.9,"915,740",806,29.7 ( 3 ),30.7 ( 3 )
,"8,000-9,000'",110,95,22.3,23.5,92.2,"367,679",294,NA,NA
,">9,000'",113,97,22.9,24,89,"54,410",42,NA,NA
