,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
Basin,Elevation Band,%5/11 Avg.,%5/17 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
21. Lower Snake-Tucannon,"4,000-5,000'",78,82,0,0.1,1.7,201,66,NA,NA
,"5,000-6,000'",144,132,2.2,1.9,32.5,"4,202",41,NA,NA
,"6,000-7,000'",97,105,9.8,6.5,71.6,635,2,NA,NA
22. Lower Yakima,"3,000-4,000'",0,0,0,0,0,0,315,NA,NA
,"4,000-5,000'",33,75,0.2,0.4,6.8,"2,493",126,NA,NA
,"5,000-6,000'",64,88,2.7,3.5,42.4,"7,306",39,4.7 ( 2 ),2.6 ( 2 )
,"6,000-7,000'",71,84,7.6,8.6,69.2,"4,082",9,NA,NA
23. Malheur,"5,000-6,000'",54,>300†,0,0.2,4.1,"9,344",863,0.0 ( 3 ),0.0 ( 3 )
,"6,000-7,000'",95,174,2.2,2.6,39.2,"14,483",103,NA,NA
,"7,000-8,000'",92,96,10.1,6.9,69.8,"9,538",26,NA,NA
,"8,000-9,000'",84,74,13,11.7,93.5,241,0,NA,NA
24. Middle Humboldt,"6,000-7,000'",0,>300†,0,0,0,23,475,NA,NA
,"7,000-8,000'",12,>300†,0,0.1,2,609,144,NA,NA
,"8,000-9,000'",33,182,0.2,0.5,11.6,345,13,NA,NA
,"9,000-10,000'",14,116,0.1,1,24,32,1,NA,NA
25. Northern Big Smoky Valley,"7,000-8,000'",10,105,0,0,0.2,119,312,NA,NA
,"8,000-9,000'",19,54,0.1,0.1,2.5,769,158,NA,NA
,"9,000-10,000'",34,52,0.6,0.6,10.9,"2,127",71,NA,NA
,"10,000-11,000'",47,52,1.3,1.2,19.9,"1,584",26,NA,NA
,"11,000-12,000'",61,44,1.6,0.6,13.2,100,3,NA,NA
26. Northern Great Basin,"6,000-7,000'",29,78,0,0,0.1,209,"1,932",0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",65,123,0.2,0.3,5.8,"3,898",253,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",83,113,1.7,1.8,30.1,"3,874",41,NA,NA
,"9,000-10,000'",100,85,3.6,2.8,45.3,87,1,NA,NA
27. Panhandle Basins,"3,000-4,000'",125,126,0,0,0.5,891,702,0.0 ( 1 ),0.1 ( 1 )
,"4,000-5,000'",75,78,1.2,1.1,18.3,"30,211",508,NA,NA
,"5,000-6,000'",61,72,5.4,5.7,58.9,"105,281",344,32.9 ( 2 ),29.4 ( 2 )
,"6,000-7,000'",60,66,9.9,10.1,73.5,"47,318",88,NA,NA
,"7,000-8,000'",58,54,9.6,8.3,60.2,"1,026",2,NA,NA
28. Reese,"7,000-8,000'",25,306,0,0,1.2,632,282,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",28,72,0.1,0.2,5.1,"1,531",150,3.2 ( 1 ),0.3 ( 1 )
,"9,000-10,000'",44,72,0.9,0.8,19.4,"2,116",47,NA,NA
,">10,000'",60,78,2.2,1.8,34.1,"1,053",11,NA,NA
29. Rock,"5,000-6,000'",0,0,0,0,0,0,591,NA,NA
