,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
,"6,000-7,000'",0,>300†,0,0,0.1,24,212,NA,NA
,"7,000-8,000'",25,244,0.1,0.3,6.2,456,29,0.0 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",67,93,0.7,0.8,12.2,133,3,NA,NA
30. Salmon Basin,"5,000-6,000'",242,317,0.5,0.4,10.4,"47,104","2,058",10.6 ( 1 ),8.0 ( 1 )
,"6,000-7,000'",106,108,1.8,1.4,22.6,"261,557","3,565",10.7 ( 3 ),8.2 ( 3 )
,"7,000-8,000'",73,69,4.3,3.3,41,"675,575","3,809",0.3 ( 1 ),0.3 ( 1 )
,"8,000-9,000'",66,59,6.2,5.1,58.4,"523,375","1,926",9.2 ( 5 ),8.3 ( 5 )
,"9,000-10,000'",67,59,8.2,7.7,69.7,"206,581",502,6.5 ( 1 ),7.6 ( 1 )
,"10,000-11,000'",67,63,8.9,9.3,74.6,"34,751",70,NA,NA
,"11,000-12,000'",74,76,10.9,10.8,60.1,"1,550",3,NA,NA
31. Silver,"5,000-6,000'",93,20,0,0,0,24,428,NA,NA
,"6,000-7,000'",75,0,0.5,0,0,0,3,NA,NA
32. Silvies,"4,000-5,000'",0,0,0,0,0,0,713,NA,NA
,"5,000-6,000'",35,65,0,0,0.4,599,570,NA,NA
,"6,000-7,000'",72,99,0.8,0.7,10.4,"1,180",31,0.1 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",94,83,14.3,11.7,92.2,"1,206",2,NA,NA
33. Southern Snake Basins,"5,000-6,000'",104,>300†,0,0,0,134,"8,108",0.0 ( 1 ),0.1 ( 1 )
,"6,000-7,000'",65,>300†,0,0.1,1.7,"13,377","3,280",0.0 ( 5 ),0.0 ( 5 )
,"7,000-8,000'",33,180,0.2,0.8,16.6,"39,227",908,0.0 ( 4 ),0.0 ( 4 )
,"8,000-9,000'",66,90,2.8,3.7,60.4,"33,058",166,7.3 ( 3 ),5.7 ( 3 )
,"9,000-10,000'",79,69,9.2,7.6,84.3,"14,684",36,NA,NA
,"10,000-11,000'",84,67,12.8,9.4,87.9,822,2,NA,NA
34. Spokane,"3,000-4,000'",28,32,0,0,0.1,248,"1,665",0.2 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",81,76,0.4,0.4,5.5,"19,441","1,020",0.4 ( 4 ),0.4 ( 4 )
,"5,000-6,000'",90,78,3.6,2.5,30.5,"55,928",412,7.6 ( 3 ),4.3 ( 3 )
,"6,000-7,000'",83,63,10.5,6.3,60.3,"16,029",48,NA,NA
,"7,000-8,000'",68,43,14.2,8.7,89.8,224,0,NA,NA
35. St. Mary,"4,000-5,000'",20,41,0.1,0.2,4.9,"1,414",166,0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",41,56,1.6,1.7,18.9,"18,650",207,NA,NA
,"6,000-7,000'",68,84,7.9,8.1,44.9,"65,996",153,NA,NA
,"7,000-8,000'",72,87,8.8,9.2,47.1,"49,781",101,NA,NA
,">8,000'",77,90,10.6,11.3,56.8,"12,362",21,NA,NA
36. Truckee,"5,000-6,000'",0,0,0,0,0,0,669,NA,NA
,"6,000-7,000'",14,34,0.2,0.2,4,"4,798",479,9.0 ( 5 ),8.7 ( 5 )
,"7,000-8,000'",48,62,3.4,2.5,31.2,"26,179",196,0.2 ( 1 ),0.2 ( 1 )
,"8,000-9,000'",59,62,7.2,4.9,51.9,"15,617",60,15.0 ( 3 ),12.0 ( 3 )
,"9,000-10,000'",63,64,9.9,6.2,64.1,"4,942",15,NA,NA
,"10,000-11,000'",69,71,12,6,59.5,308,1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",0,0,0,0,0,0,890,0.5 ( 1 ),0.4 ( 1 )
,"4,000-5,000'",75,141,0.2,0.3,7.3,"8,276",471,6.1 ( 2 ),4.5 ( 2 )
,"5,000-6,000'",76,103,2.6,3.4,49.7,"13,105",72,9.4 ( 4 ),7.5 ( 4 )
38. Upper Humboldt,"5,000-6,000'",0,0,0,0,0,0,"2,395",NA,NA
,"6,000-7,000'",21,>300†,0,0,0.2,783,"1,939",0.0 ( 1 ),0.2 ( 1 )
,"7,000-8,000'",35,212,0.1,0.6,14.8,"14,181",437,0.0 ( 2 ),0.1 ( 2 )
,"8,000-9,000'",76,97,2.9,3.4,58.7,"28,167",155,2.4 ( 4 ),1.3 ( 4 )
,"9,000-10,000'",94,77,9.1,6.8,83.5,"31,306",87,22.3 ( 1 ),21.0 ( 1 )
,">10,000'",92,74,11.7,8.7,89.1,"9,576",21,NA,NA
39. Walker,"6,000-7,000'",0,0,0,0,0,0,673,NA,NA
,"7,000-8,000'",6,16,0,0,0.5,373,616,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",30,42,0.4,0.3,6.2,"5,784",381,5.2 ( 2 ),3.2 ( 2 )
,"9,000-10,000'",69,75,5.7,3.9,39.4,"37,528",180,14.2 ( 4 ),12.7 ( 4 )
,"10,000-11,000'",74,81,9.9,7.7,60.3,"32,081",78,NA,NA
,">11,000'",63,75,6.3,5.6,59.5,"3,344",11,NA,NA
40. West Central Basins,"4,000-5,000'",183,>300†,0.1,0.1,1.9,"5,289","1,513",0.0 ( 3 ),0.1 ( 3 )
,"5,000-6,000'",142,246,0.9,1.1,24.4,"99,041","1,692",0.0 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",74,88,3.2,3.1,44.6,"207,628","1,272",11.8 ( 7 ),8.4 ( 7 )
,"7,000-8,000'",64,66,7.6,6.5,62.5,"279,482",806,18.8 ( 3 ),15.1 ( 3 )
,"8,000-9,000'",64,60,11.3,9.4,77.5,"147,334",294,NA,NA
,">9,000'",66,55,14.4,11.2,86.2,"25,462",42,NA,NA
