,,3/1/2025,3/15/2025,3/1/2025,3/15/2025,3/15/2025,3/15/2025,3/15/2025,3/1/2025,3/15/2025
,"6,000-7,000'",106,111,7.4,7.2,84.9,"103,178",271,9.9 ( 1 ),10.8 ( 1 )
,"7,000-8,000'",105,101,8.2,9,82.9,"181,647",380,NA,NA
,"8,000-9,000'",113,105,10.4,11.9,85.6,"198,700",314,18.3 ( 2 ),19.4 ( 2 )
,"9,000-10,000'",115,108,13.8,14.6,85.6,"88,406",114,19.8 ( 1 ),21.5 ( 1 )
,"10,000-11,000'",111,105,15.2,15.6,85.4,"5,218",6,NA,NA
5. Jefferson,"5,000-6,000'",134,167,2.6,1,17.7,"88,657","1,659",NA,NA
,"6,000-7,000'",110,114,7.2,5.2,61.3,"868,188","3,121",6.5 ( 2 ),6.4 ( 2 )
,"7,000-8,000'",101,98,8.5,7.8,72.4,"1,097,073","2,639",6.9 ( 3 ),7.8 ( 3 )
,"8,000-9,000'",99,91,10,10.1,75.1,"611,115","1,134",12.0 ( 6 ),12.7 ( 6 )
,"9,000-10,000'",109,98,13.4,13.3,81.1,"162,390",228,15.1 ( 2 ),15.8 ( 2 )
,"10,000-11,000'",106,100,13.7,13.3,78.6,"5,066",7,NA,NA
6. Madison Headwaters in WY,"4,000-5,000'",101,257,0.6,0.4,9.5,"3,109",164,NA,NA
,"5,000-6,000'",146,256,3.2,2.8,55.1,"66,875",440,NA,NA
,"6,000-7,000'",102,106,7.9,6.7,85.8,"174,406",489,10.4 ( 2 ),11.1 ( 2 )
,"7,000-8,000'",98,97,7.7,8.3,80.6,"317,922",719,12.8 ( 3 ),13.7 ( 3 )
,"8,000-9,000'",108,100,10.3,11.1,83,"333,408",564,19.5 ( 2 ),20.8 ( 2 )
,"9,000-10,000'",113,103,14.2,15,86.8,"106,388",133,NA,NA
,">10,000'",113,107,16.5,15.4,79.2,"9,109",11,NA,NA
7. North Platte,"7,000-8,000'",30,65,1.4,1.7,26.7,"578,933","6,339",7.4 ( 2 ),8.3 ( 2 )
,"8,000-9,000'",86,87,7.1,5.7,62.5,"758,786","2,478",8.4 ( 6 ),9.8 ( 6 )
,"9,000-10,000'",90,94,9.4,9.5,83.9,"504,180",990,16.7 ( 9 ),18.4 ( 9 )
,"10,000-11,000'",97,101,11.8,13.3,82.9,"291,117",409,23.1 ( 5 ),24.8 ( 5 )
,"11,000-12,000'",106,106,14.5,16.2,88.3,"52,897",61,NA,NA
,"12,000-13,000'",107,104,14,13.7,80.9,"2,187",3,NA,NA
8. Powder,"2,000-3,000'",7,172,0,0.1,16.6,"3,432","1,208",NA,NA
,"3,000-4,000'",65,63,0.4,0,3.4,"5,084","3,983",NA,NA
,"4,000-5,000'",40,5,0.3,0,0.3,579,"4,641",NA,NA
,"5,000-6,000'",2,48,0,0.1,7.2,"8,873","2,030",NA,NA
,"6,000-7,000'",14,114,0.3,0.8,30.6,"26,876",596,NA,NA
,"7,000-8,000'",84,95,4,4.5,68.3,"119,369",496,NA,NA
,"8,000-9,000'",87,91,6.1,6.5,81,"100,192",289,4.1 ( 4 ),4.8 ( 4 )
,"9,000-10,000'",81,89,6.6,8.1,75.9,"35,071",81,8.1 ( 1 ),9.0 ( 1 )
,"10,000-11,000'",87,87,9.4,10.7,81.5,"24,009",42,NA,NA
,">11,000'",89,89,10.9,12.1,73.7,"12,306",19,NA,NA
9. Smith-Judith-Musselshell,"4,000-5,000'",135,99,2.5,0.6,13.1,"135,628","4,189",NA,NA
,"5,000-6,000'",114,110,5.7,3.3,50,"433,035","2,486",NA,NA
,"6,000-7,000'",98,94,6.7,5.9,67.8,"355,510","1,131",11.2 ( 4 ),11.3 ( 4 )
,"7,000-8,000'",99,85,7.8,7.4,66.2,"186,850",475,13.2 ( 5 ),13.5 ( 5 )
,"8,000-9,000'",107,97,10.4,10.2,74,"28,941",53,NA,NA
,"9,000-10,000'",104,97,7.8,8.4,61.4,690,2,NA,NA
10. Snake,"5,000-6,000'",115,118,8.5,4.8,75.3,"67,658",266,NA,NA
,"6,000-7,000'",104,96,10,7.1,81.6,"473,306","1,258",16.3 ( 2 ),17.3 ( 2 )
,"7,000-8,000'",102,88,10.9,8.8,78.9,"787,181","1,677",16.9 ( 5 ),18.0 ( 5 )
,"8,000-9,000'",101,87,12.3,11.1,80.8,"863,485","1,454",19.3 ( 3 ),21.6 ( 3 )
,"9,000-10,000'",100,83,14.2,12.8,79.1,"524,432",767,17.2 ( 2 ),12.4 ( 1 )
,"10,000-11,000'",99,88,16.6,17.1,87.3,"178,741",196,NA,NA
,">11,000'",99,85,14.9,15.7,84.4,"5,896",7,NA,NA
11. Sun-Teton-Marias,"3,000-4,000'",80,106,0.8,0.1,4.2,"46,393","6,399",NA,NA
,"4,000-5,000'",54,66,0.6,0.5,9.8,"68,388","2,559",NA,NA
,"5,000-6,000'",120,95,6.6,4.8,53.1,"160,597",623,5.1 ( 4 ),5.5 ( 4 )
,"6,000-7,000'",121,93,9.7,7.6,64.1,"227,775",562,13.1 ( 1 ),13.7 ( 1 )
,"7,000-8,000'",118,92,11.9,10.2,70.7,"162,129",298,18.2 ( 1 ),19.9 ( 1 )
,">8,000'",115,94,12.3,11.3,71.9,"12,085",20,NA,NA
12. Tongue,"2,000-3,000'",9,180,0,0,5.3,857,883,NA,NA
,"3,000-4,000'",116,48,1.2,0,1.6,"2,185","2,794",NA,NA
,"4,000-5,000'",94,23,1.5,0.1,3.7,"3,380","1,207",NA,NA
,"5,000-6,000'",42,87,0.8,1,21.7,"2,750",51,NA,NA
,"6,000-7,000'",89,113,3,4.4,56.6,"8,034",35,NA,NA
,"7,000-8,000'",94,97,6.6,7.1,78.9,"45,646",120,6.9 ( 2 ),7.5 ( 2 )
,"8,000-9,000'",85,87,6.5,7.8,77.5,"70,885",171,6.7 ( 4 ),7.4 ( 4 )
,"9,000-10,000'",88,89,8.9,10.6,82.7,"65,775",116,NA,NA
,"10,000-11,000'",93,89,11.7,13.1,86.1,"15,147",22,NA,NA
,"11,000-12,000'",89,86,12.4,12.9,84.4,"1,328",2,NA,NA
13. Upper Clark Fork,"3,000-4,000'",165,172,6.3,2.2,51.7,"18,709",157,NA,NA
,"4,000-5,000'",138,134,6.5,3.3,50.2,"251,606","1,436",NA,NA
,"5,000-6,000'",124,117,7.6,5.1,60.2,"538,923","1,986",5.5 ( 3 ),5.4 ( 3 )
,"6,000-7,000'",120,103,8.2,6.7,66,"564,422","1,577",12.9 ( 2 ),13.7 ( 2 )
,"7,000-8,000'",118,88,9.5,7.9,62.9,"280,024",661,11.0 ( 6 ),11.5 ( 6 )
,"8,000-9,000'",116,92,11.4,10.2,68.9,"81,638",150,9.9 ( 1 ),10.4 ( 1 )
,">9,000'",112,107,12.9,12.1,73.9,"11,257",17,NA,NA
14. Upper Green,"7,000-8,000'",60,112,3.9,4.8,68.6,"1,632,976","6,360",11.2 ( 2 ),12.3 ( 2 )
,"8,000-9,000'",89,94,8.8,9.1,87.5,"776,654","1,595",14.7 ( 7 ),14.4 ( 6 )
,"9,000-10,000'",89,89,10.5,11.1,87.7,"529,693",892,10.6 ( 10 ),12.3 ( 9 )
,"10,000-11,000'",91,89,12.8,14,88.4,"349,914",470,10.8 ( 2 ),12.9 ( 2 )
,"11,000-12,000'",94,91,14.6,16.7,91.4,"171,449",193,NA,NA
,"12,000-13,000'",92,92,14.6,17.5,92.7,"29,659",32,NA,NA
,"13,000-14,000'",85,82,15.7,19,92.8,293,0,NA,NA
15. Upper Missouri,"4,000-5,000'",232,101,3.8,0.3,7.1,"16,071","1,173",NA,NA
,"5,000-6,000'",128,128,6.5,3,46.6,"167,519","1,058",NA,NA
,"6,000-7,000'",104,105,8.2,6.6,74.6,"197,298",562,6.0 ( 1 ),6.2 ( 1 )
,"7,000-8,000'",106,96,8.8,8.3,74.1,"58,530",132,6.9 ( 1 ),7.1 ( 1 )
,">8,000'",119,103,11.6,12.1,82.7,"15,678",24,NA,NA
16. Upper Snake Basins,"4,000-5,000'",88,102,2.1,0.6,17.3,"30,346",890,NA,NA
,"5,000-6,000'",116,139,7.1,4.7,72.8,"482,410","1,909",NA,NA
,"6,000-7,000'",106,105,10.6,8.9,83.9,"1,345,968","2,846",14.5 ( 6 ),15.8 ( 6 )
,"7,000-8,000'",105,75,10.7,7.4,60.3,"325,302",821,18.7 ( 4 ),20.5 ( 4 )
,"8,000-9,000'",115,77,15,9.8,60,"173,953",333,NA,NA
,"9,000-10,000'",109,65,17,9.6,55.6,"34,489",67,34.1 ( 1 ),35.3 ( 1 )
,"10,000-11,000'",106,91,18.5,17.5,81.8,"6,211",7,NA,NA
17. Upper Yellowstone,"4,000-5,000'",199,96,2.2,0.1,5.3,"18,729","3,414",NA,NA
,"5,000-6,000'",129,141,5.1,2.3,45.3,"216,018","1,793",5.1 ( 1 ),6.5 ( 1 )
,"6,000-7,000'",103,114,6.9,6.1,78.5,"339,571","1,046",8.2 ( 4 ),8.6 ( 4 )
,"7,000-8,000'",105,103,8.2,8.3,83.5,"604,837","1,359",11.0 ( 6 ),11.8 ( 6 )
,"8,000-9,000'",121,109,10.4,11.1,84.8,"1,087,798","1,838",14.7 ( 5 ),15.2 ( 5 )
,"9,000-10,000'",117,103,13,13.6,85.6,"855,873","1,183",19.3 ( 4 ),20.0 ( 4 )
,"10,000-11,000'",100,89,13.5,14.5,86.2,"288,340",374,NA,NA
,"11,000-12,000'",95,87,13.5,15.4,86.8,"49,088",60,NA,NA
,"12,000-13,000'",99,93,13,14.4,81,"1,263",2,NA,NA
18. Wood and Lost Basins,"5,000-6,000'",127,110,7.9,4,44.3,"580,809","2,754",14.2 ( 2 ),14.1 ( 2 )
,"6,000-7,000'",111,111,9,6.3,65,"623,582","1,853",9.6 ( 4 ),10.0 ( 4 )
,"7,000-8,000'",104,105,9.9,9.1,81.2,"670,681","1,378",12.0 ( 6 ),12.7 ( 6 )
,"8,000-9,000'",100,98,11.2,11.8,85.3,"554,264",879,12.8 ( 3 ),13.8 ( 3 )
,"9,000-10,000'",101,95,13.9,15.2,87.5,"352,463",436,13.2 ( 1 ),14.7 ( 1 )
,"10,000-11,000'",101,94,15,16.5,88.3,"98,727",112,NA,NA
,"11,000-12,000'",104,98,16,17.6,89.5,"7,957",8,NA,NA
