,,4/6/2025,4/13/2025,4/6/2025,4/13/2025,4/13/2025,4/13/2025,4/13/2025,4/6/2025,4/13/2025
Basin,Elevation Band,%4/6 Avg.,%4/13 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Central Columbia,"3,000-4,000'",84,71,4.2,3,14.2,"104,673",658,18.9 ( 2 ),16.2 ( 2 )
,"4,000-5,000'",86,81,15.3,12.6,45.3,"368,128",548,16.3 ( 3 ),13.5 ( 3 )
,"5,000-6,000'",94,96,27.4,25.2,68.8,"706,842",527,18.7 ( 2 ),17.6 ( 2 )
,"6,000-7,000'",100,104,36.2,34.2,75.8,"591,441",324,41.1 ( 1 ),42.7 ( 1 )
,"7,000-8,000'",108,117,43.6,42.7,80.8,"171,604",75,NA,NA
,"8,000-9,000'",113,118,41.7,39.3,77.8,"6,482",3,NA,NA
2. Central Puget Sound,"3,000-4,000'",23,19,1.9,1,3.9,"29,135",555,35.7 ( 3 ),34.9 ( 3 )
,"4,000-5,000'",39,36,8.2,5.1,13.6,"122,399",451,37.6 ( 2 ),37.4 ( 2 )
,"5,000-6,000'",61,56,20.1,12.9,26.3,"125,498",182,NA,NA
,"6,000-7,000'",75,78,33.3,23.3,43.3,"56,544",46,NA,NA
,"7,000-8,000'",83,107,43,38.8,81.2,"9,378",5,NA,NA
,"8,000-9,000'",110,130,-,-,97.9,-,0,NA,NA
,">9,000'",157,201,-,-,88.8,-,0,NA,NA
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",82,53,0,0,0.1,841,"2,525",0.2 ( 1 ),0.0 ( 1 )
,"3,000-4,000'",84,83,0.8,0.5,3.8,"45,729","1,622",13.5 ( 4 ),10.8 ( 4 )
,"4,000-5,000'",126,131,7.8,6.7,32.6,"242,995",682,25.4 ( 3 ),23.8 ( 3 )
,"5,000-6,000'",135,140,25.4,24.2,72.1,"264,837",206,31.3 ( 2 ),30.3 ( 2 )
,"6,000-7,000'",129,138,51.7,52.3,93.8,"93,360",33,49.6 ( 1 ),50.5 ( 1 )
,"7,000-8,000'",123,138,71.3,73,96.4,"33,455",9,NA,NA
,"8,000-9,000'",126,156,-,-,97.9,-,1,NA,NA
,"9,000-10,000'",124,165,-,-,99.5,-,1,NA,NA
,">10,000'",136,170,-,-,99.7,-,0,NA,NA
