,,4/6/2025,4/13/2025,4/6/2025,4/13/2025,4/13/2025,4/13/2025,4/13/2025,4/6/2025,4/13/2025
4. Klamath,"4,000-5,000'",>200†,>200†,1.3,0.5,5.5,"105,840","4,328",5.9 ( 3 ),3.2 ( 3 )
,"5,000-6,000'",>200†,174,7.8,4.4,27.9,"520,591","2,236",20.1 ( 8 ),16.2 ( 8 )
,"6,000-7,000'",153,151,23.6,21.2,82.2,"621,849",551,42.8 ( 3 ),39.2 ( 3 )
,"7,000-8,000'",147,146,34.7,33.5,89.7,"149,429",84,13.4 ( 1 ),9.6 ( 1 )
,"8,000-9,000'",155,157,-,-,97.8,-,1,NA,NA
5. Lewis,"2,000-3,000'",45,53,0.3,0.3,1.7,"3,660",271,0.0 ( 2 ),0.6 ( 1 )
,"3,000-4,000'",44,52,2.9,2.5,10.9,"29,136",217,38.9 ( 3 ),38.1 ( 3 )
,"4,000-5,000'",57,62,7.2,6.5,19.9,"26,516",76,69.3 ( 2 ),70.2 ( 2 )
,"5,000-6,000'",111,122,32.6,29.6,61.7,"18,593",12,NA,NA
,"6,000-7,000'",114,130,58.1,62.5,91.7,"13,197",4,NA,NA
,"7,000-8,000'",102,124,-,-,96.7,-,1,NA,NA
,">8,000'",105,126,-,-,98.8,-,0,NA,NA
6. Lower Cowlitz,"3,000-4,000'",88,90,3.9,2.8,16,"20,161",135,1.0 ( 1 ),0.1 ( 1 )
,"4,000-5,000'",114,107,18.4,14.4,49.9,"31,939",42,42.7 ( 1 ),42.4 ( 1 )
,"5,000-6,000'",124,117,39,29.7,64.2,"10,851",7,NA,NA
,"6,000-7,000'",111,121,37.1,41.1,77.8,"2,963",1,NA,NA
,"7,000-8,000'",142,157,50.3,62.3,84.4,"2,565",1,NA,NA
7. Naches,"4,000-5,000'",128,106,5.3,3.4,20.4,"58,933",324,26.3 ( 2 ),25.3 ( 2 )
,"5,000-6,000'",118,119,16.3,14.8,56.8,"187,085",237,54.4 ( 2 ),55.7 ( 2 )
,"6,000-7,000'",129,132,33.6,33.4,84.7,"85,138",48,NA,NA
,"7,000-8,000'",110,120,51.5,52.4,95.2,"2,696",1,NA,NA
8. North Puget Sound,"1,000-2,000'",26,14,0,0,0,116,325,NA,NA
,"2,000-3,000'",23,20,0.3,0.2,1.1,"4,414",423,22.7 ( 1 ),22.1 ( 1 )
,"3,000-4,000'",32,29,2.5,1.9,6.7,"50,904",515,37.6 ( 2 ),37.3 ( 2 )
,"4,000-5,000'",41,41,8.2,6.7,16.3,"175,062",492,38.4 ( 5 ),38.8 ( 5 )
,"5,000-6,000'",57,54,17.5,12.4,26,"254,734",385,48.4 ( 1 ),50.2 ( 1 )
,"6,000-7,000'",67,60,23.2,14.3,34.7,"115,922",152,35.1 ( 1 ),35.6 ( 1 )
,"7,000-8,000'",91,84,35.8,23.3,58.3,"22,406",18,NA,NA
,"8,000-9,000'",156,149,51.2,57.8,74.6,"3,573",1,NA,NA
9. Olympic,"4,000-5,000'",94,111,15.3,16.2,50,"112,993",131,30.2 ( 2 ),30.7 ( 2 )
,"5,000-6,000'",113,132,35,39,83.4,"180,920",87,33.9 ( 1 ),35.2 ( 1 )
,">6,000'",118,132,40,42.3,85.7,"45,703",20,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",104,25,0.2,0,0.1,"1,307","1,688",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",103,100,2.2,1.4,7,"66,415",917,6.5 ( 2 ),4.2 ( 2 )
,"5,000-6,000'",115,137,16.6,16.2,53.6,"477,888",554,26.2 ( 2 ),20.6 ( 2 )
,"6,000-7,000'",119,134,35.2,33.6,81.2,"349,517",195,31.6 ( 1 ),31.0 ( 1 )
,"7,000-8,000'",115,143,-,-,85.1,-,16,NA,NA
,"8,000-9,000'",142,151,-,-,88.7,-,1,NA,NA
11. South Puget Sound,"2,000-3,000'",0,0,0,0,0,0,408,0.0 ( 2 ),0.1 ( 2 )
,"3,000-4,000'",13,10,0.4,0.2,0.9,"3,552",376,13.7 ( 8 ),12.6 ( 8 )
,"4,000-5,000'",40,34,3.2,1.8,6.4,"20,894",223,17.5 ( 1 ),15.1 ( 1 )
,"5,000-6,000'",107,105,25.9,20.5,47,"108,806",100,50.1 ( 2 ),51.5 ( 2 )
,"6,000-7,000'",120,127,49.8,49.3,89.1,"89,151",34,NA,NA
,"7,000-8,000'",116,135,-,-,98.1,-,4,NA,NA
,"8,000-9,000'",119,153,-,-,99.2,-,1,NA,NA
,"9,000-10,000'",67,87,-,-,98.9,-,0,NA,NA
,"10,000-11,000'",160,223,-,-,97.5,-,1,NA,NA
,"11,000-12,000'",172,244,-,-,96.4,-,1,NA,NA
,"12,000-13,000'",129,204,-,-,95.6,-,0,NA,NA
,">13,000'",145,230,-,-,98.8,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",139,104,1.4,0.4,3.1,"59,913","2,568",NA,NA
,"4,000-5,000'",166,159,7.9,5.1,29,"398,009","1,451",8.1 ( 4 ),5.0 ( 4 )
,"5,000-6,000'",127,125,17.6,14.9,59.7,"610,284",767,15.2 ( 2 ),13.8 ( 2 )
,"6,000-7,000'",110,103,25.9,22.7,68.2,"685,047",566,NA,NA
,"7,000-8,000'",114,109,31.4,28.6,75.2,"222,474",146,NA,NA
,"8,000-9,000'",110,121,34.1,31.6,71.3,"5,699",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",34,26,0.7,0.3,1.8,"5,082",282,35.8 ( 1 ),33.5 ( 1 )
,"4,000-5,000'",49,46,4.8,3,10.4,"47,387",300,47.0 ( 3 ),46.6 ( 3 )
,"5,000-6,000'",87,91,23.3,17.3,37.5,"99,966",109,NA,NA
,"6,000-7,000'",113,129,54.7,53.7,86.3,"54,205",19,NA,NA
,"7,000-8,000'",116,140,-,-,95.6,-,3,NA,NA
,"8,000-9,000'",134,166,-,-,99.9,-,0,NA,NA
,"9,000-10,000'",68,97,-,-,100,-,0,NA,NA
,"10,000-11,000'",19,25,-,-,100,-,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",207,166,1.4,0.7,4.7,"148,629","3,836",21.8 ( 1 ),16.7 ( 1 )
,"5,000-6,000'",169,161,10.5,8.1,39.3,"638,869","1,479",29.8 ( 5 ),26.3 ( 5 )
,"6,000-7,000'",130,143,30.4,28.9,79.5,"385,640",250,NA,NA
,"7,000-8,000'",127,140,48,49.5,90.1,"104,534",40,NA,NA
,"8,000-9,000'",130,150,-,-,98,-,2,NA,NA
,"9,000-10,000'",129,143,-,-,98,-,1,NA,NA
15. Upper Yakima,"3,000-4,000'",88,59,3.3,1.8,8.8,"48,356",492,16.2 ( 1 ),14.6 ( 1 )
,"4,000-5,000'",112,93,13.6,9.5,37.2,"181,200",359,27.7 ( 1 ),25.8 ( 1 )
,"5,000-6,000'",122,116,27.4,24.2,75.5,"206,920",161,14.3 ( 1 ),12.8 ( 1 )
,"6,000-7,000'",120,123,39.5,39,88.6,"44,167",21,NA,NA
,"7,000-8,000'",103,118,-,-,93,-,1,NA,NA
16. Willamette,"1,000-2,000'",57,0,0,0,0,0,"1,975",0.1 ( 1 ),0.1 ( 1 )
,"2,000-3,000'",38,25,0,0,0.1,495,"1,621",0.9 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",55,58,0.7,0.4,2.7,"31,364","1,455",4.5 ( 6 ),1.1 ( 6 )
,"4,000-5,000'",93,119,6.3,6.3,26.8,"296,491",883,31.2 ( 8 ),28.6 ( 8 )
,"5,000-6,000'",117,141,22.6,22.7,67.6,"484,803",400,43.0 ( 1 ),39.7 ( 1 )
,"6,000-7,000'",113,139,43,44.3,78.1,"157,803",67,NA,NA
,"7,000-8,000'",120,144,-,-,91.7,-,11,NA,NA
,"8,000-9,000'",120,153,-,-,96,-,2,NA,NA
,"9,000-10,000'",137,170,-,-,99,-,1,NA,NA
