,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
,"5,000-6,000'",100,83,2.5,0.7,8.9,"30,213",767,0.1 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",81,68,7.1,3,32.3,"90,095",566,NA,NA
,"7,000-8,000'",81,61,12.3,5.5,54.7,"42,701",146,NA,NA
,"8,000-9,000'",94,56,16.5,6.4,55.1,"1,145",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",18,21,0.1,0,0.6,665,282,7.5 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",42,33,2.2,0.9,10,"14,610",300,24.8 ( 3 ),18.0 ( 3 )
,"5,000-6,000'",61,38,12.1,5.6,52,"32,226",109,NA,NA
,"6,000-7,000'",75,38,30,13,89.4,"13,145",19,NA,NA
,"7,000-8,000'",90,38,51.8,18.5,90.6,"3,147",3,NA,NA
,"8,000-9,000'",107,42,-,31,100,160,0,NA,NA
,"9,000-10,000'",56,19,-,30.1,100,775,0,NA,NA
,"10,000-11,000'",15,5,-,19.4,100,100,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",64,43,0,0,0.1,"1,318","3,836",0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",93,79,1.6,0.6,6.9,"44,455","1,479",2.9 ( 4 ),0.0 ( 4 )
,"6,000-7,000'",92,62,11.7,4.7,45.8,"62,530",250,NA,NA
,"7,000-8,000'",90,50,25.4,10.3,79.1,"21,803",40,NA,NA
,"8,000-9,000'",92,44,41.8,16.1,96.5,"1,986",2,NA,NA
,"9,000-10,000'",89,41,41.3,15.8,95.5,569,1,NA,NA
15. Upper Yakima,"3,000-4,000'",32,21,0.5,0.1,1.1,"2,428",492,0.1 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",49,33,2.5,0.8,9.1,"15,749",359,0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",60,38,6.5,2.5,25.7,"21,131",161,0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",66,40,14.1,6.3,56.4,"7,158",21,NA,NA
,"7,000-8,000'",78,36,44.8,18.4,96.1,568,1,NA,NA
16. Willamette,"1,000-2,000'",NA,NA,0,0,0,0,"1,975",0.2 ( 1 ),0.0 ( 1 )
,"2,000-3,000'",0,0,0,0,0,0,"1,621",0.0 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",3,0,0,0,0,14,"1,455",0.1 ( 6 ),0.0 ( 6 )
,"4,000-5,000'",53,16,1.1,0.1,1.1,"4,363",883,7.3 ( 7 ),4.5 ( 7 )
,"5,000-6,000'",95,59,9.3,2.7,28.9,"57,430",400,13.1 ( 1 ),3.4 ( 1 )
,"6,000-7,000'",84,47,24,9.6,77.4,"34,085",67,NA,NA
,"7,000-8,000'",84,38,43,15.6,86.8,"9,094",11,NA,NA
,"8,000-9,000'",90,35,-,23.5,93.3,"3,024",2,NA,NA
,"9,000-10,000'",102,41,-,23.5,96.6,"1,090",1,NA,NA
