,,5/3/2025,5/11/2025,5/3/2025,5/11/2025,5/11/2025,5/11/2025,5/11/2025,5/3/2025,5/11/2025
,"4,000-5,000'",79,74,0.4,0.2,1.9,"15,691","1,451",0.0 ( 4 ),0.0 ( 4 )
,"5,000-6,000'",85,79,4,2.2,14.9,"90,716",767,3.4 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",73,76,11.1,7.8,44,"235,460",566,NA,NA
,"7,000-8,000'",64,69,15.1,12,64,"93,789",146,NA,NA
,"8,000-9,000'",61,69,14.4,12.4,54.4,"2,234",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",36,21,0.3,0.1,1.2,"2,076",282,19.6 ( 1 ),11.3 ( 1 )
,"4,000-5,000'",59,45,3.4,2.2,14.7,"35,527",300,35.1 ( 3 ),27.9 ( 3 )
,"5,000-6,000'",59,63,11.8,11.4,51.5,"66,218",109,NA,NA
,"6,000-7,000'",45,64,20.5,27.2,88.7,"27,474",19,NA,NA
,"7,000-8,000'",39,69,24.2,39.6,87.2,"6,733",3,NA,NA
,"8,000-9,000'",40,84,35.6,-,97,-,0,NA,NA
,"9,000-10,000'",24,54,32.7,-,95.8,-,0,NA,NA
,"10,000-11,000'",7,14,26.7,-,88.7,-,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",51,50,0.1,0.1,0.4,"10,676","3,836",0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",84,72,2.3,1.6,11.1,"129,910","1,479",15.0 ( 5 ),4.0 ( 4 )
,"6,000-7,000'",73,81,11.1,11.5,57.6,"153,305",250,NA,NA
,"7,000-8,000'",55,75,18.3,23.6,85.3,"49,816",40,NA,NA
,"8,000-9,000'",47,75,24.5,36.3,95.6,"4,485",2,NA,NA
,"9,000-10,000'",46,71,20.7,32.3,90.1,"1,163",1,NA,NA
15. Upper Yakima,"3,000-4,000'",42,31,0.9,0.4,2.7,"9,313",492,3.4 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",46,49,3.4,2.4,14.8,"46,682",359,12.2 ( 1 ),4.5 ( 1 )
,"5,000-6,000'",58,57,8.7,6.3,32.8,"53,712",161,0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",56,62,16.4,14.1,64,"15,940",21,NA,NA
,"7,000-8,000'",36,57,23.1,34.9,91.3,"1,077",1,NA,NA
16. Willamette,"1,000-2,000'",NA,NA,0,0,0,0,"1,975",0.0 ( 1 ),0.0 ( 1 )
,"2,000-3,000'",0,0,0,0,0,0,"1,621",0.0 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",11,5,0,0,0.1,793,"1,455",0.0 ( 6 ),0.0 ( 6 )
,"4,000-5,000'",83,49,2.1,1,7.8,"46,638",883,16.3 ( 7 ),9.4 ( 7 )
,"5,000-6,000'",89,77,10.1,7.5,46.2,"160,532",400,25.2 ( 1 ),16.7 ( 1 )
,"6,000-7,000'",57,73,16.1,20.3,76.9,"72,412",67,NA,NA
,"7,000-8,000'",44,74,23.5,36.6,85.9,"21,271",11,NA,NA
,"8,000-9,000'",39,78,28.7,-,94.1,-,2,NA,NA
,"9,000-10,000'",44,89,29.9,-,79.1,-,1,NA,NA
