,,5/3/2025,5/11/2025,5/3/2025,5/11/2025,5/11/2025,5/11/2025,5/11/2025,5/3/2025,5/11/2025
Basin,Elevation Band,%5/3 Avg.,%5/11 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Central Columbia,"3,000-4,000'",49,44,1,0.5,3.6,"17,356",658,2.5 ( 2 ),0.0 ( 2 )
,"4,000-5,000'",53,52,5.2,3.6,21.7,"105,546",548,5.4 ( 3 ),2.5 ( 3 )
,"5,000-6,000'",58,59,11.2,9.2,45.7,"257,076",527,9.6 ( 2 ),7.6 ( 2 )
,"6,000-7,000'",53,62,15.4,15.1,65.6,"260,502",324,34.5 ( 1 ),30.4 ( 1 )
,"7,000-8,000'",50,65,17.5,19.2,74.9,"77,121",75,NA,NA
,"8,000-9,000'",52,65,16.4,21,83.5,"3,456",3,NA,NA
2. Central Puget Sound,"3,000-4,000'",40,35,1.9,1,7.3,"30,878",555,24.4 ( 3 ),16.8 ( 3 )
,"4,000-5,000'",53,57,8.8,6.8,36.8,"163,765",451,25.6 ( 2 ),18.1 ( 2 )
,"5,000-6,000'",52,65,16,16,65.4,"155,743",182,NA,NA
,"6,000-7,000'",44,61,19.9,23,81.2,"55,879",46,NA,NA
,"7,000-8,000'",42,59,20.6,26.9,93.3,"6,503",5,NA,NA
,"8,000-9,000'",39,68,26.7,-,99.8,-,0,NA,NA
,">9,000'",55,128,36.2,-,94.3,-,0,NA,NA
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",4,0,0,0,0,0,"2,525",0.2 ( 1 ),0.2 ( 1 )
,"3,000-4,000'",22,9,0.1,0,0.2,"1,463","1,622",1.2 ( 4 ),0.1 ( 4 )
,"4,000-5,000'",72,49,1.6,0.8,6.4,"27,875",682,12.7 ( 3 ),8.8 ( 3 )
,"5,000-6,000'",82,77,9.3,6.9,39.9,"75,843",206,22.4 ( 2 ),18.2 ( 2 )
,"6,000-7,000'",56,75,19.2,20.5,75.6,"36,644",33,43.9 ( 1 ),39.1 ( 1 )
,"7,000-8,000'",44,70,23,33.9,86.1,"15,552",9,NA,NA
,"8,000-9,000'",40,79,31.8,-,88.7,-,1,NA,NA
,"9,000-10,000'",37,84,38.7,-,90.9,-,1,NA,NA
,">10,000'",41,90,37.4,-,95,-,0,NA,NA
4. Klamath,"4,000-5,000'",32,33,0,0,0.1,757,"4,328",0.1 ( 3 ),0.1 ( 3 )
,"5,000-6,000'",87,65,0.8,0.5,4.6,"56,522","2,236",10.8 ( 7 ),6.2 ( 7 )
,"6,000-7,000'",88,75,6.9,5.1,35.7,"149,958",551,24.1 ( 3 ),18.0 ( 3 )
,"7,000-8,000'",82,83,14.7,12.6,71.3,"56,034",84,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",73,80,22.2,21.1,92,980,1,NA,NA
5. Lewis,"2,000-3,000'",21,18,0,0,0.3,414,271,0.5 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",38,27,1.1,0.7,5.3,"8,330",217,27.8 ( 3 ),21.2 ( 3 )
,"4,000-5,000'",55,45,4.3,3.4,22.5,"13,630",76,61.4 ( 2 ),55.6 ( 2 )
,"5,000-6,000'",59,66,13.7,13.3,60.5,"8,363",12,NA,NA
,"6,000-7,000'",41,61,20.8,23.6,72.6,"4,976",4,NA,NA
,"7,000-8,000'",33,57,25.2,41.2,84.4,"1,486",1,NA,NA
,">8,000'",35,63,27.4,45.4,94,702,0,NA,NA
6. Lower Cowlitz,"3,000-4,000'",53,32,0.7,0.3,2.9,"2,348",135,0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",70,58,6.6,4.5,28.3,"10,058",42,32.8 ( 1 ),27.6 ( 1 )
,"5,000-6,000'",56,63,14.4,12.9,57.7,"4,726",7,NA,NA
,"6,000-7,000'",49,65,16.1,13,50.7,934,1,NA,NA
,"7,000-8,000'",50,77,16.2,13.8,36.1,569,1,NA,NA
7. Naches,"4,000-5,000'",54,33,0.8,0.3,2.5,"5,659",324,14.9 ( 2 ),9.6 ( 2 )
,"5,000-6,000'",70,56,5.3,3.6,21.6,"45,684",237,47.7 ( 2 ),39.9 ( 2 )
,"6,000-7,000'",64,66,13.4,12,58,"30,665",48,NA,NA
,"7,000-8,000'",44,60,18.7,23.9,88.7,"1,228",1,NA,NA
8. North Puget Sound,"1,000-2,000'",10,29,0,0,0,65,325,NA,NA
,"2,000-3,000'",36,42,0.2,0.2,1.2,"3,710",423,6.4 ( 1 ),0.0 ( 1 )
,"3,000-4,000'",48,55,2.2,2,11.2,"53,793",515,32.3 ( 2 ),27.2 ( 2 )
,"4,000-5,000'",54,67,8.5,8.4,39.9,"221,468",492,33.1 ( 5 ),28.7 ( 5 )
,"5,000-6,000'",52,67,14.2,15.7,64.6,"321,934",385,44.7 ( 1 ),39.0 ( 1 )
,"6,000-7,000'",50,65,17.3,19.7,79.1,"160,300",152,32.8 ( 1 ),26.8 ( 1 )
,"7,000-8,000'",46,66,18.5,23.5,85.5,"22,611",18,NA,NA
,"8,000-9,000'",49,83,21.5,-,94.3,-,1,NA,NA
9. Olympic,"4,000-5,000'",58,66,6.8,8.1,45,"56,652",131,21.0 ( 2 ),18.4 ( 2 )
,"5,000-6,000'",55,72,14.6,15.8,63.1,"73,239",87,26.0 ( 1 ),22.7 ( 1 )
,">6,000'",53,70,16.2,16.1,63.2,"17,423",20,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",1,1,0,0,0,14,"1,688",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",57,28,0.4,0.1,1.4,"6,502",917,0.0 ( 2 ),0.0 ( 2 )
,"5,000-6,000'",94,78,7.1,5.2,37.9,"153,590",554,0.2 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",70,75,14,13.8,74.8,"143,122",195,26.4 ( 1 ),21.1 ( 1 )
,"7,000-8,000'",57,72,18,21.9,83.1,"18,822",16,NA,NA
,"8,000-9,000'",56,78,18.9,24.1,79.1,869,1,NA,NA
11. South Puget Sound,"2,000-3,000'",0,15,0,0,0,8,408,0.0 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",19,8,0.2,0.1,0.5,"1,099",376,5.5 ( 8 ),2.4 ( 8 )
,"4,000-5,000'",58,47,2.3,1.5,10.6,"17,741",223,1.1 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",66,70,12.3,10.6,49.2,"56,434",100,46.2 ( 2 ),42.0 ( 2 )
,"6,000-7,000'",49,67,19.1,20.2,74.7,"36,486",34,NA,NA
,"7,000-8,000'",39,68,25.3,34.5,87.5,"7,288",4,NA,NA
,"8,000-9,000'",34,76,39.6,-,96.8,-,1,NA,NA
,"9,000-10,000'",25,48,29.1,-,98.6,-,0,NA,NA
,"10,000-11,000'",44,128,59.8,-,96.9,-,1,NA,NA
,"11,000-12,000'",48,142,57.2,-,98.6,-,1,NA,NA
,"12,000-13,000'",35,123,-,-,97.6,-,0,NA,NA
,">13,000'",38,136,-,-,100,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",50,38,0,0,0,485,"2,568",NA,NA
