,,5/3/2025,5/11/2025,5/3/2025,5/11/2025,5/11/2025,5/11/2025,5/11/2025,5/3/2025,5/11/2025
Basin,Elevation Band,%5/3 Avg.,%5/11 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
21. Lower Snake-Tucannon,"4,000-5,000'",103,78,0.1,0,0.8,131,66,NA,NA
,"5,000-6,000'",147,144,4.2,2.2,30.1,"4,859",41,NA,NA
,"6,000-7,000'",104,97,13.7,9.8,83.6,960,2,NA,NA
22. Lower Yakima,"3,000-4,000'",0,0,0,0,0,0,315,NA,NA
,"4,000-5,000'",14,33,0.1,0.2,2.5,"1,079",126,NA,NA
,"5,000-6,000'",85,64,5.3,2.7,26.1,"5,685",39,7.8 ( 2 ),4.7 ( 2 )
,"6,000-7,000'",100,71,14.8,7.6,57.3,"3,607",9,NA,NA
23. Malheur,"5,000-6,000'",297,54,0.5,0,0.8,"2,158",863,1.5 ( 3 ),0.0 ( 3 )
,"6,000-7,000'",137,95,6,2.2,24.9,"12,280",103,NA,NA
,"7,000-8,000'",107,92,14.8,10.1,78.5,"14,039",26,NA,NA
,"8,000-9,000'",93,84,17.6,13,76.3,268,0,NA,NA
24. Middle Humboldt,"6,000-7,000'",161,0,0,0,0,0,475,NA,NA
,"7,000-8,000'",56,12,0.1,0,0.1,51,144,NA,NA
,"8,000-9,000'",91,33,1.2,0.2,3.6,127,13,NA,NA
,"9,000-10,000'",94,14,4.1,0.1,2,3,1,NA,NA
25. Northern Big Smoky Valley,"7,000-8,000'",59,10,0,0,0,18,312,NA,NA
,"8,000-9,000'",45,19,0.3,0.1,1.5,601,158,NA,NA
,"9,000-10,000'",64,34,1.9,0.6,10.9,"2,414",71,NA,NA
,"10,000-11,000'",69,47,4,1.3,22.5,"1,831",26,NA,NA
,"11,000-12,000'",59,61,4.1,1.6,26.8,252,3,NA,NA
26. Northern Great Basin,"6,000-7,000'",41,29,0,0,0,141,"1,932",0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",56,65,0.5,0.2,3.6,"3,028",253,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",83,83,3.6,1.7,20.7,"3,728",41,NA,NA
,"9,000-10,000'",95,100,7.9,3.6,37.8,112,1,NA,NA
27. Panhandle Basins,"3,000-4,000'",46,125,0,0,0.6,"1,012",702,0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",73,75,1.7,1.2,17.1,"31,273",508,NA,NA
,"5,000-6,000'",80,61,8.8,5.4,56.1,"98,703",344,38.6 ( 2 ),32.9 ( 2 )
,"6,000-7,000'",84,60,15.2,9.9,74.1,"46,406",88,NA,NA
,"7,000-8,000'",82,58,14.5,9.6,72.9,"1,189",2,NA,NA
28. Reese,"7,000-8,000'",68,25,0.1,0,0.2,114,282,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",59,28,0.5,0.1,3,"1,042",150,9.8 ( 1 ),3.2 ( 1 )
,"9,000-10,000'",79,44,2.7,0.9,17,"2,261",47,NA,NA
,">10,000'",76,60,5,2.2,35.9,"1,340",11,NA,NA
29. Rock,"5,000-6,000'",NA,NA,0,0,0,0,591,NA,NA
,"6,000-7,000'",0,0,0,0,0,0,212,NA,NA
,"7,000-8,000'",37,25,0.2,0.1,0.8,83,29,3.7 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",108,67,2.9,0.7,10.4,131,3,NA,NA
30. Salmon Basin,"5,000-6,000'",130,242,0.4,0.5,8.8,"51,076","2,058",16.0 ( 1 ),10.6 ( 1 )
,"6,000-7,000'",109,106,3,1.8,23.3,"338,697","3,565",16.6 ( 3 ),10.7 ( 3 )
,"7,000-8,000'",88,73,7.3,4.3,41.8,"866,949","3,809",3.1 ( 1 ),0.3 ( 1 )
,"8,000-9,000'",81,66,10.1,6.2,54.4,"639,873","1,926",14.9 ( 5 ),9.2 ( 5 )
,"9,000-10,000'",84,67,13.3,8.2,60.9,"218,550",502,11.1 ( 1 ),6.5 ( 1 )
,"10,000-11,000'",85,67,14.7,8.9,62.4,"33,262",70,NA,NA
,"11,000-12,000'",92,74,16.6,10.9,62.4,"1,577",3,NA,NA
31. Silver,"5,000-6,000'",2,93,0,0,0.3,393,428,NA,NA
,"6,000-7,000'",16,75,0,0.5,7.2,90,3,NA,NA
32. Silvies,"4,000-5,000'",105,0,0,0,0,0,713,NA,NA
,"5,000-6,000'",33,35,0,0,0.6,"1,072",570,0.0 ( 1 ),NA
,"6,000-7,000'",89,72,1.7,0.8,9.6,"1,296",31,1.8 ( 1 ),0.1 ( 1 )
,"7,000-8,000'",83,94,15,14.3,82.7,"1,470",2,NA,NA
33. Southern Snake Basins,"5,000-6,000'",10,104,0,0,0,102,"8,108",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",46,65,0.1,0,0.4,"3,969","3,280",0.0 ( 5 ),0.0 ( 5 )
,"7,000-8,000'",61,33,0.8,0.2,3,"10,520",908,1.9 ( 4 ),0.0 ( 4 )
,"8,000-9,000'",89,66,5.9,2.8,31.4,"25,206",166,13.3 ( 3 ),7.3 ( 3 )
,"9,000-10,000'",88,79,13.1,9.2,67.8,"17,712",36,NA,NA
,"10,000-11,000'",84,84,15,12.8,80.4,"1,121",2,NA,NA
34. Spokane,"3,000-4,000'",26,28,0,0,0.1,353,"1,665",0.1 ( 1 ),0.2 ( 1 )
,"4,000-5,000'",83,81,0.8,0.4,6.4,"23,828","1,020",3.3 ( 4 ),0.4 ( 4 )
,"5,000-6,000'",97,90,5.4,3.6,36.9,"78,236",412,14.7 ( 3 ),7.6 ( 3 )
,"6,000-7,000'",88,83,12.1,10.5,71.4,"26,786",48,NA,NA
,"7,000-8,000'",82,68,18.2,14.2,85,366,0,NA,NA
35. St. Mary,"4,000-5,000'",29,20,0.3,0.1,5,"1,129",166,0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",55,41,2.6,1.6,23.4,"17,566",207,NA,NA
,"6,000-7,000'",78,68,10,7.9,56.7,"64,404",153,NA,NA
,"7,000-8,000'",85,72,12.7,8.8,55.2,"47,678",101,NA,NA
,">8,000'",92,77,15.8,10.6,62.9,"11,620",21,NA,NA
36. Truckee,"5,000-6,000'",0,0,0,0,0,0,669,NA,NA
