,,5/3/2025,5/11/2025,5/3/2025,5/11/2025,5/11/2025,5/11/2025,5/11/2025,5/3/2025,5/11/2025
,"6,000-7,000'",29,14,0.6,0.2,2.8,"4,623",479,9.5 ( 5 ),9.0 ( 5 )
,"7,000-8,000'",61,48,5.3,3.4,31.9,"35,672",196,0.0 ( 1 ),0.2 ( 1 )
,"8,000-9,000'",70,59,11,7.2,65.4,"23,047",60,21.4 ( 3 ),15.0 ( 3 )
,"9,000-10,000'",70,63,14.5,9.9,81.5,"7,923",15,NA,NA
,"10,000-11,000'",61,69,12.2,12,89,618,1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",0,0,0,0,0,0,890,0.0 ( 1 ),0.5 ( 1 )
,"4,000-5,000'",70,75,0.2,0.2,3.4,"4,383",471,9.1 ( 2 ),6.1 ( 2 )
,"5,000-6,000'",87,76,3.8,2.6,37.2,"9,902",72,13.8 ( 4 ),9.4 ( 4 )
38. Upper Humboldt,"5,000-6,000'",0,NA,0,0,0,0,"2,395",NA,NA
,"6,000-7,000'",99,21,0,0,0,32,"1,939",0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",71,35,0.5,0.1,2.6,"2,876",437,0.2 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",99,76,5.8,2.9,38.3,"24,044",155,4.8 ( 4 ),2.4 ( 4 )
,"9,000-10,000'",100,94,12.8,9.1,73.2,"41,964",87,29.0 ( 1 ),22.3 ( 1 )
,">10,000'",96,92,15.2,11.7,80.9,"12,943",21,NA,NA
39. Walker,"6,000-7,000'",14,0,0,0,0,0,673,NA,NA
,"7,000-8,000'",34,6,0.1,0,0.1,137,616,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",59,30,1.1,0.4,5.5,"7,829",381,7.8 ( 2 ),5.2 ( 2 )
,"9,000-10,000'",80,69,7.6,5.7,44.9,"54,753",180,18.1 ( 4 ),14.2 ( 4 )
,"10,000-11,000'",80,74,12.7,9.9,60.8,"41,489",78,NA,NA
,">11,000'",77,63,10.7,6.3,51.5,"3,737",11,NA,NA
40. West Central Basins,"4,000-5,000'",38,183,0,0.1,1.9,"6,548","1,513",0.0 ( 3 ),0.0 ( 3 )
,"5,000-6,000'",101,142,1,0.9,16.7,"83,315","1,692",4.5 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",99,74,6.6,3.2,38.8,"216,505","1,272",20.7 ( 7 ),11.8 ( 7 )
,"7,000-8,000'",91,64,14.7,7.6,62.1,"326,948",806,27.3 ( 3 ),18.8 ( 3 )
,"8,000-9,000'",85,64,18.9,11.3,73.7,"177,119",294,NA,NA
,">9,000'",83,66,21.6,14.4,80.1,"32,698",42,NA,NA
