, ,4/27/2025,5/3/2025,4/27/2025,5/3/2025,5/3/2025,5/3/2025,5/3/2025,4/27/2025,5/3/2025,5/1/2025
,"5,000-6,000'",95,56,24.7,14.4,73.3,"5,274",7,NA,NA,NA
,"6,000-7,000'",88,49,31.4,16.1,75.6,"1,159",1,NA,NA,NA
,"7,000-8,000'",102,50,37.2,16.2,63.3,666,1,NA,NA,NA
7. Naches,"4,000-5,000'",80,54,1.8,0.8,5.2,"14,165",324,19.3 ( 2 ),14.9 ( 2 ),NA
,"5,000-6,000'",103,70,10.9,5.3,31.8,"67,401",237,52.4 ( 2 ),47.7 ( 2 ),NA
,"6,000-7,000'",100,64,24.5,13.4,69.9,"34,177",48,NA,NA,NA
,"7,000-8,000'",82,44,38.9,18.7,91.3,964,1,NA,NA,NA
8. North Puget Sound,"1,000-2,000'",25,10,0,0,0,17,325,NA,NA,NA
,"2,000-3,000'",43,36,0.3,0.2,1.1,"4,131",423,12.4 ( 1 ),6.4 ( 1 ),NA
,"3,000-4,000'",63,48,3.6,2.2,12.6,"61,041",515,35.3 ( 2 ),32.3 ( 2 ),NA
,"4,000-5,000'",84,54,14.5,8.5,45.4,"224,193",492,36.1 ( 5 ),33.1 ( 5 ),NA
,"5,000-6,000'",91,52,26.1,14.2,71.3,"292,152",385,47.4 ( 1 ),44.7 ( 1 ),NA
,"6,000-7,000'",91,50,32.2,17.3,84.9,"140,632",152,36.3 ( 1 ),32.8 ( 1 ),NA
,"7,000-8,000'",89,46,36.6,18.5,88.7,"17,852",18,NA,NA,NA
,"8,000-9,000'",108,49,-,21.5,92.9,"1,328",1,NA,NA,NA
9. Olympic,"4,000-5,000'",90,58,14.2,6.8,37.3,"47,554",131,23.3 ( 2 ),21.0 ( 2 ),13.8 ( 2 )
,"5,000-6,000'",98,55,29.5,14.6,71.4,"67,601",87,29.6 ( 1 ),26.0 ( 1 ),0.4 ( 1 )
,">6,000'",96,53,32.1,16.2,78.3,"17,475",20,NA,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",31,1,0,0,0,15,"1,688",0.0 ( 1 ),0.0 ( 1 ),0.2 ( 4 )
,"4,000-5,000'",70,57,0.6,0.4,2.3,"17,220",917,0.2 ( 2 ),0.0 ( 2 ),1.0 ( 3 )
,"5,000-6,000'",117,94,9.9,7.1,42,"208,447",554,5.6 ( 2 ),0.2 ( 2 ),11.2 ( 2 )
,"6,000-7,000'",106,70,22,14,74.7,"145,883",195,29.1 ( 1 ),26.4 ( 1 ),33.0 ( 2 )
,"7,000-8,000'",102,57,32,18,83.3,"15,450",16,NA,NA,NA
,"8,000-9,000'",110,56,33.8,18.9,82.1,683,1,NA,NA,NA
11. South Puget Sound,"2,000-3,000'",0,0,0,0,0,0,408,0.1 ( 2 ),0.0 ( 2 ),NA
,"3,000-4,000'",13,19,0.2,0.2,1.3,"4,163",376,9.0 ( 7 ),5.5 ( 8 ),NA
,"4,000-5,000'",61,58,3.4,2.3,14,"27,448",223,7.6 ( 1 ),1.1 ( 1 ),NA
,"5,000-6,000'",103,66,20.9,12.3,64.6,"65,232",100,50.0 ( 2 ),46.2 ( 2 ),NA
,"6,000-7,000'",92,49,35.7,19.1,90.3,"34,460",34,NA,NA,NA
,"7,000-8,000'",89,39,53.8,25.3,96.8,"5,340",4,NA,NA,NA
,"8,000-9,000'",96,34,-,39.6,97.8,"2,038",1,NA,NA,NA
,"9,000-10,000'",61,25,-,29.1,99.4,750,0,NA,NA,NA
,"10,000-11,000'",141,44,-,59.8,96.2,"2,771",1,NA,NA,NA
,"11,000-12,000'",155,48,-,57.2,93.8,"2,061",1,NA,NA,NA
,"12,000-13,000'",125,35,-,-,99.4,-,0,NA,NA,NA
,">13,000'",140,38,-,-,99.7,-,0,NA,NA,NA
12. Upper Columbia,"3,000-4,000'",74,50,0,0,0.1,"2,014","2,568",NA,NA,NA
,"4,000-5,000'",173,79,1.5,0.4,2.9,"31,732","1,451",0.1 ( 4 ),0.0 ( 4 ),NA
,"5,000-6,000'",148,85,9.5,4,24.7,"165,350",767,6.8 ( 2 ),3.4 ( 2 ),NA
,"6,000-7,000'",113,73,20.9,11.1,61.2,"336,004",566,NA,NA,NA
,"7,000-8,000'",98,64,26,15.1,80.3,"117,723",146,NA,NA,NA
,"8,000-9,000'",97,61,26.9,14.4,71.7,"2,602",3,NA,NA,NA
13. Upper Cowlitz,"3,000-4,000'",31,36,0.5,0.3,2.1,"5,134",282,25.8 ( 1 ),19.6 ( 1 ),NA
,"4,000-5,000'",65,59,5.2,3.4,19.9,"54,611",300,40.2 ( 3 ),35.1 ( 3 ),NA
,"5,000-6,000'",91,59,21.7,11.8,60.7,"68,147",109,NA,NA,NA
,"6,000-7,000'",88,45,39.9,20.5,92,"20,718",19,NA,NA,NA
,"7,000-8,000'",91,39,-,24.2,92.3,"4,115",3,NA,NA,NA
,"8,000-9,000'",105,40,-,35.6,97.9,183,0,NA,NA,NA
,"9,000-10,000'",65,24,-,32.7,96.3,843,0,NA,NA,NA
,"10,000-11,000'",17,7,59.3,26.7,98.2,137,0,NA,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",174,51,0.4,0.1,0.5,"16,499","3,836",4.4 ( 1 ),0.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",135,84,4.8,2.3,14.7,"183,154","1,479",9.8 ( 4 ),15.0 ( 5 ),0.0 ( 1 )
,"6,000-7,000'",116,73,20.8,11.1,63.8,"148,584",250,NA,NA,NA
,"7,000-8,000'",102,55,33.9,18.3,86.6,"38,533",40,NA,NA,NA
,"8,000-9,000'",103,47,-,24.5,97.6,"3,028",2,NA,NA,NA
,"9,000-10,000'",96,46,-,20.7,91,745,1,NA,NA,NA
15. Upper Yakima,"3,000-4,000'",45,42,1.4,0.9,5.4,"23,060",492,8.2 ( 1 ),3.4 ( 1 ),NA
,"4,000-5,000'",70,46,6.4,3.4,19.5,"65,469",359,17.5 ( 1 ),12.2 ( 1 ),NA
,"5,000-6,000'",97,58,18.1,8.7,47.2,"74,771",161,5.7 ( 1 ),0.0 ( 1 ),NA
,"6,000-7,000'",94,56,30.3,16.4,81.8,"18,519",21,NA,NA,NA
,"7,000-8,000'",79,36,-,23.1,93.1,715,1,NA,NA,NA
16. Willamette,"1,000-2,000'",0,NA,0,0,0,0,"1,975",0.0 ( 1 ),0.0 ( 1 ),NA
,"2,000-3,000'",58,0,0,0,0,0,"1,621",0.0 ( 2 ),0.0 ( 2 ),NA
,"3,000-4,000'",51,11,0.3,0,0.2,"2,195","1,455",0.1 ( 6 ),0.0 ( 6 ),NA
,"4,000-5,000'",113,83,4.3,2.1,12.9,"100,387",883,24.0 ( 6 ),16.3 ( 7 ),NA
,"5,000-6,000'",116,89,15.8,10.1,56.9,"215,708",400,30.6 ( 1 ),25.2 ( 1 ),NA
,"6,000-7,000'",100,57,30.7,16.1,75.4,"57,359",67,NA,NA,NA
,"7,000-8,000'",97,44,-,23.5,88.7,"13,675",11,NA,NA,NA
,"8,000-9,000'",99,39,-,28.7,89.5,"3,700",2,NA,NA,NA
,"9,000-10,000'",111,44,-,29.9,92.1,"1,384",1,NA,NA,NA
