,,3/1/2025,3/15/2025,3/1/2025,3/15/2025,3/15/2025,3/15/2025,3/15/2025,3/1/2025,3/15/2025
,"5,000-6,000'",151,170,11.1,8.4,71.6,"1,002,771","2,240",18.5 ( 8 ),20.4 ( 9 )
,"6,000-7,000'",127,138,18.3,19.2,82,"563,846",552,35.4 ( 3 ),36.8 ( 3 )
,"7,000-8,000'",135,142,25.4,26.2,83.4,"115,365",82,13.4 ( 1 ),14.9 ( 1 )
,"8,000-9,000'",145,153,36.2,35.3,85.4,"1,636",1,NA,NA
5. Lewis,"2,000-3,000'",20,14,0.2,0.2,1.4,"2,405",271,0.8 ( 2 ),1.7 ( 2 )
,"3,000-4,000'",41,34,2,2,9.2,"22,911",217,30.6 ( 3 ),33.4 ( 3 )
,"4,000-5,000'",69,44,4.7,4.1,14.9,"16,491",76,54.8 ( 2 ),59.4 ( 2 )
,"5,000-6,000'",123,96,18.6,16.5,45.7,"10,336",12,NA,NA
,"6,000-7,000'",103,125,37.6,50.5,87.2,"10,661",4,NA,NA
,"7,000-8,000'",91,130,53.2,-,95.5,-,1,NA,NA
,">8,000'",92,109,58.5,-,90.3,-,0,NA,NA
6. Lower Cowlitz,"3,000-4,000'",68,81,3.8,4.6,28.6,"33,258",135,8.0 ( 1 ),8.2 ( 1 )
,"4,000-5,000'",110,108,15.2,15.5,60,"34,351",42,29.6 ( 1 ),34.2 ( 1 )
,"5,000-6,000'",116,114,26.3,26,76.2,"9,521",7,NA,NA
,"6,000-7,000'",120,103,31.5,30.5,81.8,"2,197",1,NA,NA
,"7,000-8,000'",128,126,31.9,34,65.3,"1,399",1,NA,NA
7. Naches,"4,000-5,000'",112,106,6.9,5.5,47.1,"95,466",324,23.2 ( 2 ),24.6 ( 2 )
,"5,000-6,000'",127,95,13.5,9.9,53.4,"124,756",237,45.5 ( 2 ),46.9 ( 2 )
,"6,000-7,000'",137,128,26.4,24.9,79.3,"63,366",48,NA,NA
,"7,000-8,000'",110,119,36.6,37.8,84.2,"1,948",1,NA,NA
8. North Puget Sound,"1,000-2,000'",146,66,0.1,0.1,1.8,"1,014",325,NA,NA
,"2,000-3,000'",130,74,1.3,1.1,10.9,"24,916",423,15.7 ( 1 ),18.9 ( 1 )
,"3,000-4,000'",135,68,5.3,3.8,21.9,"104,569",515,28.1 ( 2 ),32.5 ( 2 )
,"4,000-5,000'",129,70,13.8,8.9,35.2,"234,682",493,30.2 ( 5 ),34.3 ( 5 )
,"5,000-6,000'",123,93,24.4,19,58.4,"388,767",385,37.0 ( 1 ),41.8 ( 1 )
,"6,000-7,000'",117,106,30.5,26.3,74.1,"213,598",152,27.6 ( 1 ),29.8 ( 1 )
,"7,000-8,000'",110,111,33.9,33.6,83,"32,501",18,NA,NA
,"8,000-9,000'",138,100,38.3,33.7,85.4,"2,079",1,NA,NA
9. Olympic,"4,000-5,000'",92,112,10.4,15,52.5,"104,582",131,24.7 ( 2 ),28.4 ( 2 )
,"5,000-6,000'",101,125,25.5,34.5,83.5,"159,834",87,23.0 ( 1 ),27.2 ( 1 )
,">6,000'",107,128,31.6,40.4,92.5,"43,702",20,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",9,17,0,0,0.6,"1,895","1,688",0.5 ( 1 ),1.8 ( 1 )
,"4,000-5,000'",43,73,1.3,1.4,10.2,"68,734",917,4.9 ( 2 ),6.5 ( 2 )
,"5,000-6,000'",83,118,10.1,12.8,47.2,"378,191",554,20.2 ( 2 ),22.3 ( 2 )
,"6,000-7,000'",95,125,20.2,26.1,73.4,"271,004",195,24.2 ( 1 ),26.5 ( 1 )
,"7,000-8,000'",100,135,25.9,31.2,71.7,"27,113",16,NA,NA
,"8,000-9,000'",132,158,43.2,42.5,82.4,"1,532",1,NA,NA
11. South Puget Sound,"2,000-3,000'",13,9,0.1,0,0.6,521,408,2.1 ( 2 ),1.2 ( 2 )
,"3,000-4,000'",33,16,0.7,0.4,3.9,"7,505",377,11.9 ( 8 ),13.1 ( 8 )
,"4,000-5,000'",70,21,3.3,1,6.6,"11,799",222,15.6 ( 1 ),16.7 ( 1 )
,"5,000-6,000'",121,84,18.1,12.6,43.2,"67,131",100,40.9 ( 2 ),44.4 ( 2 )
,"6,000-7,000'",116,123,34.4,36.7,84.3,"66,382",34,NA,NA
,"7,000-8,000'",103,127,47.5,69.3,94.3,"14,623",4,NA,NA
,"8,000-9,000'",99,148,-,-,95.3,-,1,NA,NA
,"9,000-10,000'",58,66,44.4,-,92,-,0,NA,NA
,"10,000-11,000'",120,180,-,-,89.7,-,1,NA,NA
,"11,000-12,000'",133,208,-,-,93.5,-,1,NA,NA
,"12,000-13,000'",99,166,-,-,93.6,-,0,NA,NA
,">13,000'",108,181,-,-,98.1,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",144,137,10.4,5.7,58.6,"782,774","2,568",NA,NA
,"4,000-5,000'",130,120,14,10.2,74.9,"790,488","1,451",10.5 ( 4 ),11.1 ( 4 )
,"5,000-6,000'",132,118,19.6,16.2,80.8,"663,154",767,13.8 ( 2 ),15.2 ( 2 )
,"6,000-7,000'",131,123,26.1,22.8,86.9,"688,021",566,NA,NA
,"7,000-8,000'",127,129,29.9,27.2,89.7,"212,045",146,NA,NA
,"8,000-9,000'",128,132,31.9,29.7,85.5,"5,344",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",57,22,0.8,0.3,2.3,"4,430",282,27.6 ( 1 ),31.6 ( 1 )
,"4,000-5,000'",94,40,4.3,2.2,10.5,"35,341",300,39.3 ( 3 ),41.4 ( 3 )
,"5,000-6,000'",129,88,17.3,12.7,37.9,"73,676",108,NA,NA
,"6,000-7,000'",115,132,37.5,45.7,87.8,"46,128",19,NA,NA
,"7,000-8,000'",100,133,45.6,-,91.2,-,3,NA,NA
,"8,000-9,000'",114,124,-,-,93.3,-,0,NA,NA
,"9,000-10,000'",59,221,-,-,97.7,-,0,NA,NA
,"10,000-11,000'",15,18,18.5,28.1,92,145,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",137,190,3.6,1.9,25.7,"397,439","3,836",19.4 ( 1 ),19.5 ( 1 )
,"5,000-6,000'",121,136,10.9,9.2,62.3,"722,713","1,478",23.8 ( 5 ),26.0 ( 5 )
,"6,000-7,000'",112,125,20.3,21.5,75.4,"286,189",250,NA,NA
,"7,000-8,000'",118,128,32.8,35,82.1,"74,672",40,NA,NA
,"8,000-9,000'",121,137,48,-,92.7,-,2,NA,NA
,"9,000-10,000'",121,155,41.2,-,96.7,-,1,NA,NA
15. Upper Yakima,"3,000-4,000'",118,117,8.4,5.8,50,"150,948",492,16.4 ( 1 ),16.3 ( 1 )
,"4,000-5,000'",119,102,15.2,12.5,70.8,"239,645",358,26.8 ( 1 ),28.0 ( 1 )
,"5,000-6,000'",128,116,23.1,21,85.9,"179,819",160,16.7 ( 1 ),16.9 ( 1 )
,"6,000-7,000'",122,121,31.5,31.7,94.7,"36,076",21,NA,NA
,"7,000-8,000'",99,121,47.2,-,96.1,-,1,NA,NA
16. Willamette,0,,,0,0,0,0,"4,944",0.0 ( 1 ),0.0 ( 1 )
,"1,000-2,000'",5,7,0,0,0,0,"1,979",0.0 ( 1 ),0.4 ( 1 )
,"2,000-3,000'",11,2,0,0,0.1,188,"1,618",0.7 ( 2 ),0.7 ( 2 )
,"3,000-4,000'",27,11,0.5,0.1,1.7,"7,225","1,454",4.1 ( 6 ),3.9 ( 6 )
,"4,000-5,000'",73,70,4.2,3.2,17.3,"152,967",884,22.3 ( 8 ),25.3 ( 8 )
,"5,000-6,000'",104,130,14,16.7,59.9,"356,408",400,32.2 ( 1 ),35.8 ( 1 )
,"6,000-7,000'",107,132,26.4,33.2,76.6,"118,118",67,NA,NA
,"7,000-8,000'",112,140,46.7,60.4,82,"35,149",11,NA,NA
,"8,000-9,000'",101,144,-,-,82.2,-,2,NA,NA
,"9,000-10,000'",104,171,-,-,85.4,-,1,NA,NA
