, ,2/16/2025,3/1/2025,2/16/2025,3/1/2025,3/1/2025,3/1/2025,3/1/2025,2/16/2025,3/1/2025,3/1/2025
,"6,000-7,000'",113,61,5.6,2,26,"201,981","1,938",3.3 ( 1 ),3.9 ( 1 ),3.0 ( 3 )
,"7,000-8,000'",116,106,9.2,7.8,69.1,"182,176",437,6.1 ( 2 ),7.9 ( 2 ),8.4 ( 5 )
,"8,000-9,000'",118,119,12.6,14.1,91.7,"115,865",155,11.7 ( 4 ),13.5 ( 4 ),19.7 ( 3 )
,"9,000-10,000'",115,117,14.3,16.5,95.9,"76,331",87,26.2 ( 1 ),29.6 ( 1 ),NA
,">10,000'",111,113,14.3,16.1,94.9,"17,851",21,NA,NA,NA
39. Walker,"6,000-7,000'",54,8,0.6,0,2.8,"1,687",673,NA,NA,NA
,"7,000-8,000'",73,40,2.5,1.2,27.4,"39,859",615,7.6 ( 1 ),6.2 ( 1 ),NA
,"8,000-9,000'",102,78,6.7,5.1,63.2,"103,499",381,13.5 ( 2 ),13.8 ( 2 ),NA
,"9,000-10,000'",100,85,12.7,12.2,85.5,"117,360",180,18.8 ( 4 ),19.0 ( 4 ),NA
,"10,000-11,000'",96,84,14.9,14.5,85.3,"60,691",79,NA,NA,NA
,">11,000'",100,87,13.5,11.8,79.4,"6,976",11,NA,NA,NA
40. West Central Basins,"4,000-5,000'",127,134,8.7,8.4,73.6,"679,829","1,514",7.8 ( 2 ),8.7 ( 2 ),11.2 ( 1 )
,"5,000-6,000'",113,118,11.6,12.8,86.8,"1,155,025","1,688",17.7 ( 2 ),20.3 ( 2 ),16.8 ( 7 )
,"6,000-7,000'",109,114,14.5,16.9,91.4,"1,143,406","1,272",24.9 ( 7 ),28.5 ( 7 ),21.5 ( 4 )
,"7,000-8,000'",110,116,17.7,20.8,94.9,"895,969",806,26.2 ( 3 ),29.7 ( 3 ),NA
,"8,000-9,000'",105,110,19,22.3,94.9,"349,612",294,NA,NA,NA
,">9,000'",106,113,19.5,22.9,93.4,"51,921",42,NA,NA,NA
