,,3/1/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026,3/8/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026
Basin,Elevation Band,%3/1 Avg.,%3/8 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",0,0,0,0,0,0,"1,734.80",NA,NA,0
1. Belle Fourche,"3,000-4,000'",0,0,0,0,0,0,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",0,0,0,0,0,0,"2,849.60",NA,NA,0
1. Belle Fourche,"5,000-6,000'",9,1,0.4,0,1.9,"1,395",721.2,2.5 ( 1 ),2.7 ( 1 ),0.3
1. Belle Fourche,"6,000-7,000'",45,32,2.9,1.9,74.6,"20,837",208.1,NA,NA,3.7
1. Belle Fourche,"7,000-8,000'",52,44,3.1,2.4,94.6,296,2.3,NA,NA,5.3
2. Bighorn,"3,000-4,000'",6,0,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",4,0,0,0,0,0,"3,531.10",NA,NA,0
2. Bighorn,"5,000-6,000'",3,0,0.1,0,0,66,"1,949.70",NA,NA,0
2. Bighorn,"6,000-7,000'",14,7,0.6,0.3,3.2,"14,723","1,082.60",NA,NA,0.1
2. Bighorn,"7,000-8,000'",52,46,3.1,2.8,29.5,"107,890",715.4,2.2 ( 2 ),2.8 ( 2 ),0.7
2. Bighorn,"8,000-9,000'",76,74,6,6,57.6,"174,259",541.1,NA,NA,3.5
2. Bighorn,"9,000-10,000'",95,97,8.8,9.4,73.3,"214,568",427.2,9.1 ( 5 ),9.3 ( 5 ),7.9
2. Bighorn,"10,000-11,000'",112,116,11.8,12.8,77.7,"165,848",243.8,10.4 ( 1 ),10.7 ( 1 ),9.8
2. Bighorn,"11,000-12,000'",116,120,13.9,15.1,76.2,"74,334",92.4,NA,NA,8.6
2. Bighorn,">12,000'",118,125,15.3,17,67.5,"6,908",7.6,NA,NA,6.7
3. Cheyenne,"2,000-3,000'",0,0,0,0,0,0,"3,402.70",NA,NA,0
3. Cheyenne,"3,000-4,000'",0,0,0,0,0,0,"3,673.10",NA,NA,0
3. Cheyenne,"4,000-5,000'",0,0,0,0,0,0,"5,669.50",NA,NA,0
3. Cheyenne,"5,000-6,000'",3,0,0.1,0,0.1,60,"2,131.40",NA,NA,0
3. Cheyenne,"6,000-7,000'",36,18,1.8,0.8,24.2,"20,789",478.2,4.3 ( 2 ),4.0 ( 2 ),2.3
3. Cheyenne,"7,000-8,000'",37,14,2.4,0.8,34.5,179,4.4,NA,NA,3.7
4. Gallatin,"4,000-5,000'",0,0,0,0,0,0,462.7,NA,NA,0.2
