,,3/15/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026,3/22/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026
Basin,Elevation Band,%3/15 Avg.,%3/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",0,0,0,0,0,0,"1,734.80",NA,NA,0
1. Belle Fourche,"3,000-4,000'",0,0,0,0,0,0,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",0,0,0,0,0,0,"2,849.60",NA,NA,0
1. Belle Fourche,"5,000-6,000'",1,0,0.1,0,0.1,87,721.2,3.5 ( 1 ),0.2 ( 1 ),0
1. Belle Fourche,"6,000-7,000'",45,22,3.7,1.9,41.6,"21,338",208.1,NA,NA,0.8
1. Belle Fourche,"7,000-8,000'",54,43,4.2,3.7,92.8,458,2.3,NA,NA,1.6
2. Bighorn,"3,000-4,000'",0,0,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",0,0,0,0,0.1,2,"3,531.10",NA,NA,0
2. Bighorn,"5,000-6,000'",0,0,0,0,0.1,191,"1,949.70",NA,NA,0
2. Bighorn,"6,000-7,000'",11,6,0.3,0.2,3.5,"10,731","1,082.60",NA,NA,0
2. Bighorn,"7,000-8,000'",46,36,2.8,2.2,22.9,"82,307",715.4,3.4 ( 2 ),2.7 ( 2 ),0.1
2. Bighorn,"8,000-9,000'",79,67,6.5,5.8,52.2,"165,981",541.1,NA,NA,2
2. Bighorn,"9,000-10,000'",107,100,10.3,10.4,74.5,"236,192",427.2,10.1 ( 5 ),11.9 ( 4 ),7.7
2. Bighorn,"10,000-11,000'",121,118,12.8,13.6,69.6,"177,365",243.8,12.9 ( 1 ),12.4 ( 1 ),10.6
2. Bighorn,"11,000-12,000'",130,127,15.5,16.6,64,"81,666",92.4,NA,NA,9.6
2. Bighorn,">12,000'",144,136,18.7,19.5,58.7,"7,917",7.6,NA,NA,8.6
3. Cheyenne,"2,000-3,000'",0,0,0,0,0.3,0,"3,402.70",NA,NA,0
3. Cheyenne,"3,000-4,000'",0,0,0,0,0,0,"3,673.10",NA,NA,0
3. Cheyenne,"4,000-5,000'",0,0,0,0,0,0,"5,669.50",NA,NA,0
3. Cheyenne,"5,000-6,000'",0,0,0,0,0,0,"2,131.40",NA,NA,0
3. Cheyenne,"6,000-7,000'",22,12,1.2,0.6,10.8,"15,208",478.2,4.0 ( 2 ),0.6 ( 2 ),0.3
3. Cheyenne,"7,000-8,000'",21,21,1.6,1.6,32.4,376,4.4,NA,NA,0.6
4. Gallatin,"4,000-5,000'",0,0,0,0,0,0,462.7,NA,NA,0
4. Gallatin,"5,000-6,000'",2,0,0.1,0,0.2,229,296.9,NA,NA,0
4. Gallatin,"6,000-7,000'",40,28,2.9,2,18.6,"29,448",279.8,NA,NA,0.6
4. Gallatin,"7,000-8,000'",87,74,7.9,7,61.7,"139,129",372.8,6.2 ( 1 ),4.8 ( 1 ),5.9
4. Gallatin,"8,000-9,000'",125,111,13.3,12.7,82.9,"213,594",315.9,15.7 ( 2 ),15.6 ( 2 ),13.4
