,,4/26/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026
14. Kootenai,"4,000-5,000'",52,35,0.5,0.2,2,"11,526",880.8,3.3 ( 2 ),2.9 ( 2 ),NA,1.9
14. Kootenai,"5,000-6,000'",98,93,5.3,4.4,24.8,"143,225",611.9,15.0 ( 2 ),19.4 ( 3 ),26.8 ( 1 ),12.7
14. Kootenai,"6,000-7,000'",126,151,15.3,17.4,71.8,"159,914",172.1,39.3 ( 1 ),39.3 ( 1 ),11.2 ( 1 ),33
14. Kootenai,">7,000'",134,166,22.7,28.3,90.4,"10,637",7,NA,NA,NA,49.9
15. Lake County-Goose Lake,"5,000-6,000'",0,0,0,0,0,0,"2,708.10",0.0 ( 1 ),0.0 ( 1 ),NA,0
15. Lake County-Goose Lake,"6,000-7,000'",2,1,0.1,0,0.3,"1,416",801.6,NA,NA,0.0 ( 3 ),0
15. Lake County-Goose Lake,"7,000-8,000'",28,25,3.1,2.5,18.9,"14,899",111.4,1.3 ( 1 ),0.0 ( 1 ),NA,0.4
15. Lake County-Goose Lake,"8,000-9,000'",59,71,9.1,10.6,71.6,"1,422",2.5,NA,NA,NA,2.2
16. Little Humboldt,"6,000-7,000'",0,0,0,0,0,0,326.8,0.1 ( 2 ),0.0 ( 2 ),NA,0
16. Little Humboldt,"7,000-8,000'",4,3,0.2,0.1,0.7,325,84.7,NA,NA,NA,0
16. Little Humboldt,"8,000-9,000'",32,26,3.2,2.2,21.8,"1,041",8.8,0.0 ( 1 ),0.0 ( 1 ),NA,0.2
16. Little Humboldt,"9,000-10,000'",61,77,7.3,8.5,33,219,0.5,NA,NA,NA,0
17. Lower Clark Fork,"5,000-6,000'",114,114,4.6,3.9,25.1,"226,857","1,098.30",32.4 ( 1 ),30.5 ( 1 ),17.9 ( 3 ),12
17. Lower Clark Fork,"6,000-7,000'",136,156,13.4,14,76.4,"259,604",348.7,46.2 ( 1 ),45.6 ( 1 ),23.4 ( 1 ),26.4
17. Lower Clark Fork,"7,000-8,000'",144,159,21.2,23.6,96.1,"34,069",27.1,44.5 ( 1 ),44.8 ( 1 ),NA,44
17. Lower Clark Fork,"8,000-9,000'",186,193,25.9,27.6,93,854,0.6,NA,NA,NA,51.4
18. Lower Humboldt,"6,000-7,000'",0,0,0,0,0,0,207.6,0.0 ( 1 ),0.0 ( 1 ),NA,0
18. Lower Humboldt,"7,000-8,000'",1,0,0,0,0,0,48.6,NA,NA,NA,0.1
18. Lower Humboldt,"8,000-9,000'",13,12,0.6,0.4,5.4,320,15.9,NA,NA,NA,0.4
18. Lower Humboldt,"9,000-10,000'",63,39,5.2,2.6,13.2,67,0.5,NA,NA,NA,0.5
19. Lower Pend Oreille,"5,000-6,000'",90,70,5.1,3.4,22.5,"19,961",109.3,11.3 ( 1 ),9.4 ( 1 ),NA,13.1
19. Lower Pend Oreille,">6,000'",116,129,13.8,13.8,67,"17,784",24.1,NA,NA,NA,21.5
20. Lower Snake-Asotin,"3,000-4,000'",0,0,0,0,0,0,192.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
20. Lower Snake-Asotin,"4,000-5,000'",0,0,0,0,0,0,102.1,NA,NA,NA,0
20. Lower Snake-Asotin,"5,000-6,000'",34,24,1.4,0.7,9,"1,465",37.5,NA,0.0 ( 1 ),NA,1.5
20. Lower Snake-Asotin,"6,000-7,000'",59,64,8.5,8,88.2,702,1.6,NA,NA,NA,7.7
21. Lower Snake-Tucannon,"4,000-5,000'",0,0,0,0,0,0,64.2,NA,NA,NA,0.2
21. Lower Snake-Tucannon,"5,000-6,000'",55,52,2.5,1.7,17.9,"3,740",41.8,NA,NA,NA,3.9
21. Lower Snake-Tucannon,"6,000-7,000'",84,99,10,9.7,89.2,"1,202",2.3,NA,NA,NA,10.1
22. Lower Yakima,"3,000-4,000'",0,0,0,0,0,0,311.2,NA,NA,NA,0
22. Lower Yakima,"4,000-5,000'",1,0,0,0,0.1,28,127.1,0.0 ( 1 ),0.0 ( 1 ),NA,0.1
22. Lower Yakima,"5,000-6,000'",34,27,3.6,2.5,22.3,"5,069",37.4,12.5 ( 1 ),9.5 ( 1 ),NA,6
22. Lower Yakima,"6,000-7,000'",64,76,10.5,12.1,75.7,"6,061",9.4,NA,NA,NA,15.8
23. Malheur,"5,000-6,000'",2,1,0,0,0.1,303,857.7,0.0 ( 3 ),0.0 ( 3 ),NA,0
23. Malheur,"6,000-7,000'",41,30,3,1.7,20.6,"9,613",104.2,NA,NA,NA,0.2
23. Malheur,"7,000-8,000'",74,67,12.2,10.2,74.1,"14,859",27.3,NA,NA,NA,2.3
24. Middle Humboldt,"6,000-7,000'",0,0,0,0,0,0,473.7,NA,NA,NA,0
24. Middle Humboldt,"7,000-8,000'",4,0,0,0,0,0,145.7,NA,NA,NA,0
24. Middle Humboldt,"8,000-9,000'",5,0,0.2,0,0,0,13,NA,NA,NA,0.1
24. Middle Humboldt,"9,000-10,000'",14,14,0.9,0.7,2.7,21,0.6,NA,NA,NA,0.1
25. Northern Big Smoky Valley,"7,000-8,000'",0,0,0,0,0,0,318.1,NA,NA,NA,0
25. Northern Big Smoky Valley,"8,000-9,000'",0,1,0,0,0.1,46,154.3,NA,NA,NA,0.1
25. Northern Big Smoky Valley,"9,000-10,000'",10,12,0.5,0.4,11.3,"1,719",72.5,NA,NA,NA,0.3
25. Northern Big Smoky Valley,"10,000-11,000'",29,32,2.4,2.1,41.3,"2,784",24.7,NA,NA,NA,0.6
25. Northern Big Smoky Valley,"11,000-12,000'",31,38,2.9,2.6,65.2,449,3.2,NA,NA,NA,0.4
26. Northern Great Basin,"6,000-7,000'",0,0,0,0,0,0,"1,927.20",0.0 ( 1 ),0.0 ( 1 ),NA,0
26. Northern Great Basin,"7,000-8,000'",7,5,0.1,0.1,0.5,864,255.9,0.0 ( 1 ),0.0 ( 1 ),NA,0
26. Northern Great Basin,"8,000-9,000'",29,26,2,1.5,12.3,"3,254",41.4,NA,NA,NA,0.1
26. Northern Great Basin,"9,000-10,000'",41,42,5,4.4,33.8,91,0.4,NA,NA,NA,0.1
27. Panhandle Basins,"3,000-4,000'",21,9,0,0,0.1,317,706,0.0 ( 1 ),0.0 ( 1 ),NA,0.2
27. Panhandle Basins,"4,000-5,000'",64,41,2,1.1,9.7,"29,963",508.9,23.3 ( 1 ),21.6 ( 1 ),0.8 ( 1 ),5.8
27. Panhandle Basins,"5,000-6,000'",95,92,10.1,9.1,53.7,"166,833",345.4,NA,NA,NA,18.4
27. Panhandle Basins,"6,000-7,000'",120,138,18.7,21.2,82,"93,216",82.3,35.5 ( 1 ),35.2 ( 1 ),NA,29.4
27. Panhandle Basins,"7,000-8,000'",127,161,17.7,21.3,92.5,"2,298",2,NA,NA,NA,24.5
28. Reese,"7,000-8,000'",0,0,0,0,0,0,285.6,0.0 ( 1 ),0.0 ( 1 ),NA,0
28. Reese,"8,000-9,000'",1,1,0,0,0.3,113,152,0.2 ( 1 ),0.0 ( 1 ),NA,0.1
28. Reese,"9,000-10,000'",8,9,0.4,0.3,7.5,808,47,NA,NA,NA,0.5
28. Reese,">10,000'",27,27,2.5,1.9,45.3,"1,265",12.3,NA,NA,NA,0.7
29. Rock,"5,000-6,000'",0,0,0,0,0,0,592.8,NA,NA,NA,0
29. Rock,"6,000-7,000'",0,0,0,0,0,0,210.5,NA,NA,NA,0
29. Rock,"7,000-8,000'",0,0,0,0,0,0,29.5,0.2 ( 1 ),0.0 ( 1 ),NA,0
29. Rock,"8,000-9,000'",6,5,0.5,0.3,2.9,43,2.7,NA,NA,NA,0.7
30. Salmon Basin,"5,000-6,000'",52,46,0.4,0.3,3.4,"27,502","2,056.60",5.5 ( 1 ),4.6 ( 1 ),NA,0.4
30. Salmon Basin,"6,000-7,000'",87,91,3.7,3.1,29.6,"583,254","3,572.20",10.4 ( 2 ),8.9 ( 2 ),NA,4.3
30. Salmon Basin,"7,000-8,000'",83,98,7.8,8.3,58.1,"1,687,120","3,809.10",11.9 ( 2 ),11.7 ( 2 ),NA,8.7
30. Salmon Basin,"8,000-9,000'",82,107,11,13.4,72.8,"1,384,068","1,935.60",16.9 ( 5 ),16.6 ( 5 ),NA,12.8
30. Salmon Basin,"9,000-10,000'",87,111,14.3,18,77,"482,261",502.6,15.5 ( 1 ),15.8 ( 1 ),NA,18.7
30. Salmon Basin,"10,000-11,000'",88,109,15.4,18.9,61.7,"71,989",71.3,NA,NA,NA,16.1
30. Salmon Basin,"11,000-12,000'",97,112,18.2,21.2,56.3,"3,496",3.1,NA,NA,NA,9.1
31. Silver,"5,000-6,000'",0,0,0,0,0,0,440.7,NA,NA,NA,0
31. Silver,"6,000-7,000'",0,0,0,0,0,0,3.6,NA,NA,NA,0
32. Silvies,"4,000-5,000'",0,0,0,0,0,0,714.7,NA,NA,NA,0
32. Silvies,"5,000-6,000'",0,0,0,0,0,0,569.1,0.0 ( 1 ),0.0 ( 1 ),NA,0
32. Silvies,"6,000-7,000'",14,13,0.5,0.3,3.7,587,31.9,0.0 ( 1 ),0.0 ( 1 ),NA,0
32. Silvies,"7,000-8,000'",84,88,15.9,16.5,88.3,"1,530",1.7,NA,NA,NA,3.3
33. Southern Snake Basins,"5,000-6,000'",0,0,0,0,0,0,"8,155.90",0.0 ( 1 ),0.0 ( 1 ),NA,0
33. Southern Snake Basins,"6,000-7,000'",5,3,0,0,0.1,"1,304","3,288.10",0.0 ( 5 ),0.0 ( 5 ),NA,0
33. Southern Snake Basins,"7,000-8,000'",7,6,0.2,0.1,1.5,"6,578",905.4,0.0 ( 4 ),0.0 ( 4 ),NA,0.2
33. Southern Snake Basins,"8,000-9,000'",35,30,3.6,2.6,26,"23,199",168.8,6.3 ( 3 ),5.9 ( 3 ),NA,3.5
33. Southern Snake Basins,"9,000-10,000'",67,70,10.4,10.4,64.1,"18,401",33.1,NA,NA,NA,11.1
33. Southern Snake Basins,"10,000-11,000'",76,97,12.6,15.9,54.8,"1,062",1.3,NA,NA,NA,21.1
34. Spokane,"3,000-4,000'",5,0,0,0,0,0,"1,667.20",0.0 ( 1 ),0.0 ( 1 ),0.0 ( 5 ),0
34. Spokane,"4,000-5,000'",51,25,0.8,0.3,2.8,"17,217","1,010.00",2.2 ( 5 ),1.3 ( 5 ),5.6 ( 1 ),3.4
34. Spokane,"5,000-6,000'",121,117,7.2,5.9,40.1,"131,393",418,10.9 ( 2 ),9.7 ( 2 ),NA,18
34. Spokane,"6,000-7,000'",132,156,14.9,16.6,80.9,"41,947",47.4,NA,NA,NA,31.6
34. Spokane,"7,000-8,000'",104,116,17.8,21.5,100,221,0.2,NA,NA,NA,44.5
35. St. Mary,"4,000-5,000'",44,51,0.6,0.5,4.8,"4,740",184.7,0.2 ( 1 ),0.0 ( 1 ),NA,0.2
35. St. Mary,"5,000-6,000'",84,97,5,5.1,34.2,"57,401",210.7,NA,NA,19.1 ( 4 ),4.2
35. St. Mary,"6,000-7,000'",127,129,15.9,16.7,76.8,"137,549",154.2,NA,NA,27.8 ( 1 ),17.5
35. St. Mary,"7,000-8,000'",135,136,19.1,20.2,76.4,"105,674",98.3,NA,NA,NA,15.4
35. St. Mary,">8,000'",147,148,21.1,22.2,75.3,"24,018",20.3,NA,NA,NA,15.6
36. Truckee,"5,000-6,000'",1,0,0,0,0,0,688.2,NA,NA,NA,0
36. Truckee,"6,000-7,000'",4,3,0.1,0.1,1.6,"2,011",484.5,4.6 ( 5 ),4.5 ( 5 ),NA,0
36. Truckee,"7,000-8,000'",22,17,2.5,1.6,25.2,"17,179",195.9,0.0 ( 1 ),0.0 ( 1 ),NA,1.6
36. Truckee,"8,000-9,000'",34,26,7,4.2,54.5,"13,518",59.9,9.7 ( 3 ),9.7 ( 3 ),NA,8.9
36. Truckee,"9,000-10,000'",43,36,10.2,7.2,81.2,"5,480",14.2,NA,NA,NA,21
36. Truckee,"10,000-11,000'",36,34,7.5,6.8,79.9,315,0.9,NA,NA,NA,26.6
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",0,0,0,0,0,0,892.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
37. Umatilla-Walla Walla-Willow,"4,000-5,000'",2,1,0,0,0.1,174,472.7,0.3 ( 2 ),0.0 ( 2 ),NA,0.1
37. Umatilla-Walla Walla-Willow,"5,000-6,000'",24,16,1.7,0.9,11.4,"3,241",69.1,7.1 ( 3 ),5.4 ( 3 ),NA,2.2
38. Upper Humboldt,"5,000-6,000'",0,0,0,0,0,0,"2,395.90",NA,NA,NA,0
38. Upper Humboldt,"6,000-7,000'",0,0,0,0,0,0,"1,944.70",0.2 ( 1 ),0.0 ( 1 ),NA,0
38. Upper Humboldt,"7,000-8,000'",2,1,0,0,0.3,353,436.8,0.4 ( 2 ),0.0 ( 2 ),NA,0
38. Upper Humboldt,"8,000-9,000'",27,21,2.2,1.4,17.3,"11,379",150.5,1.8 ( 5 ),1.6 ( 5 ),NA,0.8
38. Upper Humboldt,"9,000-10,000'",51,57,6.9,7.3,55.7,"33,865",87.2,NA,NA,NA,3.2
38. Upper Humboldt,">10,000'",57,75,8.8,11.5,65.1,"12,809",20.8,NA,NA,NA,6.3
39. Walker,"6,000-7,000'",0,0,0,0,0,0,677,NA,NA,NA,0
39. Walker,"7,000-8,000'",4,4,0,0,0.3,264,618.8,0.0 ( 1 ),0.0 ( 1 ),NA,0
39. Walker,"8,000-9,000'",19,19,0.5,0.4,8.4,"8,570",373.7,5.6 ( 2 ),5.1 ( 2 ),NA,0.8
39. Walker,"9,000-10,000'",41,37,5.1,4,47.2,"39,936",186.6,12.7 ( 4 ),12.4 ( 4 ),NA,8.5
39. Walker,"10,000-11,000'",55,52,10.8,8.7,65.8,"34,706",74.8,NA,NA,NA,11
39. Walker,">11,000'",53,67,7.3,8.4,61,"5,368",12,NA,NA,NA,8.4
40. West Central Basins,"4,000-5,000'",0,0,0,0,0,24,"1,578.50",0.0 ( 3 ),0.0 ( 3 ),NA,0
40. West Central Basins,"5,000-6,000'",19,18,0.5,0.3,4.7,"30,550","1,710.20",0.1 ( 3 ),0.0 ( 3 ),0.0 ( 1 ),0.4
40. West Central Basins,"6,000-7,000'",59,59,5.7,4.8,47.6,"323,954","1,262.20",11.9 ( 8 ),11.0 ( 8 ),6.0 ( 2 ),5.9
40. West Central Basins,"7,000-8,000'",77,87,13.2,14.1,84,"613,407",814.3,20.1 ( 3 ),19.2 ( 3 ),NA,16.4
40. West Central Basins,"8,000-9,000'",80,108,17.3,23.5,87.6,"368,037",293.5,NA,NA,NA,24.1
40. West Central Basins,">9,000'",80,120,19.5,30.6,80.2,"70,801",43.4,NA,NA,NA,29.1
