,,2/15/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026,2/22/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026
Basin,Elevation Band,%2/15 Avg.,%2/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",15,24,1.8,3.1,33.9,"25,527",152.3,1.4 ( 2 ),3.6 ( 2 ),6.9
0. Trinity,"6,000-7,000'",35,51,5.8,9.9,83.9,"70,424",133,5.4 ( 5 ),9.0 ( 5 ),8.9
0. Trinity,"7,000-8,000'",40,56,8.8,14.5,92,"27,167",35.1,NA,NA,9.9
0. Trinity,"8,000-9,000'",48,60,12.6,20.1,96.7,"1,035",1,NA,NA,10.1
1. Upper Sacramento,"5,000-6,000'",24,37,2.9,4.7,48.5,"16,216",64.1,2.6 ( 1 ),6.4 ( 1 ),7.6
1. Upper Sacramento,"6,000-7,000'",38,55,6,9.9,82.3,"19,176",36.2,13.6 ( 1 ),16.4 ( 1 ),10
1. Upper Sacramento,"7,000-8,000'",43,59,7.8,12.8,91.7,"5,987",8.8,NA,NA,15.8
1. Upper Sacramento,"8,000-9,000'",44,59,8.5,14.2,90.8,"1,757",2.3,NA,NA,28
1. Upper Sacramento,"9,000-10,000'",52,63,12.4,19.3,94.1,"1,786",1.7,NA,NA,43.6
1. Upper Sacramento,"10,000-11,000'",59,67,16.9,25.6,95.4,"1,186",0.9,NA,NA,44.8
1. Upper Sacramento,">11,000'",59,66,19.9,30,79.6,"1,855",1.2,NA,NA,40.4
2. McCloud,"5,000-6,000'",29,43,2.9,4.5,63.2,"23,119",96.8,10.6 ( 1 ),15.5 ( 1 ),12.2
2. McCloud,"6,000-7,000'",41,58,5.3,8.4,91.9,"18,597",41.7,NA,NA,14.2
2. McCloud,"7,000-8,000'",44,58,6.8,10.9,94.9,"8,236",14.2,NA,NA,24.9
2. McCloud,"8,000-9,000'",50,61,8.5,13.4,92.3,"4,617",6.5,NA,NA,40.5
