,,4/1/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026,4/5/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026
Basin,Elevation Band,%4/1 Avg.,%4/5 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",0,1,0,0,0.4,297,240.2,NA,NA,0
1. Alvord Lake,"7,000-8,000'",3,14,0.3,1.2,12.2,"4,407",69.9,NA,NA,0.3
1. Alvord Lake,"8,000-9,000'",32,43,5.8,7.6,58.2,"4,630",11.5,NA,NA,1
1. Alvord Lake,"9,000-10,000'",53,59,11.3,12.5,59.8,769,1.2,NA,NA,1.5
2. Bitterroot,"5,000-6,000'",44,44,1.7,1.5,13.5,"51,009",657.5,8.1 ( 2 ),7.5 ( 2 ),3.4
2. Bitterroot,"6,000-7,000'",89,95,8.2,8.5,54.7,"326,629",718,21.5 ( 2 ),21.8 ( 2 ),11.3
2. Bitterroot,"7,000-8,000'",108,115,16.4,17.7,82.8,"457,248",483.4,NA,NA,19.1
2. Bitterroot,"8,000-9,000'",113,121,21.6,23.6,85.8,"118,230",93.8,NA,NA,24.2
2. Bitterroot,"9,000-10,000'",103,111,22.5,24.7,85.1,"3,051",2.3,NA,NA,25.1
3. Carson,"5,000-6,000'",0,0,0,0,0,0,619.1,NA,NA,0
3. Carson,"6,000-7,000'",0,0,0,0,0,0,354.2,0.0 ( 1 ),0.0 ( 1 ),0
3. Carson,"7,000-8,000'",5,4,0.5,0.4,6.2,"4,862",220.1,1.0 ( 1 ),0.0 ( 1 ),0.5
3. Carson,"8,000-9,000'",15,15,3.2,2.9,38.5,"23,758",155.7,4.6 ( 5 ),4.7 ( 5 ),3.2
3. Carson,"9,000-10,000'",22,21,5.9,5.1,66.4,"12,844",46.8,NA,NA,6
3. Carson,">10,000'",24,24,7.5,6.3,75.7,"3,989",11.9,NA,NA,8.2
4. Clearwater Basin,"3,000-4,000'",33,25,0.3,0.2,3.6,"26,417","2,282.20",0.2 ( 1 ),0.0 ( 1 ),1.1
4. Clearwater Basin,"4,000-5,000'",58,57,2.4,2.2,20.1,"230,806","1,966.60",7.8 ( 1 ),6.7 ( 1 ),8.2
4. Clearwater Basin,"5,000-6,000'",105,113,9.3,9.8,55.3,"949,837","1,812.30",30.5 ( 6 ),31.2 ( 6 ),18.7
4. Clearwater Basin,"6,000-7,000'",118,128,16.6,17.9,82.2,"1,089,688","1,138.30",19.5 ( 2 ),20.0 ( 2 ),24.8
4. Clearwater Basin,"7,000-8,000'",109,117,19.8,21.5,88.7,"303,152",264.1,NA,NA,24.8
4. Clearwater Basin,"8,000-9,000'",107,113,21,22.9,89.5,"14,278",11.7,NA,NA,25
5. Clover Valley and Franklin,"5,000-6,000'",0,0,0,0,0.1,0,793.5,NA,NA,0
5. Clover Valley and Franklin,"6,000-7,000'",0,0,0,0,0,0,"2,365.00",NA,NA,0
5. Clover Valley and Franklin,"7,000-8,000'",0,1,0,0,0.4,562,760.6,0.3 ( 1 ),0.0 ( 1 ),0
5. Clover Valley and Franklin,"8,000-9,000'",10,11,0.7,0.7,10.4,"6,137",155.8,0.0 ( 1 ),0.4 ( 1 ),0.3
5. Clover Valley and Franklin,"9,000-10,000'",34,39,4.9,5.3,54.3,"9,675",34.1,NA,NA,1.7
5. Clover Valley and Franklin,"10,000-11,000'",49,54,8.4,9,72.8,"2,882",6,NA,NA,3.5
6. Donner und Blitzen,"6,000-7,000'",0,1,0,0,0.4,254,138.9,0.0 ( 1 ),0.0 ( 1 ),0
6. Donner und Blitzen,"7,000-8,000'",10,16,1.4,2.2,23.8,"7,172",59.8,7.8 ( 1 ),9.4 ( 1 ),0.6
6. Donner und Blitzen,"8,000-9,000'",40,47,8.1,9.2,69.2,"9,386",19.1,NA,NA,1.5
6. Donner und Blitzen,"9,000-10,000'",42,63,9.3,13.7,60.1,"1,482",2,NA,NA,2.1
7. Dry Lake Valley,"7,000-8,000'",0,0,0,0,0,0,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",0,0,0,0,0.2,31,53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",7,7,0.5,0.5,8.1,260,10.2,NA,NA,0.1
7. Dry Lake Valley,"10,000-11,000'",35,38,4.5,4.7,59.4,458,1.8,NA,NA,0.1
8. Eastern Nevada,"7,000-8,000'",0,0,0,0,0,0,"2,847.80",0.0 ( 1 ),0.0 ( 1 ),0
8. Eastern Nevada,"8,000-9,000'",0,0,0,0,0.2,684,"1,111.30",0.0 ( 3 ),0.0 ( 3 ),0.1
8. Eastern Nevada,"9,000-10,000'",6,6,0.4,0.4,5.9,"6,551",309.5,3.0 ( 2 ),3.0 ( 2 ),0.6
8. Eastern Nevada,"10,000-11,000'",28,31,3,3.2,34.3,"15,206",87.8,2.3 ( 2 ),2.6 ( 2 ),2.4
8. Eastern Nevada,">11,000'",39,44,5.2,5.7,45.3,"5,677",18.8,NA,NA,3.8
9. Flathead,"3,000-4,000'",13,12,0.1,0.1,1,"7,081","2,118.20",4.7 ( 1 ),5.1 ( 1 ),0.1
9. Flathead,"4,000-5,000'",63,65,1.7,1.7,15,"171,525","1,920.60",5.7 ( 3 ),5.7 ( 3 ),3.2
9. Flathead,"5,000-6,000'",118,118,7.9,8.4,51.9,"750,211","1,682.00",14.4 ( 3 ),15.8 ( 3 ),16.2
9. Flathead,"6,000-7,000'",152,147,16.5,17.9,83.5,"1,330,822","1,392.90",32.5 ( 6 ),33.7 ( 6 ),29.9
9. Flathead,"7,000-8,000'",173,163,22.1,23.9,89.1,"626,882",491.4,NA,NA,35.7
9. Flathead,"8,000-9,000'",179,169,25.6,27.8,87.6,"56,034",37.7,NA,NA,35.6
9. Flathead,"9,000-10,000'",216,202,28.9,31.6,93.4,"2,766",1.6,NA,NA,27.6
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",5,3,0.1,0.1,0.7,"9,133","3,104.90",0.0 ( 1 ),0.0 ( 1 ),0.2
10. Grande Ronde-Burnt-Powder-Imnaha,"5,000-6,000'",18,17,1.4,1.2,11.7,"89,213","1,382.50",3.7 ( 7 ),3.5 ( 7 ),2
10. Grande Ronde-Burnt-Powder-Imnaha,"6,000-7,000'",57,61,8.2,8.7,57.4,"220,218",477.3,0.0 ( 1 ),0.0 ( 1 ),7.6
10. Grande Ronde-Burnt-Powder-Imnaha,"7,000-8,000'",87,97,19,20.8,85.6,"301,295",271.5,9.5 ( 2 ),10.2 ( 2 ),11.9
10. Grande Ronde-Burnt-Powder-Imnaha,"8,000-9,000'",94,105,23.7,26.3,85.2,"109,048",77.8,NA,NA,13.1
10. Grande Ronde-Burnt-Powder-Imnaha,"9,000-10,000'",85,93,18.3,20.1,73.4,"2,073",1.9,NA,NA,6.4
11. Guano,"5,000-6,000'",0,0,0,0,0,0,"1,512.90",0.0 ( 1 ),0.0 ( 1 ),0
11. Guano,"6,000-7,000'",0,0,0,0,0,14,525.7,NA,NA,0
11. Guano,"7,000-8,000'",0,3,0,0.3,1.7,350,24.3,NA,NA,0.1
12. Harney-Malheur Lakes,"5,000-6,000'",0,0,0,0,0,0,254.2,NA,NA,0
12. Harney-Malheur Lakes,"6,000-7,000'",0,0,0,0,0,0,26.4,NA,NA,0
13. John Day,"5,000-6,000'",2,2,0.1,0.1,0.8,"5,148","1,202.60",0.0 ( 3 ),0.0 ( 3 ),0
13. John Day,"6,000-7,000'",33,37,4.1,4.4,33.7,"57,814",247.5,NA,NA,0.8
13. John Day,"7,000-8,000'",81,89,14.4,15.8,83,"44,521",53,NA,NA,3
13. John Day,"8,000-9,000'",91,101,15.7,17.3,79.2,"1,518",1.6,NA,NA,5.8
14. Kootenai,"4,000-5,000'",34,35,1,0.9,7,"41,581",880.8,6.2 ( 2 ),6.2 ( 2 ),3.8
14. Kootenai,"5,000-6,000'",75,82,6.1,6.7,36.2,"217,179",611.9,23.6 ( 3 ),24.0 ( 3 ),15
14. Kootenai,"6,000-7,000'",119,128,15.2,16.9,72.7,"154,666",172.1,34.1 ( 1 ),35.7 ( 1 ),31.1
14. Kootenai,">7,000'",133,138,20.8,22.8,87,"8,566",7,NA,NA,44.7
15. Lake County-Goose Lake,"5,000-6,000'",0,0,0,0,0,0,"2,708.10",0.0 ( 1 ),0.0 ( 1 ),0
15. Lake County-Goose Lake,"6,000-7,000'",1,2,0.1,0.2,2.8,"7,543",801.6,NA,NA,0.3
15. Lake County-Goose Lake,"7,000-8,000'",17,22,2.5,3.2,40,"19,048",111.4,4.6 ( 1 ),6.2 ( 1 ),1.1
15. Lake County-Goose Lake,"8,000-9,000'",39,47,7.6,8.9,83.6,"1,197",2.5,NA,NA,1.7
16. Little Humboldt,"6,000-7,000'",0,0,0,0,0,0,326.8,0.1 ( 2 ),0.1 ( 2 ),0
16. Little Humboldt,"7,000-8,000'",0,4,0,0.3,2.9,"1,318",84.7,NA,NA,0.4
16. Little Humboldt,"8,000-9,000'",12,19,1.7,2.6,24.2,"1,210",8.8,0.6 ( 1 ),1.9 ( 1 ),1
16. Little Humboldt,"9,000-10,000'",34,38,5.4,5.9,40.4,151,0.5,NA,NA,1.3
17. Lower Clark Fork,"5,000-6,000'",103,107,7.2,7.3,43.8,"427,305","1,098.30",33.3 ( 1 ),34.5 ( 1 ),15.3
17. Lower Clark Fork,"6,000-7,000'",130,138,15.8,17.1,81.9,"318,095",348.7,43.5 ( 1 ),44.3 ( 1 ),26.5
17. Lower Clark Fork,"7,000-8,000'",159,156,21.4,23.2,88.7,"33,588",27.1,38.8 ( 1 ),40.6 ( 1 ),39.9
17. Lower Clark Fork,"8,000-9,000'",231,213,25.2,27.4,77.5,847,0.6,NA,NA,44.2
18. Lower Humboldt,"6,000-7,000'",0,0,0,0,0,0,207.6,0.0 ( 1 ),0.0 ( 1 ),0
18. Lower Humboldt,"7,000-8,000'",0,1,0,0,0.5,115,48.6,NA,NA,0.2
18. Lower Humboldt,"8,000-9,000'",0,9,0,0.8,9.8,688,15.9,NA,NA,0.6
18. Lower Humboldt,"9,000-10,000'",0,16,0,2.1,20.8,53,0.5,NA,NA,0.8
19. Lower Pend Oreille,"5,000-6,000'",90,100,7.2,7.8,44.4,"45,703",109.3,12.5 ( 1 ),13.3 ( 1 ),15.9
19. Lower Pend Oreille,">6,000'",120,129,15.8,17.3,80.9,"22,296",24.1,NA,NA,23.1
20. Lower Snake-Asotin,"3,000-4,000'",0,0,0,0,0,0,192.5,0.0 ( 1 ),0.0 ( 1 ),0
20. Lower Snake-Asotin,"4,000-5,000'",36,5,0.9,0.1,2.1,594,102.1,NA,NA,0.4
20. Lower Snake-Asotin,"5,000-6,000'",49,40,4.6,3.6,48.2,"7,281",37.5,4.8 ( 1 ),NA,5.2
20. Lower Snake-Asotin,"6,000-7,000'",81,84,13.9,14.2,89.4,"1,240",1.6,NA,NA,13.8
21. Lower Snake-Tucannon,"4,000-5,000'",39,3,1.1,0.1,1.4,236,64.2,NA,NA,1.5
21. Lower Snake-Tucannon,"5,000-6,000'",67,51,6.6,4.8,51.8,"10,743",41.8,NA,NA,9.1
21. Lower Snake-Tucannon,"6,000-7,000'",93,103,14.3,15.3,94.6,"1,887",2.3,NA,NA,16.1
22. Lower Yakima,"3,000-4,000'",0,0,0,0,0,0,311.2,NA,NA,0
22. Lower Yakima,"4,000-5,000'",8,7,0.7,0.6,7.9,"3,971",127.1,3.5 ( 1 ),NA,1.5
22. Lower Yakima,"5,000-6,000'",38,38,5.9,5.9,64.3,"11,744",37.4,17.0 ( 1 ),17.6 ( 1 ),10.7
22. Lower Yakima,"6,000-7,000'",66,73,12.8,13.8,92.1,"6,907",9.4,NA,NA,20
23. Malheur,"5,000-6,000'",0,0,0,0,0.1,440,857.7,0.1 ( 3 ),0.0 ( 3 ),0
23. Malheur,"6,000-7,000'",23,26,3,3.2,30.9,"17,531",104.2,NA,NA,1.2
23. Malheur,"7,000-8,000'",64,70,12.3,13.5,84.3,"19,650",27.3,NA,NA,4.1
24. Middle Humboldt,"6,000-7,000'",0,0,0,0,0,0,473.7,NA,NA,0
24. Middle Humboldt,"7,000-8,000'",0,1,0,0,0.1,135,145.7,NA,NA,0.1
24. Middle Humboldt,"8,000-9,000'",0,1,0,0.1,1,49,13,NA,NA,0.3
24. Middle Humboldt,"9,000-10,000'",0,5,0,0.5,3.5,16,0.6,NA,NA,0.2
25. Northern Big Smoky Valley,"7,000-8,000'",0,0,0,0,0,0,318.1,NA,NA,0
25. Northern Big Smoky Valley,"8,000-9,000'",1,1,0,0,0.9,179,154.3,NA,NA,0
25. Northern Big Smoky Valley,"9,000-10,000'",10,9,0.8,0.7,17.6,"2,666",72.5,NA,NA,0
25. Northern Big Smoky Valley,"10,000-11,000'",22,23,2.4,2.4,35.3,"3,133",24.7,NA,NA,0.2
25. Northern Big Smoky Valley,"11,000-12,000'",29,28,3.3,3.1,45.9,533,3.2,NA,NA,0.1
26. Northern Great Basin,"6,000-7,000'",0,0,0,0,0,190,"1,927.20",0.0 ( 1 ),0.0 ( 1 ),0
26. Northern Great Basin,"7,000-8,000'",0,3,0,0.2,2.1,"2,559",255.9,0.0 ( 1 ),0.0 ( 1 ),0.2
26. Northern Great Basin,"8,000-9,000'",9,15,1,1.8,17.4,"3,903",41.4,NA,NA,0.6
26. Northern Great Basin,"9,000-10,000'",28,30,4.4,4.7,36.7,96,0.4,NA,NA,1.1
27. Panhandle Basins,"3,000-4,000'",21,23,0.2,0.2,2.8,"7,871",706,0.0 ( 1 ),0.0 ( 1 ),1.5
27. Panhandle Basins,"4,000-5,000'",60,65,3.2,3.4,25.7,"91,619",508.9,25.4 ( 1 ),26.2 ( 1 ),10.1
