,,4/19/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026,4/26/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026
6. Donner und Blitzen,"7,000-8,000'",33,53,3.8,4.7,37.6,"15,132",59.8,9.9 ( 1 ),9.9 ( 1 ),3.6
6. Donner und Blitzen,"8,000-9,000'",69,76,12.9,12.5,81.5,"12,727",19.1,NA,NA,9
6. Donner und Blitzen,"9,000-10,000'",82,73,17.6,14.1,81.4,"1,522",2,NA,NA,10.2
7. Dry Lake Valley,"7,000-8,000'",0,0,0,0,0,0,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",0,0,0,0,0,13,53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",4,4,0.2,0.2,2.6,85,10.2,NA,NA,0
7. Dry Lake Valley,"10,000-11,000'",30,31,3.3,3,41.3,296,1.8,NA,NA,0
8. Eastern Nevada,"7,000-8,000'",0,0,0,0,0,0,"2,847.80",0.0 ( 1 ),0.0 ( 1 ),0
8. Eastern Nevada,"8,000-9,000'",0,0,0,0,0.1,231,"1,111.30",0.0 ( 3 ),0.1 ( 3 ),0
8. Eastern Nevada,"9,000-10,000'",5,5,0.2,0.2,3.3,"3,186",309.5,2.1 ( 2 ),1.2 ( 2 ),0.3
8. Eastern Nevada,"10,000-11,000'",21,23,2,1.9,27.5,"9,099",87.8,0.4 ( 2 ),0.3 ( 2 ),1.5
8. Eastern Nevada,">11,000'",31,35,3.9,3.9,43.6,"3,927",18.8,NA,NA,2.8
9. Flathead,"3,000-4,000'",8,13,0,0,0.1,725,"2,118.20",0.9 ( 1 ),0.6 ( 1 ),0
9. Flathead,"4,000-5,000'",64,90,0.8,0.7,5.7,"66,938","1,920.60",2.1 ( 3 ),1.4 ( 3 ),1.4
9. Flathead,"5,000-6,000'",123,145,7,6.2,40,"554,407","1,682.00",15.5 ( 3 ),14.5 ( 3 ),12.9
9. Flathead,"6,000-7,000'",149,158,18.1,16.4,81.7,"1,217,436","1,392.90",33.8 ( 6 ),33.3 ( 6 ),29.6
9. Flathead,"7,000-8,000'",158,161,25,22.8,89.8,"597,351",491.4,NA,NA,36.9
9. Flathead,"8,000-9,000'",163,157,29.8,26.5,86.1,"53,325",37.7,NA,NA,38.9
9. Flathead,"9,000-10,000'",185,174,32.5,29.2,76.6,"2,557",1.6,NA,NA,31.7
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",1,1,0,0,0,663,"3,104.90",0.0 ( 1 ),0.0 ( 1 ),0.1
10. Grande Ronde-Burnt-Powder-Imnaha,"5,000-6,000'",11,17,0.5,0.5,4.6,"36,709","1,382.50",3.0 ( 7 ),2.5 ( 7 ),1.3
10. Grande Ronde-Burnt-Powder-Imnaha,"6,000-7,000'",51,62,6.4,6.6,48.4,"167,038",477.3,0.0 ( 1 ),0.0 ( 1 ),7
10. Grande Ronde-Burnt-Powder-Imnaha,"7,000-8,000'",91,85,20.2,17.3,83.4,"250,573",271.5,10.4 ( 2 ),10.2 ( 2 ),12.9
10. Grande Ronde-Burnt-Powder-Imnaha,"8,000-9,000'",107,91,28.6,22.6,81.1,"93,761",77.8,NA,NA,16.3
10. Grande Ronde-Burnt-Powder-Imnaha,"9,000-10,000'",92,80,20.7,16.6,72.2,"1,707",1.9,NA,NA,10.6
11. Guano,"5,000-6,000'",0,0,0,0,0,0,"1,512.90",0.0 ( 1 ),0.0 ( 1 ),0
11. Guano,"6,000-7,000'",0,0,0,0,0,0,525.7,NA,NA,0
11. Guano,"7,000-8,000'",1,0,0,0,0,0,24.3,NA,NA,0.1
12. Harney-Malheur Lakes,"5,000-6,000'",0,0,0,0,0,0,254.2,NA,NA,0
12. Harney-Malheur Lakes,"6,000-7,000'",0,0,0,0,0,0,26.4,NA,NA,0
13. John Day,"5,000-6,000'",1,3,0,0,0.6,"2,109","1,202.60",0.0 ( 3 ),0.5 ( 3 ),0.3
13. John Day,"6,000-7,000'",29,42,2.8,3.3,32.6,"43,483",247.5,NA,NA,0.9
13. John Day,"7,000-8,000'",70,76,12.5,12.2,84.9,"34,610",53,NA,NA,3
13. John Day,"8,000-9,000'",84,85,15,13.5,68.8,"1,183",1.6,NA,NA,6.9
14. Kootenai,"4,000-5,000'",35,52,0.5,0.5,3.6,"22,133",880.8,4.0 ( 2 ),3.3 ( 2 ),2.2
14. Kootenai,"5,000-6,000'",88,98,5.9,5.3,31,"171,643",611.9,22.8 ( 3 ),15.0 ( 2 ),13.1
14. Kootenai,"6,000-7,000'",137,126,18.2,15.3,72.5,"140,231",172.1,38.8 ( 1 ),39.3 ( 1 ),32.7
14. Kootenai,">7,000'",155,134,27.6,22.7,91.6,"8,523",7,NA,NA,49
15. Lake County-Goose Lake,"5,000-6,000'",0,0,0,0,0,0,"2,708.10",0.0 ( 1 ),0.0 ( 1 ),0
15. Lake County-Goose Lake,"6,000-7,000'",2,2,0.1,0.1,0.9,"3,796",801.6,NA,NA,0
15. Lake County-Goose Lake,"7,000-8,000'",27,28,3.6,3.1,27.3,"18,331",111.4,2.7 ( 1 ),1.3 ( 1 ),0.6
15. Lake County-Goose Lake,"8,000-9,000'",59,59,10.7,9.1,80.5,"1,220",2.5,NA,NA,2.4
16. Little Humboldt,"6,000-7,000'",0,0,0,0,0,0,326.8,0.0 ( 2 ),0.1 ( 2 ),0
16. Little Humboldt,"7,000-8,000'",3,4,0.2,0.2,1.1,721,84.7,NA,NA,0.1
16. Little Humboldt,"8,000-9,000'",23,32,2.7,3.2,23.7,"1,486",8.8,0.4 ( 1 ),0.0 ( 1 ),0.4
16. Little Humboldt,"9,000-10,000'",64,61,8.9,7.3,44.6,189,0.5,NA,NA,0.4
17. Lower Clark Fork,"5,000-6,000'",94,114,5.1,4.6,29.5,"268,548","1,098.30",33.1 ( 1 ),32.4 ( 1 ),12.1
17. Lower Clark Fork,"6,000-7,000'",126,136,15.2,13.4,76.3,"248,597",348.7,45.2 ( 1 ),46.2 ( 1 ),26.1
17. Lower Clark Fork,"7,000-8,000'",146,144,24,21.2,92.8,"30,735",27.1,42.4 ( 1 ),44.5 ( 1 ),43.7
17. Lower Clark Fork,"8,000-9,000'",178,186,27.2,25.9,78.3,801,0.6,NA,NA,50.8
18. Lower Humboldt,"6,000-7,000'",0,0,0,0,0,0,207.6,0.0 ( 1 ),0.0 ( 1 ),0
18. Lower Humboldt,"7,000-8,000'",2,1,0,0,0.1,15,48.6,NA,NA,0.1
18. Lower Humboldt,"8,000-9,000'",12,13,0.7,0.6,8.3,500,15.9,NA,NA,0.4
18. Lower Humboldt,"9,000-10,000'",51,63,5.3,5.2,17.2,135,0.5,NA,NA,0.4
19. Lower Pend Oreille,"5,000-6,000'",90,90,6.3,5.1,32.8,"29,992",109.3,13.5 ( 1 ),11.3 ( 1 ),13.8
19. Lower Pend Oreille,">6,000'",122,116,16.6,13.8,72.2,"17,757",24.1,NA,NA,22.3
20. Lower Snake-Asotin,"3,000-4,000'",0,0,0,0,0,0,192.5,0.0 ( 1 ),0.0 ( 1 ),0
20. Lower Snake-Asotin,"4,000-5,000'",0,0,0,0,0,0,102.1,NA,NA,0.1
20. Lower Snake-Asotin,"5,000-6,000'",30,34,1.8,1.4,17.4,"2,869",37.5,NA,NA,2
20. Lower Snake-Asotin,"6,000-7,000'",55,59,9,8.5,93.9,746,1.6,NA,NA,8.4
21. Lower Snake-Tucannon,"4,000-5,000'",0,0,0,0,0,0,64.2,NA,NA,0.3
21. Lower Snake-Tucannon,"5,000-6,000'",42,55,2.7,2.5,24.5,"5,468",41.8,NA,NA,4.6
21. Lower Snake-Tucannon,"6,000-7,000'",75,84,10.7,10,91.7,"1,242",2.3,NA,NA,10.9
22. Lower Yakima,"3,000-4,000'",0,0,0,0,0,0,311.2,NA,NA,0
22. Lower Yakima,"4,000-5,000'",0,1,0,0,0.4,214,127.1,0.0 ( 1 ),0.0 ( 1 ),0.3
22. Lower Yakima,"5,000-6,000'",30,34,4,3.6,36.3,"7,241",37.4,14.6 ( 1 ),12.5 ( 1 ),7.5
22. Lower Yakima,"6,000-7,000'",74,64,13.3,10.5,77.1,"5,218",9.4,NA,NA,17.3
23. Malheur,"5,000-6,000'",1,2,0,0,0.2,625,857.7,0.0 ( 3 ),0.0 ( 3 ),0
23. Malheur,"6,000-7,000'",30,41,2.7,3,28.5,"16,604",104.2,NA,NA,0.3
23. Malheur,"7,000-8,000'",63,74,11.6,12.2,85.1,"17,720",27.3,NA,NA,2.5
24. Middle Humboldt,"6,000-7,000'",0,0,0,0,0,0,473.7,NA,NA,0
24. Middle Humboldt,"7,000-8,000'",3,4,0,0,0.1,223,145.7,NA,NA,0
24. Middle Humboldt,"8,000-9,000'",6,5,0.3,0.2,0.6,105,13,NA,NA,0.1
24. Middle Humboldt,"9,000-10,000'",11,14,0.8,0.9,2.7,29,0.6,NA,NA,0.1
25. Northern Big Smoky Valley,"7,000-8,000'",0,0,0,0,0,0,318.1,NA,NA,0
25. Northern Big Smoky Valley,"8,000-9,000'",0,0,0,0,0.1,23,154.3,NA,NA,0.1
25. Northern Big Smoky Valley,"9,000-10,000'",7,10,0.4,0.5,9,"1,936",72.5,NA,NA,0.3
25. Northern Big Smoky Valley,"10,000-11,000'",20,29,1.9,2.4,34.9,"3,208",24.7,NA,NA,0.4
25. Northern Big Smoky Valley,"11,000-12,000'",22,31,2.2,2.9,68.2,484,3.2,NA,NA,0.2
26. Northern Great Basin,"6,000-7,000'",0,0,0,0,0,0,"1,927.20",0.0 ( 1 ),0.0 ( 1 ),0
26. Northern Great Basin,"7,000-8,000'",7,7,0.2,0.1,0.7,"1,687",255.9,0.0 ( 1 ),0.0 ( 1 ),0.1
26. Northern Great Basin,"8,000-9,000'",22,29,2,2,14.5,"4,476",41.4,NA,NA,0.3
26. Northern Great Basin,"9,000-10,000'",33,41,4.4,5,33.8,104,0.4,NA,NA,0.3
27. Panhandle Basins,"3,000-4,000'",18,21,0.1,0,0.3,"1,274",706,0.0 ( 1 ),0.0 ( 1 ),0.3
27. Panhandle Basins,"4,000-5,000'",56,64,2.3,2,15.4,"54,707",508.9,25.3 ( 1 ),23.3 ( 1 ),6.6
27. Panhandle Basins,"5,000-6,000'",97,95,11.3,10.1,59.5,"185,977",345.4,NA,NA,19.1
27. Panhandle Basins,"6,000-7,000'",140,120,22.3,18.7,85.2,"81,964",82.3,37.0 ( 1 ),35.5 ( 1 ),29.5
27. Panhandle Basins,"7,000-8,000'",155,127,21.7,17.7,93.3,"1,913",2,NA,NA,24.3
28. Reese,"7,000-8,000'",0,0,0,0,0,0,285.6,0.0 ( 1 ),0.0 ( 1 ),0
28. Reese,"8,000-9,000'",0,1,0,0,0.3,160,152,0.0 ( 1 ),0.2 ( 1 ),0.2
28. Reese,"9,000-10,000'",5,8,0.3,0.4,7.3,998,47,NA,NA,0.4
28. Reese,">10,000'",17,27,1.8,2.5,42.2,"1,613",12.3,NA,NA,0.6
29. Rock,"5,000-6,000'",0,0,0,0,0,0,592.8,NA,NA,0
29. Rock,"6,000-7,000'",0,0,0,0,0,0,210.5,NA,NA,0
29. Rock,"7,000-8,000'",0,0,0,0,0,0,29.5,0.0 ( 1 ),0.2 ( 1 ),0.1
29. Rock,"8,000-9,000'",4,6,0.4,0.5,2.9,75,2.7,NA,NA,0.9
30. Salmon Basin,"5,000-6,000'",34,52,0.5,0.4,5.3,"48,694","2,056.60",6.2 ( 1 ),5.5 ( 1 ),0.6
30. Salmon Basin,"6,000-7,000'",68,87,3.8,3.7,34.1,"695,708","3,572.20",12.0 ( 2 ),10.4 ( 2 ),4.4
30. Salmon Basin,"7,000-8,000'",79,83,9,7.8,59.9,"1,593,540","3,809.10",11.5 ( 2 ),11.9 ( 2 ),8.7
30. Salmon Basin,"8,000-9,000'",91,82,13.7,11,72.4,"1,131,950","1,935.60",17.2 ( 5 ),16.9 ( 5 ),12.6
30. Salmon Basin,"9,000-10,000'",100,87,17.7,14.3,73,"382,258",502.6,15.1 ( 1 ),15.5 ( 1 ),18.3
30. Salmon Basin,"10,000-11,000'",99,88,18.3,15.4,58.8,"58,497",71.3,NA,NA,15.5
30. Salmon Basin,"11,000-12,000'",104,97,20.1,18.2,51.7,"2,997",3.1,NA,NA,8.5
31. Silver,"5,000-6,000'",0,0,0,0,0,0,440.7,NA,NA,0
31. Silver,"6,000-7,000'",0,0,0,0,0,0,3.6,NA,NA,0
32. Silvies,"4,000-5,000'",0,0,0,0,0,0,714.7,NA,NA,0
32. Silvies,"5,000-6,000'",0,0,0,0,0,0,569.1,0.0 ( 1 ),0.0 ( 1 ),0
32. Silvies,"6,000-7,000'",12,14,0.6,0.5,5.7,920,31.9,0.0 ( 1 ),0.0 ( 1 ),0.1
32. Silvies,"7,000-8,000'",85,84,17.4,15.9,95.6,"1,478",1.7,NA,NA,3.4
33. Southern Snake Basins,"5,000-6,000'",0,0,0,0,0,0,"8,155.90",0.0 ( 1 ),0.0 ( 1 ),0
33. Southern Snake Basins,"6,000-7,000'",1,5,0,0,0.2,"3,786","3,288.10",0.0 ( 5 ),0.0 ( 5 ),0
33. Southern Snake Basins,"7,000-8,000'",3,7,0.2,0.2,1.9,"10,572",905.4,0.0 ( 4 ),0.0 ( 4 ),0.3
33. Southern Snake Basins,"8,000-9,000'",28,35,3.3,3.6,29.6,"31,984",168.8,7.7 ( 3 ),6.3 ( 3 ),3.7
33. Southern Snake Basins,"9,000-10,000'",66,67,11.4,10.4,69.2,"18,285",33.1,NA,NA,11.2
33. Southern Snake Basins,"10,000-11,000'",85,76,15.4,12.6,75.1,841,1.3,NA,NA,21.5
34. Spokane,"3,000-4,000'",3,5,0,0,0,415,"1,667.20",0.0 ( 1 ),0.0 ( 1 ),0
34. Spokane,"4,000-5,000'",36,51,0.9,0.8,6.5,"45,166","1,010.00",4.1 ( 5 ),2.2 ( 5 ),3.9
34. Spokane,"5,000-6,000'",96,121,7.6,7.2,47.7,"160,923",418,13.5 ( 2 ),10.9 ( 2 ),18.3
34. Spokane,"6,000-7,000'",131,132,17.5,14.9,79.5,"37,701",47.4,NA,NA,31.5
34. Spokane,"7,000-8,000'",122,104,22.8,17.8,100,183,0.2,NA,NA,44.2
35. St. Mary,"4,000-5,000'",37,44,0.9,0.6,6.5,"6,077",184.7,0.0 ( 1 ),0.2 ( 1 ),0.7
35. St. Mary,"5,000-6,000'",83,84,6.4,5,35.5,"56,529",210.7,NA,NA,4.8
35. St. Mary,"6,000-7,000'",122,127,17.2,15.9,75.5,"130,491",154.2,NA,NA,17.4
35. St. Mary,"7,000-8,000'",135,135,20.7,19.1,71.5,"100,199",98.3,NA,NA,15.1
35. St. Mary,">8,000'",152,147,22.7,21.1,72.2,"22,850",20.3,NA,NA,15.3
36. Truckee,"5,000-6,000'",0,1,0,0,0,25,688.2,NA,NA,0
36. Truckee,"6,000-7,000'",5,4,0.2,0.1,3.5,"3,043",484.5,4.6 ( 5 ),4.6 ( 5 ),0
36. Truckee,"7,000-8,000'",10,22,1.9,2.5,30.6,"25,976",195.9,0.0 ( 1 ),0.0 ( 1 ),1.8
36. Truckee,"8,000-9,000'",13,34,4.3,7,52.6,"22,238",59.9,9.3 ( 3 ),9.7 ( 3 ),9.1
36. Truckee,"9,000-10,000'",15,43,7,10.2,72.1,"7,692",14.2,NA,NA,20.2
36. Truckee,"10,000-11,000'",16,36,6.4,7.5,58.6,345,0.9,NA,NA,25.4
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",0,0,0,0,0,0,892.5,0.0 ( 1 ),0.0 ( 1 ),0
37. Umatilla-Walla Walla-Willow,"4,000-5,000'",1,2,0,0,0.2,357,472.7,1.2 ( 2 ),0.3 ( 2 ),0.3
37. Umatilla-Walla Walla-Willow,"5,000-6,000'",19,24,1.6,1.7,17.4,"6,162",69.1,8.1 ( 3 ),7.1 ( 3 ),3.2
38. Upper Humboldt,"5,000-6,000'",0,0,0,0,0,0,"2,395.90",NA,NA,0
38. Upper Humboldt,"6,000-7,000'",0,0,0,0,0,0,"1,944.70",0.0 ( 1 ),0.2 ( 1 ),0
38. Upper Humboldt,"7,000-8,000'",1,2,0,0,0.6,"1,101",436.8,0.0 ( 2 ),0.4 ( 2 ),0
38. Upper Humboldt,"8,000-9,000'",22,27,2.1,2.2,21.2,"17,537",150.5,1.8 ( 5 ),1.8 ( 5 ),0.7
38. Upper Humboldt,"9,000-10,000'",56,51,8.4,6.9,53.5,"31,856",87.2,NA,NA,2.9
38. Upper Humboldt,">10,000'",73,57,12.3,8.8,66.1,"9,789",20.8,NA,NA,6
39. Walker,"6,000-7,000'",1,0,0,0,0,0,677,NA,NA,0
39. Walker,"7,000-8,000'",4,4,0,0,1.1,606,618.8,0.0 ( 1 ),0.0 ( 1 ),0
39. Walker,"8,000-9,000'",12,19,0.5,0.5,12.2,"9,322",373.7,5.4 ( 2 ),5.6 ( 2 ),1
39. Walker,"9,000-10,000'",19,41,4,5.1,47.9,"50,930",186.6,12.2 ( 4 ),12.7 ( 4 ),8.6
39. Walker,"10,000-11,000'",30,55,8.4,10.8,64.9,"42,964",74.8,NA,NA,10.9
39. Walker,">11,000'",45,53,8.1,7.3,70.8,"4,641",12,NA,NA,8.4
40. West Central Basins,"4,000-5,000'",0,0,0,0,0,51,"1,578.50",0.0 ( 3 ),0.0 ( 3 ),0
40. West Central Basins,"5,000-6,000'",11,19,0.5,0.5,5.9,"48,905","1,710.20",1.1 ( 3 ),0.1 ( 3 ),0.8
40. West Central Basins,"6,000-7,000'",46,59,5.7,5.7,50.2,"386,057","1,262.20",12.6 ( 8 ),11.9 ( 8 ),6.3
40. West Central Basins,"7,000-8,000'",78,77,15.2,13.2,85.7,"575,296",814.3,20.6 ( 3 ),20.1 ( 3 ),16.5
40. West Central Basins,"8,000-9,000'",99,80,23.2,17.3,88.9,"270,852",293.5,NA,NA,24.3
40. West Central Basins,">9,000'",109,80,28.5,19.5,80.2,"45,264",43.4,NA,NA,29.1
