,,4/26/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026,5/1/2026,4/26/2026,5/1/2026,5/1/2026,5/1/2026
4. Canadian,"10,000-11,000'",0,0,0,0,0,0,137.3,0.0 ( 2 ),0.4 ( 2 ),NA,0.5
4. Canadian,"11,000-12,000'",0,0,0,0,0,0,28.8,NA,NA,NA,0.7
4. Canadian,"12,000-13,000'",6,8,0.5,0.7,5.6,96,2.5,NA,NA,NA,0.5
5. Colorado Headwaters§,"5,000-6,000'",NA,NA,0,0,0,0,0.8,NA,NA,NA,0
5. Colorado Headwaters§,"6,000-7,000'",0,0,0,0,0,0,86.6,NA,NA,NA,0
5. Colorado Headwaters§,"7,000-8,000'",0,0,0,0,0,0,434.1,NA,NA,NA,0.1
5. Colorado Headwaters§,"8,000-9,000'",0,0,0,0,0,0,857.3,0.1 ( 3 ),0.1 ( 3 ),NA,0.4
5. Colorado Headwaters§,"9,000-10,000'",2,3,0.1,0.1,3.1,"5,253",826.9,2.4 ( 3 ),2.8 ( 3 ),NA,1.5
5. Colorado Headwaters§,"10,000-11,000'",17,21,2,2.3,44.6,"56,568",456.5,6.0 ( 5 ),6.9 ( 5 ),NA,6.6
5. Colorado Headwaters§,"11,000-12,000'",23,30,4.2,5.2,76.5,"58,862",212.2,3.0 ( 1 ),4.5 ( 1 ),NA,7.7
5. Colorado Headwaters§,">12,000'",24,32,3.7,4.6,83.5,"7,874",31.8,NA,NA,NA,5.7
6. Colorado Headwaters-Plateau,"7,000-8,000'",0,0,0,0,0,0,700.2,NA,NA,NA,0
6. Colorado Headwaters-Plateau,"8,000-9,000'",0,0,0,0,0.1,139,643.2,NA,NA,NA,0.2
6. Colorado Headwaters-Plateau,"9,000-10,000'",4,6,0.4,0.5,9.7,"6,902",283.6,NA,NA,NA,1.6
6. Colorado Headwaters-Plateau,"10,000-11,000'",24,28,3.2,3.5,70.8,"33,398",179.6,0.3 ( 1 ),1.0 ( 1 ),NA,4.8
6. Colorado Headwaters-Plateau,"11,000-12,000'",23,27,5.1,5.6,88.5,"1,900",6.4,NA,NA,NA,12.1
7. Eagle,"7,000-8,000'",0,0,0,0,0,0,152.2,NA,NA,NA,0
7. Eagle,"8,000-9,000'",0,0,0,0,0,13,184.7,0.0 ( 1 ),0.0 ( 1 ),NA,0.2
7. Eagle,"9,000-10,000'",1,1,0,0,0.9,409,195.1,0.1 ( 1 ),0.0 ( 1 ),NA,0.8
7. Eagle,"10,000-11,000'",9,11,0.9,0.9,17,"10,490",219,0.0 ( 1 ),0.1 ( 1 ),NA,3.9
7. Eagle,"11,000-12,000'",20,25,3.3,3.8,61.1,"26,599",132,NA,NA,NA,10
7. Eagle,"12,000-13,000'",22,27,4.4,5.2,76.4,"9,146",33,NA,NA,NA,8.6
7. Eagle,"13,000-14,000'",24,31,4.9,5.8,83.4,567,1.8,NA,NA,NA,6.2
8. Gila,"6,000-7,000'",NA,NA,0,0,0,0,"1,911.00",NA,NA,NA,0
8. Gila,"7,000-8,000'",0,0,0,0,0,0,"2,107.40",0.0 ( 1 ),0.0 ( 1 ),0.8 ( 1 ),0
8. Gila,"8,000-9,000'",0,0,0,0,0,0,791.6,0.1 ( 4 ),0.0 ( 4 ),NA,0
8. Gila,"9,000-10,000'",0,0,0,0,0,0,105.5,NA,NA,NA,0
8. Gila,"10,000-11,000'",0,0,0,0,0,0,10.7,NA,NA,NA,0
9. Gunnison§,"7,000-8,000'",0,0,0,0,0,0,"1,038.70",NA,NA,NA,0
9. Gunnison§,"8,000-9,000'",0,0,0,0,0.1,259,"1,716.10",0.1 ( 1 ),0.0 ( 1 ),NA,0.1
9. Gunnison§,"9,000-10,000'",3,5,0.1,0.1,3.2,"11,053","1,555.90",3.0 ( 4 ),3.5 ( 4 ),NA,0.4
9. Gunnison§,"10,000-11,000'",11,14,0.7,0.8,16.4,"54,080","1,228.40",0.0 ( 3 ),0.0 ( 3 ),NA,1.4
9. Gunnison§,"11,000-12,000'",16,21,1.9,2.3,38,"78,557",630,0.1 ( 3 ),0.0 ( 3 ),NA,3.4
9. Gunnison§,"12,000-13,000'",20,28,3.5,4.4,58.6,"63,336",270.9,NA,NA,NA,4.4
9. Gunnison§,"13,000-14,000'",23,32,4.1,5.3,65.5,"5,577",19.7,NA,NA,NA,3.1
10. Little Colorado,"6,000-7,000'",0,NA,0,0,0,0,"9,987.30",NA,NA,NA,0
10. Little Colorado,"7,000-8,000'",0,0,0,0,0,0,"5,643.60",0.1 ( 3 ),0.0 ( 3 ),NA,0
10. Little Colorado,"8,000-9,000'",0,0,0,0,0,0,604.3,0.1 ( 2 ),0.0 ( 2 ),NA,0
10. Little Colorado,"9,000-10,000'",0,0,0,0,0,0,144.2,0.2 ( 1 ),0.0 ( 1 ),NA,0
10. Little Colorado,"10,000-11,000'",6,7,0.2,0.2,5,141,14.3,0.2 ( 1 ),0.0 ( 1 ),NA,2.1
10. Little Colorado,">11,000'",17,21,1.2,1.3,26.6,304,4.3,NA,NA,NA,8.5
11. Lower Colorado Mainstream,"5,000-6,000'",0,0,0,0,0,0,"5,707.90",NA,NA,NA,0
11. Lower Colorado Mainstream,"6,000-7,000'",0,0,0,0,0,0,"3,486.30",NA,NA,NA,0
11. Lower Colorado Mainstream,"7,000-8,000'",0,0,0,0,0,0,879.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
11. Lower Colorado Mainstream,"8,000-9,000'",0,0,0,0,0,0,541,0.0 ( 1 ),0.0 ( 1 ),NA,0
11. Lower Colorado Mainstream,"9,000-10,000'",0,0,0,0,0.2,16,81,0.0 ( 2 ),0.0 ( 2 ),NA,0.2
11. Lower Colorado Mainstream,"10,000-11,000'",11,16,0.6,0.7,14.3,62,1.6,NA,NA,NA,1.9
12. Lower Green,"7,000-8,000'",0,0,0,0,0,0,"2,289.00",0.0 ( 2 ),0.0 ( 2 ),NA,0
12. Lower Green,"8,000-9,000'",0,1,0,0,0.3,"1,125","1,779.70",0.0 ( 9 ),0.0 ( 9 ),NA,0.3
12. Lower Green,"9,000-10,000'",9,11,0.6,0.8,16.1,"36,546",889,0.1 ( 8 ),0.5 ( 8 ),3.9 ( 1 ),1.1
12. Lower Green,"10,000-11,000'",18,27,2.5,3.3,58.2,"88,723",509.3,4.2 ( 5 ),4.8 ( 5 ),NA,4.8
12. Lower Green,"11,000-12,000'",22,35,3.5,4.9,72.1,"52,631",201.6,NA,NA,NA,6.7
12. Lower Green,">12,000'",23,36,3.9,5.5,80.1,"7,361",25.2,NA,NA,NA,6
13. Lower Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,490.30",0.0 ( 3 ),0.0 ( 3 ),NA,0
13. Lower Rio Grande,"9,000-10,000'",0,0,0,0,0,0,257.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
13. Lower Rio Grande,"10,000-11,000'",0,0,0,0,0,0,45.8,0.0 ( 2 ),0.0 ( 2 ),NA,0
13. Lower Rio Grande,"11,000-12,000'",5,0,0.3,0,0,0,3.2,NA,NA,NA,0
14. Lower Sevier,"6,000-7,000'",0,0,0,0,0,0,504.3,0.0 ( 1 ),0.0 ( 1 ),NA,0
14. Lower Sevier,"7,000-8,000'",0,0,0,0,0,0,256.2,0.0 ( 2 ),0.0 ( 2 ),NA,0
14. Lower Sevier,"8,000-9,000'",0,1,0,0,0.6,87,114.1,NA,NA,NA,0.3
14. Lower Sevier,"9,000-10,000'",4,10,0.3,0.6,17,"1,008",31.8,0.0 ( 1 ),0.0 ( 1 ),NA,0.8
15. Pecos,"9,000-10,000'",0,0,0,0,0,0,193.4,NA,NA,NA,0
15. Pecos,"10,000-11,000'",0,0,0,0,0,0,94.9,0.0 ( 1 ),0.0 ( 1 ),NA,0.1
15. Pecos,"11,000-12,000'",1,1,0.1,0,0.6,112,42.7,0.0 ( 1 ),0.3 ( 1 ),NA,0.3
15. Pecos,"12,000-13,000'",12,18,1.3,1.8,20.9,112,1.2,NA,NA,NA,0.5
16. Provo-Utah Lake-Jordan,"5,000-6,000'",0,0,0,0,0,0,683.2,NA,NA,NA,0
16. Provo-Utah Lake-Jordan,"6,000-7,000'",0,1,0,0,0,38,711.3,0.0 ( 1 ),0.0 ( 1 ),NA,0
16. Provo-Utah Lake-Jordan,"7,000-8,000'",0,1,0,0,0.4,360,653.4,3.0 ( 3 ),0.0 ( 3 ),NA,0.1
16. Provo-Utah Lake-Jordan,"8,000-9,000'",5,8,0.4,0.5,13.2,"10,370",390.1,0.0 ( 9 ),0.3 ( 9 ),NA,1.1
16. Provo-Utah Lake-Jordan,"9,000-10,000'",19,26,2.5,3.4,67.3,"37,400",209,6.8 ( 5 ),7.9 ( 5 ),11.3 ( 1 ),4
16. Provo-Utah Lake-Jordan,"10,000-11,000'",22,30,4.7,5.2,83.4,"12,659",46,NA,NA,NA,8.3
16. Provo-Utah Lake-Jordan,"11,000-12,000'",21,26,4.1,4.6,79.2,287,1.2,NA,NA,NA,3.8
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",0,0,0,0,0,0,"2,440.90",NA,NA,NA,0
17. Rio Chama-Upper Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,222.80",0.0 ( 2 ),0.2 ( 2 ),NA,0
17. Rio Chama-Upper Rio Grande,"9,000-10,000'",0,0,0,0,0,0,848.3,0.0 ( 5 ),0.2 ( 5 ),NA,0.1
17. Rio Chama-Upper Rio Grande,"10,000-11,000'",2,3,0.1,0.1,2.1,"2,139",532.9,0.0 ( 4 ),0.1 ( 4 ),NA,0.5
17. Rio Chama-Upper Rio Grande,"11,000-12,000'",7,11,0.4,0.6,12.3,"5,206",154.6,8.7 ( 1 ),8.4 ( 1 ),NA,4.1
17. Rio Chama-Upper Rio Grande,"12,000-13,000'",15,21,1.5,2,28.4,"2,991",28.4,NA,NA,NA,6.6
18. Rio Grande Headwaters§,"7,000-8,000'",0,0,0,0,0,0,"2,682.20",NA,NA,NA,0
18. Rio Grande Headwaters§,"8,000-9,000'",0,0,0,0,0,0,"1,420.70",NA,NA,NA,0
18. Rio Grande Headwaters§,"9,000-10,000'",0,0,0,0,0,48,"1,270.60",0.0 ( 3 ),0.3 ( 3 ),NA,0.1
18. Rio Grande Headwaters§,"10,000-11,000'",3,5,0.1,0.1,3.3,"7,712","1,141.30",0.1 ( 8 ),0.3 ( 8 ),NA,0.4
18. Rio Grande Headwaters§,"11,000-12,000'",11,19,0.9,1.3,27.7,"60,317",839.3,1.4 ( 4 ),1.6 ( 4 ),NA,1.3
18. Rio Grande Headwaters§,"12,000-13,000'",18,30,1.7,2.6,50.2,"33,988",248.2,NA,NA,NA,2.1
18. Rio Grande Headwaters§,"13,000-14,000'",22,33,2.2,3,43.9,"1,796",11.1,NA,NA,NA,1.7
19. Roaring Fork§,"7,000-8,000'",0,0,0,0,0,0,196.1,NA,NA,NA,0
19. Roaring Fork§,"8,000-9,000'",0,0,0,0,0.1,47,262,0.0 ( 1 ),0.1 ( 1 ),NA,0.4
19. Roaring Fork§,"9,000-10,000'",4,5,0.2,0.2,6.3,"3,064",267.9,0.1 ( 2 ),0.5 ( 2 ),NA,1.3
19. Roaring Fork§,"10,000-11,000'",13,16,1.2,1.3,33.5,"18,792",263.2,3.8 ( 4 ),4.6 ( 4 ),NA,5.2
19. Roaring Fork§,"11,000-12,000'",20,26,3.4,4,75.5,"54,347",251.7,NA,NA,NA,10.8
19. Roaring Fork§,"12,000-13,000'",21,28,4.6,5.5,81.4,"33,434",113.1,NA,NA,NA,9.5
19. Roaring Fork§,"13,000-14,000'",22,30,4.6,5.6,81.8,"1,889",6.3,NA,NA,NA,6.5
20. Salt,"6,000-7,000'",NA,NA,0,0,0,0,"1,239.40",NA,NA,NA,0
20. Salt,"7,000-8,000'",0,0,0,0,0,0,514.8,0.1 ( 3 ),0.0 ( 3 ),NA,0
20. Salt,"8,000-9,000'",0,0,0,0,0,0,404,0.1 ( 2 ),0.0 ( 2 ),NA,0
20. Salt,"9,000-10,000'",0,0,0,0,0,0,171,0.1 ( 2 ),0.0 ( 2 ),NA,0
20. Salt,">10,000'",0,0,0,0,0,0,31.5,NA,NA,NA,0
21. San Juan**,"7,000-8,000'",0,0,0,0,0,0,"3,769.40",NA,NA,NA,0
21. San Juan**,"8,000-9,000'",0,0,0,0,0,0,"1,062.20",0.1 ( 2 ),0.0 ( 2 ),NA,0
21. San Juan**,"9,000-10,000'",1,1,0,0,0.5,483,572.5,0.0 ( 4 ),0.0 ( 4 ),NA,0.1
21. San Juan**,"10,000-11,000'",7,13,0.5,0.7,19.1,"18,159",449.3,1.6 ( 7 ),1.9 ( 7 ),NA,1.2
21. San Juan**,"11,000-12,000'",18,31,2.3,3.6,65.8,"74,094",390,4.2 ( 3 ),4.6 ( 3 ),NA,4.9
21. San Juan**,"12,000-13,000'",21,33,3.5,5,77.1,"46,761",175.1,NA,NA,NA,6.5
21. San Juan**,"13,000-14,000'",24,35,4.6,6.2,84.9,"2,315",7.1,NA,NA,NA,4.5
22. San Pitch,"5,000-6,000'",0,NA,0,0,0,0,273.8,NA,NA,NA,0
22. San Pitch,"6,000-7,000'",0,0,0,0,0,0,213.6,NA,NA,NA,0
22. San Pitch,"7,000-8,000'",0,0,0,0,0,0,143.1,NA,NA,NA,0
22. San Pitch,"8,000-9,000'",1,2,0.1,0.1,1.7,355,117.4,0.1 ( 4 ),0.0 ( 4 ),0.0 ( 1 ),0.3
22. San Pitch,"9,000-10,000'",16,22,1.8,2.2,49.1,"8,906",76.5,0.2 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0.6
22. San Pitch,"10,000-11,000'",21,28,3.4,4.2,81.8,"7,879",34.9,0.2 ( 1 ),0.0 ( 1 ),NA,0.9
23. South Platte§,"7,000-8,000'",0,0,0,0,0,0,"1,420.90",NA,NA,NA,0.2
23. South Platte§,"8,000-9,000'",0,0,0,0,0,0,"1,477.20",0.1 ( 3 ),0.4 ( 3 ),NA,0.5
23. South Platte§,"9,000-10,000'",1,1,0,0,0.3,892,"1,441.70",2.6 ( 6 ),3.2 ( 6 ),NA,0.9
23. South Platte§,"10,000-11,000'",10,14,0.6,0.8,15.6,"29,949",686.3,2.2 ( 8 ),3.0 ( 8 ),NA,3
23. South Platte§,"11,000-12,000'",15,22,1.5,1.9,43.5,"45,034",444.3,4.0 ( 4 ),4.7 ( 4 ),NA,4.1
23. South Platte§,"12,000-13,000'",20,27,2.2,2.8,65.3,"22,408",149.1,NA,NA,NA,6
23. South Platte§,">13,000'",19,27,2.7,3.4,64.4,"4,025",22.4,NA,NA,NA,4.8
24. Southwestern Utah,"6,000-7,000'",0,0,0,0,0,0,975.6,0.0 ( 2 ),0.0 ( 2 ),NA,0
24. Southwestern Utah,"7,000-8,000'",0,0,0,0,0,0,265.8,0.0 ( 1 ),0.0 ( 1 ),NA,0
24. Southwestern Utah,"8,000-9,000'",0,0,0,0,0,0,134.1,0.0 ( 2 ),0.0 ( 2 ),NA,0
24. Southwestern Utah,"9,000-10,000'",3,1,0.1,0,1.5,153,60.4,NA,NA,NA,0.1
24. Southwestern Utah,">10,000'",20,24,1.7,1.7,43.2,989,11,0.0 ( 1 ),0.0 ( 1 ),NA,1.1
25. Toole Valley-Vernon Creek,"5,000-6,000'",0,0,0,0,0,0,559,NA,NA,NA,0
25. Toole Valley-Vernon Creek,"6,000-7,000'",0,0,0,0,0,0,185.4,0.0 ( 1 ),0.0 ( 1 ),NA,0
25. Toole Valley-Vernon Creek,"7,000-8,000'",0,0,0,0,0.1,7,104.6,0.0 ( 1 ),0.0 ( 1 ),NA,0.3
25. Toole Valley-Vernon Creek,"8,000-9,000'",4,15,0.2,0.7,12.8,"1,444",41.6,0.0 ( 1 ),0.0 ( 1 ),NA,1
25. Toole Valley-Vernon Creek,">9,000'",25,39,3.3,4.5,54.2,"2,739",11.5,0.0 ( 1 ),2.2 ( 1 ),NA,2.7
26. Upper Arkansas,"7,000-8,000'",0,0,0,0,0,0,"1,757.80",NA,NA,NA,0.2
26. Upper Arkansas,"8,000-9,000'",0,0,0,0,0,0,"1,500.90",NA,NA,NA,0.4
26. Upper Arkansas,"9,000-10,000'",0,0,0,0,0,0,"1,320.60",0.0 ( 1 ),0.4 ( 1 ),NA,0.5
26. Upper Arkansas,"10,000-11,000'",1,2,0,0,0.9,"1,421",587.6,0.1 ( 3 ),0.3 ( 3 ),NA,0.7
26. Upper Arkansas,"11,000-12,000'",12,17,1.3,1.6,24.7,"36,301",432.6,0.6 ( 2 ),1.7 ( 2 ),NA,2.4
26. Upper Arkansas,"12,000-13,000'",19,28,2.7,3.6,48.9,"48,725",252.1,NA,NA,NA,3.5
26. Upper Arkansas,">13,000'",21,29,3.4,4.4,56,"9,575",40.6,NA,NA,NA,3.4
27. Upper Colorado-Dirty Devil,"7,000-8,000'",0,0,0,0,0,0,"1,119.20",NA,NA,NA,0
27. Upper Colorado-Dirty Devil,"8,000-9,000'",0,0,0,0,0,0,790.4,0.0 ( 2 ),0.0 ( 2 ),0.0 ( 2 ),0
27. Upper Colorado-Dirty Devil,"9,000-10,000'",3,2,0.1,0,1.2,"1,098",428,0.0 ( 4 ),0.0 ( 4 ),NA,0
27. Upper Colorado-Dirty Devil,"10,000-11,000'",11,13,0.8,0.7,15,"8,225",213.3,2.0 ( 1 ),1.4 ( 1 ),NA,2.8
27. Upper Colorado-Dirty Devil,"11,000-12,000'",22,26,2.2,2.3,38.6,"6,950",57.1,NA,NA,NA,5.9
28. Upper Colorado-Dolores§,"7,000-8,000'",0,0,0,0,0,0,"1,427.70",NA,NA,NA,0
28. Upper Colorado-Dolores§,"8,000-9,000'",0,0,0,0,0,0,"1,083.70",0.0 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
28. Upper Colorado-Dolores§,"9,000-10,000'",1,1,0,0,0.5,469,499.1,0.0 ( 3 ),0.0 ( 3 ),NA,0.1
28. Upper Colorado-Dolores§,"10,000-11,000'",8,12,0.5,0.8,17.7,"11,998",278.1,0.0 ( 4 ),0.0 ( 4 ),NA,2
28. Upper Colorado-Dolores§,"11,000-12,000'",18,27,2.2,3.5,55.1,"22,895",123.5,13.6 ( 1 ),14.2 ( 1 ),NA,8.8
28. Upper Colorado-Dolores§,"12,000-13,000'",21,29,4,5,72.1,"10,152",37.8,NA,NA,NA,8.4
28. Upper Colorado-Dolores§,"13,000-14,000'",24,31,4.6,6.2,86.7,"1,120",3.4,NA,NA,NA,6.3
29. Upper Sevier,"6,000-7,000'",0,0,0,0,0,0,843.9,NA,NA,NA,0
29. Upper Sevier,"7,000-8,000'",0,0,0,0,0,0,"1,292.30",0.0 ( 2 ),0.0 ( 2 ),NA,0
29. Upper Sevier,"8,000-9,000'",1,0,0,0,0,49,935.6,0.0 ( 5 ),0.0 ( 5 ),0.0 ( 1 ),0
29. Upper Sevier,"9,000-10,000'",5,3,0.3,0.1,2.6,"3,001",526.7,1.8 ( 8 ),1.9 ( 8 ),NA,0.2
29. Upper Sevier,"10,000-11,000'",15,15,1.3,1.2,24.7,"9,782",159.2,0.0 ( 1 ),0.0 ( 1 ),NA,2.1
29. Upper Sevier,"11,000-12,000'",22,30,3.2,3.8,56,"2,034",10,NA,NA,NA,8.5
30. Verde,"6,000-7,000'",0,NA,0,0,0,0,"1,302.50",0.2 ( 1 ),0.0 ( 1 ),NA,0
30. Verde,"7,000-8,000'",0,0,0,0,0,0,495.6,0.1 ( 6 ),0.0 ( 6 ),NA,0
30. Verde,"8,000-9,000'",0,0,0,0,0,0,19.4,NA,NA,NA,0
30. Verde,"9,000-10,000'",0,0,0,0,0,0,2,NA,NA,NA,0
30. Verde,">10,000'",8,6,0.4,0.2,2.3,14,1.2,NA,NA,NA,4.9
31. Weber-Ogden§,"5,000-6,000'",0,0,0,0,0,0,288.1,NA,NA,NA,0
31. Weber-Ogden§,"6,000-7,000'",0,0,0,0,0,12,713.6,0.0 ( 2 ),0.0 ( 2 ),NA,0
31. Weber-Ogden§,"7,000-8,000'",1,2,0,0,1.2,"1,484",677.5,0.3 ( 8 ),1.0 ( 8 ),NA,0.2
31. Weber-Ogden§,"8,000-9,000'",10,12,0.8,0.8,22.6,"10,257",235.3,2.3 ( 5 ),2.3 ( 5 ),NA,1.8
31. Weber-Ogden§,"9,000-10,000'",23,31,4.2,5,77.7,"26,268",99,7.0 ( 2 ),7.8 ( 2 ),NA,7.6
31. Weber-Ogden§,">10,000'",24,33,7.6,9.2,83.6,"16,259",33,NA,NA,NA,11.7
32. White-Yampa§,"7,000-8,000'",0,0,0,0,0,0,"3,361.90",0.1 ( 1 ),0.0 ( 1 ),NA,0.2
32. White-Yampa§,"8,000-9,000'",2,3,0.1,0.1,3.1,"6,857","1,449.70",0.1 ( 6 ),0.6 ( 6 ),NA,0.8
32. White-Yampa§,"9,000-10,000'",12,14,1.7,1.8,36.1,"67,507",706.6,2.1 ( 7 ),3.1 ( 7 ),NA,4.3
32. White-Yampa§,"10,000-11,000'",20,23,4.6,5,68.5,"95,312",354.1,9.1 ( 1 ),11.0 ( 1 ),NA,12.5
32. White-Yampa§,">11,000'",23,28,5.5,6.1,86.6,"26,078",80.2,9.1 ( 1 ),10.7 ( 1 ),NA,13.1
33. Animas,"7,000-8,000'",0,0,0,0,0,0,161.3,NA,NA,NA,0
33. Animas,"8,000-9,000'",0,0,0,0,0,0,135.9,0.2 ( 1 ),0.0 ( 1 ),NA,0
33. Animas,"9,000-10,000'",0,0,0,0,0.1,28,178.9,NA,NA,NA,0.1
33. Animas,"10,000-11,000'",5,9,0.3,0.5,11.6,"4,463",178.4,0.1 ( 3 ),0.4 ( 3 ),NA,1.4
33. Animas,"11,000-12,000'",18,29,2.4,3.4,63.4,"27,094",151.1,2.3 ( 2 ),2.5 ( 2 ),NA,6.7
33. Animas,"12,000-13,000'",22,32,3.7,5,76.8,"29,763",110.7,NA,NA,NA,7.8
33. Animas,"13,000-14,000'",24,35,4.6,6.2,84.2,"2,069",6.3,NA,NA,NA,4.7
