,,5/1/2026,5/10/2026,5/1/2026,5/10/2026,5/10/2026,5/10/2026,5/10/2026,5/1/2026,5/10/2026,5/10/2026
Basin,Elevation Band,%5/1 Avg.,%5/10 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",,NA,0,0,0,0,"1,734.80",NA,NA,0
1. Belle Fourche,"3,000-4,000'",,NA,0,0,0,0,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",0,0,0,0,0,0,"2,849.60",NA,NA,0
1. Belle Fourche,"5,000-6,000'",0,0,0,0,0,0,721.2,0.0 ( 1 ),0.0 ( 1 ),0
1. Belle Fourche,"6,000-7,000'",0,0,0,0,0.2,21,208.1,NA,NA,0
1. Belle Fourche,"7,000-8,000'",0,0,0,0,0,0,2.3,NA,NA,0
2. Bighorn,"3,000-4,000'",NA,NA,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",0,0,0,0,0,0,"3,531.10",NA,NA,0
2. Bighorn,"5,000-6,000'",0,0,0,0,0,0,"1,949.70",NA,NA,0
2. Bighorn,"6,000-7,000'",2,4,0,0,0.1,104,"1,082.60",NA,NA,0
2. Bighorn,"7,000-8,000'",13,12,0.2,0.1,3.2,"3,446",715.4,1.6 ( 2 ),0.0 ( 2 ),0
2. Bighorn,"8,000-9,000'",42,49,2.3,1.9,29.5,"54,384",541.1,NA,NA,0.9
2. Bighorn,"9,000-10,000'",77,84,7.8,6.8,65.9,"155,783",427.2,10.7 ( 5 ),10.2 ( 5 ),8.9
2. Bighorn,"10,000-11,000'",96,91,13.2,10.8,69.5,"139,930",243.8,10.2 ( 1 ),6.8 ( 1 ),15.7
2. Bighorn,"11,000-12,000'",105,95,17.9,14.3,66.6,"70,583",92.4,NA,NA,15.6
2. Bighorn,">12,000'",109,98,21.4,17.2,63,"6,984",7.6,NA,NA,13
3. Cheyenne,"2,000-3,000'",0,NA,0,0,0,0,"3,402.70",NA,NA,0
3. Cheyenne,"3,000-4,000'",NA,NA,0,0,0,0,"3,673.10",NA,NA,0
3. Cheyenne,"4,000-5,000'",0,NA,0,0,0,0,"5,669.50",NA,NA,0
3. Cheyenne,"5,000-6,000'",0,0,0,0,0,0,"2,131.40",NA,NA,0
3. Cheyenne,"6,000-7,000'",0,0,0,0,0,0,478.2,0.1 ( 2 ),0.0 ( 2 ),0
3. Cheyenne,"7,000-8,000'",0,0,0,0,0,0,4.4,NA,NA,0
4. Gallatin,"4,000-5,000'",0,0,0,0,0,0,462.7,NA,NA,0
4. Gallatin,"5,000-6,000'",1,0,0,0,0,0,296.9,NA,NA,0
4. Gallatin,"6,000-7,000'",8,3,0.1,0,0.4,410,279.8,NA,NA,0
4. Gallatin,"7,000-8,000'",50,32,2.8,1.1,12.7,"22,639",372.8,1.3 ( 1 ),0.0 ( 1 ),3
4. Gallatin,"8,000-9,000'",102,88,12.2,8.3,60.5,"140,683",315.9,18.6 ( 2 ),16.0 ( 2 ),15.4
4. Gallatin,"9,000-10,000'",122,108,20.7,15.9,76.8,"95,595",112.7,29.1 ( 1 ),26.2 ( 1 ),24.7
4. Gallatin,"10,000-11,000'",113,100,22.6,17.5,72,"6,931",7.4,NA,NA,27.9
5. Glendo,"7,000-8,000'",0,0,0,0,0,0,591.9,0.0 ( 1 ),0.0 ( 1 ),0
5. Glendo,"8,000-9,000'",0,0,0,0,0,0,119.6,0.7 ( 2 ),0.3 ( 2 ),0.1
5. Glendo,"9,000-10,000'",0,0,0,0,0,0,2.6,NA,NA,0.6
6. Jefferson,"5,000-6,000'",0,0,0,0,0,0,"1,665.20",NA,NA,0
6. Jefferson,"6,000-7,000'",29,8,0.1,0,0.1,"1,808","3,136.00",0.0 ( 2 ),0.0 ( 2 ),0
6. Jefferson,"7,000-8,000'",64,46,2,0.8,7.6,"112,139","2,637.50",5.6 ( 3 ),1.7 ( 3 ),1.4
6. Jefferson,"8,000-9,000'",103,83,9.6,5.7,40.7,"343,230","1,135.30",18.5 ( 5 ),15.3 ( 5 ),7.6
6. Jefferson,"9,000-10,000'",120,107,17.8,13.3,67.3,"163,990",231.2,17.1 ( 3 ),13.0 ( 3 ),15.3
6. Jefferson,"10,000-11,000'",118,107,18.3,14,55.6,"5,254",7,NA,NA,15.4
7. Lower Bighorn,"2,000-3,000'",NA,NA,0,0,0,0,214,NA,NA,0
7. Lower Bighorn,"3,000-4,000'",NA,NA,0,0,0,0,"2,139.00",NA,NA,0
7. Lower Bighorn,"4,000-5,000'",0,0,0,0,0,0,542.7,NA,NA,0
7. Lower Bighorn,"5,000-6,000'",0,0,0,0,0,0,106.8,NA,NA,0
7. Lower Bighorn,"6,000-7,000'",1,3,0,0,0.6,42,66.6,NA,NA,0
7. Lower Bighorn,"7,000-8,000'",27,31,1.1,0.8,17.6,"2,954",68.1,NA,NA,0.4
7. Lower Bighorn,"8,000-9,000'",59,56,6.6,5.1,68.2,"25,603",93.5,NA,NA,4.4
7. Lower Bighorn,"9,000-10,000'",81,73,13.1,10.4,90.6,"15,725",28.5,NA,NA,14.1
8. Lower No Platte,"7,000-8,000'",0,0,0,0,0,0,746.6,NA,NA,0
8. Lower No Platte,"8,000-9,000'",0,0,0,0,0,0,76.4,NA,NA,0
8. Lower No Platte,"9,000-10,000'",0,0,0,0,0,0,1,NA,NA,0.8
9. Lower Shoshone,"3,000-4,000'",NA,NA,0,0,0,0,90.2,NA,NA,0
9. Lower Shoshone,"4,000-5,000'",0,NA,0,0,0,0,876.8,NA,NA,0
9. Lower Shoshone,"5,000-6,000'",0,0,0,0,0,0,327.8,NA,NA,0
9. Lower Shoshone,"6,000-7,000'",0,0,0,0,0,0,117.1,NA,NA,0
9. Lower Shoshone,"7,000-8,000'",19,25,0.4,0.3,7.3,559,39.5,NA,NA,0
9. Lower Shoshone,"8,000-9,000'",43,50,3.2,2.7,38.2,"3,267",22.3,NA,NA,0
9. Lower Shoshone,"9,000-10,000'",51,67,3.1,3.5,44.6,126,0.7,NA,NA,0.9
9. Lower Shoshone,"10,000-11,000'",109,104,11.4,9.2,82,143,0.3,NA,NA,3.8
10. Madison Headwaters in WY,"4,000-5,000'",0,0,0,0,0,0,173.4,NA,NA,0
10. Madison Headwaters in WY,"5,000-6,000'",0,0,0,0,0,0,437.9,NA,NA,0
10. Madison Headwaters in WY,"6,000-7,000'",3,0,0,0,0,45,513.2,3.5 ( 2 ),1.5 ( 2 ),0.1
10. Madison Headwaters in WY,"7,000-8,000'",46,19,2.7,0.7,8.6,"26,065",717.7,16.2 ( 2 ),13.9 ( 2 ),4.2
10. Madison Headwaters in WY,"8,000-9,000'",92,74,11.7,7.3,54.4,"222,006",570.5,16.2 ( 3 ),11.9 ( 3 ),16.3
10. Madison Headwaters in WY,"9,000-10,000'",111,99,19.8,15.2,73.7,"108,664",134.2,NA,NA,23.3
10. Madison Headwaters in WY,">10,000'",108,97,23.8,18.6,71.5,"10,713",10.8,NA,NA,28.6
11. Powder,"2,000-3,000'",NA,NA,0,0,0,0,"1,211.40",NA,NA,0
11. Powder,"3,000-4,000'",NA,NA,0,0,0,0,"3,971.60",NA,NA,0
11. Powder,"4,000-5,000'",NA,NA,0,0,0,0,"4,662.10",NA,NA,0
11. Powder,"5,000-6,000'",0,0,0,0,0,0,"2,024.50",NA,NA,0
11. Powder,"6,000-7,000'",1,1,0,0,0,7,604.1,NA,NA,0
11. Powder,"7,000-8,000'",8,1,0.1,0,1.6,228,490.3,NA,NA,0
11. Powder,"8,000-9,000'",14,12,0.6,0.3,7.6,"4,760",290.1,0.9 ( 4 ),0.1 ( 4 ),0.2
11. Powder,"9,000-10,000'",49,52,4.9,4.1,54.2,"17,840",82.1,8.6 ( 1 ),7.9 ( 1 ),6.8
11. Powder,"10,000-11,000'",87,80,12.5,10.2,77,"23,585",43.4,NA,NA,16
11. Powder,">11,000'",106,95,18.4,15.1,77.3,"14,115",17.6,NA,NA,17.7
12. Smith-Judith-Musselshell,"4,000-5,000'",18,0,0,0,0,0,"4,194.90",NA,NA,0
12. Smith-Judith-Musselshell,"5,000-6,000'",10,1,0,0,0,27,"2,493.60",NA,NA,0
12. Smith-Judith-Musselshell,"6,000-7,000'",35,20,0.5,0.1,1.6,"8,256","1,119.40",2.5 ( 4 ),0.1 ( 4 ),0.1
12. Smith-Judith-Musselshell,"7,000-8,000'",96,83,5.9,3.4,30.8,"85,049",475.5,15.8 ( 5 ),12.1 ( 5 ),3.8
12. Smith-Judith-Musselshell,"8,000-9,000'",126,124,14.8,11.5,69.1,"33,153",54.2,NA,NA,9.6
12. Smith-Judith-Musselshell,"9,000-10,000'",134,127,17.6,13.9,51.1,"1,575",2.1,NA,NA,13
13. Snake,"5,000-6,000'",0,0,0,0,0,0,294.9,NA,NA,0
13. Snake,"6,000-7,000'",3,0,0,0,0.1,224,"1,324.30",NA,NA,0
13. Snake,"7,000-8,000'",42,28,2.7,1.1,13,"97,250","1,704.50",6.7 ( 6 ),3.0 ( 6 ),2.1
13. Snake,"8,000-9,000'",81,71,10.9,7.1,56.1,"550,439","1,447.40",12.0 ( 3 ),6.3 ( 3 ),8.6
13. Snake,"9,000-10,000'",102,92,18.4,13.7,79.6,"557,621",760.5,21.5 ( 2 ),17.9 ( 2 ),17.2
13. Snake,"10,000-11,000'",106,96,23.8,18.7,81.8,"201,118",202,NA,NA,24.3
13. Snake,"11,000-12,000'",105,92,23.3,18.3,73.8,"7,253",7.4,NA,NA,23.9
13. Snake,">12,000'",123,105,22.1,17.8,69,366,0.4,NA,NA,33.7
14. Sun-Teton-Marias,"3,000-4,000'",0,0,0,0,0,0,"6,452.10",NA,NA,0
14. Sun-Teton-Marias,"4,000-5,000'",0,0,0,0,0,0,"2,583.90",NA,NA,0
14. Sun-Teton-Marias,"5,000-6,000'",63,50,1.1,0.5,4.6,"15,923",615.8,0.5 ( 3 ),0.0 ( 3 ),1.2
