,,3/1/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026,3/8/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026
Basin,Elevation Band,%3/1 Avg.,%3/8 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",16,9,2.5,1.6,32.2,"13,029",152.3,2.4 ( 2 ),1.4 ( 2 ),2.5
0. Trinity,"6,000-7,000'",40,28,8.7,6.8,78.2,"48,226",133,8.9 ( 5 ),7.4 ( 5 ),5
0. Trinity,"7,000-8,000'",49,41,13.3,11.7,83.1,"21,938",35.1,NA,NA,5.3
0. Trinity,"8,000-9,000'",51,63,16,20.1,87.2,"1,037",1,NA,NA,5.8
1. Upper Sacramento,"5,000-6,000'",26,14,3.8,2.6,38.4,"9,033",64.1,2.5 ( 1 ),0.6 ( 1 ),2.6
1. Upper Sacramento,"6,000-7,000'",43,33,9,7.6,77.2,"14,663",36.2,17.1 ( 1 ),16.1 ( 1 ),6.5
1. Upper Sacramento,"7,000-8,000'",50,39,12,10.2,87.6,"4,798",8.8,NA,NA,15.7
1. Upper Sacramento,"8,000-9,000'",55,42,14.8,11.9,85.3,"1,466",2.3,NA,NA,30.7
1. Upper Sacramento,"9,000-10,000'",55,66,16.8,20.7,89.9,"1,915",1.7,NA,NA,48.5
1. Upper Sacramento,"10,000-11,000'",72,90,26.6,31.6,91.1,"1,463",0.9,NA,NA,47
1. Upper Sacramento,">11,000'",72,88,30.1,34.6,89,"2,139",1.2,NA,NA,40.7
2. McCloud,"5,000-6,000'",29,20,3.8,2.8,55.8,"14,524",96.8,11.2 ( 1 ),8.9 ( 1 ),7.5
2. McCloud,"6,000-7,000'",42,28,7.4,5.7,90.1,"12,747",41.7,NA,NA,12.4
2. McCloud,"7,000-8,000'",48,37,10.5,9,93,"6,803",14.2,NA,NA,26.2
2. McCloud,"8,000-9,000'",55,53,13.6,13.9,92.7,"4,799",6.5,NA,NA,45.5
2. McCloud,"9,000-10,000'",59,59,17.5,17.6,92.5,"2,897",3.1,NA,NA,50.3
2. McCloud,"10,000-11,000'",61,72,21.9,25.2,96.2,"1,947",1.4,NA,NA,58.3
2. McCloud,">11,000'",63,83,30.9,36.3,97,"2,244",1.2,NA,NA,52.2
3. Pit,"5,000-6,000'",17,3,0.9,0.1,2.4,"11,111","1,428.20",12.1 ( 1 ),10.4 ( 1 ),1.1
3. Pit,"6,000-7,000'",38,24,4.3,2.7,29.5,"74,260",507.2,9.9 ( 2 ),8.7 ( 2 ),4.1
3. Pit,"7,000-8,000'",57,51,9.3,8.7,74.9,"59,808",129.4,5.1 ( 2 ),5.1 ( 2 ),8.1
3. Pit,"8,000-9,000'",71,71,13.6,13.9,92.4,"14,399",19.4,NA,NA,11.4
3. Pit,">9,000'",72,79,16.7,18.7,97.9,"1,923",1.9,NA,NA,18.5
4. Sacramento at Bend Bridge,"5,000-6,000'",5,2,0.4,0.2,2.2,"1,369",156.3,NA,NA,1.9
4. Sacramento at Bend Bridge,"6,000-7,000'",36,24,5.6,4.2,37.8,"14,293",63.1,NA,NA,6.3
4. Sacramento at Bend Bridge,"7,000-8,000'",63,51,14.6,13.1,91.2,"10,928",15.6,NA,NA,14
4. Sacramento at Bend Bridge,"8,000-9,000'",68,63,19.2,19.1,86.3,"4,430",4.3,NA,NA,21.4
4. Sacramento at Bend Bridge,">9,000'",68,79,20.9,23.7,89.7,734,0.6,NA,NA,28.5
5. Feather§,"5,000-6,000'",54,17,3.3,1.3,24.3,"83,880","1,257.10",16.3 ( 1 ),11.6 ( 1 ),4.1
5. Feather§,"6,000-7,000'",62,40,6.6,5.1,65.9,"199,253",732.9,12.4 ( 5 ),10.3 ( 5 ),7.8
5. Feather§,"7,000-8,000'",67,55,11.6,10.1,89.2,"65,968",122.6,8.0 ( 1 ),7.2 ( 1 ),8.5
5. Feather§,"8,000-9,000'",71,69,18.5,19,94.3,"4,884",4.8,NA,NA,12
6. Yuba§,"5,000-6,000'",47,13,4,1.2,20.5,"12,152",193.5,NA,NA,6.1
6. Yuba§,"6,000-7,000'",59,40,8.5,6.5,77.5,"74,074",213.6,19.5 ( 4 ),19.0 ( 4 ),12.1
6. Yuba§,"7,000-8,000'",71,55,19,16,90.8,"96,807",113.1,NA,NA,14.3
6. Yuba§,"8,000-9,000'",77,74,29.5,29.1,91.2,"8,234",5.3,NA,NA,22.5
7. American,"5,000-6,000'",58,25,6.6,3.5,33.1,"54,684",294.8,5.1 ( 4 ),3.2 ( 4 ),2
7. American,"6,000-7,000'",64,46,11.8,9.8,78.5,"139,207",267.6,15.6 ( 2 ),14.9 ( 2 ),7.5
7. American,"7,000-8,000'",72,58,16.5,14.4,93.3,"129,460",168.1,14.6 ( 4 ),13.4 ( 4 ),15.6
7. American,"8,000-9,000'",80,74,20.8,19.9,89.3,"73,225",69.1,23.2 ( 3 ),22.9 ( 3 ),19.5
7. American,"9,000-10,000'",85,97,24.3,28,85.8,"11,109",7.4,NA,NA,21.6
8. Cosumnes,"5,000-6,000'",97,26,8.1,2.6,27.8,"8,457",60.5,NA,NA,2
8. Cosumnes,"6,000-7,000'",65,53,10.1,9.6,79.1,"12,127",23.7,NA,NA,5.5
8. Cosumnes,"7,000-8,000'",74,63,16,14.6,97.7,"5,956",7.6,NA,NA,14.6
