,,3/8/2026,3/15/2026,3/8/2026,3/15/2026,3/15/2026,3/15/2026,3/15/2026,3/8/2026,3/15/2026,3/15/2026
5. Clover Valley and Franklin,"8,000-9,000'",45,31,3.6,2.9,28.4,"23,816",155.8,4.9 ( 1 ),1.6 ( 1 ),0.6
5. Clover Valley and Franklin,"9,000-10,000'",68,62,9.1,9,74,"16,281",34.1,NA,NA,4.2
5. Clover Valley and Franklin,"10,000-11,000'",77,73,11.6,11.8,86,"3,762",6,NA,NA,8.9
6. Donner und Blitzen,"6,000-7,000'",47,15,4.3,1.2,18.8,"8,720",138.9,3.8 ( 1 ),3.2 ( 1 ),0.1
6. Donner und Blitzen,"7,000-8,000'",75,51,11.1,7.1,67.6,"22,634",59.8,11.4 ( 1 ),11.5 ( 1 ),2.2
6. Donner und Blitzen,"8,000-9,000'",86,69,15.1,12.3,80.4,"12,511",19.1,NA,NA,7.7
6. Donner und Blitzen,"9,000-10,000'",91,82,16.6,15.5,87.9,"1,680",2,NA,NA,10.3
7. Dry Lake Valley,"7,000-8,000'",1,0,0,0,0.1,107,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",17,10,1.1,0.6,7.3,"1,860",53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",47,48,4.2,4,38.5,"2,186",10.2,NA,NA,0
7. Dry Lake Valley,"10,000-11,000'",68,84,8.2,10.1,88.6,984,1.8,NA,NA,2.1
8. Eastern Nevada,"7,000-8,000'",5,1,0.2,0,0.5,"4,645","2,847.80",0.0 ( 1 ),0.0 ( 1 ),0
8. Eastern Nevada,"8,000-9,000'",25,15,1.4,0.9,10,"53,127","1,111.30",1.7 ( 3 ),0.0 ( 2 ),0.1
8. Eastern Nevada,"9,000-10,000'",51,49,4,4,41.8,"65,781",309.5,8.9 ( 2 ),7.6 ( 2 ),1.6
8. Eastern Nevada,"10,000-11,000'",66,77,6.9,8.2,70.1,"38,634",87.8,9.3 ( 2 ),9.1 ( 2 ),6.4
8. Eastern Nevada,">11,000'",71,86,8.4,10.6,73.9,"10,622",18.8,NA,NA,7
9. Flathead,"3,000-4,000'",16,24,0.4,0.5,6,"51,350","2,118.20",5.0 ( 1 ),7.0 ( 1 ),1.4
9. Flathead,"4,000-5,000'",56,73,2.2,2.6,23.2,"267,678","1,920.60",6.0 ( 3 ),7.9 ( 3 ),5.7
9. Flathead,"5,000-6,000'",144,155,7.7,8.7,56.3,"778,249","1,682.00",13.2 ( 3 ),15.3 ( 3 ),16.4
9. Flathead,"6,000-7,000'",204,209,14.8,16.6,84.1,"1,233,593","1,392.90",27.5 ( 6 ),31.0 ( 6 ),27.6
9. Flathead,"7,000-8,000'",218,228,19.4,21.7,88.6,"569,373",491.4,NA,NA,32.6
9. Flathead,"8,000-9,000'",231,235,23.5,25.2,87.4,"50,695",37.7,NA,NA,32
9. Flathead,"9,000-10,000'",>300†,295,25.8,27.7,87.9,"2,424",1.6,NA,NA,24.5
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",11,11,0.5,0.5,7,"81,556","3,104.90",0.0 ( 1 ),0.4 ( 1 ),0.4
10. Grande Ronde-Burnt-Powder-Imnaha,"5,000-6,000'",41,43,3.7,3.8,39.5,"276,654","1,382.50",7.8 ( 7 ),7.9 ( 7 ),3.9
10. Grande Ronde-Burnt-Powder-Imnaha,"6,000-7,000'",79,88,9.9,11.5,73,"293,128",477.3,3.4 ( 1 ),2.9 ( 1 ),10.2
10. Grande Ronde-Burnt-Powder-Imnaha,"7,000-8,000'",103,111,18.8,21.8,90.2,"315,122",271.5,10.6 ( 2 ),11.3 ( 2 ),13.4
10. Grande Ronde-Burnt-Powder-Imnaha,"8,000-9,000'",111,115,23.6,26,85.2,"107,708",77.8,NA,NA,13.9
10. Grande Ronde-Burnt-Powder-Imnaha,"9,000-10,000'",101,108,18.4,20.4,70.4,"2,105",1.9,NA,NA,7.1
11. Guano,"5,000-6,000'",0,0,0,0,0,10,"1,512.90",0.0 ( 1 ),0.0 ( 1 ),0
11. Guano,"6,000-7,000'",10,1,0.4,0,0.4,762,525.7,NA,NA,0
11. Guano,"7,000-8,000'",61,36,6.9,3.4,40.9,"4,411",24.3,NA,NA,0
12. Harney-Malheur Lakes,"5,000-6,000'",29,16,1.2,0.5,9,"6,591",254.2,NA,NA,0
12. Harney-Malheur Lakes,"6,000-7,000'",58,10,4.7,0.6,8.4,836,26.4,NA,NA,0
13. John Day,"5,000-6,000'",10,10,0.6,0.6,8.3,"37,697","1,202.60",2.3 ( 3 ),1.7 ( 3 ),0.7
13. John Day,"6,000-7,000'",50,60,5.6,6.8,53.7,"89,121",247.5,NA,NA,3.9
13. John Day,"7,000-8,000'",89,107,13.5,17.2,88.4,"48,560",53,NA,NA,7.9
13. John Day,"8,000-9,000'",97,115,14.8,18.7,80.2,"1,640",1.6,NA,NA,9.5
14. Kootenai,"4,000-5,000'",42,48,1.6,1.6,14.8,"75,783",880.8,6.2 ( 2 ),6.9 ( 2 ),5.5
14. Kootenai,"5,000-6,000'",94,97,6.5,6.7,41.1,"219,856",611.9,14.4 ( 2 ),17.9 ( 2 ),15.1
14. Kootenai,"6,000-7,000'",175,165,15.3,15,74.4,"137,292",172.1,30.7 ( 1 ),32.1 ( 1 ),28.6
14. Kootenai,">7,000'",205,182,22.4,20.4,91.4,"7,652",7,NA,NA,40.6
15. Lake County-Goose Lake,"5,000-6,000'",2,1,0.1,0,0.4,"2,688","2,708.10",0.0 ( 1 ),0.0 ( 1 ),0
15. Lake County-Goose Lake,"6,000-7,000'",24,14,2.3,1.3,18.5,"53,800",801.6,NA,NA,0.2
15. Lake County-Goose Lake,"7,000-8,000'",59,49,8.3,6.8,68.8,"40,538",111.4,13.1 ( 1 ),12.8 ( 1 ),3.8
15. Lake County-Goose Lake,"8,000-9,000'",68,68,12.1,12.2,88.5,"1,626",2.5,NA,NA,9.6
16. Little Humboldt,"6,000-7,000'",9,0,0.5,0,0.4,400,326.8,1.6 ( 2 ),0.4 ( 2 ),0
16. Little Humboldt,"7,000-8,000'",33,17,3.6,1.6,15.8,"7,446",84.7,NA,NA,0.1
16. Little Humboldt,"8,000-9,000'",54,51,8,7.2,59.5,"3,360",8.8,6.6 ( 1 ),6.6 ( 1 ),1.8
16. Little Humboldt,"9,000-10,000'",72,61,11.1,8.9,70.4,229,0.5,NA,NA,5.4
17. Lower Clark Fork,"5,000-6,000'",124,141,7.5,8.4,56.3,"493,941","1,098.30",28.5 ( 1 ),33.0 ( 1 ),16
17. Lower Clark Fork,"6,000-7,000'",170,182,14.4,16.2,86.4,"300,795",348.7,33.8 ( 1 ),41.2 ( 1 ),25.4
17. Lower Clark Fork,"7,000-8,000'",215,228,19.1,21.6,95.7,"31,189",27.1,31.8 ( 1 ),37.2 ( 1 ),36.2
17. Lower Clark Fork,"8,000-9,000'",251,289,19.1,23.5,100,725,0.6,NA,NA,38.8
18. Lower Humboldt,"6,000-7,000'",0,0,0,0,0,0,207.6,0.0 ( 1 ),0.0 ( 1 ),0
18. Lower Humboldt,"7,000-8,000'",6,3,0.4,0.2,1,421,48.6,NA,NA,0
18. Lower Humboldt,"8,000-9,000'",39,36,4,3.3,21,"2,772",15.9,NA,NA,0
18. Lower Humboldt,"9,000-10,000'",73,76,10.1,9.5,36,244,0.5,NA,NA,0
19. Lower Pend Oreille,"5,000-6,000'",114,115,8.5,8.4,51.8,"49,007",109.3,12.1 ( 1 ),12.9 ( 1 ),16.8
19. Lower Pend Oreille,">6,000'",146,150,15.8,16.4,82.7,"21,091",24.1,NA,NA,23.1
20. Lower Snake-Asotin,"3,000-4,000'",7,12,0,0.1,1.7,660,192.5,0.0 ( 1 ),0.2 ( 1 ),0
20. Lower Snake-Asotin,"4,000-5,000'",56,70,2.6,2.8,46.4,"15,489",102.1,NA,NA,1.2
20. Lower Snake-Asotin,"5,000-6,000'",63,75,6.6,7.7,86.4,"15,362",37.5,5.7 ( 1 ),NA,10.1
20. Lower Snake-Asotin,"6,000-7,000'",68,98,10.4,15.9,98.6,"1,390",1.6,NA,NA,22.9
21. Lower Snake-Tucannon,"4,000-5,000'",83,100,4.1,4.5,74,"15,311",64.2,NA,NA,3.3
21. Lower Snake-Tucannon,"5,000-6,000'",79,92,7.9,9.3,95,"20,653",41.8,NA,NA,14.3
21. Lower Snake-Tucannon,"6,000-7,000'",98,119,12.8,16.4,99,"2,027",2.3,NA,NA,23.7
22. Lower Yakima,"3,000-4,000'",9,4,0.3,0.1,5.6,"2,470",311.2,NA,NA,0.7
22. Lower Yakima,"4,000-5,000'",33,34,3.3,3.2,47.6,"21,892",127.1,7.0 ( 1 ),9.2 ( 1 ),5.3
22. Lower Yakima,"5,000-6,000'",50,58,6.8,8.2,80.1,"16,297",37.4,14.2 ( 1 ),19.4 ( 1 ),16.2
22. Lower Yakima,"6,000-7,000'",66,83,10.4,14.8,92.7,"7,374",9.4,NA,NA,23.8
23. Malheur,"5,000-6,000'",20,16,1.4,1,16.4,"44,893",857.7,3.1 ( 3 ),2.3 ( 3 ),0.4
23. Malheur,"6,000-7,000'",51,55,6.5,6.5,62.9,"35,943",104.2,NA,NA,5.2
23. Malheur,"7,000-8,000'",82,93,13.7,15.7,95.3,"22,845",27.3,NA,NA,9.1
24. Middle Humboldt,"6,000-7,000'",1,0,0,0,0,20,473.7,NA,NA,0
24. Middle Humboldt,"7,000-8,000'",16,3,1,0.2,1.7,"1,379",145.7,NA,NA,0
24. Middle Humboldt,"8,000-9,000'",54,30,5.2,2.7,16.4,"1,875",13,NA,NA,0
24. Middle Humboldt,"9,000-10,000'",72,69,7.2,6.9,47.3,214,0.6,NA,NA,0.7
25. Northern Big Smoky Valley,"7,000-8,000'",4,1,0.1,0,0.4,394,318.1,NA,NA,0
25. Northern Big Smoky Valley,"8,000-9,000'",22,12,1.2,0.8,12.1,"6,896",154.3,NA,NA,0.1
25. Northern Big Smoky Valley,"9,000-10,000'",46,37,4,3.8,48.3,"14,529",72.5,NA,NA,2.6
25. Northern Big Smoky Valley,"10,000-11,000'",62,54,6.7,6.2,66.4,"8,159",24.7,NA,NA,5.3
25. Northern Big Smoky Valley,"11,000-12,000'",65,66,6.6,7.5,63,"1,269",3.2,NA,NA,3
26. Northern Great Basin,"6,000-7,000'",4,1,0.1,0,0.2,"1,802","1,927.20",0.0 ( 1 ),0.0 ( 1 ),0
26. Northern Great Basin,"7,000-8,000'",32,20,2.7,1.5,14.5,"20,654",255.9,3.9 ( 1 ),2.6 ( 1 ),0
26. Northern Great Basin,"8,000-9,000'",63,57,8.3,6.8,54.7,"15,126",41.4,NA,NA,0.9
26. Northern Great Basin,"9,000-10,000'",61,59,9.2,8.2,49.2,169,0.4,NA,NA,5.2
27. Panhandle Basins,"3,000-4,000'",50,44,1.2,0.9,11.1,"33,625",706,0.4 ( 1 ),0.3 ( 1 ),3
27. Panhandle Basins,"4,000-5,000'",91,89,4.6,4.6,37,"123,807",508.9,24.7 ( 1 ),26.0 ( 1 ),12
27. Panhandle Basins,"5,000-6,000'",125,131,11.3,12.6,68.4,"232,315",345.4,NA,NA,21.7
27. Panhandle Basins,"6,000-7,000'",165,166,18.5,18.8,89.1,"82,602",82.3,28.8 ( 1 ),31.8 ( 1 ),29.6
27. Panhandle Basins,"7,000-8,000'",160,178,16.9,17.9,93.4,"1,931",2,NA,NA,26.1
28. Reese,"7,000-8,000'",5,2,0.2,0.1,1,"1,332",285.6,5.0 ( 1 ),1.6 ( 1 ),0
28. Reese,"8,000-9,000'",24,13,1.7,1,11.1,"8,108",152,5.2 ( 1 ),5.0 ( 1 ),0.1
28. Reese,"9,000-10,000'",49,39,4.5,4.1,45.4,"10,256",47,NA,NA,2.5
28. Reese,">10,000'",62,56,6.9,7,69.7,"4,551",12.3,NA,NA,5.8
29. Rock,"5,000-6,000'",0,0,0,0,0,0,592.8,NA,NA,0
29. Rock,"6,000-7,000'",3,0,0.1,0,0,0,210.5,NA,NA,0
29. Rock,"7,000-8,000'",33,11,3.2,1,8.7,"1,529",29.5,7.4 ( 1 ),6.2 ( 1 ),0.6
29. Rock,"8,000-9,000'",74,50,10.7,7,56.4,"1,011",2.7,NA,NA,3.9
30. Salmon Basin,"5,000-6,000'",55,74,2.6,3,30.7,"327,759","2,056.60",10.3 ( 1 ),9.1 ( 1 ),3.2
30. Salmon Basin,"6,000-7,000'",84,106,7.1,8.5,62.9,"1,627,705","3,572.20",15.7 ( 2 ),17.7 ( 2 ),9.5
30. Salmon Basin,"7,000-8,000'",99,115,11.6,13.3,82.9,"2,691,990","3,809.10",13.9 ( 2 ),16.7 ( 2 ),14
30. Salmon Basin,"8,000-9,000'",107,115,14.3,15,88.8,"1,548,901","1,935.60",15.5 ( 5 ),16.5 ( 5 ),15.1
30. Salmon Basin,"9,000-10,000'",113,118,16.5,16.9,89,"453,702",502.6,15.0 ( 1 ),15.2 ( 1 ),15.9
30. Salmon Basin,"10,000-11,000'",115,121,17.2,17.1,85.7,"64,955",71.3,NA,NA,10.6
30. Salmon Basin,"11,000-12,000'",120,123,18.7,17.7,75,"2,913",3.1,NA,NA,4.3
31. Silver,"5,000-6,000'",8,7,0.3,0.2,6,"5,377",440.7,NA,NA,0
31. Silver,"6,000-7,000'",49,22,4.9,1.7,33.7,327,3.6,NA,NA,0.4
32. Silvies,"4,000-5,000'",1,1,0,0,0.8,918,714.7,NA,NA,0
32. Silvies,"5,000-6,000'",10,10,0.7,0.6,9.7,"17,282",569.1,0.0 ( 1 ),0.0 ( 1 ),0.1
32. Silvies,"6,000-7,000'",38,38,4.2,3.6,47.7,"6,085",31.9,5.7 ( 1 ),5.9 ( 1 ),2.5
32. Silvies,"7,000-8,000'",99,106,17.3,19.3,90.7,"1,791",1.7,NA,NA,8.9
33. Southern Snake Basins,"5,000-6,000'",8,1,0.1,0,0.4,"7,577","8,155.90",0.0 ( 1 ),0.0 ( 1 ),0
33. Southern Snake Basins,"6,000-7,000'",27,8,1.6,0.4,6.8,"74,582","3,288.10",0.6 ( 5 ),0.0 ( 5 ),0.1
33. Southern Snake Basins,"7,000-8,000'",56,35,5.9,3.5,32.8,"167,384",905.4,3.7 ( 4 ),2.9 ( 2 ),1
33. Southern Snake Basins,"8,000-9,000'",72,64,9.9,8.8,71.7,"79,057",168.8,11.9 ( 3 ),11.8 ( 3 ),9
33. Southern Snake Basins,"9,000-10,000'",85,78,13.5,12.7,85.9,"22,364",33.1,NA,NA,15.8
33. Southern Snake Basins,"10,000-11,000'",98,92,15.3,14.9,70.7,997,1.3,NA,NA,21.2
34. Spokane,"3,000-4,000'",49,65,1,1,16.4,"90,878","1,667.20",1.9 ( 1 ),4.2 ( 1 ),3.7
34. Spokane,"4,000-5,000'",101,116,4.6,4.8,44,"258,641","1,010.00",8.9 ( 4 ),10.8 ( 5 ),11
34. Spokane,"5,000-6,000'",163,183,11.1,12.8,75.7,"284,402",418,14.7 ( 2 ),17.4 ( 2 ),20.9
34. Spokane,"6,000-7,000'",213,228,17.7,20.1,95,"50,765",47.4,NA,NA,29.6
34. Spokane,"7,000-8,000'",185,183,19.1,22.6,99,233,0.2,NA,NA,38.4
35. St. Mary,"4,000-5,000'",85,134,4.6,6.5,50.5,"63,797",184.7,2.5 ( 1 ),4.3 ( 1 ),1.6
35. St. Mary,"5,000-6,000'",95,123,7.1,9.5,67.6,"107,022",210.7,NA,NA,7.8
35. St. Mary,"6,000-7,000'",147,158,13,15.5,73.8,"127,082",154.2,NA,NA,20.1
35. St. Mary,"7,000-8,000'",163,175,16.3,18,75.7,"94,119",98.3,NA,NA,17.5
35. St. Mary,">8,000'",181,193,17.4,18.4,76.7,"19,895",20.3,NA,NA,16.1
36. Truckee,"5,000-6,000'",21,8,0.4,0.1,1.9,"4,255",688.2,NA,NA,0.5
36. Truckee,"6,000-7,000'",34,21,3.2,2,23,"51,873",484.5,8.5 ( 5 ),7.1 ( 5 ),2.7
36. Truckee,"7,000-8,000'",50,40,8.7,6.9,54.7,"71,909",195.9,11.4 ( 1 ),8.4 ( 1 ),6.7
36. Truckee,"8,000-9,000'",69,57,15.5,12.9,79.2,"41,321",59.9,19.8 ( 3 ),18.0 ( 3 ),14.6
36. Truckee,"9,000-10,000'",82,65,19.9,16,87.7,"12,111",14.2,NA,NA,21.1
36. Truckee,"10,000-11,000'",83,61,19.5,14.3,72.9,662,0.9,NA,NA,23.7
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",3,2,0,0,0.8,"1,303",892.5,0.0 ( 1 ),0.0 ( 1 ),0
37. Umatilla-Walla Walla-Willow,"4,000-5,000'",18,21,1,1,13.9,"26,068",472.7,4.2 ( 2 ),5.2 ( 2 ),1.2
37. Umatilla-Walla Walla-Willow,"5,000-6,000'",53,62,6,7.1,59.9,"26,047",69.1,9.9 ( 3 ),13.1 ( 3 ),8.7
38. Upper Humboldt,"5,000-6,000'",0,0,0,0,0,0,"2,395.90",NA,NA,0
38. Upper Humboldt,"6,000-7,000'",6,0,0.2,0,0.3,"1,068","1,944.70",0.4 ( 1 ),0.4 ( 1 ),0
38. Upper Humboldt,"7,000-8,000'",38,20,3.2,1.8,20.4,"42,234",436.8,2.7 ( 2 ),2.5 ( 2 ),0.7
38. Upper Humboldt,"8,000-9,000'",59,53,7.3,7,62.5,"56,033",150.5,7.3 ( 5 ),5.8 ( 5 ),4.4
38. Upper Humboldt,"9,000-10,000'",72,69,10.5,11,78.9,"51,204",87.2,NA,NA,8
38. Upper Humboldt,">10,000'",82,78,12.4,12.7,85.6,"14,096",20.8,NA,NA,10.4
39. Walker,"6,000-7,000'",1,1,0,0,0.1,306,677,NA,NA,0
39. Walker,"7,000-8,000'",11,8,0.4,0.4,10.8,"14,025",618.8,4.6 ( 1 ),0.2 ( 1 ),0.1
39. Walker,"8,000-9,000'",32,26,2.4,2.8,44.4,"56,099",373.7,11.4 ( 2 ),10.6 ( 2 ),1.7
39. Walker,"9,000-10,000'",71,57,11.5,10,68.7,"99,882",186.6,18.7 ( 4 ),17.9 ( 4 ),10.5
39. Walker,"10,000-11,000'",87,67,17.2,14.1,65.2,"56,384",74.8,NA,NA,13.2
39. Walker,">11,000'",87,68,13.8,11.5,60.2,"7,319",12,NA,NA,10.5
40. West Central Basins,"4,000-5,000'",18,18,1.1,1.1,18.5,"89,246","1,578.50",0.1 ( 3 ),0.0 ( 3 ),0.4
40. West Central Basins,"5,000-6,000'",42,45,4.6,4.7,54.2,"427,665","1,710.20",7.7 ( 3 ),7.3 ( 3 ),3.4
40. West Central Basins,"6,000-7,000'",73,80,10.7,11.9,86.6,"801,686","1,262.20",16.1 ( 8 ),16.5 ( 8 ),11.6
40. West Central Basins,"7,000-8,000'",91,96,16,17.4,96.7,"753,785",814.3,20.6 ( 3 ),21.6 ( 3 ),19.4
40. West Central Basins,"8,000-9,000'",99,99,19.9,20.5,96.7,"320,521",293.5,NA,NA,23.4
40. West Central Basins,">9,000'",106,103,22.4,22.6,94,"52,283",43.4,NA,NA,25.6
