,,3/1/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026,3/8/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026
31. Silver,"6,000-7,000'",57,49,5.5,4.9,52.4,929,3.6,NA,NA,1.1
32. Silvies,"4,000-5,000'",6,1,0.3,0,2.4,853,714.7,NA,NA,0
32. Silvies,"5,000-6,000'",16,10,1.2,0.7,9.7,"21,207",569.1,0.0 ( 1 ),0.0 ( 1 ),0.3
32. Silvies,"6,000-7,000'",40,38,3.9,4.2,46,"7,128",31.9,5.3 ( 1 ),5.7 ( 1 ),3.7
32. Silvies,"7,000-8,000'",97,99,15.7,17.3,90.7,"1,599",1.7,NA,NA,8.5
33. Southern Snake Basins,"5,000-6,000'",12,8,0.4,0.1,6.4,"60,136","8,155.90",0.0 ( 1 ),0.0 ( 1 ),0
33. Southern Snake Basins,"6,000-7,000'",27,27,2,1.6,29.6,"282,047","3,288.10",0.6 ( 5 ),0.6 ( 5 ),0.2
33. Southern Snake Basins,"7,000-8,000'",50,56,5.2,5.9,58.4,"283,682",905.4,3.5 ( 4 ),3.7 ( 4 ),2.1
33. Southern Snake Basins,"8,000-9,000'",67,72,8.6,9.9,84.3,"88,909",168.8,10.2 ( 3 ),11.9 ( 3 ),8.8
33. Southern Snake Basins,"9,000-10,000'",82,85,11.8,13.5,89.1,"23,861",33.1,NA,NA,13.5
33. Southern Snake Basins,"10,000-11,000'",94,98,13.7,15.3,95.6,"1,023",1.3,NA,NA,18.9
34. Spokane,"3,000-4,000'",64,49,1.4,1,17.9,"90,678","1,667.20",2.7 ( 1 ),1.9 ( 1 ),2.2
34. Spokane,"4,000-5,000'",109,101,4.2,4.6,43.5,"246,928","1,010.00",7.9 ( 5 ),8.9 ( 4 ),8.5
34. Spokane,"5,000-6,000'",177,163,9.8,11.1,74.5,"246,577",418,13.3 ( 2 ),14.7 ( 2 ),16.1
34. Spokane,"6,000-7,000'",219,213,15.2,17.7,93.4,"44,696",47.4,NA,NA,23.5
34. Spokane,"7,000-8,000'",185,185,16.2,19.1,99,197,0.2,NA,NA,32.2
35. St. Mary,"4,000-5,000'",80,85,4.3,4.6,47.1,"45,489",184.7,3.1 ( 1 ),2.5 ( 1 ),0.5
35. St. Mary,"5,000-6,000'",85,95,6,7.1,62.6,"79,995",210.7,NA,NA,5.4
35. St. Mary,"6,000-7,000'",133,147,10.9,13,71.4,"106,973",154.2,NA,NA,16.1
35. St. Mary,"7,000-8,000'",151,163,14.3,16.3,74.7,"85,417",98.3,NA,NA,13.4
35. St. Mary,">8,000'",171,181,15.6,17.4,76,"18,844",20.3,NA,NA,12.1
36. Truckee,"5,000-6,000'",49,21,0.8,0.4,4.9,"13,302",688.2,NA,NA,0.8
36. Truckee,"6,000-7,000'",56,34,4.7,3.2,30.8,"83,813",484.5,9.5 ( 5 ),8.5 ( 5 ),3.9
36. Truckee,"7,000-8,000'",65,50,10.4,8.7,62.8,"90,607",195.9,12.5 ( 1 ),11.4 ( 1 ),8.3
36. Truckee,"8,000-9,000'",77,69,16.3,15.5,86.9,"49,684",59.9,20.1 ( 3 ),19.8 ( 3 ),16.1
36. Truckee,"9,000-10,000'",85,82,19.8,19.9,95.3,"15,041",14.2,NA,NA,21.8
36. Truckee,"10,000-11,000'",83,83,18.9,19.5,96.9,906,0.9,NA,NA,23.3
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",9,3,0.2,0,1.5,"1,490",892.5,0.0 ( 1 ),0.0 ( 1 ),0
37. Umatilla-Walla Walla-Willow,"4,000-5,000'",24,18,1.5,1,13.9,"26,174",472.7,4.3 ( 2 ),4.2 ( 2 ),0.9
37. Umatilla-Walla Walla-Willow,"5,000-6,000'",55,53,5.9,6,58.5,"22,089",69.1,9.4 ( 3 ),9.9 ( 3 ),6.5
38. Upper Humboldt,"5,000-6,000'",2,0,0.1,0,3.7,453,"2,395.90",NA,NA,0
38. Upper Humboldt,"6,000-7,000'",7,6,0.5,0.2,12,"24,899","1,944.70",0.5 ( 1 ),0.4 ( 1 ),0
38. Upper Humboldt,"7,000-8,000'",35,38,3.2,3.2,43.8,"74,291",436.8,2.2 ( 2 ),2.7 ( 2 ),2
38. Upper Humboldt,"8,000-9,000'",57,59,6.9,7.3,75.1,"58,534",150.5,6.3 ( 5 ),7.3 ( 5 ),6.1
38. Upper Humboldt,"9,000-10,000'",71,72,9.8,10.5,86.1,"49,011",87.2,NA,NA,8.2
38. Upper Humboldt,">10,000'",81,82,11.3,12.4,91,"13,755",20.8,NA,NA,9.6
39. Walker,"6,000-7,000'",3,1,0.1,0,0.5,505,677,NA,NA,0
39. Walker,"7,000-8,000'",16,11,0.8,0.4,19.1,"11,600",618.8,7.0 ( 1 ),4.6 ( 1 ),0.5
39. Walker,"8,000-9,000'",40,32,3.6,2.4,54.8,"47,171",373.7,11.5 ( 2 ),11.4 ( 2 ),2.9
39. Walker,"9,000-10,000'",73,71,11.9,11.5,78.3,"114,627",186.6,18.7 ( 4 ),18.7 ( 4 ),12.4
39. Walker,"10,000-11,000'",82,87,16.2,17.2,79.7,"68,766",74.8,NA,NA,15
39. Walker,">11,000'",83,87,13,13.8,77.9,"8,830",12,NA,NA,11.4
40. West Central Basins,"4,000-5,000'",22,18,1.5,1.1,20.5,"92,821","1,578.50",0.9 ( 3 ),0.1 ( 3 ),1
40. West Central Basins,"5,000-6,000'",44,42,4.6,4.6,54.4,"416,412","1,710.20",7.7 ( 3 ),7.7 ( 3 ),4.3
40. West Central Basins,"6,000-7,000'",71,73,9.5,10.7,85.9,"720,034","1,262.20",14.8 ( 8 ),16.1 ( 8 ),11.3
40. West Central Basins,"7,000-8,000'",88,91,14,16,95.1,"696,916",814.3,19.7 ( 3 ),20.6 ( 3 ),18.1
40. West Central Basins,"8,000-9,000'",97,99,17.3,19.9,94.4,"312,287",293.5,NA,NA,21.6
40. West Central Basins,">9,000'",103,106,19.4,22.4,93.9,"51,959",43.4,NA,NA,24
