,,4/19/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026,4/26/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026
Basin,Elevation Band,%4/19 Avg.,%4/26 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",39,29,1.6,1,5.7,"34,169",658.8,11.1 ( 2 ),8.1 ( 2 ),2.6
1. Central Columbia,"4,000-5,000'",53,52,8,6.6,29.1,"187,756",532.7,0.3 ( 2 ),0.0 ( 2 ),13.6
1. Central Columbia,"5,000-6,000'",69,73,17.6,16.4,59.3,"466,263",533.9,23.2 ( 2 ),21.5 ( 2 ),29.7
1. Central Columbia,"6,000-7,000'",75,85,24.6,25.1,76.1,"432,259",323,NA,NA,46.4
1. Central Columbia,"7,000-8,000'",68,82,26.2,28.2,77.3,"117,235",77.9,NA,NA,58.5
1. Central Columbia,"8,000-9,000'",67,85,24.8,28.9,81.9,"5,052",3.3,NA,NA,62
2. Central Puget Sound,"3,000-4,000'",52,48,3.7,2.7,12.6,"79,184",555.8,26.0 ( 3 ),22.3 ( 3 ),10.6
2. Central Puget Sound,"4,000-5,000'",79,88,13.8,12.4,45.2,"301,757",457.3,22.0 ( 2 ),18.0 ( 2 ),20.8
2. Central Puget Sound,"5,000-6,000'",100,118,28.8,27.9,73.4,"266,406",179.2,NA,NA,42.1
2. Central Puget Sound,"6,000-7,000'",89,106,35.7,36.1,83.6,"92,068",47.8,NA,NA,74.5
2. Central Puget Sound,"7,000-8,000'",73,91,36.1,38.1,94.5,"11,775",5.8,NA,NA,104.8
2. Central Puget Sound,"8,000-9,000'",71,87,45.5,46.5,98.9,479,0.2,NA,NA,119.5
2. Central Puget Sound,">9,000'",85,115,61.7,60.1,100,310,0.1,NA,NA,159.5
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",0,0,0,0,0,0,"2,531.10",0.0 ( 1 ),0.0 ( 1 ),0
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",1,0,0,0,0,48,"1,613.30",0.8 ( 5 ),0.0 ( 5 ),0.7
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",11,11,0.6,0.4,4.2,"15,920",693.5,7.3 ( 2 ),6.2 ( 2 ),4.9
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",39,41,6.7,5.8,39.7,"62,709",203,10.6 ( 2 ),10.5 ( 2 ),17.2
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",50,60,20,19.5,75,"32,931",31.7,20.1 ( 1 ),18.5 ( 1 ),50.5
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",45,58,26,26.3,84.8,"11,379",8.1,NA,NA,73.4
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",41,61,37.8,40.9,96.1,"4,004",1.8,NA,NA,94.3
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",39,55,49.3,50.6,97.6,"1,823",0.7,NA,NA,158.8
3. Hood-Sandy-Lower Deschutes,">10,000'",33,48,29.8,35.7,95.6,368,0.2,NA,NA,442.4
4. Klamath,"4,000-5,000'",0,0,0,0,0,0,"4,630.00",0.0 ( 3 ),0.0 ( 3 ),0
4. Klamath,"5,000-6,000'",1,1,0,0,0.3,"2,944","2,247.50",0.1 ( 9 ),0.0 ( 9 ),0
4. Klamath,"6,000-7,000'",11,14,1.5,1.6,12.7,"47,925",578.1,2.2 ( 3 ),1.9 ( 3 ),1.2
4. Klamath,"7,000-8,000'",39,49,8.4,8.9,56.2,"40,862",85.8,0.0 ( 1 ),0.0 ( 1 ),2.9
4. Klamath,"8,000-9,000'",56,67,16.3,17.1,79.1,"1,408",1.5,NA,NA,7.4
5. Lewis,"2,000-3,000'",0,0,0,0,0,0,274.4,0.2 ( 2 ),0.2 ( 2 ),0.1
5. Lewis,"3,000-4,000'",9,5,0.5,0.2,2.4,"2,819",213.1,11.1 ( 3 ),7.5 ( 3 ),3.5
5. Lewis,"4,000-5,000'",19,16,2.2,1.6,11.1,"6,762",79.6,26.4 ( 2 ),24.0 ( 2 ),17.8
5. Lewis,"5,000-6,000'",50,57,14,13,61.8,"7,485",10.8,NA,NA,36.5
5. Lewis,"6,000-7,000'",52,67,29.1,29.2,82.7,"6,474",4.2,NA,NA,64
5. Lewis,"7,000-8,000'",45,64,41,41.3,85.8,"1,700",0.8,NA,NA,83.3
5. Lewis,">8,000'",38,55,34.5,38.2,87.5,591,0.3,NA,NA,109.3
6. Lower Cowlitz,"3,000-4,000'",9,6,0.3,0.2,2,"1,333",139.5,7.9 ( 2 ),6.8 ( 2 ),0.6
6. Lower Cowlitz,"4,000-5,000'",43,36,6.7,4.5,28.5,"10,103",42,NA,NA,4
6. Lower Cowlitz,"5,000-6,000'",57,64,17.8,15.7,61.4,"5,414",6.5,NA,NA,12.6
6. Lower Cowlitz,"6,000-7,000'",59,72,22.6,21.9,69.2,"1,917",1.6,NA,NA,43.2
6. Lower Cowlitz,"7,000-8,000'",49,64,21.9,22.8,74.5,"1,175",1,NA,NA,61.3
7. Naches,"4,000-5,000'",20,18,0.8,0.5,4,"8,624",328.6,13.0 ( 2 ),10.2 ( 2 ),7.5
7. Naches,"5,000-6,000'",46,48,6,5.1,32.8,"64,448",236.5,34.6 ( 2 ),33.4 ( 2 ),23
7. Naches,"6,000-7,000'",61,69,16.2,15.3,69.4,"38,933",47.6,NA,NA,36.4
7. Naches,"7,000-8,000'",51,69,27.8,28.9,91,"2,086",1.4,NA,NA,72.5
8. North Puget Sound,"1,000-2,000'",20,12,0,0,0.1,185,352,NA,NA,0.1
8. North Puget Sound,"2,000-3,000'",47,29,0.7,0.3,1.9,"7,900",426.6,NA,NA,2.4
8. North Puget Sound,"3,000-4,000'",72,68,5.5,4,14.9,"111,365",520.6,12.5 ( 3 ),9.2 ( 3 ),15.3
8. North Puget Sound,"4,000-5,000'",97,107,17.6,15.7,47.5,"409,771",490.7,17.0 ( 4 ),14.0 ( 4 ),38.3
8. North Puget Sound,"5,000-6,000'",101,117,28.4,27.8,75.3,"566,822",382.6,61.9 ( 3 ),58.8 ( 3 ),60.5
