,,2/22/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026,3/1/2026,2/22/2026,3/1/2026,3/1/2026,3/1/2026
6. Lower Cowlitz,"6,000-7,000'",64,86,16,20,70.4,"1,751",1.6,NA,NA,NA,28
6. Lower Cowlitz,"7,000-8,000'",41,68,13.3,18.5,81.2,953,1,NA,NA,NA,41.6
7. Naches,"4,000-5,000'",28,37,1.5,2.2,37.5,"39,111",328.6,9.9 ( 2 ),12.0 ( 2 ),NA,10.3
7. Naches,"5,000-6,000'",50,65,5.1,6.6,56.7,"83,145",236.5,23.0 ( 2 ),25.6 ( 2 ),NA,18.9
7. Naches,"6,000-7,000'",63,81,12.5,14.4,85.3,"36,555",47.6,NA,NA,NA,27.2
7. Naches,"7,000-8,000'",54,75,21.9,24.4,97.2,"1,757",1.4,NA,NA,NA,48.2
8. North Puget Sound,"1,000-2,000'",13,11,0,0,0.2,311,352,NA,NA,NA,0.6
8. North Puget Sound,"2,000-3,000'",30,54,0.4,0.7,5.2,"17,016",426.6,NA,NA,NA,5.4
8. North Puget Sound,"3,000-4,000'",60,117,2.9,4.9,24.2,"135,233",520.6,8.4 ( 3 ),10.4 ( 3 ),NA,17
8. North Puget Sound,"4,000-5,000'",90,146,10.8,14.4,54.7,"377,493",490.7,15.4 ( 4 ),18.3 ( 4 ),NA,33.4
8. North Puget Sound,"5,000-6,000'",94,138,20.2,23.9,80.9,"486,841",382.6,48.7 ( 3 ),52.0 ( 3 ),NA,49.6
8. North Puget Sound,"6,000-7,000'",85,122,23.8,27.2,90.7,"219,373",151.4,NA,NA,NA,59.3
8. North Puget Sound,"7,000-8,000'",74,107,24.1,27.8,92.7,"25,068",16.9,NA,NA,NA,86.2
8. North Puget Sound,"8,000-9,000'",77,107,32,35.7,96.3,"2,390",1.3,NA,NA,NA,210.3
9. Olympic,"4,000-5,000'",28,54,3.6,6.1,35.9,"43,337",132.3,10.0 ( 2 ),12.7 ( 2 ),NA,15.3
9. Olympic,"5,000-6,000'",45,71,12.7,17.1,81.5,"78,206",85.6,10.9 ( 1 ),13.8 ( 1 ),NA,20.2
9. Olympic,">6,000'",51,74,17.6,20.7,86.1,"20,389",18.4,NA,NA,NA,22.5
10. Rogue-Umpqua,"3,000-4,000'",4,2,0,0,0.3,780,"1,692.80",0.9 ( 1 ),0.3 ( 1 ),0.3 ( 4 ),0
10. Rogue-Umpqua,"4,000-5,000'",4,3,0.1,0.1,1.2,"3,661",927,1.7 ( 2 ),0.2 ( 2 ),0.6 ( 5 ),0.3
10. Rogue-Umpqua,"5,000-6,000'",25,23,2.1,2.3,22.6,"69,722",557.7,1.9 ( 2 ),0.3 ( 2 ),1.4 ( 1 ),3.5
10. Rogue-Umpqua,"6,000-7,000'",37,41,6.9,7.8,50,"80,505",194.2,7.0 ( 1 ),6.5 ( 1 ),NA,8.9
10. Rogue-Umpqua,"7,000-8,000'",53,66,13.9,15.7,83.1,"13,245",15.8,NA,NA,NA,12
10. Rogue-Umpqua,"8,000-9,000'",53,66,17.5,18.7,93.4,"1,061",1.1,NA,NA,NA,12.5
11. South Puget Sound,"2,000-3,000'",1,1,0,0,0.1,88,405.8,0.1 ( 2 ),0.0 ( 2 ),0.4 ( 2 ),0.6
11. South Puget Sound,"3,000-4,000'",4,5,0.1,0.1,1.3,"2,696",377.6,4.5 ( 7 ),5.5 ( 7 ),NA,3.3
11. South Puget Sound,"4,000-5,000'",18,29,0.9,1.4,9.7,"16,396",222.6,14.6 ( 3 ),16.6 ( 3 ),NA,7
11. South Puget Sound,"5,000-6,000'",48,72,7.2,9.7,53.5,"49,207",95.4,15.7 ( 1 ),17.4 ( 1 ),NA,20.3
11. South Puget Sound,"6,000-7,000'",57,75,17.5,20,89.6,"39,855",37.4,NA,NA,NA,39.6
11. South Puget Sound,"7,000-8,000'",46,65,26.2,29.5,90.9,"6,074",3.9,NA,NA,NA,69.7
11. South Puget Sound,"8,000-9,000'",39,60,39.2,44.7,87.2,"1,843",0.8,NA,NA,NA,98.9
11. South Puget Sound,"9,000-10,000'",16,23,18.4,20,83.9,722,0.7,NA,NA,NA,177.9
11. South Puget Sound,"10,000-11,000'",14,21,25.2,28.2,78.5,"1,162",0.8,NA,NA,NA,512
11. South Puget Sound,"11,000-12,000'",36,50,15.6,17.1,80.1,528,0.6,NA,NA,NA,593.5
11. South Puget Sound,"12,000-13,000'",14,40,21.3,49.1,89.6,"1,011",0.4,NA,NA,NA,1068.4
11. South Puget Sound,">13,000'",2,2,8,8.3,93.8,85,0.2,NA,NA,NA,NA
12. Upper Columbia,"3,000-4,000'",32,33,1.8,2,23.4,"278,134","2,566.20",2.9 ( 1 ),3.4 ( 1 ),0.5 ( 1 ),2.1
12. Upper Columbia,"4,000-5,000'",49,58,4.3,5.4,50.6,"413,414","1,437.90",3.6 ( 3 ),3.9 ( 3 ),NA,5.8
12. Upper Columbia,"5,000-6,000'",74,87,10.2,11.7,72.4,"480,693",772.6,3.4 ( 2 ),3.9 ( 2 ),NA,18.5
12. Upper Columbia,"6,000-7,000'",84,102,16.5,18.4,89.9,"553,007",564,48.6 ( 1 ),50.2 ( 1 ),NA,29.4
12. Upper Columbia,"7,000-8,000'",80,100,19.1,21,92.7,"158,152",141.2,NA,NA,NA,31.7
12. Upper Columbia,"8,000-9,000'",75,97,20.4,22.2,92.3,"5,039",4.2,NA,NA,NA,33.6
13. Upper Cowlitz,"3,000-4,000'",14,17,0.2,0.2,2,"3,323",281.5,13.5 ( 1 ),15.1 ( 1 ),NA,8.1
13. Upper Cowlitz,"4,000-5,000'",32,46,1.6,2.1,13.2,"34,598",306.7,12.5 ( 2 ),15.3 ( 2 ),NA,12.6
13. Upper Cowlitz,"5,000-6,000'",61,89,9,11.1,52.9,"62,718",106.3,NA,NA,NA,23
13. Upper Cowlitz,"6,000-7,000'",59,86,21.6,25.1,91.1,"26,440",19.8,NA,NA,NA,43.9
13. Upper Cowlitz,"7,000-8,000'",48,68,26.4,29.6,90.5,"4,426",2.8,NA,NA,NA,64
13. Upper Cowlitz,"8,000-9,000'",47,66,31.9,35.9,95.5,369,0.2,NA,NA,NA,100
13. Upper Cowlitz,"9,000-10,000'",23,57,23.5,43.1,100,887,0.4,NA,NA,NA,309
13. Upper Cowlitz,"10,000-11,000'",0,8,0,23,96.8,118,0.1,NA,NA,NA,745
14. Upper Deschutes-Crooked,"4,000-5,000'",8,7,0.2,0.2,4.6,"44,321","3,903.90",5.3 ( 1 ),4.8 ( 1 ),NA,0.8
14. Upper Deschutes-Crooked,"5,000-6,000'",20,21,1.6,1.8,22.4,"140,602","1,478.40",6.4 ( 6 ),6.6 ( 6 ),NA,3.4
14. Upper Deschutes-Crooked,"6,000-7,000'",39,43,6.5,7.2,51.8,"98,618",255.5,NA,NA,NA,10
14. Upper Deschutes-Crooked,"7,000-8,000'",45,56,13.5,14.7,78,"31,470",40.2,NA,NA,NA,16
14. Upper Deschutes-Crooked,"8,000-9,000'",37,51,18,19.6,89.1,"3,223",3.1,NA,NA,NA,29
14. Upper Deschutes-Crooked,"9,000-10,000'",47,65,23.6,25.8,97.3,928,0.7,NA,NA,NA,29.1
15. Upper Yakima,"3,000-4,000'",27,29,1.6,1.9,27.4,"50,274",489,9.1 ( 1 ),9.9 ( 1 ),NA,5.1
15. Upper Yakima,"4,000-5,000'",42,52,5,6.2,53.1,"118,294",359.8,8.4 ( 1 ),9.4 ( 1 ),NA,8.8
15. Upper Yakima,"5,000-6,000'",64,77,11.1,12.7,79,"109,685",161.7,5.2 ( 1 ),5.5 ( 1 ),NA,14.8
15. Upper Yakima,"6,000-7,000'",68,89,17.9,20.2,92.3,"22,021",20.5,NA,NA,NA,26
15. Upper Yakima,"7,000-8,000'",51,79,31.1,35,98.6,"1,263",0.7,NA,NA,NA,49
16. Willamette,"0-1,000'",NA,NA,0,0,0,4,"5,006.40",0.0 ( 1 ),0.0 ( 1 ),NA,0
16. Willamette,"1,000-2,000'",0,0,0,0,0,0,"2,005.80",2.1 ( 1 ),0.4 ( 1 ),NA,0
16. Willamette,"2,000-3,000'",3,4,0,0,0.2,774,"1,614.10",0.3 ( 2 ),0.0 ( 2 ),NA,0.1
16. Willamette,"3,000-4,000'",11,10,0.1,0.2,2.7,"14,486","1,472.90",2.1 ( 7 ),1.6 ( 7 ),NA,1.4
16. Willamette,"4,000-5,000'",25,26,1.1,1.4,15.7,"63,982",879.1,7.0 ( 7 ),6.0 ( 7 ),NA,5.3
16. Willamette,"5,000-6,000'",39,41,4.3,4.8,41,"105,819",410.8,NA,NA,NA,8
16. Willamette,"6,000-7,000'",45,56,10.5,11.9,61.6,"43,686",68.9,NA,NA,NA,14.8
16. Willamette,"7,000-8,000'",44,60,21.3,23.3,79.5,"11,406",9.2,NA,NA,NA,25.1
16. Willamette,"8,000-9,000'",36,55,27.1,30.8,83.7,"4,913",3,NA,NA,NA,26.8
16. Willamette,"9,000-10,000'",40,58,26.3,28.9,88.5,"1,190",0.8,NA,NA,NA,27
