,,4/1/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026,4/5/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026
Basin,Elevation Band,%4/1 Avg.,%4/5 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",0,0,0,0,0,0,"1,734.80",NA,NA,0.1
1. Belle Fourche,"3,000-4,000'",0,0,0,0,0,0,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",0,0,0,0,0,0,"2,849.60",NA,NA,0
1. Belle Fourche,"5,000-6,000'",0,0,0,0,0,0,721.2,0.0 ( 1 ),0.2 ( 1 ),0.2
1. Belle Fourche,"6,000-7,000'",2,3,0.2,0.1,8.9,"1,433",208.1,NA,NA,0.2
1. Belle Fourche,"7,000-8,000'",6,0,0.5,0,0,0,2.3,NA,NA,0.1
2. Bighorn,"3,000-4,000'",0,0,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",0,0,0,0,0,0,"3,531.10",NA,NA,0.1
2. Bighorn,"5,000-6,000'",0,0,0,0,0.1,0,"1,949.70",NA,NA,0.2
2. Bighorn,"6,000-7,000'",0,1,0,0,0.9,469,"1,082.60",NA,NA,0.4
2. Bighorn,"7,000-8,000'",4,6,0.2,0.3,4.4,"10,117",715.4,1.1 ( 2 ),1.7 ( 2 ),0.9
2. Bighorn,"8,000-9,000'",32,36,2.9,3.2,31.4,"91,578",541.1,NA,NA,2.5
2. Bighorn,"9,000-10,000'",75,77,8.3,9.1,61.6,"206,814",427.2,8.9 ( 5 ),10.1 ( 5 ),9.4
2. Bighorn,"10,000-11,000'",96,96,12.2,13.6,63.6,"176,255",243.8,12.0 ( 1 ),12.1 ( 1 ),13.9
2. Bighorn,"11,000-12,000'",108,107,15.7,17.5,67.1,"85,995",92.4,NA,NA,13.6
2. Bighorn,">12,000'",109,112,17.6,20.5,63.5,"8,349",7.6,NA,NA,12.5
3. Cheyenne,"2,000-3,000'",0,0,0,0,0,0,"3,402.70",NA,NA,0.3
3. Cheyenne,"3,000-4,000'",0,0,0,0,0,0,"3,673.10",NA,NA,0
3. Cheyenne,"4,000-5,000'",0,0,0,0,0,0,"5,669.50",NA,NA,0
3. Cheyenne,"5,000-6,000'",0,0,0,0,0,0,"2,131.40",NA,NA,0
3. Cheyenne,"6,000-7,000'",3,2,0.1,0.1,2.2,"1,669",478.2,0.0 ( 2 ),0.0 ( 2 ),0.1
3. Cheyenne,"7,000-8,000'",4,1,0.3,0.1,2.2,14,4.4,NA,NA,0.1
4. Gallatin,"4,000-5,000'",0,0,0,0,0,0,462.7,NA,NA,0
4. Gallatin,"5,000-6,000'",0,0,0,0,0,23,296.9,NA,NA,0.2
4. Gallatin,"6,000-7,000'",8,8,0.5,0.5,5.4,"7,842",279.8,NA,NA,1.3
4. Gallatin,"7,000-8,000'",48,49,5,5.1,44.7,"102,286",372.8,3.4 ( 1 ),4.2 ( 1 ),6.8
4. Gallatin,"8,000-9,000'",95,94,11.9,12.9,77.4,"218,114",315.9,15.7 ( 2 ),17.2 ( 2 ),16.2
4. Gallatin,"9,000-10,000'",128,124,18.6,20.3,87.2,"122,145",112.7,23.2 ( 1 ),24.5 ( 1 ),20.6
4. Gallatin,"10,000-11,000'",123,119,20.3,22.2,84.4,"8,807",7.4,NA,NA,21.3
5. Glendo,"7,000-8,000'",0,0,0,0,0,50,591.9,0.0 ( 1 ),0.3 ( 1 ),0.3
5. Glendo,"8,000-9,000'",0,0,0,0,0,0,119.6,2.0 ( 2 ),3.0 ( 2 ),1.5
5. Glendo,"9,000-10,000'",0,0,0,0,0,0,2.6,NA,NA,1.8
6. Jefferson,"5,000-6,000'",2,0,0,0,0,49,"1,665.20",NA,NA,0
6. Jefferson,"6,000-7,000'",23,19,1.1,0.8,7.1,"130,271","3,136.00",1.3 ( 2 ),0.6 ( 2 ),0.7
6. Jefferson,"7,000-8,000'",41,44,3.5,3.7,28,"517,407","2,637.50",5.5 ( 3 ),6.2 ( 3 ),4.1
6. Jefferson,"8,000-9,000'",82,83,9.8,10.6,62.8,"642,674","1,135.30",16.5 ( 5 ),17.6 ( 5 ),9.5
6. Jefferson,"9,000-10,000'",118,116,16.8,18.3,82.1,"225,883",231.2,14.6 ( 3 ),15.9 ( 3 ),14
6. Jefferson,"10,000-11,000'",119,117,17.5,19,75,"7,147",7,NA,NA,12.6
7. Lower Bighorn,"2,000-3,000'",0,0,0,0,0,0,214,NA,NA,0
7. Lower Bighorn,"3,000-4,000'",0,0,0,0,0,0,"2,139.00",NA,NA,0
7. Lower Bighorn,"4,000-5,000'",0,0,0,0,0.5,2,542.7,NA,NA,0.4
7. Lower Bighorn,"5,000-6,000'",0,0,0,0,6.6,0,106.8,NA,NA,0.6
7. Lower Bighorn,"6,000-7,000'",0,1,0,0,13.1,58,66.6,NA,NA,1.4
7. Lower Bighorn,"7,000-8,000'",17,24,1.5,1.7,31.9,"6,065",68.1,NA,NA,2.6
7. Lower Bighorn,"8,000-9,000'",57,63,6.7,7.5,80.9,"37,561",93.5,NA,NA,6.4
7. Lower Bighorn,"9,000-10,000'",82,86,12.1,13.4,96,"20,279",28.5,NA,NA,12.3
8. Lower No Platte,"7,000-8,000'",0,0,0,0,0,0,746.6,NA,NA,0
8. Lower No Platte,"8,000-9,000'",0,0,0,0,0,0,76.4,NA,NA,0.3
8. Lower No Platte,"9,000-10,000'",4,5,0.4,0.5,10,27,1,NA,NA,2.1
9. Lower Shoshone,"3,000-4,000'",0,0,0,0,0,0,90.2,NA,NA,0
9. Lower Shoshone,"4,000-5,000'",0,0,0,0,0,0,876.8,NA,NA,0
9. Lower Shoshone,"5,000-6,000'",0,0,0,0,0,0,327.8,NA,NA,0.1
9. Lower Shoshone,"6,000-7,000'",0,0,0,0,0,20,117.1,NA,NA,0.4
9. Lower Shoshone,"7,000-8,000'",8,9,0.5,0.5,5.9,"1,027",39.5,NA,NA,0.6
9. Lower Shoshone,"8,000-9,000'",34,35,3.4,3.5,38.2,"4,105",22.3,NA,NA,1
9. Lower Shoshone,"9,000-10,000'",0,0,0,0,0,0,0.7,NA,NA,0.4
9. Lower Shoshone,"10,000-11,000'",103,107,10.1,11.3,73,175,0.3,NA,NA,2.4
10. Madison Headwaters in WY,"4,000-5,000'",0,0,0,0,0,0,173.4,NA,NA,0
10. Madison Headwaters in WY,"5,000-6,000'",0,0,0,0,0,0,437.9,NA,NA,0
10. Madison Headwaters in WY,"6,000-7,000'",12,9,1,0.5,11.9,"14,755",513.2,5.4 ( 2 ),4.7 ( 2 ),1.4
10. Madison Headwaters in WY,"7,000-8,000'",40,41,4.4,4.5,44.5,"173,161",717.7,13.2 ( 2 ),13.9 ( 2 ),8.2
10. Madison Headwaters in WY,"8,000-9,000'",84,83,11.4,12.4,76.2,"377,238",570.5,14.4 ( 3 ),15.3 ( 3 ),17.8
10. Madison Headwaters in WY,"9,000-10,000'",117,114,18.3,20,86.5,"143,161",134.2,NA,NA,20.2
10. Madison Headwaters in WY,">10,000'",123,117,21.6,23.5,81.6,"13,528",10.8,NA,NA,21.6
11. Powder,"2,000-3,000'",0,0,0,0,0,0,"1,211.40",NA,NA,0
11. Powder,"3,000-4,000'",0,0,0,0,0,0,"3,971.60",NA,NA,0
11. Powder,"4,000-5,000'",0,0,0,0,0,0,"4,662.10",NA,NA,0.1
11. Powder,"5,000-6,000'",0,0,0,0,0,0,"2,024.50",NA,NA,0.1
11. Powder,"6,000-7,000'",0,0,0,0,0.1,25,604.1,NA,NA,0.1
11. Powder,"7,000-8,000'",0,1,0,0,0.4,799,490.3,NA,NA,1.5
11. Powder,"8,000-9,000'",7,8,0.6,0.7,8,"10,075",290.1,0.1 ( 4 ),0.7 ( 4 ),1.5
11. Powder,"9,000-10,000'",52,55,5.5,6.2,58.6,"26,997",82.1,7.7 ( 1 ),9.4 ( 1 ),7.7
11. Powder,"10,000-11,000'",92,95,11.7,13,70.6,"30,214",43.4,NA,NA,14.5
11. Powder,">11,000'",109,109,16.1,17.9,58.3,"16,740",17.6,NA,NA,16.9
12. Smith-Judith-Musselshell,"4,000-5,000'",22,24,0.3,0.1,7.1,"23,737","4,194.90",NA,NA,0
12. Smith-Judith-Musselshell,"5,000-6,000'",15,17,0.5,0.4,10.8,"53,098","2,493.60",NA,NA,0.2
12. Smith-Judith-Musselshell,"6,000-7,000'",41,45,2.8,2.8,29.2,"166,204","1,119.40",5.8 ( 4 ),6.2 ( 4 ),1.6
12. Smith-Judith-Musselshell,"7,000-8,000'",74,77,7.4,8,61.9,"202,714",475.5,14.2 ( 5 ),15.4 ( 5 ),7.5
12. Smith-Judith-Musselshell,"8,000-9,000'",116,116,13.7,14.9,83.5,"43,196",54.2,NA,NA,9.8
12. Smith-Judith-Musselshell,"9,000-10,000'",149,145,16.4,17.9,67.7,"2,030",2.1,NA,NA,9.1
13. Snake,"5,000-6,000'",0,0,0,0,0.6,160,294.9,NA,NA,0.1
13. Snake,"6,000-7,000'",8,8,0.7,0.6,11.4,"45,316","1,324.30",NA,NA,1.5
13. Snake,"7,000-8,000'",42,45,5.4,5.6,59.6,"511,683","1,704.50",10.5 ( 6 ),11.0 ( 6 ),6.7
13. Snake,"8,000-9,000'",83,84,12.4,13.4,89.4,"1,036,728","1,447.40",13.7 ( 3 ),15.2 ( 3 ),14.8
13. Snake,"9,000-10,000'",105,103,17.4,19.1,93.3,"773,530",760.5,21.0 ( 2 ),22.0 ( 2 ),20.1
13. Snake,"10,000-11,000'",112,108,21.4,23.5,90.5,"253,181",202,NA,NA,22.9
13. Snake,"11,000-12,000'",112,111,20.8,23.2,84.6,"9,178",7.4,NA,NA,20.9
13. Snake,">12,000'",130,128,19.8,21.9,64.8,450,0.4,NA,NA,28.1
14. Sun-Teton-Marias,"3,000-4,000'",0,0,0,0,0,244,"6,452.10",NA,NA,0
14. Sun-Teton-Marias,"4,000-5,000'",3,1,0,0,0.2,"2,257","2,583.90",NA,NA,0
14. Sun-Teton-Marias,"5,000-6,000'",47,47,2.8,2.8,22,"90,990",615.8,2.5 ( 3 ),2.6 ( 3 ),4.3
14. Sun-Teton-Marias,"6,000-7,000'",113,110,10.3,10.9,61.3,"333,726",574.4,12.0 ( 2 ),12.4 ( 2 ),15.5
14. Sun-Teton-Marias,"7,000-8,000'",152,144,17.8,19.1,79.4,"296,648",291.6,NA,NA,17.1
14. Sun-Teton-Marias,"8,000-9,000'",168,159,20.7,22.6,78.9,"28,063",23.3,NA,NA,17.2
14. Sun-Teton-Marias,">9,000'",179,154,25.1,27,67,278,0.2,NA,NA,36.2
15. Sweetwater,"7,000-8,000'",0,0,0,0,0,0,952.6,NA,NA,0.1
15. Sweetwater,"8,000-9,000'",2,2,0.2,0.2,3.4,"2,109",189,0.1 ( 1 ),1.0 ( 1 ),0.7
15. Sweetwater,"9,000-10,000'",36,43,4.4,4.7,67.5,"10,834",43,NA,NA,6.9
15. Sweetwater,"10,000-11,000'",82,84,11.4,12.4,92.4,"7,111",10.7,NA,NA,15.4
15. Sweetwater,"11,000-12,000'",99,97,16.1,17.7,83.1,"5,365",5.7,NA,NA,18
15. Sweetwater,"12,000-13,000'",99,97,17.3,18.9,92.5,195,0.2,NA,NA,17.6
16. Tongue,"2,000-3,000'",0,0,0,0,0,0,881.3,NA,NA,0
16. Tongue,"3,000-4,000'",0,0,0,0,0,0,"2,790.20",NA,NA,0
16. Tongue,"4,000-5,000'",0,0,0,0,0.7,0,"1,214.80",NA,NA,0.4
16. Tongue,"5,000-6,000'",0,0,0,0,1.6,0,49.2,NA,NA,0.9
16. Tongue,"6,000-7,000'",0,0,0,0,0.7,18,34.1,NA,NA,1.4
16. Tongue,"7,000-8,000'",5,8,0.5,0.6,11.3,"3,597",121.5,2.8 ( 2 ),4.4 ( 2 ),2.4
16. Tongue,"8,000-9,000'",27,31,2.8,3.2,36.3,"29,338",173.6,3.6 ( 4 ),4.8 ( 4 ),5.5
16. Tongue,"9,000-10,000'",76,78,9.8,10.9,76.7,"67,144",115.6,NA,NA,12
16. Tongue,"10,000-11,000'",99,100,14.7,16.3,81.3,"20,112",23.1,NA,NA,15.8
16. Tongue,"11,000-12,000'",103,104,15.9,17.6,87.3,"1,725",1.8,NA,NA,17.3
17. Upper Clark Fork,"3,000-4,000'",4,2,0,0,0.4,131,157.3,NA,NA,0
17. Upper Clark Fork,"4,000-5,000'",40,42,0.9,0.6,9.9,"49,680","1,442.30",NA,NA,0.5
17. Upper Clark Fork,"5,000-6,000'",56,63,2.3,2.3,22.7,"248,168","2,001.20",0.0 ( 3 ),0.0 ( 3 ),2.6
17. Upper Clark Fork,"6,000-7,000'",95,100,6.6,6.9,50,"576,987","1,576.10",19.2 ( 4 ),20.1 ( 4 ),9.3
17. Upper Clark Fork,"7,000-8,000'",120,118,11.9,12.8,68.8,"454,821",664.7,11.3 ( 3 ),11.9 ( 3 ),17.1
17. Upper Clark Fork,"8,000-9,000'",141,137,16.9,18.4,80.7,"144,192",147,18.9 ( 2 ),20.0 ( 2 ),17.8
17. Upper Clark Fork,"9,000-10,000'",151,145,19.2,20.8,72.1,"20,114",18.1,NA,NA,15.1
17. Upper Clark Fork,">10,000'",147,139,18.1,19.8,62.5,204,0.2,NA,NA,7.8
18. Upper Green§,"7,000-8,000'",3,4,0.1,0.1,1.3,"37,958","6,387.90",3.3 ( 2 ),3.0 ( 2 ),0.2
18. Upper Green§,"8,000-9,000'",35,40,3.2,3.5,37.7,"299,159","1,592.70",7.4 ( 8 ),8.0 ( 8 ),4.1
18. Upper Green§,"9,000-10,000'",63,66,7.3,8.1,69.7,"387,737",901,6.5 ( 10 ),7.2 ( 9 ),11.4
18. Upper Green§,"10,000-11,000'",76,77,10.7,11.9,82,"301,720",473.5,5.7 ( 2 ),6.8 ( 2 ),18.7
18. Upper Green§,"11,000-12,000'",75,76,11.2,12.6,85.2,"130,504",194.1,NA,NA,17.5
18. Upper Green§,"12,000-13,000'",66,68,8.9,10.3,81.6,"18,771",34.1,NA,NA,11.1
