,,2/1/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026,2/8/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026
Basin,Elevation Band,%2/1 Avg.,%2/8 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",28,13,2.5,1.7,30.7,"14,214",152.3,2.5 ( 2 ),1.5 ( 2 ),2.2
0. Trinity,"6,000-7,000'",49,36,6.5,6.4,74.3,"45,147",133,5.2 ( 5 ),5.1 ( 5 ),2.8
0. Trinity,"7,000-8,000'",50,49,9.1,10.5,81.7,"19,600",35.1,NA,NA,2.5
0. Trinity,"8,000-9,000'",54,64,13.3,15.5,78.8,800,1,NA,NA,3
1. Upper Sacramento,"5,000-6,000'",38,23,3.6,3.1,47.7,"10,469",64.1,4.9 ( 1 ),2.8 ( 1 ),3.3
1. Upper Sacramento,"6,000-7,000'",50,39,6.4,6.8,75.8,"13,050",36.2,14.9 ( 1 ),13.0 ( 1 ),4.8
1. Upper Sacramento,"7,000-8,000'",55,49,8.6,9.5,87.9,"4,454",8.8,NA,NA,10.5
1. Upper Sacramento,"8,000-9,000'",57,54,10,11.3,92.2,"1,395",2.3,NA,NA,22.2
1. Upper Sacramento,"9,000-10,000'",60,69,14.3,16.3,79.1,"1,511",1.7,NA,NA,37.4
1. Upper Sacramento,"10,000-11,000'",61,83,19.1,22,75.4,"1,019",0.9,NA,NA,39.3
1. Upper Sacramento,">11,000'",59,87,22,26.5,74.3,"1,639",1.2,NA,NA,35.3
2. McCloud,"5,000-6,000'",37,24,3.1,2.6,63.8,"13,420",96.8,9.7 ( 1 ),9.6 ( 1 ),6.8
2. McCloud,"6,000-7,000'",56,35,5.6,5.4,84.3,"11,904",41.7,NA,NA,9.5
2. McCloud,"7,000-8,000'",59,48,7.8,8.5,84.3,"6,426",14.2,NA,NA,19.7
2. McCloud,"8,000-9,000'",64,62,10.1,11.9,94.3,"4,103",6.5,NA,NA,34
2. McCloud,"9,000-10,000'",63,70,12.9,15.5,94.8,"2,557",3.1,NA,NA,39.4
2. McCloud,"10,000-11,000'",60,81,16.9,21.3,91.1,"1,647",1.4,NA,NA,48
2. McCloud,">11,000'",57,94,27.8,33.6,88.2,"2,078",1.2,NA,NA,44.7
3. Pit,"5,000-6,000'",14,7,0.5,0.3,7.4,"21,173","1,428.20",9.8 ( 1 ),10.8 ( 1 ),1.2
3. Pit,"6,000-7,000'",31,22,2.2,1.9,30.5,"52,735",507.2,8.0 ( 2 ),8.1 ( 2 ),2.2
3. Pit,"7,000-8,000'",44,39,5.1,5,56.9,"34,359",129.4,2.9 ( 2 ),2.9 ( 2 ),3.4
3. Pit,"8,000-9,000'",63,58,9,8.8,77.3,"9,157",19.4,NA,NA,5.5
3. Pit,">9,000'",65,66,11.7,12.1,74,"1,245",1.9,NA,NA,10.5
4. Sacramento at Bend Bridge,"5,000-6,000'",10,5,0.5,0.3,4.8,"2,702",156.3,NA,NA,1.8
4. Sacramento at Bend Bridge,"6,000-7,000'",45,34,4.2,4,48.3,"13,316",63.1,NA,NA,4.1
4. Sacramento at Bend Bridge,"7,000-8,000'",57,52,9.1,9.5,87.4,"7,946",15.6,NA,NA,8.8
4. Sacramento at Bend Bridge,"8,000-9,000'",55,57,11.4,12.5,81.3,"2,906",4.3,NA,NA,14.4
4. Sacramento at Bend Bridge,">9,000'",61,59,13.1,13.2,79,407,0.6,NA,NA,20.6
5. Feather,"5,000-6,000'",49,27,3.5,2.5,44.1,"166,588","1,257.10",9.5 ( 1 ),7.8 ( 1 ),3.5
5. Feather,"6,000-7,000'",61,45,6.5,5.9,76.7,"230,238",732.9,10.2 ( 5 ),9.7 ( 5 ),6.5
5. Feather,"7,000-8,000'",59,52,8,8.4,85.2,"54,953",122.6,6.2 ( 1 ),4.7 ( 1 ),6.7
5. Feather,"8,000-9,000'",61,66,11.9,13.1,96.2,"3,360",4.8,NA,NA,9.4
6. Yuba§,"5,000-6,000'",12,5,0.9,0.2,7.6,"1,690",193.5,NA,NA,2.6
6. Yuba§,"6,000-7,000'",42,32,5.6,3.5,60.5,"39,810",213.6,11.9 ( 4 ),11.7 ( 4 ),6.6
6. Yuba§,"7,000-8,000'",51,47,8.5,9.8,82.2,"59,245",113.1,NA,NA,8.8
6. Yuba§,"8,000-9,000'",56,57,11.3,16.1,83.4,"4,554",5.3,NA,NA,15.3
7. American,"5,000-6,000'",7,2,0.6,0.2,2.5,"2,911",294.8,1.4 ( 4 ),0.8 ( 4 ),0.4
7. American,"6,000-7,000'",47,33,6.4,5,57.5,"71,122",267.6,9.0 ( 2 ),8.5 ( 2 ),3.5
7. American,"7,000-8,000'",58,52,9.5,9.3,90,"83,493",168.1,10.3 ( 4 ),10.2 ( 4 ),10.4
7. American,"8,000-9,000'",60,60,10.9,11.7,86.5,"43,258",69.1,13.0 ( 3 ),13.0 ( 3 ),14.5
7. American,"9,000-10,000'",61,68,12.7,14.2,81.1,"5,628",7.4,NA,NA,17
8. Cosumnes,"5,000-6,000'",1,0,0.1,0,0,0,60.5,NA,NA,0
8. Cosumnes,"6,000-7,000'",39,18,4.3,2.2,24.6,"2,732",23.7,NA,NA,1
8. Cosumnes,"7,000-8,000'",62,53,9.6,8.7,85.7,"3,535",7.6,NA,NA,7
9. Mokelumne,"5,000-6,000'",2,0,0.1,0,0.2,44,82.5,NA,NA,0
9. Mokelumne,"6,000-7,000'",32,12,3.4,1.5,15.8,"4,951",63.5,6.5 ( 1 ),5.6 ( 1 ),1.6
9. Mokelumne,"7,000-8,000'",59,53,9,8.8,80.8,"40,657",86.4,NA,NA,8.3
9. Mokelumne,"8,000-9,000'",61,63,10.7,11.8,84.7,"49,076",77.9,13.9 ( 2 ),13.9 ( 2 ),13
9. Mokelumne,">9,000'",63,69,12.2,13.8,72,"5,537",7.5,NA,NA,17.1
10. Stanislaus,"5,000-6,000'",3,0,0.2,0,0.2,74,105.6,NA,NA,0
10. Stanislaus,"6,000-7,000'",39,21,4.2,2.5,28.3,"17,791",133.9,NA,NA,1.7
10. Stanislaus,"7,000-8,000'",62,51,8.6,7.9,77.1,"60,612",143.8,9.0 ( 1 ),8.6 ( 1 ),6
10. Stanislaus,"8,000-9,000'",63,62,10.5,11.3,84.9,"69,329",115.4,14.8 ( 2 ),15.0 ( 2 ),9.8
10. Stanislaus,"9,000-10,000'",63,70,12.3,14.1,77.9,"38,780",51.6,8.6 ( 1 ),16.6 ( 1 ),13.3
10. Stanislaus,"10,000-11,000'",64,76,14.3,16.7,78.7,"10,840",12.2,NA,NA,15.8
10. Stanislaus,"11,000-12,000'",71,87,15.1,18.1,73,373,0.4,NA,NA,12.1
11. Tuolumne§,"5,000-6,000'",0,0,0,0,0,0,168,NA,NA,0
11. Tuolumne§,"6,000-7,000'",30,13,3.1,0.3,13.2,"2,254",140.9,0.2 ( 1 ),0.0 ( 1 ),0.7
11. Tuolumne§,"7,000-8,000'",60,49,8.7,4.8,67.9,"38,035",149.1,9.2 ( 2 ),8.1 ( 2 ),5.5
11. Tuolumne§,"8,000-9,000'",64,62,10.1,11.2,81.4,"100,162",167.9,10.3 ( 3 ),10.6 ( 3 ),11.1
11. Tuolumne§,"9,000-10,000'",65,70,11.3,15.3,80.5,"143,686",176.1,14.1 ( 2 ),13.9 ( 2 ),14.8
11. Tuolumne§,"10,000-11,000'",68,81,13.6,18.7,83.8,"86,413",86.6,NA,NA,14.6
11. Tuolumne§,"11,000-12,000'",71,90,15.4,18.9,87.1,"24,219",24,NA,NA,11.8
11. Tuolumne§,"12,000-13,000'",73,94,15.8,14.2,88.5,"1,832",2.4,NA,NA,10
12. Merced,"5,000-6,000'",1,0,0,0,0,0,69.7,NA,NA,0.2
12. Merced,"6,000-7,000'",23,12,1.7,1,10.6,"4,170",78.3,NA,NA,2.2
12. Merced,"7,000-8,000'",67,54,8.2,7.2,68.7,"50,861",131.9,NA,NA,8.7
12. Merced,"8,000-9,000'",70,66,10.1,10.5,83.8,"69,249",123.4,16.3 ( 2 ),16.6 ( 2 ),14.1
12. Merced,"9,000-10,000'",70,73,11.9,13.4,85.7,"60,092",84.1,NA,NA,17.1
12. Merced,"10,000-11,000'",68,81,14.2,16.9,84.3,"35,714",39.7,NA,NA,17.2
12. Merced,"11,000-12,000'",66,85,16.6,20.1,85,"11,876",11.1,NA,NA,16.4
12. Merced,"12,000-13,000'",66,95,20.9,25.6,88.9,"1,845",1.4,NA,NA,16.2
13. San Joaquin§,"5,000-6,000'",0,0,0,0,0,0,137.2,NA,NA,0.5
13. San Joaquin§,"6,000-7,000'",39,19,3.1,0.6,20.8,"5,878",177.6,6.2 ( 3 ),5.4 ( 3 ),3.8
13. San Joaquin§,"7,000-8,000'",72,56,7.8,4.6,69.5,"52,858",214.2,11.5 ( 3 ),11.4 ( 3 ),10.3
13. San Joaquin§,"8,000-9,000'",71,64,9,10.3,75.7,"107,144",195.3,NA,NA,16.1
13. San Joaquin§,"9,000-10,000'",70,73,10.8,15.3,80.7,"163,910",201.4,16.1 ( 1 ),16.3 ( 1 ),16.8
13. San Joaquin§,"10,000-11,000'",72,85,13.5,18.8,85.6,"157,930",157.5,NA,NA,14.8
13. San Joaquin§,"11,000-12,000'",71,89,14.8,18.3,88,"111,696",114.6,NA,NA,11.2
13. San Joaquin§,"12,000-13,000'",75,100,17.2,16.7,90.2,"23,325",26.2,NA,NA,7.8
13. San Joaquin§,"13,000-14,000'",83,112,17.4,12.5,92.4,967,1.4,NA,NA,5.2
14. Kings§,"5,000-6,000'",0,0,0,0,0,0,95.6,NA,NA,0.1
14. Kings§,"6,000-7,000'",10,4,0.7,0.1,2.7,485,128.5,0.4 ( 1 ),0.0 ( 1 ),1.5
14. Kings§,"7,000-8,000'",56,38,5.6,2.6,39.6,"23,702",168.2,NA,NA,7
14. Kings§,"8,000-9,000'",70,60,8.5,8.4,68.3,"95,581",212.7,15.0 ( 1 ),17.0 ( 1 ),13.6
14. Kings§,"9,000-10,000'",74,75,10.9,13.2,80.4,"152,840",216.8,19.8 ( 2 ),19.6 ( 2 ),14.5
14. Kings§,"10,000-11,000'",74,86,13.1,16.2,84.2,"169,832",196.9,16.1 ( 2 ),16.0 ( 2 ),13.3
14. Kings§,"11,000-12,000'",75,93,14.8,17.9,88.1,"140,816",147.8,13.7 ( 1 ),18.6 ( 1 ),11.3
14. Kings§,"12,000-13,000'",77,102,16.9,18.7,87.1,"44,087",44.1,NA,NA,8.8
14. Kings§,"13,000-14,000'",83,114,18.5,20.7,89.8,"3,086",2.8,NA,NA,6
15. Kaweah,"5,000-6,000'",0,0,0,0,0,0,55.5,NA,NA,0
15. Kaweah,"6,000-7,000'",3,0,0.1,0,0.2,40,59.5,NA,NA,0.5
15. Kaweah,"7,000-8,000'",41,23,3.7,2.1,20,"6,846",60.1,NA,NA,4.3
15. Kaweah,"8,000-9,000'",54,45,7.1,6.2,50.5,"18,665",56.8,NA,NA,9.1
15. Kaweah,"9,000-10,000'",67,67,10.9,11.3,73.4,"26,123",43.4,11.7 ( 1 ),11.4 ( 1 ),11.9
15. Kaweah,"10,000-11,000'",69,80,13.9,15.7,85.9,"25,009",29.8,NA,NA,13.2
15. Kaweah,">11,000'",72,89,15.8,18.7,86.4,"9,218",9.3,NA,NA,12.4
16. Tule,"5,000-6,000'",0,0,0,0,0,0,51.6,NA,NA,0
16. Tule,"6,000-7,000'",0,0,0,0,0,0,40,NA,NA,0
16. Tule,"7,000-8,000'",25,11,2.3,1,9.5,"1,435",26.8,2.3 ( 1 ),1.7 ( 1 ),0.7
16. Tule,"8,000-9,000'",54,35,7.3,4.6,38.1,"3,700",15.2,NA,NA,3.6
16. Tule,"9,000-10,000'",64,60,10.9,10.2,65.9,"2,204",4.1,NA,NA,9.1
17. Kern§,"5,000-6,000'",0,0,0,0,0,0,246.2,NA,NA,0
17. Kern§,"6,000-7,000'",4,1,0.1,0,0.3,53,341.5,NA,NA,0
17. Kern§,"7,000-8,000'",28,18,2.1,0.4,11.8,"6,503",326.6,0.9 ( 1 ),0.0 ( 1 ),0.5
17. Kern§,"8,000-9,000'",76,64,8.2,3,50.1,"49,907",314.7,NA,NA,3.5
17. Kern§,"9,000-10,000'",89,91,10.5,7.3,74.1,"73,858",189.2,13.2 ( 1 ),12.7 ( 1 ),6.8
17. Kern§,"10,000-11,000'",87,100,12.4,13.7,84.8,"94,231",129.2,11.6 ( 2 ),10.8 ( 2 ),9.2
17. Kern§,"11,000-12,000'",81,101,14.4,17.2,88.8,"84,243",91.6,20.2 ( 1 ),20.1 ( 1 ),10.8
17. Kern§,"12,000-13,000'",83,112,16.3,18,90.2,"36,318",37.8,NA,NA,9
17. Kern§,">13,000'",94,127,17.4,17.5,89.4,"5,490",5.9,NA,NA,6.2
18. Truckee,"5,000-6,000'",65,34,4.5,3.2,64.6,"11,723",68.6,NA,NA,8.6
18. Truckee,"6,000-7,000'",60,42,6,5.2,70.4,"57,079",206.5,8.7 ( 4 ),8.0 ( 4 ),7.3
18. Truckee,"7,000-8,000'",55,50,7.7,8,76.5,"47,538",111.9,11.9 ( 2 ),11.7 ( 2 ),9.5
18. Truckee,"8,000-9,000'",59,58,10.1,10.6,81.8,"17,310",30.5,NA,NA,14.1
18. Truckee,"9,000-10,000'",70,72,11.9,12.9,81.3,"5,105",7.4,NA,NA,16.6
18. Truckee,"10,000-11,000'",75,81,13.2,14.9,80.2,384,0.5,NA,NA,18.5
19. Tahoe,"6,000-7,000'",19,12,1.5,1.1,16.9,"19,060",312.6,6.7 ( 2 ),6.8 ( 2 ),4.1
19. Tahoe,"7,000-8,000'",58,45,6.8,6.3,63.4,"35,875",107.1,10.2 ( 4 ),10.0 ( 4 ),8.7
19. Tahoe,"8,000-9,000'",63,62,9.6,10.3,75.9,"39,118",70.9,8.6 ( 1 ),8.4 ( 1 ),11.2
19. Tahoe,"9,000-10,000'",70,75,12,13.5,78,"11,853",16.5,NA,NA,12.5
19. Tahoe,"10,000-11,000'",77,87,13.1,15.4,90.6,875,1.1,NA,NA,10.7
20. W Carson,"5,000-6,000'",161,18,5.1,0.7,22.7,11,0.3,NA,NA,5.2
20. W Carson,"6,000-7,000'",89,39,5.3,3.1,57.7,316,1.9,NA,NA,8.3
20. W Carson,"7,000-8,000'",70,54,7.8,7.5,87.6,"11,304",28.1,NA,NA,11.5
20. W Carson,"8,000-9,000'",69,66,10,10.9,87.3,"16,159",27.8,12.3 ( 3 ),12.3 ( 3 ),12.8
20. W Carson,"9,000-10,000'",70,78,11.8,13.9,82,"5,142",6.9,NA,NA,12
20. W Carson,"10,000-11,000'",72,75,12.6,14.3,86,221,0.3,NA,NA,12.3
21. E Carson,"5,000-6,000'",66,15,1.5,0.4,10.2,765,33.4,NA,NA,0.2
21. E Carson,"6,000-7,000'",93,47,4.2,2.7,57.5,"11,401",79.4,2.5 ( 1 ),1.0 ( 1 ),3.7
21. E Carson,"7,000-8,000'",67,53,5.6,5.1,85.1,"27,430",100.2,7.4 ( 1 ),7.2 ( 1 ),7.1
21. E Carson,"8,000-9,000'",67,64,8.8,9.4,86.7,"48,751",97.3,10.4 ( 2 ),10.4 ( 2 ),10.1
21. E Carson,"9,000-10,000'",69,74,11.5,13,78.6,"23,953",34.7,NA,NA,11.8
21. E Carson,">10,000'",75,89,13.8,16.5,75.1,"8,988",10.2,NA,NA,12.3
22. W Walker,"6,000-7,000'",66,35,2.4,1.7,75.5,651,7.3,NA,NA,4.7
22. W Walker,"7,000-8,000'",56,38,3,2.5,88,"5,237",38.7,7.0 ( 1 ),6.9 ( 1 ),5
22. W Walker,"8,000-9,000'",67,60,7,7.3,91.1,"17,860",46.1,9.0 ( 2 ),8.5 ( 2 ),8.8
22. W Walker,"9,000-10,000'",70,76,11.3,13.3,86.5,"43,059",60.8,27.2 ( 1 ),27.3 ( 1 ),15.4
22. W Walker,"10,000-11,000'",70,85,13.9,16.9,82.4,"22,401",24.9,NA,NA,15.5
22. W Walker,"11,000-12,000'",77,94,14.3,17.5,79.3,"1,801",1.9,NA,NA,12.2
23. E Walker,"6,000-7,000'",2,1,0.1,0,80,44,60.6,NA,NA,3.1
23. E Walker,"7,000-8,000'",26,16,0.9,0.5,86.6,"3,245",111.7,NA,NA,3.6
23. E Walker,"8,000-9,000'",38,31,2.7,2,88,"9,344",88.1,NA,NA,4.7
23. E Walker,"9,000-10,000'",59,59,6.8,6.9,85.6,"19,821",53.9,9.9 ( 1 ),9.9 ( 1 ),9.5
23. E Walker,"10,000-11,000'",68,74,9.6,10.7,78.4,"19,808",34.7,NA,NA,11.8
23. E Walker,">11,000'",72,76,9.5,10.2,80.8,"3,985",7.3,NA,NA,10.3
24. Mono,"6,000-7,000'",0,0,0,0,32.9,0,374.9,NA,NA,2.3
24. Mono,"7,000-8,000'",9,6,0.4,0.1,70.5,"2,900",392.8,NA,NA,3.9
24. Mono,"8,000-9,000'",42,36,2.5,1.8,86,"17,385",178.9,NA,NA,5.1
24. Mono,"9,000-10,000'",62,60,5.9,5.7,87.8,"19,420",64.1,NA,NA,9.5
24. Mono,"10,000-11,000'",69,77,10.2,11.7,83.6,"29,384",47.2,NA,NA,12.9
24. Mono,"11,000-12,000'",73,90,13,15.6,85.9,"19,754",23.7,NA,NA,11.3
24. Mono,"12,000-13,000'",76,97,14.1,17.4,87,"3,951",4.2,NA,NA,10.5
25. Upper Owens,"6,000-7,000'",47,18,0.8,0.5,75.9,"1,711",68.6,NA,NA,8.5
25. Upper Owens,"7,000-8,000'",77,55,3,2.9,85.8,"21,926",143.6,NA,NA,10.2
25. Upper Owens,"8,000-9,000'",83,73,6.8,7.3,84.9,"29,305",75.4,NA,NA,11.3
25. Upper Owens,"9,000-10,000'",69,71,7.4,8.1,83.9,"19,037",44.2,13.2 ( 1 ),19.5 ( 1 ),11.1
25. Upper Owens,"10,000-11,000'",67,74,8.8,9.7,79.5,"16,833",32.4,NA,NA,9.9
25. Upper Owens,"11,000-12,000'",73,86,10.9,12.9,79.2,"10,679",15.5,NA,NA,6.5
25. Upper Owens,"12,000-13,000'",74,87,9.6,10.6,84,"1,643",2.9,NA,NA,3.5
26. Owens,"5,000-6,000'",0,0,0,0,0,0,421.9,NA,NA,0
26. Owens,"6,000-7,000'",3,0,0,0,1.3,6,342.5,NA,NA,0.1
26. Owens,"7,000-8,000'",13,3,0.2,0,21,635,314.8,NA,NA,1.2
26. Owens,"8,000-9,000'",42,22,0.9,0.6,32.9,"5,672",178.7,NA,NA,2
26. Owens,"9,000-10,000'",65,55,3.7,3.2,55.6,"25,112",148.1,6.1 ( 2 ),6.1 ( 2 ),4
26. Owens,"10,000-11,000'",80,82,7.3,7.8,74.5,"68,411",163.8,11.4 ( 2 ),11.8 ( 2 ),6.5
