,,3/8/2026,3/15/2026,3/8/2026,3/15/2026,3/15/2026,3/15/2026,3/15/2026,3/8/2026,3/15/2026,3/15/2026
Basin,Elevation Band,%3/8 Avg.,%3/15 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",35,43,3.2,3.4,22.4,"121,076",658.8,16.0 ( 2 ),18.0 ( 2 ),8.1
1. Central Columbia,"4,000-5,000'",69,78,10.8,12.2,55.3,"347,074",532.7,2.7 ( 2 ),6.2 ( 1 ),20.5
1. Central Columbia,"5,000-6,000'",93,109,19.5,23.3,82.1,"664,243",533.9,23.1 ( 2 ),27.7 ( 2 ),33.4
1. Central Columbia,"6,000-7,000'",98,117,25.8,30.9,88.4,"532,994",323,NA,NA,45.1
1. Central Columbia,"7,000-8,000'",91,108,28.4,33.9,86.6,"140,665",77.9,NA,NA,52.5
1. Central Columbia,"8,000-9,000'",89,104,27.8,32.9,85.7,"5,764",3.3,NA,NA,53.7
2. Central Puget Sound,"3,000-4,000'",78,86,3,4.1,14.5,"120,068",555.8,19.4 ( 3 ),26.7 ( 3 ),16.8
2. Central Puget Sound,"4,000-5,000'",129,149,11,14.8,40.8,"359,937",457.3,16.3 ( 2 ),25.0 ( 2 ),25.2
2. Central Puget Sound,"5,000-6,000'",158,192,25.1,33.4,72.8,"319,092",179.2,NA,NA,43
2. Central Puget Sound,"6,000-7,000'",132,165,33.5,43.8,87.3,"111,694",47.8,NA,NA,67.9
2. Central Puget Sound,"7,000-8,000'",108,135,36.1,46.6,97,"14,399",5.8,NA,NA,89.6
2. Central Puget Sound,"8,000-9,000'",100,120,43.3,57.3,100,590,0.2,NA,NA,101
2. Central Puget Sound,">9,000'",122,162,54.5,75.4,98.9,388,0.1,NA,NA,143
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",3,4,0,0,0.4,"2,151","2,531.10",0.2 ( 1 ),0.0 ( 1 ),0.2
