,,4/12/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026,4/19/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026
Basin,Elevation Band,%4/12 Avg.,%4/19 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",33,39,1.8,1.6,9.3,"56,080",658.8,11.3 ( 2 ),11.1 ( 2 ),3.6
1. Central Columbia,"4,000-5,000'",51,53,8.6,8,35.5,"228,242",532.7,1.0 ( 2 ),0.3 ( 2 ),15.8
1. Central Columbia,"5,000-6,000'",70,69,18.6,17.6,68.5,"500,704",533.9,23.1 ( 2 ),23.2 ( 2 ),31.9
1. Central Columbia,"6,000-7,000'",78,75,25.9,24.6,81.3,"423,155",323,NA,NA,48.2
1. Central Columbia,"7,000-8,000'",72,68,28.3,26.2,79.4,"108,822",77.9,NA,NA,59.4
1. Central Columbia,"8,000-9,000'",68,67,28.5,24.8,79.4,"4,348",3.3,NA,NA,62.3
2. Central Puget Sound,"3,000-4,000'",50,52,3.5,3.7,16.8,"110,394",555.8,23.7 ( 3 ),26.0 ( 3 ),13.9
2. Central Puget Sound,"4,000-5,000'",82,79,13,13.8,49.7,"336,139",457.3,21.1 ( 2 ),22.0 ( 2 ),23.9
2. Central Puget Sound,"5,000-6,000'",110,100,27.5,28.8,80.1,"274,969",179.2,NA,NA,44.3
2. Central Puget Sound,"6,000-7,000'",102,89,35.1,35.7,87.3,"90,874",47.8,NA,NA,75.9
2. Central Puget Sound,"7,000-8,000'",85,73,36.3,36.1,94.4,"11,135",5.8,NA,NA,105.2
2. Central Puget Sound,"8,000-9,000'",84,71,45.3,45.5,100,468,0.2,NA,NA,119.4
2. Central Puget Sound,">9,000'",99,85,57.9,61.7,99.9,317,0.1,NA,NA,159.6
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",0,0,0,0,0,0,"2,531.10",0.0 ( 1 ),0.0 ( 1 ),0
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",1,1,0,0,0.1,757,"1,613.30",0.4 ( 5 ),0.8 ( 5 ),1.2
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",8,11,0.5,0.6,4.8,"20,379",693.5,6.4 ( 2 ),7.3 ( 2 ),6.3
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",38,39,6.4,6.7,43.1,"72,229",203,9.2 ( 2 ),10.6 ( 2 ),18.2
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",55,50,19.2,6.7,78.4,"33,806",31.7,19.1 ( 1 ),20.1 ( 1 ),50.6
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",52,45,24.5,26,83.3,"11,236",8.1,NA,NA,72.5
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",49,41,36,37.8,92.1,"3,700",1.8,NA,NA,92.8
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",47,39,46.2,49.3,95.8,"1,776",0.7,NA,NA,157.2
3. Hood-Sandy-Lower Deschutes,">10,000'",35,33,33.1,29.8,95.3,307,0.2,NA,NA,441.2
4. Klamath,"4,000-5,000'",0,0,0,0,0,0,"4,630.00",0.0 ( 3 ),0.0 ( 3 ),0
4. Klamath,"5,000-6,000'",1,1,0,0,0.4,"4,240","2,247.50",0.1 ( 9 ),0.1 ( 9 ),0
4. Klamath,"6,000-7,000'",11,11,1.5,1.5,13.6,"47,384",578.1,1.8 ( 3 ),2.2 ( 3 ),1.3
4. Klamath,"7,000-8,000'",39,39,8.7,8.4,57.6,"38,577",85.8,0.0 ( 1 ),0.0 ( 1 ),2.8
4. Klamath,"8,000-9,000'",57,56,16.3,16.3,82.6,"1,345",1.5,NA,NA,6.7
5. Lewis,"2,000-3,000'",0,0,0,0,0,0,274.4,0.0 ( 2 ),0.2 ( 2 ),0.4
5. Lewis,"3,000-4,000'",9,9,0.5,0.5,3.6,"6,023",213.1,10.5 ( 3 ),11.1 ( 3 ),5.5
5. Lewis,"4,000-5,000'",18,19,2,2.2,13.6,"9,456",79.6,24.3 ( 2 ),26.4 ( 2 ),19.7
5. Lewis,"5,000-6,000'",52,50,13.2,14,63,"8,068",10.8,NA,NA,36.7
5. Lewis,"6,000-7,000'",61,52,27,29.1,78.9,"6,450",4.2,NA,NA,62.7
5. Lewis,"7,000-8,000'",57,45,36.4,41,84.4,"1,687",0.8,NA,NA,80.9
5. Lewis,">8,000'",45,38,34.3,34.5,81.8,532,0.3,NA,NA,107.1
