,,4/19/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026,4/26/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026
Basin,Elevation Band,%4/19 Avg.,%4/26 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Bear,"5,000-6,000'",0,0,0,0,0,0,"1,268.90",NA,NA,0
1. Bear,"6,000-7,000'",0,0,0,0,0.1,348,"2,464.70",0.1 ( 3 ),0.1 ( 3 ),0.1
1. Bear,"7,000-8,000'",8,8,0.4,0.3,6.6,"28,502","1,789.30",0.7 ( 6 ),0.2 ( 6 ),0.9
1. Bear,"8,000-9,000'",32,28,4.6,3.4,58.8,"105,230",585.8,9.1 ( 7 ),8.6 ( 7 ),8.9
1. Bear,"9,000-10,000'",44,37,7.3,5.5,69,"40,362",136.8,0.0 ( 2 ),0.0 ( 2 ),8.2
1. Bear,"10,000-11,000'",29,23,6,4.1,81.5,"13,396",61.1,NA,NA,9.5
1. Bear,"11,000-12,000'",28,22,6.1,4.4,78.7,"3,672",15.7,NA,NA,7.9
1. Bear,"12,000-13,000'",29,24,6.6,4.6,78.9,259,1.1,NA,NA,6.5
2. Beaver,"6,000-7,000'",0,0,0,0,0,0,479.9,NA,NA,0
2. Beaver,"7,000-8,000'",0,0,0,0,0,0,180.6,NA,NA,0
2. Beaver,"8,000-9,000'",1,1,0,0,0.2,34,75.9,0.2 ( 1 ),0.0 ( 1 ),0
2. Beaver,"9,000-10,000'",7,6,0.5,0.3,9.6,"1,021",66.3,NA,NA,0
2. Beaver,"10,000-11,000'",19,14,2.5,1.4,38.2,"2,119",27.4,6.9 ( 1 ),5.4 ( 1 ),3.1
2. Beaver,"11,000-12,000'",29,22,5.7,3.5,65.8,"1,007",5.4,NA,NA,9.5
3. Blue§,"7,000-8,000'",0,0,0,0,0,0,32.9,NA,NA,0
3. Blue§,"8,000-9,000'",0,0,0,0,0,0,101.8,NA,NA,0
3. Blue§,"9,000-10,000'",1,0,0,0,0.5,123,150.2,0.0 ( 1 ),0.0 ( 1 ),0
3. Blue§,"10,000-11,000'",12,9,1.2,0.5,15.1,"4,718",162.3,6.1 ( 2 ),3.1 ( 2 ),2
3. Blue§,"11,000-12,000'",27,22,4.5,2.4,53,"20,784",163.9,7.1 ( 2 ),5.5 ( 2 ),6.8
3. Blue§,"12,000-13,000'",29,22,5.8,2.8,51.4,"9,948",66.3,NA,NA,6.4
3. Blue§,">13,000'",29,21,6.2,2,43.1,676,6.5,NA,NA,4.1
4. Canadian,"8,000-9,000'",0,0,0,0,0,0,737,NA,NA,0
4. Canadian,"9,000-10,000'",0,0,0,0,0,0,360.3,NA,NA,0
4. Canadian,"10,000-11,000'",0,0,0,0,0,0,137.3,0.0 ( 2 ),0.0 ( 2 ),0.1
4. Canadian,"11,000-12,000'",1,0,0.1,0,0,0,28.8,NA,NA,0.5
4. Canadian,"12,000-13,000'",9,6,0.9,0.5,5.6,73,2.5,NA,NA,0.5
5. Colorado Headwaters§,"5,000-6,000'",0,NA,0,0,0,0,0.8,NA,NA,0
5. Colorado Headwaters§,"6,000-7,000'",0,0,0,0,0,0,86.6,NA,NA,0
5. Colorado Headwaters§,"7,000-8,000'",0,0,0,0,0,0,434.1,NA,NA,0
5. Colorado Headwaters§,"8,000-9,000'",0,0,0,0,0,0,857.3,0.0 ( 3 ),0.1 ( 3 ),0
5. Colorado Headwaters§,"9,000-10,000'",7,2,0.7,0.1,3.5,"5,219",826.9,2.8 ( 3 ),2.4 ( 3 ),0.6
5. Colorado Headwaters§,"10,000-11,000'",27,17,4.9,2,41.5,"49,367",456.5,7.9 ( 5 ),6.0 ( 5 ),5.6
5. Colorado Headwaters§,"11,000-12,000'",32,23,7.8,4.2,62.1,"47,973",212.2,6.3 ( 1 ),3.0 ( 1 ),6.9
5. Colorado Headwaters§,">12,000'",34,24,6.4,3.7,54.5,"6,310",31.8,NA,NA,4.6
6. Colorado Headwaters-Plateau,"7,000-8,000'",0,0,0,0,0,0,700.2,NA,NA,0
6. Colorado Headwaters-Plateau,"8,000-9,000'",0,0,0,0,0.1,97,643.2,NA,NA,0
6. Colorado Headwaters-Plateau,"9,000-10,000'",15,4,1.7,0.4,8.4,"5,700",283.6,NA,NA,0.3
6. Colorado Headwaters-Plateau,"10,000-11,000'",38,24,5.9,3.2,62.6,"31,076",179.6,0.7 ( 1 ),0.3 ( 1 ),3.2
6. Colorado Headwaters-Plateau,"11,000-12,000'",34,23,8.4,5.1,80.2,"1,743",6.4,NA,NA,10.6
7. Eagle,"7,000-8,000'",0,0,0,0,0,0,152.2,NA,NA,0
7. Eagle,"8,000-9,000'",0,0,0,0,0.1,23,184.7,0.1 ( 1 ),0.0 ( 1 ),0
7. Eagle,"9,000-10,000'",3,1,0.2,0,1,458,195.1,0.0 ( 1 ),0.1 ( 1 ),0.2
7. Eagle,"10,000-11,000'",13,9,1.4,0.9,15.6,"10,009",219,0.0 ( 1 ),0.0 ( 1 ),3.2
7. Eagle,"11,000-12,000'",26,20,4.7,3.3,53.4,"23,215",132,NA,NA,9.2
7. Eagle,"12,000-13,000'",28,22,6.4,4.4,54.6,"7,820",33,NA,NA,7.6
7. Eagle,"13,000-14,000'",33,24,7.5,4.9,51.6,480,1.8,NA,NA,5
8. Gila,"6,000-7,000'",NA,NA,0,0,0,0,"1,911.00",NA,NA,0
8. Gila,"7,000-8,000'",0,0,0,0,0,0,"2,107.40",0.0 ( 1 ),0.0 ( 1 ),0
8. Gila,"8,000-9,000'",0,0,0,0,0,0,791.6,0.0 ( 4 ),0.1 ( 4 ),0
8. Gila,"9,000-10,000'",0,0,0,0,0,0,105.5,NA,NA,0
8. Gila,"10,000-11,000'",0,0,0,0,0,0,10.7,NA,NA,0
9. Gunnison§,"7,000-8,000'",0,0,0,0,0,0,"1,038.70",NA,NA,0
9. Gunnison§,"8,000-9,000'",1,0,0,0,0.1,260,"1,716.10",0.0 ( 1 ),0.1 ( 1 ),0
9. Gunnison§,"9,000-10,000'",8,3,0.4,0.1,3.1,"10,210","1,555.90",3.6 ( 4 ),3.0 ( 4 ),0.1
9. Gunnison§,"10,000-11,000'",16,11,1.4,0.7,15.3,"48,892","1,228.40",0.7 ( 3 ),0.0 ( 3 ),0.9
9. Gunnison§,"11,000-12,000'",22,16,3.1,1.9,34.7,"65,030",630,0.1 ( 3 ),0.1 ( 3 ),2.9
9. Gunnison§,"12,000-13,000'",27,20,5.3,3.5,48.4,"50,181",270.9,NA,NA,3.7
9. Gunnison§,"13,000-14,000'",30,23,6.2,4.1,51.2,"4,332",19.7,NA,NA,2.5
10. Little Colorado,"6,000-7,000'",0,0,0,0,0,0,"9,987.30",NA,NA,0
10. Little Colorado,"7,000-8,000'",0,0,0,0,0,0,"5,643.60",0.0 ( 3 ),0.1 ( 3 ),0
10. Little Colorado,"8,000-9,000'",0,0,0,0,0,0,604.3,0.2 ( 1 ),0.1 ( 2 ),0
10. Little Colorado,"9,000-10,000'",0,0,0,0,0,0,144.2,0.1 ( 1 ),0.2 ( 1 ),0
10. Little Colorado,"10,000-11,000'",7,6,0.3,0.2,6.2,134,14.3,0.4 ( 1 ),0.2 ( 1 ),2
10. Little Colorado,">11,000'",22,17,2,1.2,25.9,275,4.3,NA,NA,8.4
11. Lower Colorado Mainstream,"5,000-6,000'",0,0,0,0,0,0,"5,707.90",NA,NA,0
11. Lower Colorado Mainstream,"6,000-7,000'",0,0,0,0,0,0,"3,486.30",NA,NA,0
11. Lower Colorado Mainstream,"7,000-8,000'",0,0,0,0,0,0,879.5,0.0 ( 1 ),0.0 ( 1 ),0
11. Lower Colorado Mainstream,"8,000-9,000'",0,0,0,0,0,0,541,0.3 ( 1 ),0.0 ( 1 ),0
11. Lower Colorado Mainstream,"9,000-10,000'",5,0,0.3,0,0.8,65,81,0.1 ( 2 ),0.0 ( 2 ),0.1
11. Lower Colorado Mainstream,"10,000-11,000'",18,11,1.4,0.6,16.5,53,1.6,NA,NA,1.3
12. Lower Green§,"7,000-8,000'",0,0,0,0,0,0,"2,289.00",0.1 ( 2 ),0.0 ( 2 ),0
12. Lower Green§,"8,000-9,000'",1,0,0,0,0.4,628,"1,779.70",0.0 ( 9 ),0.0 ( 9 ),0
12. Lower Green§,"9,000-10,000'",12,9,1.3,0.6,16.7,"26,704",889,0.0 ( 8 ),0.1 ( 8 ),0.5
12. Lower Green§,"10,000-11,000'",27,18,4.3,2.5,54.8,"67,089",509.3,5.7 ( 5 ),4.2 ( 5 ),4
12. Lower Green§,"11,000-12,000'",29,22,5.2,3.5,55.1,"37,824",201.6,NA,NA,5.9
12. Lower Green§,">12,000'",30,23,5.8,3.9,52.8,"5,283",25.2,NA,NA,5.3
13. Lower Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,490.30",0.7 ( 3 ),0.0 ( 3 ),0
13. Lower Rio Grande,"9,000-10,000'",0,0,0,0,0,0,257.5,0.0 ( 1 ),0.0 ( 1 ),0
13. Lower Rio Grande,"10,000-11,000'",0,0,0,0,0,0,45.8,0.1 ( 2 ),0.0 ( 2 ),0
13. Lower Rio Grande,"11,000-12,000'",5,5,0.4,0.3,5.7,54,3.2,NA,NA,0
14. Lower Sevier,"6,000-7,000'",0,0,0,0,0,0,504.3,0.0 ( 1 ),0.0 ( 1 ),0
14. Lower Sevier,"7,000-8,000'",0,0,0,0,0,0,256.2,0.0 ( 2 ),0.0 ( 2 ),0
14. Lower Sevier,"8,000-9,000'",1,0,0,0,0.1,22,114.1,NA,NA,0
14. Lower Sevier,"9,000-10,000'",10,4,1,0.3,9.5,528,31.8,NA,0.0 ( 1 ),0
15. Pecos,"9,000-10,000'",0,0,0,0,0,0,193.4,NA,NA,0
15. Pecos,"10,000-11,000'",0,0,0,0,0,0,94.9,0.0 ( 1 ),0.0 ( 1 ),0
15. Pecos,"11,000-12,000'",2,1,0.1,0.1,0.8,115,42.7,0.0 ( 1 ),0.0 ( 1 ),0.2
15. Pecos,"12,000-13,000'",23,12,2.9,1.3,21.3,82,1.2,NA,NA,0.6
16. Provo-Utah Lake-Jordan,"5,000-6,000'",0,0,0,0,0,0,683.2,NA,NA,0
16. Provo-Utah Lake-Jordan,"6,000-7,000'",0,0,0,0,0,16,711.3,0.0 ( 1 ),0.0 ( 1 ),0
16. Provo-Utah Lake-Jordan,"7,000-8,000'",0,0,0,0,0.1,174,653.4,0.0 ( 3 ),3.0 ( 3 ),0
16. Provo-Utah Lake-Jordan,"8,000-9,000'",9,5,0.9,0.4,12.9,"7,630",390.1,0.2 ( 9 ),0.0 ( 9 ),0.5
16. Provo-Utah Lake-Jordan,"9,000-10,000'",25,19,4.8,2.5,66.5,"27,727",209,9.7 ( 5 ),6.8 ( 5 ),3.2
16. Provo-Utah Lake-Jordan,"10,000-11,000'",30,22,7.4,4.7,74.9,"11,598",46,NA,NA,7.2
16. Provo-Utah Lake-Jordan,"11,000-12,000'",28,21,6.5,4.1,55.5,253,1.2,NA,NA,3
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",0,0,0,0,0,0,"2,440.90",NA,NA,0
17. Rio Chama-Upper Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,222.80",0.0 ( 2 ),0.0 ( 2 ),0
17. Rio Chama-Upper Rio Grande,"9,000-10,000'",1,0,0,0,0,0,848.3,0.0 ( 5 ),0.0 ( 5 ),0
17. Rio Chama-Upper Rio Grande,"10,000-11,000'",11,2,0.6,0.1,2.3,"1,788",532.9,0.0 ( 4 ),0.0 ( 4 ),0.4
17. Rio Chama-Upper Rio Grande,"11,000-12,000'",11,7,0.9,0.4,11.1,"3,630",154.6,8.9 ( 1 ),8.7 ( 1 ),3.9
17. Rio Chama-Upper Rio Grande,"12,000-13,000'",21,15,2.6,1.5,24.1,"2,292",28.4,NA,NA,6.3
18. Rio Grande Headwaters§,"7,000-8,000'",0,0,0,0,0,0,"2,682.20",NA,NA,0
18. Rio Grande Headwaters§,"8,000-9,000'",0,0,0,0,0,0,"1,420.70",NA,NA,0
18. Rio Grande Headwaters§,"9,000-10,000'",1,0,0,0,0,32,"1,270.60",0.1 ( 3 ),0.0 ( 3 ),0
18. Rio Grande Headwaters§,"10,000-11,000'",8,3,0.4,0.1,3.1,"5,189","1,141.30",0.2 ( 8 ),0.1 ( 8 ),0.2
18. Rio Grande Headwaters§,"11,000-12,000'",19,11,2.1,0.9,23.9,"38,535",839.3,2.1 ( 4 ),1.4 ( 4 ),0.8
18. Rio Grande Headwaters§,"12,000-13,000'",27,18,4.1,1.7,38.5,"23,012",248.2,NA,NA,1.5
18. Rio Grande Headwaters§,"13,000-14,000'",31,22,4.7,2.2,34.4,"1,290",11.1,NA,NA,1.2
19. Roaring Fork§,"7,000-8,000'",0,0,0,0,0,0,196.1,NA,NA,0
19. Roaring Fork§,"8,000-9,000'",1,0,0,0,0.1,44,262,0.0 ( 1 ),0.0 ( 1 ),0
19. Roaring Fork§,"9,000-10,000'",7,4,0.5,0.2,5.7,"2,772",267.9,0.1 ( 2 ),0.1 ( 2 ),0.4
19. Roaring Fork§,"10,000-11,000'",19,13,2.2,1.2,31,"17,184",263.2,6.5 ( 4 ),3.8 ( 4 ),4.3
19. Roaring Fork§,"11,000-12,000'",28,20,5.2,3.4,65.7,"45,337",251.7,NA,NA,9.5
19. Roaring Fork§,"12,000-13,000'",30,21,6.4,4.6,67.7,"27,478",113.1,NA,NA,8.1
19. Roaring Fork§,"13,000-14,000'",33,22,7.3,4.6,58.2,"1,524",6.3,NA,NA,4.9
20. Salt,"6,000-7,000'",0,NA,0,0,0,0,"1,239.40",NA,NA,0
