,,4/5/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026,4/12/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026
9. Mokelumne,">9,000'",20,42,5.9,13.7,62.8,"5,493",7.5,NA,NA,10.6
10. Stanislaus,"5,000-6,000'",0,0,0,0,0,0,105.6,NA,NA,0
10. Stanislaus,"6,000-7,000'",0,0,0,0,0.2,63,133.9,NA,NA,0.7
10. Stanislaus,"7,000-8,000'",9,8,1.9,1.6,24.7,"12,045",143.8,6.8 ( 1 ),5.2 ( 1 ),2
10. Stanislaus,"8,000-9,000'",19,21,4.7,5.5,56.5,"34,079",115.4,12.6 ( 2 ),12.0 ( 2 ),6.4
10. Stanislaus,"9,000-10,000'",20,34,5.9,10.8,66,"29,725",51.6,11.7 ( 1 ),11.9 ( 1 ),9.7
10. Stanislaus,"10,000-11,000'",21,45,6.6,16.4,66.9,"10,650",12.2,NA,NA,10.2
10. Stanislaus,"11,000-12,000'",23,50,6.8,17.5,63,361,0.4,NA,NA,6.7
11. Tuolumne§,"5,000-6,000'",0,0,0,0,0,0,168,NA,NA,0
11. Tuolumne§,"6,000-7,000'",0,0,0,0,0.3,14,140.9,0.0 ( 1 ),1.0 ( 1 ),0.4
11. Tuolumne§,"7,000-8,000'",9,7,1,0.8,17.1,"6,132",149.1,6.2 ( 2 ),6.5 ( 2 ),1.7
11. Tuolumne§,"8,000-9,000'",17,18,4.1,4.6,48.7,"40,755",167.9,5.6 ( 3 ),6.2 ( 3 ),8
11. Tuolumne§,"9,000-10,000'",20,29,6.5,9.9,66.5,"93,117",176.1,12.9 ( 2 ),12.7 ( 2 ),14.8
11. Tuolumne§,"10,000-11,000'",22,36,6.9,12.7,73.5,"58,523",86.6,NA,NA,14.5
11. Tuolumne§,"11,000-12,000'",24,37,6.5,11.5,72.5,"14,763",24,NA,NA,10.5
11. Tuolumne§,"12,000-13,000'",26,38,5.1,8.9,60.1,"1,147",2.4,NA,NA,8.8
12. Merced§,"5,000-6,000'",0,0,0,0,0,0,69.7,NA,NA,0
12. Merced§,"6,000-7,000'",0,0,0,0,0,0,78.3,NA,NA,0.1
12. Merced§,"7,000-8,000'",4,2,0.7,0.4,6.8,"2,825",131.9,NA,NA,1.5
12. Merced§,"8,000-9,000'",17,15,3.6,3.2,46.1,"21,377",123.4,9.5 ( 2 ),8.3 ( 2 ),8.1
12. Merced§,"9,000-10,000'",22,24,5.7,6.6,71.7,"29,501",84.1,NA,NA,17
12. Merced§,"10,000-11,000'",22,30,6.9,10.4,72.7,"22,074",39.7,NA,NA,19.5
12. Merced§,"11,000-12,000'",22,46,6.7,16.7,67.7,"9,911",11.1,NA,NA,18.9
12. Merced§,"12,000-13,000'",24,52,8.4,22.1,77.9,"1,592",1.4,NA,NA,19.7
13. San Joaquin§,"5,000-6,000'",0,0,0,0,0,0,137.2,NA,NA,0
13. San Joaquin§,"6,000-7,000'",0,0,0,0,0,0,177.6,0.0 ( 3 ),1.0 ( 3 ),0
13. San Joaquin§,"7,000-8,000'",3,2,0.3,0.2,4.4,"2,068",214.2,3.5 ( 3 ),2.9 ( 3 ),0.9
13. San Joaquin§,"8,000-9,000'",15,12,3.5,3.2,33.9,"33,286",195.3,NA,NA,7.4
13. San Joaquin§,"9,000-10,000'",21,21,8.4,9.6,62,"103,470",201.4,6.2 ( 1 ),5.0 ( 1 ),13.4
13. San Joaquin§,"10,000-11,000'",24,27,12.4,16.4,71.9,"137,780",157.5,NA,NA,12.6
13. San Joaquin§,"11,000-12,000'",25,30,13.8,20.4,67,"124,566",114.6,NA,NA,11.9
13. San Joaquin§,"12,000-13,000'",27,37,12.2,21,63.6,"29,257",26.2,NA,NA,8.4
13. San Joaquin§,"13,000-14,000'",30,31,7.2,9.3,59.7,721,1.4,NA,NA,5
14. Kings§,"5,000-6,000'",0,0,0,0,0,0,95.6,NA,NA,0
14. Kings§,"6,000-7,000'",0,0,0,0,0,0,128.5,0.0 ( 1 ),0.1 ( 1 ),0
14. Kings§,"7,000-8,000'",1,1,0.1,0,0.9,254,168.2,NA,1.1 ( 1 ),0.6
14. Kings§,"8,000-9,000'",11,8,1.7,1.3,22.6,"14,899",212.7,0.0 ( 1 ),0.0 ( 1 ),6.3
14. Kings§,"9,000-10,000'",21,19,4.7,4.6,56.5,"52,729",216.8,18.4 ( 2 ),15.3 ( 2 ),10.7
14. Kings§,"10,000-11,000'",26,24,7.8,8.5,68.3,"88,860",196.9,12.1 ( 2 ),10.2 ( 2 ),11.4
14. Kings§,"11,000-12,000'",26,30,10.1,14.1,64.6,"111,065",147.8,NA,NA,11.8
14. Kings§,"12,000-13,000'",28,34,10.6,16.3,60.6,"38,243",44.1,NA,NA,9.7
14. Kings§,"13,000-14,000'",29,36,9.5,13.7,63.5,"2,050",2.8,NA,NA,5.7
15. Kaweah§,"5,000-6,000'",0,0,0,0,0,0,55.5,NA,NA,0
15. Kaweah§,"6,000-7,000'",0,0,0,0,0,0,59.5,0.0 ( 1 ),0.0 ( 1 ),0
15. Kaweah§,"7,000-8,000'",0,0,0,0,0,0,60.1,NA,NA,0.2
15. Kaweah§,"8,000-9,000'",7,4,1.2,1.1,10.6,"3,274",56.8,NA,NA,2.6
15. Kaweah§,"9,000-10,000'",19,16,4.3,7.1,46.6,"16,400",43.4,NA,NA,5.5
15. Kaweah§,"10,000-11,000'",24,25,6.6,16.4,62.3,"26,035",29.8,NA,NA,8.1
15. Kaweah§,">11,000'",26,34,7.6,25.3,62.8,"12,490",9.3,NA,NA,10.7
16. Tule,"5,000-6,000'",0,0,0,0,0,0,51.6,NA,NA,0
16. Tule,"6,000-7,000'",0,0,0,0,0,0,40,NA,NA,0
16. Tule,"7,000-8,000'",0,0,0,0,0,0,26.8,0.0 ( 1 ),0.6 ( 1 ),0
16. Tule,"8,000-9,000'",1,1,0.2,0.2,2.7,130,15.2,NA,NA,0.2
16. Tule,"9,000-10,000'",15,14,3.4,3.8,41.9,824,4.1,NA,NA,0.6
17. Kern§,"5,000-6,000'",0,0,0,0,0,0,246.2,NA,NA,0
17. Kern§,"6,000-7,000'",0,0,0,0,0,0,341.5,NA,NA,0
17. Kern§,"7,000-8,000'",0,0,0,0,0,0,326.6,0.0 ( 1 ),0.0 ( 1 ),0
17. Kern§,"8,000-9,000'",1,0,0.1,0,0.6,756,314.7,NA,NA,0
17. Kern§,"9,000-10,000'",8,6,1.3,1.3,11.9,"12,897",189.2,5.4 ( 1 ),0.7 ( 1 ),0.8
17. Kern§,"10,000-11,000'",25,21,4.9,6.6,52,"45,541",129.2,2.4 ( 2 ),0.0 ( 2 ),5.1
17. Kern§,"11,000-12,000'",30,30,7,12.6,69,"61,630",91.6,14.8 ( 1 ),12.7 ( 1 ),12.1
17. Kern§,"12,000-13,000'",32,32,7.9,14.7,63.8,"29,632",37.8,NA,NA,12
17. Kern§,">13,000'",35,33,8.6,14.4,58.2,"4,508",5.9,NA,NA,5.9
18. Truckee§,"5,000-6,000'",0,0,0,0,0,0,68.6,NA,NA,0.2
18. Truckee§,"6,000-7,000'",1,2,0.2,0.1,3.6,"1,627",206.5,4.8 ( 4 ),5.7 ( 4 ),0.6
18. Truckee§,"7,000-8,000'",11,15,3.4,5.6,34.5,"33,708",111.9,2.6 ( 2 ),3.8 ( 2 ),3.5
18. Truckee§,"8,000-9,000'",17,30,6.6,14.8,58.2,"24,098",30.5,NA,NA,11.1
18. Truckee§,"9,000-10,000'",21,31,7,11.4,74.6,"4,504",7.4,NA,NA,18
18. Truckee§,"10,000-11,000'",22,30,5.9,9.1,57.4,235,0.5,NA,NA,23.8
19. Tahoe§,"6,000-7,000'",0,0,0,0,0.5,227,312.6,1.2 ( 2 ),1.1 ( 2 ),0.6
19. Tahoe§,"7,000-8,000'",7,9,1.7,2.2,20.1,"12,573",107.1,1.8 ( 4 ),1.6 ( 4 ),2
19. Tahoe§,"8,000-9,000'",15,23,5.1,9,45,"34,111",70.9,0.0 ( 1 ),1.7 ( 1 ),4.7
19. Tahoe§,"9,000-10,000'",21,34,7.7,14,61,"12,318",16.5,NA,NA,7.1
19. Tahoe§,"10,000-11,000'",24,26,5.3,6.5,81.6,368,1.1,NA,NA,6.5
20. W Carson§,"5,000-6,000'",0,0,0,0,0,0,0.3,NA,NA,0.7
20. W Carson§,"6,000-7,000'",0,0,0,0,0,0,1.9,NA,NA,0.8
20. W Carson§,"7,000-8,000'",5,4,0.8,0.6,9.4,855,28.1,NA,NA,1.7
20. W Carson§,"8,000-9,000'",17,18,3.2,3.8,39,"5,638",27.8,6.1 ( 3 ),6.1 ( 3 ),4.5
20. W Carson§,"9,000-10,000'",22,30,4.4,6.5,55.8,"2,402",6.9,NA,NA,4.5
20. W Carson§,"10,000-11,000'",20,33,4.7,7.3,39.7,113,0.3,NA,NA,5.8
21. E Carson§,"5,000-6,000'",0,0,0,0,0,0,33.4,NA,NA,0.1
21. E Carson§,"6,000-7,000'",0,0,0,0,0,0,79.4,0.0 ( 1 ),0.5 ( 1 ),0.3
21. E Carson§,"7,000-8,000'",5,5,0.4,0.4,6.7,"1,873",100.2,0.0 ( 1 ),0.8 ( 1 ),0.9
21. E Carson§,"8,000-9,000'",15,16,2.3,2.6,32.3,"13,430",97.3,2.7 ( 2 ),3.0 ( 2 ),3
21. E Carson§,"9,000-10,000'",21,30,4.1,6.7,58,"12,426",34.7,NA,NA,6.5
21. E Carson§,">10,000'",24,45,4.8,10.3,67,"5,600",10.2,NA,NA,8.9
22. W Walker,"6,000-7,000'",0,0,0,0,0,0,7.3,NA,NA,0.1
22. W Walker,"7,000-8,000'",1,1,0.1,0.1,1,131,38.7,0.0 ( 1 ),0.5 ( 1 ),0.2
22. W Walker,"8,000-9,000'",16,15,2.6,2.3,30.2,"5,576",46.1,5.1 ( 2 ),5.3 ( 2 ),3.6
22. W Walker,"9,000-10,000'",22,33,5.5,8.7,64.7,"28,137",60.8,35.0 ( 1 ),39.0 ( 1 ),12.8
22. W Walker,"10,000-11,000'",23,42,6.5,13.6,66.9,"18,054",24.9,NA,NA,11.1
22. W Walker,"11,000-12,000'",25,34,6.2,9.4,56.8,968,1.9,NA,NA,9.2
23. E Walker,"6,000-7,000'",0,0,0,0,0,0,60.6,NA,NA,0
23. E Walker,"7,000-8,000'",0,0,0,0,0,0,111.7,NA,NA,0.1
23. E Walker,"8,000-9,000'",6,6,0.4,0.4,7.4,"1,804",88.1,NA,NA,0.8
23. E Walker,"9,000-10,000'",19,29,3,4.8,48.3,"13,712",53.9,6.5 ( 1 ),5.3 ( 1 ),5
23. E Walker,"10,000-11,000'",27,51,5.4,11.5,60.5,"21,199",34.7,NA,NA,7.1
23. E Walker,">11,000'",32,54,5.8,11,56.5,"4,304",7.3,NA,NA,5.9
24. Mono,"6,000-7,000'",0,0,0,0,0,0,374.9,NA,NA,0
24. Mono,"7,000-8,000'",0,0,0,0,0.1,22,392.8,NA,NA,0
24. Mono,"8,000-9,000'",3,2,0.2,0.1,2.8,633,178.9,NA,NA,0.1
24. Mono,"9,000-10,000'",16,21,2,2.6,42.1,"8,961",64.1,NA,NA,4
24. Mono,"10,000-11,000'",25,41,5.3,9.6,66.2,"24,231",47.2,NA,NA,10.4
24. Mono,"11,000-12,000'",28,45,6.8,12.5,62.1,"15,818",23.7,NA,NA,8.5
24. Mono,"12,000-13,000'",28,40,7,11.4,59.8,"2,587",4.2,NA,NA,8.7
25. Upper Owens,"6,000-7,000'",0,0,0,0,0,0,68.6,NA,NA,0
25. Upper Owens,"7,000-8,000'",2,1,0.1,0,0.5,249,143.6,NA,NA,0
25. Upper Owens,"8,000-9,000'",13,11,1.7,1.2,19.8,"4,945",75.4,NA,NA,1.1
25. Upper Owens,"9,000-10,000'",21,22,3.1,3.4,50.1,"7,969",44.2,18.2 ( 1 ),17.6 ( 1 ),2.8
25. Upper Owens,"10,000-11,000'",21,32,3.8,6.2,60,"10,709",32.4,NA,NA,3
25. Upper Owens,"11,000-12,000'",25,39,5.2,9.1,57.7,"7,547",15.5,NA,NA,2
25. Upper Owens,"12,000-13,000'",31,46,5.8,9.4,59.5,"1,451",2.9,NA,NA,1
26. Owens,"5,000-6,000'",0,0,0,0,0,0,421.9,NA,NA,0
26. Owens,"6,000-7,000'",0,0,0,0,0,0,342.5,NA,NA,0
26. Owens,"7,000-8,000'",0,0,0,0,0,0,314.8,NA,NA,0
26. Owens,"8,000-9,000'",3,1,0.1,0,0.8,191,178.7,NA,NA,0
26. Owens,"9,000-10,000'",15,13,1,0.7,16.7,"5,474",148.1,1.0 ( 2 ),0.2 ( 2 ),0.5
26. Owens,"10,000-11,000'",24,24,2.9,2.8,42.6,"24,623",163.8,4.5 ( 2 ),3.2 ( 2 ),2.9
26. Owens,"11,000-12,000'",30,33,5.3,6.4,53.2,"45,060",132,NA,NA,6
26. Owens,"12,000-13,000'",31,37,6.4,8.6,51.8,"28,604",62.1,NA,NA,4.6
26. Owens,">13,000'",34,32,6,6.2,44.3,"3,024",9.2,NA,NA,2.4
