,,3/15/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026,3/22/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026
Basin,Elevation Band,%3/15 Avg.,%3/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",5,3,1.1,0.6,11.9,"4,828",152.3,0.5 ( 2 ),0.0 ( 2 ),0.2
0. Trinity,"6,000-7,000'",22,11,5.4,3.3,49.3,"23,224",133,5.6 ( 4 ),2.1 ( 5 ),0.8
0. Trinity,"7,000-8,000'",34,18,9.7,6.3,66.9,"11,732",35.1,NA,NA,0.3
0. Trinity,"8,000-9,000'",43,23,13.7,9.6,74.7,494,1,NA,NA,0.2
1. Upper Sacramento,"5,000-6,000'",9,4,1.6,0.9,16.9,"2,956",64.1,0.0 ( 1 ),0.0 ( 1 ),0.1
1. Upper Sacramento,"6,000-7,000'",25,12,5.7,3.4,53,"6,486",36.2,12.8 ( 1 ),8.3 ( 1 ),1.2
1. Upper Sacramento,"7,000-8,000'",32,17,8.3,6,72.6,"2,793",8.8,NA,NA,10.4
1. Upper Sacramento,"8,000-9,000'",36,18,9.8,7.2,76.2,895,2.3,NA,NA,26.3
1. Upper Sacramento,"9,000-10,000'",42,24,13,10.8,81.3,"1,001",1.7,NA,NA,46.2
1. Upper Sacramento,"10,000-11,000'",50,30,17.1,14.7,91.2,682,0.9,NA,NA,45.7
1. Upper Sacramento,">11,000'",46,31,17.6,17.4,76.2,"1,075",1.2,NA,NA,39.5
2. McCloud,"5,000-6,000'",10,5,1.7,0.9,18.1,"4,547",96.8,6.2 ( 1 ),1.0 ( 1 ),1.4
2. McCloud,"6,000-7,000'",23,15,4.9,3.9,68.8,"8,685",41.7,NA,NA,5.6
2. McCloud,"7,000-8,000'",33,18,8.3,6.2,86.9,"4,676",14.2,NA,NA,19.5
2. McCloud,"8,000-9,000'",42,22,10.9,8,89.3,"2,764",6.5,NA,NA,40.6
2. McCloud,"9,000-10,000'",41,26,12.1,10.3,85.9,"1,693",3.1,NA,NA,47.3
2. McCloud,"10,000-11,000'",43,28,14.8,13.5,90.5,"1,040",1.4,NA,NA,57.1
2. McCloud,">11,000'",41,35,18.3,22.4,94,"1,383",1.2,NA,NA,51.3
3. Pit,"5,000-6,000'",1,0,0.1,0,0.4,"1,507","1,428.20",6.5 ( 1 ),1.0 ( 1 ),0
3. Pit,"6,000-7,000'",14,7,1.6,0.8,11.9,"21,954",507.2,5.9 ( 2 ),3.8 ( 2 ),0.5
3. Pit,"7,000-8,000'",37,18,6.6,3.4,45.1,"23,444",129.4,4.0 ( 2 ),0.7 ( 2 ),1.7
3. Pit,"8,000-9,000'",58,40,12.5,9.1,78.7,"9,440",19.4,NA,NA,3.9
3. Pit,">9,000'",64,46,16.8,13.2,80.1,"1,363",1.9,NA,NA,12.5
4. Sacramento at Bend Bridge,"5,000-6,000'",0,0,0,0,0.1,21,156.3,NA,NA,0
4. Sacramento at Bend Bridge,"6,000-7,000'",16,7,2.8,1.3,20.1,"4,472",63.1,NA,NA,1.4
4. Sacramento at Bend Bridge,"7,000-8,000'",39,22,10.4,6.4,75.4,"5,297",15.6,NA,NA,7.3
4. Sacramento at Bend Bridge,"8,000-9,000'",48,24,14.8,8.3,67,"1,920",4.3,NA,NA,12.9
4. Sacramento at Bend Bridge,">9,000'",53,25,16.3,9.5,72,295,0.6,NA,NA,20.8
5. Feather§,"5,000-6,000'",6,1,0.5,0.1,1.5,"5,338","1,257.10",8.1 ( 1 ),0.0 ( 1 ),0.9
5. Feather§,"6,000-7,000'",24,9,3.7,1.6,24.7,"63,652",732.9,7.4 ( 4 ),1.7 ( 5 ),2.3
5. Feather§,"7,000-8,000'",41,20,8.2,4.4,60.5,"28,836",122.6,3.9 ( 1 ),0.2 ( 1 ),2.9
5. Feather§,"8,000-9,000'",52,29,14.3,8.1,80.6,"2,074",4.8,NA,NA,7.7
6. Yuba§,"5,000-6,000'",4,0,0.3,0,0.8,307,193.5,NA,NA,0.8
6. Yuba§,"6,000-7,000'",30,13,5.2,2.4,40.4,"27,760",213.6,15.8 ( 4 ),10.0 ( 4 ),2.9
6. Yuba§,"7,000-8,000'",48,25,14.3,7.3,76.9,"44,264",113.1,NA,NA,4.7
6. Yuba§,"8,000-9,000'",58,27,24.9,12.1,79,"3,435",5.3,NA,NA,15.5
7. American,"5,000-6,000'",3,0,0.4,0,0.5,453,294.8,1.7 ( 4 ),1.0 ( 4 ),0.1
7. American,"6,000-7,000'",28,12,6,2.3,29.1,"33,061",267.6,15.6 ( 2 ),11.1 ( 2 ),1.4
7. American,"7,000-8,000'",48,26,12.2,6.5,72.9,"58,210",168.1,8.0 ( 4 ),1.5 ( 4 ),6.7
7. American,"8,000-9,000'",60,30,16.4,8.3,77.7,"30,761",69.1,19.2 ( 2 ),16.3 ( 2 ),11.3
7. American,"9,000-10,000'",69,31,20.2,9.6,69.1,"3,825",7.4,NA,NA,12.4
8. Cosumnes,"5,000-6,000'",0,0,0,0,0,0,60.5,NA,NA,0
8. Cosumnes,"6,000-7,000'",18,4,3.2,0.7,9.1,922,23.7,NA,NA,0.5
8. Cosumnes,"7,000-8,000'",51,26,12,6.1,77.8,"2,478",7.6,NA,NA,4.5
9. Mokelumne,"5,000-6,000'",1,0,0.1,0,0,0,82.5,NA,NA,0
9. Mokelumne,"6,000-7,000'",17,5,3.2,0.9,11.2,"3,130",63.5,10.1 ( 1 ),4.9 ( 1 ),0.7
9. Mokelumne,"7,000-8,000'",51,29,12.1,6.7,74.3,"30,851",86.4,NA,NA,5.6
9. Mokelumne,"8,000-9,000'",61,32,16,8.4,82.7,"34,823",77.9,18.0 ( 2 ),13.3 ( 2 ),10.7
9. Mokelumne,">9,000'",67,33,18.5,9.5,67.3,"3,802",7.5,NA,NA,13.3
10. Stanislaus,"5,000-6,000'",1,0,0.1,0,0,0,105.6,NA,NA,0
10. Stanislaus,"6,000-7,000'",20,7,3.6,1.2,14.4,"8,399",133.9,NA,NA,0.7
10. Stanislaus,"7,000-8,000'",48,27,10.4,5.7,62.3,"43,369",143.8,15.0 ( 1 ),11.2 ( 1 ),3.8
10. Stanislaus,"8,000-9,000'",60,33,14.9,8.2,78.1,"50,409",115.4,22.5 ( 2 ),17.9 ( 2 ),9.3
10. Stanislaus,"9,000-10,000'",67,34,18.6,9.8,71.9,"26,883",51.6,20.8 ( 1 ),18.4 ( 1 ),13
10. Stanislaus,"10,000-11,000'",68,34,20.4,11.2,67.3,"7,290",12.2,NA,NA,13.8
10. Stanislaus,"11,000-12,000'",69,38,19.2,12,57.5,247,0.4,NA,NA,8.6
11. Tuolumne,"5,000-6,000'",0,0,0,0,0,0,168,NA,NA,0
11. Tuolumne,"6,000-7,000'",16,4,2.5,0.6,5.6,"4,393",140.9,0.2 ( 1 ),0.0 ( 1 ),0.1
11. Tuolumne,"7,000-8,000'",46,25,10,5.4,50.4,"42,853",149.1,20.0 ( 1 ),15.0 ( 2 ),4.8
11. Tuolumne,"8,000-9,000'",61,33,14.6,8.1,72.6,"72,147",167.9,14.9 ( 3 ),10.3 ( 3 ),13.2
11. Tuolumne,"9,000-10,000'",67,35,17.3,9.5,78.5,"88,991",176.1,20.8 ( 2 ),19.5 ( 2 ),19.3
11. Tuolumne,"10,000-11,000'",72,38,20.1,11.2,78.7,"51,492",86.6,NA,NA,19
11. Tuolumne,"11,000-12,000'",73,41,20.8,12.8,75.5,"16,367",24,NA,NA,14
