,,4/12/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026,4/19/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026
Basin,Elevation Band,%4/12 Avg.,%4/19 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",1,2,0,0,0.6,224,240.2,NA,NA,0.1
1. Alvord Lake,"7,000-8,000'",16,20,1.1,1,9,"3,694",69.9,NA,NA,0.6
1. Alvord Lake,"8,000-9,000'",55,65,9.7,10.5,63.3,"6,428",11.5,NA,NA,5.2
1. Alvord Lake,"9,000-10,000'",73,82,16.2,16.9,72,"1,044",1.2,NA,NA,7.5
2. Bitterroot,"5,000-6,000'",28,39,0.7,0.7,7.2,"23,924",657.5,4.5 ( 2 ),4.3 ( 2 ),2
2. Bitterroot,"6,000-7,000'",69,81,5.9,5.9,45.8,"227,164",718,18.2 ( 2 ),17.9 ( 2 ),8.5
2. Bitterroot,"7,000-8,000'",101,109,16.4,16.9,85.6,"436,051",483.4,NA,NA,17.3
2. Bitterroot,"8,000-9,000'",116,121,24.7,25.4,92.9,"126,942",93.8,NA,NA,24.5
2. Bitterroot,"9,000-10,000'",111,117,26.6,27.5,91,"3,395",2.3,NA,NA,26.8
3. Carson,"5,000-6,000'",0,7,0,0,0,12,619.1,NA,NA,0
3. Carson,"6,000-7,000'",0,3,0,0,0.5,182,354.2,0.5 ( 1 ),0.0 ( 1 ),0
3. Carson,"7,000-8,000'",4,9,0.3,0.6,15,"7,390",220.1,0.8 ( 1 ),0.6 ( 1 ),0.7
3. Carson,"8,000-9,000'",16,14,3.1,3.1,52.3,"25,495",155.7,4.9 ( 5 ),4.7 ( 5 ),3.6
3. Carson,"9,000-10,000'",29,15,7.5,6,78.4,"15,041",46.8,NA,NA,7.5
3. Carson,">10,000'",43,14,12.6,8.3,71.9,"5,226",11.9,NA,NA,11.1
4. Clearwater Basin,"3,000-4,000'",6,6,0,0,0.3,"2,513","2,282.20",0.0 ( 1 ),0.0 ( 1 ),0.3
4. Clearwater Basin,"4,000-5,000'",31,40,1,1,10.8,"110,061","1,966.60",0.3 ( 1 ),0.0 ( 1 ),5.4
4. Clearwater Basin,"5,000-6,000'",75,87,6.5,6.8,48.8,"661,274","1,812.30",28.4 ( 6 ),29.8 ( 6 ),16.1
4. Clearwater Basin,"6,000-7,000'",105,113,15.8,16.4,82.4,"994,555","1,138.30",17.4 ( 2 ),17.7 ( 2 ),23.1
4. Clearwater Basin,"7,000-8,000'",109,114,22.1,22.7,93.8,"320,148",264.1,NA,NA,23.8
4. Clearwater Basin,"8,000-9,000'",111,115,24.8,25.4,93.2,"15,849",11.7,NA,NA,25.8
