,,5/1/2026,5/10/2026,5/1/2026,5/10/2026,5/10/2026,5/10/2026,5/10/2026,5/1/2026,5/10/2026,5/10/2026
Basin,Elevation Band,%5/1 Avg.,%5/10 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",4,0,0,0,0,0,240.2,NA,NA,0
1. Alvord Lake,"7,000-8,000'",23,5,0.6,0.1,1.2,295,69.9,NA,NA,0
1. Alvord Lake,"8,000-9,000'",75,37,9.6,3.7,25.7,"2,266",11.5,NA,NA,0.1
1. Alvord Lake,"9,000-10,000'",93,50,17.6,8,60.6,494,1.2,NA,NA,0.5
2. Bitterroot,"5,000-6,000'",75,43,0.6,0.2,3.2,"6,562",657.5,3.2 ( 2 ),0.0 ( 2 ),0.7
2. Bitterroot,"6,000-7,000'",116,81,5.3,2.6,26.6,"98,239",718,18.0 ( 2 ),13.8 ( 2 ),4.1
2. Bitterroot,"7,000-8,000'",130,96,16.4,9.7,68.4,"249,476",483.4,NA,NA,10.7
2. Bitterroot,"8,000-9,000'",133,86,25.9,15.1,75.2,"75,357",93.8,NA,NA,18.5
2. Bitterroot,"9,000-10,000'",132,82,29.2,16.6,75.8,"2,056",2.3,NA,NA,22
3. Carson,"5,000-6,000'",0,0,0,0,0,0,619.1,NA,NA,0
3. Carson,"6,000-7,000'",0,0,0,0,0,0,354.2,0.0 ( 1 ),0.0 ( 1 ),0
3. Carson,"7,000-8,000'",10,1,0.4,0,1,363,220.1,0.0 ( 1 ),0.2 ( 1 ),0
3. Carson,"8,000-9,000'",26,8,2.9,0.8,23.5,"6,759",155.7,2.9 ( 5 ),1.1 ( 5 ),0.8
3. Carson,"9,000-10,000'",35,13,6.2,1.9,52.8,"4,691",46.8,NA,NA,4.8
3. Carson,">10,000'",39,15,8.6,2.3,67.3,"1,463",11.9,NA,NA,11.5
4. Clearwater Basin,"3,000-4,000'",6,2,0,0,0,106,"2,282.20",0.0 ( 1 ),0.0 ( 1 ),0
4. Clearwater Basin,"4,000-5,000'",51,13,0.7,0.1,1.5,"10,760","1,966.60",0.0 ( 1 ),0.0 ( 1 ),1.4
4. Clearwater Basin,"5,000-6,000'",113,76,6,2.9,28.1,"278,970","1,812.30",28.6 ( 6 ),19.3 ( 6 ),8.9
4. Clearwater Basin,"6,000-7,000'",129,94,15.6,9.3,63.5,"566,251","1,138.30",17.2 ( 2 ),9.5 ( 2 ),15.2
4. Clearwater Basin,"7,000-8,000'",126,81,22.7,12.6,79.3,"178,024",264.1,NA,NA,16.1
4. Clearwater Basin,"8,000-9,000'",127,75,26.3,14,81.6,"8,695",11.7,NA,NA,20.7
5. Clover Valley and Franklin,"5,000-6,000'",0,0,0,0,0,0,793.5,NA,NA,0
5. Clover Valley and Franklin,"6,000-7,000'",0,0,0,0,0,0,"2,365.00",NA,NA,0
5. Clover Valley and Franklin,"7,000-8,000'",2,0,0,0,0,0,760.6,0.0 ( 1 ),0.0 ( 1 ),0
5. Clover Valley and Franklin,"8,000-9,000'",18,7,0.5,0.1,2.1,"1,038",155.8,0.0 ( 1 ),0.0 ( 1 ),0
5. Clover Valley and Franklin,"9,000-10,000'",52,23,5.3,1.9,24.5,"3,378",34.1,NA,NA,0.1
5. Clover Valley and Franklin,"10,000-11,000'",67,37,9.5,4.5,37.1,"1,429",6,NA,NA,0.9
6. Donner und Blitzen,"6,000-7,000'",5,0,0.1,0,0,0,138.9,0.0 ( 1 ),0.0 ( 1 ),0
6. Donner und Blitzen,"7,000-8,000'",44,4,3.3,0.2,1.7,663,59.8,8.4 ( 1 ),0.0 ( 1 ),0
6. Donner und Blitzen,"8,000-9,000'",79,44,12.4,5.4,35.4,"5,509",19.1,NA,NA,0
6. Donner und Blitzen,"9,000-10,000'",95,49,18.4,8,43.1,868,2,NA,NA,2
7. Dry Lake Valley,"7,000-8,000'",0,0,0,0,0,0,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",3,0,0,0,0,0,53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",33,5,1,0.1,3.3,51,10.2,NA,NA,0
7. Dry Lake Valley,"10,000-11,000'",41,46,3.3,2.8,43.7,270,1.8,NA,NA,0
8. Eastern Nevada,"7,000-8,000'",0,0,0,0,0,0,"2,847.80",0.0 ( 1 ),0.0 ( 1 ),0
8. Eastern Nevada,"8,000-9,000'",1,0,0,0,0,61,"1,111.30",0.0 ( 3 ),0.0 ( 3 ),0
8. Eastern Nevada,"9,000-10,000'",8,5,0.2,0.1,2.2,"1,463",309.5,1.9 ( 2 ),0.0 ( 2 ),0.1
8. Eastern Nevada,"10,000-11,000'",30,28,2.1,1.5,26.1,"7,125",87.8,1.5 ( 2 ),0.0 ( 2 ),1
8. Eastern Nevada,">11,000'",44,40,4.3,3.2,43.3,"3,233",18.8,NA,NA,2.3
9. Flathead,"3,000-4,000'",11,10,0,0,0,81,"2,118.20",0.0 ( 1 ),0.0 ( 1 ),0
9. Flathead,"4,000-5,000'",89,73,0.5,0.2,2,"19,133","1,920.60",1.1 ( 3 ),0.0 ( 3 ),0.5
9. Flathead,"5,000-6,000'",151,128,5.7,3.2,24.3,"289,298","1,682.00",14.6 ( 3 ),12.6 ( 3 ),8.2
9. Flathead,"6,000-7,000'",168,150,17.1,12.2,66.3,"906,190","1,392.90",33.1 ( 6 ),26.4 ( 4 ),24
9. Flathead,"7,000-8,000'",166,146,24.6,18.7,75.3,"490,329",491.4,NA,NA,31.5
9. Flathead,"8,000-9,000'",167,135,30.1,22.7,77.3,"45,667",37.7,NA,NA,35.4
9. Flathead,"9,000-10,000'",184,171,34.1,30.1,70.4,"2,635",1.6,NA,NA,31.3
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",1,0,0,0,0,0,"3,104.90",0.0 ( 1 ),0.0 ( 1 ),0
