,,3/15/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026,3/22/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026
Basin,Elevation Band,%3/15 Avg.,%3/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",43,43,3.4,3.3,23.7,"115,670",658.8,18.0 ( 2 ),14.3 ( 2 ),5.8
1. Central Columbia,"4,000-5,000'",78,64,12.2,11.1,54.6,"315,750",532.7,6.2 ( 1 ),2.6 ( 2 ),18.5
1. Central Columbia,"5,000-6,000'",109,86,23.3,20.8,79.6,"591,034",533.9,27.7 ( 2 ),25.0 ( 2 ),33.3
1. Central Columbia,"6,000-7,000'",117,92,30.9,27.4,85.4,"472,046",323,NA,NA,46.9
1. Central Columbia,"7,000-8,000'",108,85,33.9,29.6,85.8,"122,939",77.9,NA,NA,55.8
1. Central Columbia,"8,000-9,000'",104,81,32.9,27.9,85.4,"4,888",3.3,NA,NA,57.7
2. Central Puget Sound,"3,000-4,000'",86,63,4.1,3.6,14.8,"106,962",555.8,26.7 ( 3 ),23.2 ( 3 ),14.9
2. Central Puget Sound,"4,000-5,000'",149,107,14.8,13.2,40.9,"321,303",457.3,25.0 ( 2 ),22.2 ( 2 ),23.9
2. Central Puget Sound,"5,000-6,000'",192,140,33.4,29.6,70.9,"282,615",179.2,NA,NA,43.9
2. Central Puget Sound,"6,000-7,000'",165,125,43.8,38.7,84.9,"98,547",47.8,NA,NA,73.1
2. Central Puget Sound,"7,000-8,000'",135,103,46.6,40,95.6,"12,343",5.8,NA,NA,98.3
2. Central Puget Sound,"8,000-9,000'",120,95,57.3,49.7,100,512,0.2,NA,NA,111.1
2. Central Puget Sound,">9,000'",162,118,75.4,64.6,100,332,0.1,NA,NA,152.4
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",4,3,0,0,0.2,"1,182","2,531.10",0.0 ( 1 ),0.0 ( 1 ),0
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",10,6,0.3,0.1,2.3,"12,885","1,613.30",5.6 ( 5 ),3.9 ( 5 ),2.3
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",30,19,2.3,1.5,19,"56,269",693.5,24.7 ( 1 ),8.0 ( 2 ),8.1
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",70,51,10.5,8.6,58.1,"92,751",203,14.2 ( 2 ),10.2 ( 2 ),18.6
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",84,65,24.8,21.5,79.9,"36,277",31.7,21.4 ( 1 ),20.1 ( 1 ),46.5
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",77,58,32.5,27.6,89.4,"11,945",8.1,NA,NA,65.2
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",71,53,48.6,41.4,96.9,"4,047",1.8,NA,NA,84.1
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",65,48,62.4,53.4,96.7,"1,924",0.7,NA,NA,148.4
3. Hood-Sandy-Lower Deschutes,">10,000'",55,41,41.2,34.8,95.2,359,0.2,NA,NA,434.4
4. Klamath,"4,000-5,000'",0,0,0,0,0,0,"4,630.00",0.1 ( 3 ),0.0 ( 3 ),0
4. Klamath,"5,000-6,000'",4,2,0.3,0.1,1.5,"13,272","2,247.50",2.4 ( 9 ),0.7 ( 9 ),0.2
4. Klamath,"6,000-7,000'",27,15,4.1,2.4,24.6,"73,127",578.1,6.3 ( 3 ),4.0 ( 3 ),2.2
4. Klamath,"7,000-8,000'",62,45,12.2,9.5,71.2,"43,572",85.8,2.3 ( 1 ),0.0 ( 1 ),3.4
4. Klamath,"8,000-9,000'",76,59,19.2,15.8,81.2,"1,300",1.5,NA,NA,9.5
5. Lewis,"2,000-3,000'",6,4,0.1,0.1,0.9,871,274.4,0.1 ( 2 ),0.0 ( 2 ),1.1
5. Lewis,"3,000-4,000'",21,16,1.2,1,8.4,"11,320",213.1,15.8 ( 3 ),13.6 ( 3 ),8.1
