,,3/22/2026,4/1/2026,3/22/2026,4/1/2026,4/1/2026,4/1/2026,4/1/2026,3/22/2026,4/1/2026,4/1/2026,4/1/2026
9. Gunnison§,"10,000-11,000'",33,15,3.1,1.4,24.5,"90,679","1,228.40",6.4 ( 3 ),1.4 ( 3 ),2.5 ( 2 ),1.6
9. Gunnison§,"11,000-12,000'",47,23,5.8,3,43.4,"101,480",630,3.7 ( 3 ),0.0 ( 3 ),NA,2.9
9. Gunnison§,"12,000-13,000'",50,29,7.7,5,49.9,"71,828",270.9,NA,NA,NA,3.2
9. Gunnison§,"13,000-14,000'",51,30,8.1,5.4,43.2,"5,662",19.7,NA,NA,NA,2.2
10. Little Colorado,"6,000-7,000'",0,0,0,0,0,0,"9,987.30",NA,NA,NA,0
10. Little Colorado,"7,000-8,000'",0,0,0,0,0,0,"5,643.60",0.0 ( 3 ),0.0 ( 3 ),0.0 ( 1 ),0
10. Little Colorado,"8,000-9,000'",0,0,0,0,0,0,604.3,0.0 ( 2 ),0.0 ( 2 ),0.0 ( 3 ),0
10. Little Colorado,"9,000-10,000'",0,0,0,0,0,0,144.2,0.0 ( 1 ),0.0 ( 1 ),NA,0
10. Little Colorado,"10,000-11,000'",9,4,0.6,0.2,4.1,186,14.3,10.1 ( 1 ),2.8 ( 1 ),NA,2.5
10. Little Colorado,">11,000'",33,25,3.2,2.5,33.7,570,4.3,NA,NA,NA,8.8
11. Lower Colorado Mainstream,"5,000-6,000'",0,0,0,0,0,0,"5,707.90",NA,NA,NA,0
11. Lower Colorado Mainstream,"6,000-7,000'",0,0,0,0,0,0,"3,486.30",NA,NA,NA,0
11. Lower Colorado Mainstream,"7,000-8,000'",0,0,0,0,0,0,879.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
11. Lower Colorado Mainstream,"8,000-9,000'",2,0,0.1,0,0.2,130,541,0.0 ( 1 ),0.0 ( 1 ),NA,0
11. Lower Colorado Mainstream,"9,000-10,000'",15,3,1.4,0.3,7.3,"1,168",81,5.0 ( 2 ),2.1 ( 2 ),NA,0.2
11. Lower Colorado Mainstream,"10,000-11,000'",35,15,2.9,1.2,26.6,109,1.6,NA,NA,NA,2.7
12. Lower Green§,"7,000-8,000'",0,0,0,0,0,0,"2,289.00",0.1 ( 2 ),0.0 ( 2 ),NA,0
12. Lower Green§,"8,000-9,000'",11,2,0.7,0.1,3,"10,117","1,779.70",0.1 ( 9 ),0.0 ( 9 ),NA,0.1
12. Lower Green§,"9,000-10,000'",39,14,4.5,1.7,35.3,"78,492",889,3.8 ( 8 ),0.5 ( 8 ),4.7 ( 1 ),1.2
12. Lower Green§,"10,000-11,000'",56,28,8.3,4.6,74.1,"123,750",509.3,11.1 ( 5 ),7.1 ( 5 ),NA,5.7
12. Lower Green§,"11,000-12,000'",63,32,9.5,5.3,58.8,"57,506",201.6,NA,NA,NA,5.9
12. Lower Green§,">12,000'",65,36,10.2,6.3,48,"8,528",25.2,NA,NA,NA,5.1
13. Lower Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,490.30",0.0 ( 3 ),0.0 ( 3 ),NA,0
13. Lower Rio Grande,"9,000-10,000'",0,0,0,0,0,0,257.5,0.0 ( 1 ),0.0 ( 1 ),NA,0
13. Lower Rio Grande,"10,000-11,000'",12,0,0.6,0,0,0,45.8,1.3 ( 2 ),0.0 ( 2 ),NA,0
13. Lower Rio Grande,"11,000-12,000'",4,0,0.4,0,0,0,3.2,NA,NA,NA,0
14. Lower Sevier,"6,000-7,000'",0,0,0,0,0,0,504.3,5.7 ( 1 ),0.0 ( 1 ),NA,0
14. Lower Sevier,"7,000-8,000'",0,0,0,0,0,0,256.2,0.0 ( 2 ),0.0 ( 2 ),NA,0
14. Lower Sevier,"8,000-9,000'",7,0,0.5,0,0.4,77,114.1,NA,NA,NA,0
14. Lower Sevier,"9,000-10,000'",34,7,3.8,0.8,15.6,"1,393",31.8,5.2 ( 1 ),0.0 ( 1 ),NA,0
15. Pecos,"9,000-10,000'",0,0,0,0,0,0,193.4,NA,NA,NA,0
15. Pecos,"10,000-11,000'",1,0,0.1,0,0.1,13,94.9,0.0 ( 1 ),0.0 ( 1 ),NA,0
15. Pecos,"11,000-12,000'",3,1,0.3,0.1,1,181,42.7,0.0 ( 1 ),0.0 ( 1 ),NA,0.4
15. Pecos,"12,000-13,000'",23,12,2.7,1.7,16.7,103,1.2,NA,NA,NA,0.8
16. Provo-Utah Lake-Jordan,"5,000-6,000'",0,0,0,0,0,0,683.2,NA,NA,0.0 ( 1 ),0
16. Provo-Utah Lake-Jordan,"6,000-7,000'",0,0,0,0,0,0,711.3,0.0 ( 1 ),0.1 ( 1 ),0.0 ( 1 ),0
16. Provo-Utah Lake-Jordan,"7,000-8,000'",4,0,0.3,0,0.5,538,653.4,2.1 ( 3 ),0.0 ( 3 ),2.4 ( 4 ),0.2
16. Provo-Utah Lake-Jordan,"8,000-9,000'",32,9,3.8,1.1,28.4,"23,147",390.1,6.5 ( 9 ),1.4 ( 9 ),NA,2
16. Provo-Utah Lake-Jordan,"9,000-10,000'",51,25,9,4.7,78.1,"52,231",209,15.9 ( 5 ),10.4 ( 5 ),13.8 ( 2 ),6.1
16. Provo-Utah Lake-Jordan,"10,000-11,000'",56,30,11.5,6.8,78.1,"16,685",46,NA,NA,NA,8.2
16. Provo-Utah Lake-Jordan,"11,000-12,000'",50,27,9.8,5.8,65.8,359,1.2,NA,NA,NA,2.9
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",0,0,0,0,0,0,"2,440.90",NA,NA,NA,0
17. Rio Chama-Upper Rio Grande,"8,000-9,000'",0,0,0,0,0,0,"1,222.80",0.0 ( 2 ),0.0 ( 2 ),NA,0
17. Rio Chama-Upper Rio Grande,"9,000-10,000'",6,0,0.3,0,0,64,848.3,0.0 ( 5 ),0.0 ( 5 ),0.0 ( 3 ),0
17. Rio Chama-Upper Rio Grande,"10,000-11,000'",20,4,1.5,0.3,5.7,"7,577",532.9,2.6 ( 4 ),0.1 ( 4 ),NA,0.7
17. Rio Chama-Upper Rio Grande,"11,000-12,000'",17,7,1.5,0.7,9.7,"5,631",154.6,6.6 ( 1 ),5.8 ( 1 ),5.3 ( 1 ),2.1
17. Rio Chama-Upper Rio Grande,"12,000-13,000'",27,14,3.1,1.8,14.9,"2,701",28.4,NA,NA,NA,2.6
18. Rio Grande Headwaters§,"7,000-8,000'",0,0,0,0,0,0,"2,682.20",NA,NA,NA,0
18. Rio Grande Headwaters§,"8,000-9,000'",0,0,0,0,0,0,"1,420.70",NA,NA,NA,0
18. Rio Grande Headwaters§,"9,000-10,000'",3,0,0.1,0,0.1,320,"1,270.60",0.2 ( 3 ),0.1 ( 3 ),0.6 ( 4 ),0
18. Rio Grande Headwaters§,"10,000-11,000'",18,3,1.4,0.2,4.9,"12,012","1,141.30",2.9 ( 8 ),0.3 ( 8 ),0.5 ( 3 ),0.3
18. Rio Grande Headwaters§,"11,000-12,000'",42,14,4.7,1.5,24.9,"66,489",839.3,5.2 ( 4 ),1.6 ( 4 ),0.0 ( 1 ),0.7
18. Rio Grande Headwaters§,"12,000-13,000'",45,23,6,2.7,34.7,"35,628",248.2,NA,NA,NA,1.3
18. Rio Grande Headwaters§,"13,000-14,000'",46,23,5.7,2.6,28.5,"1,521",11.1,NA,NA,NA,1.2
19. Roaring Fork§,"7,000-8,000'",0,0,0,0,0,0,196.1,NA,NA,NA,0
19. Roaring Fork§,"8,000-9,000'",13,1,1,0.1,2,759,262,2.1 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0.2
19. Roaring Fork§,"9,000-10,000'",33,9,3.3,0.8,22.8,"11,264",267.9,6.7 ( 2 ),1.7 ( 2 ),NA,1.9
19. Roaring Fork§,"10,000-11,000'",42,20,5.2,2.3,43.5,"32,277",263.2,9.9 ( 4 ),7.0 ( 4 ),NA,6
19. Roaring Fork§,"11,000-12,000'",58,32,10.3,5.3,70.7,"71,722",251.7,NA,NA,3.9 ( 2 ),8.4
19. Roaring Fork§,"12,000-13,000'",59,34,11.7,6.4,68.3,"38,769",113.1,NA,NA,NA,6.9
19. Roaring Fork§,"13,000-14,000'",59,36,11.8,6.6,61.1,"2,207",6.3,NA,NA,NA,4.5
20. Salt,"6,000-7,000'",0,0,0,0,0,0,"1,239.40",NA,NA,NA,0
20. Salt,"7,000-8,000'",0,0,0,0,0,0,514.8,0.0 ( 3 ),0.0 ( 3 ),NA,0
20. Salt,"8,000-9,000'",0,0,0,0,0,0,404,0.0 ( 2 ),0.0 ( 2 ),NA,0
20. Salt,"9,000-10,000'",0,0,0,0,0,0,171,0.0 ( 2 ),0.0 ( 2 ),NA,0
20. Salt,">10,000'",8,2,0.6,0.1,2.7,225,31.5,NA,NA,NA,0
21. San Juan**,"7,000-8,000'",0,0,0,0,0,0,"3,769.40",NA,NA,0.0 ( 1 ),0
21. San Juan**,"8,000-9,000'",0,0,0,0,0,3,"1,062.20",0.1 ( 2 ),0.1 ( 2 ),NA,0
21. San Juan**,"9,000-10,000'",5,0,0.4,0,0.6,558,572.5,0.3 ( 4 ),0.0 ( 4 ),0.0 ( 2 ),0.1
21. San Juan**,"10,000-11,000'",25,6,2.7,0.7,14.1,"16,424",449.3,5.8 ( 7 ),1.7 ( 7 ),NA,1.1
21. San Juan**,"11,000-12,000'",45,24,6.5,3.7,52.6,"78,179",390,9.2 ( 3 ),5.7 ( 3 ),NA,3.3
21. San Juan**,"12,000-13,000'",49,32,8.1,5.8,59,"53,853",175.1,NA,NA,NA,4
21. San Juan**,"13,000-14,000'",51,37,9.1,7.2,62.3,"2,683",7.1,NA,NA,NA,2.7
22. San Pitch,"5,000-6,000'",0,0,0,0,0,0,273.8,NA,NA,NA,0
22. San Pitch,"6,000-7,000'",0,0,0,0,0,0,213.6,NA,NA,NA,0
22. San Pitch,"7,000-8,000'",0,0,0,0,0,0,143.1,NA,NA,NA,0
22. San Pitch,"8,000-9,000'",19,3,1.7,0.3,6.5,"1,719",117.4,1.5 ( 3 ),0.1 ( 4 ),0.0 ( 1 ),0
22. San Pitch,"9,000-10,000'",46,22,6.6,3.2,60.1,"13,068",76.5,8.6 ( 1 ),0.0 ( 1 ),3.4 ( 1 ),0.1
22. San Pitch,"10,000-11,000'",50,27,9,5,70,"9,363",34.9,7.5 ( 1 ),2.2 ( 1 ),NA,0.3
23. South Platte§,"7,000-8,000'",0,0,0,0,0,0,"1,420.90",NA,NA,NA,0
23. South Platte§,"8,000-9,000'",0,0,0,0,0,28,"1,477.20",1.9 ( 3 ),0.8 ( 3 ),0.0 ( 5 ),0
23. South Platte§,"9,000-10,000'",10,4,0.4,0.1,2.8,"7,477","1,441.70",9.3 ( 6 ),5.3 ( 6 ),0.8 ( 11 ),0.4
23. South Platte§,"10,000-11,000'",32,15,2.5,1.2,20.7,"44,435",686.3,7.6 ( 8 ),4.6 ( 8 ),3.1 ( 10 ),2.7
23. South Platte§,"11,000-12,000'",55,24,6.3,2.5,35.6,"58,476",444.3,7.3 ( 4 ),5.8 ( 4 ),1.4 ( 3 ),3.8
23. South Platte§,"12,000-13,000'",62,28,8.1,3.3,35.5,"25,914",149.1,NA,NA,NA,5.4
23. South Platte§,">13,000'",62,30,8.4,4,35.2,"4,803",22.4,NA,NA,NA,5.6
24. Southwestern Utah,"6,000-7,000'",0,0,0,0,0,0,975.6,0.0 ( 2 ),0.0 ( 2 ),NA,0
24. Southwestern Utah,"7,000-8,000'",0,0,0,0,0,0,265.8,0.0 ( 1 ),0.0 ( 1 ),NA,0
24. Southwestern Utah,"8,000-9,000'",4,0,0.2,0,0.5,120,134.1,0.2 ( 2 ),0.0 ( 2 ),0.0 ( 1 ),0
24. Southwestern Utah,"9,000-10,000'",34,8,2.8,0.7,16.6,"2,130",60.4,NA,NA,0.0 ( 1 ),0.2
24. Southwestern Utah,">10,000'",56,32,5.9,3.5,60.2,"2,072",11,9.5 ( 1 ),4.2 ( 1 ),NA,2
25. Toole Valley-Vernon Creek,"5,000-6,000'",0,0,0,0,0,0,559,NA,NA,NA,0
25. Toole Valley-Vernon Creek,"6,000-7,000'",0,0,0,0,0,0,185.4,0.0 ( 1 ),0.0 ( 1 ),NA,0
25. Toole Valley-Vernon Creek,"7,000-8,000'",2,0,0.1,0,0.1,44,104.6,0.0 ( 1 ),0.0 ( 1 ),NA,0.1
25. Toole Valley-Vernon Creek,"8,000-9,000'",23,7,2.6,0.8,10.3,"1,791",41.6,5.0 ( 1 ),0.0 ( 1 ),NA,1.4
25. Toole Valley-Vernon Creek,">9,000'",56,33,8.5,5.7,49.3,"3,471",11.5,8.8 ( 1 ),3.4 ( 1 ),NA,4.8
26. Upper Arkansas,"7,000-8,000'",0,0,0,0,0,0,"1,757.80",NA,NA,NA,0
26. Upper Arkansas,"8,000-9,000'",0,0,0,0,0,0,"1,500.90",NA,NA,NA,0
26. Upper Arkansas,"9,000-10,000'",1,0,0,0,0,88,"1,320.60",0.0 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
26. Upper Arkansas,"10,000-11,000'",12,3,0.7,0.2,3.4,"5,396",587.6,2.6 ( 3 ),0.1 ( 3 ),2.2 ( 4 ),0.4
26. Upper Arkansas,"11,000-12,000'",46,19,4.9,2.3,29.6,"52,195",432.6,4.0 ( 2 ),1.5 ( 2 ),NA,2.1
26. Upper Arkansas,"12,000-13,000'",54,28,7.3,4.2,36.8,"56,729",252.1,NA,NA,NA,2.9
26. Upper Arkansas,">13,000'",56,29,8.1,4.9,33.9,"10,677",40.6,NA,NA,NA,3.5
27. Upper Colorado-Dirty Devil,"7,000-8,000'",0,0,0,0,0,0,"1,119.20",NA,NA,NA,0
27. Upper Colorado-Dirty Devil,"8,000-9,000'",0,0,0,0,0,0,790.4,0.0 ( 2 ),0.0 ( 2 ),7.0 ( 2 ),0
27. Upper Colorado-Dirty Devil,"9,000-10,000'",7,1,0.6,0.1,1.5,"1,690",428,0.4 ( 4 ),0.0 ( 4 ),NA,0.1
27. Upper Colorado-Dirty Devil,"10,000-11,000'",39,15,3.5,1.5,25.7,"16,675",213.3,11.6 ( 1 ),9.1 ( 1 ),NA,4.1
27. Upper Colorado-Dirty Devil,"11,000-12,000'",49,36,5.5,4.4,57.2,"13,444",57.1,NA,NA,NA,7.9
28. Upper Colorado-Dolores§,"7,000-8,000'",0,0,0,0,0,0,"1,427.70",NA,NA,NA,0
28. Upper Colorado-Dolores§,"8,000-9,000'",1,0,0.1,0,0,0,"1,083.70",0.0 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
28. Upper Colorado-Dolores§,"9,000-10,000'",21,2,1.7,0.1,3.9,"3,582",499.1,2.2 ( 3 ),0.1 ( 3 ),1.0 ( 3 ),0.1
28. Upper Colorado-Dolores§,"10,000-11,000'",32,11,2.7,1.1,24.9,"16,014",278.1,4.3 ( 4 ),1.1 ( 4 ),NA,2.2
28. Upper Colorado-Dolores§,"11,000-12,000'",40,25,5.1,3.6,51.4,"23,619",123.5,12.7 ( 1 ),11.3 ( 1 ),NA,6.7
28. Upper Colorado-Dolores§,"12,000-13,000'",47,33,7.9,6.1,59.1,"12,389",37.8,NA,NA,NA,6
28. Upper Colorado-Dolores§,"13,000-14,000'",53,38,9,6.9,70.5,"1,241",3.4,NA,NA,NA,4.6
29. Upper Sevier,"6,000-7,000'",0,0,0,0,0,0,843.9,NA,NA,NA,0
29. Upper Sevier,"7,000-8,000'",0,0,0,0,0,0,"1,292.30",0.0 ( 2 ),0.0 ( 2 ),0.0 ( 1 ),0
29. Upper Sevier,"8,000-9,000'",2,0,0.1,0,0,65,935.6,0.4 ( 5 ),0.0 ( 5 ),0.0 ( 1 ),0
29. Upper Sevier,"9,000-10,000'",16,4,1.4,0.4,8.3,"10,815",526.7,4.2 ( 8 ),2.2 ( 8 ),NA,0.3
29. Upper Sevier,"10,000-11,000'",47,19,5,2.1,35.1,"18,205",159.2,1.8 ( 1 ),0.0 ( 1 ),NA,2
29. Upper Sevier,"11,000-12,000'",53,33,7.5,5.2,45.3,"2,804",10,NA,NA,NA,5.2
30. Verde,"6,000-7,000'",0,0,0,0,0,0,"1,302.50",0.0 ( 1 ),0.0 ( 1 ),NA,0
30. Verde,"7,000-8,000'",0,0,0,0,0,0,495.6,0.0 ( 6 ),0.0 ( 6 ),NA,0
30. Verde,"8,000-9,000'",0,0,0,0,0,0,19.4,NA,NA,NA,0
30. Verde,"9,000-10,000'",6,3,0.4,0.2,4.8,19,2,NA,NA,NA,0
30. Verde,">10,000'",5,6,0.4,0.5,1.2,33,1.2,NA,NA,NA,5.6
31. Weber-Ogden§,"5,000-6,000'",0,0,0,0,0,0,288.1,NA,NA,NA,0
31. Weber-Ogden§,"6,000-7,000'",1,0,0,0,0.2,110,713.6,0.0 ( 2 ),0.0 ( 2 ),NA,0
31. Weber-Ogden§,"7,000-8,000'",13,2,1.2,0.2,4.9,"6,046",677.5,5.1 ( 8 ),1.0 ( 8 ),NA,0.4
31. Weber-Ogden§,"8,000-9,000'",46,17,5.6,2.3,53,"28,304",235.3,9.6 ( 5 ),3.7 ( 5 ),NA,3.7
31. Weber-Ogden§,"9,000-10,000'",57,29,8.9,5,91,"26,276",99,13.2 ( 2 ),9.3 ( 2 ),NA,9.9
31. Weber-Ogden§,">10,000'",62,34,12.1,7.3,85.8,"12,900",33,NA,NA,NA,11.7
32. White-Yampa§,"7,000-8,000'",3,0,0.2,0,0.1,134,"3,361.90",0.3 ( 1 ),0.0 ( 1 ),0.0 ( 1 ),0
32. White-Yampa§,"8,000-9,000'",32,7,3.5,0.6,13.8,"49,935","1,449.70",7.1 ( 6 ),1.5 ( 6 ),4.8 ( 3 ),0.6
32. White-Yampa§,"9,000-10,000'",53,28,7.4,4.2,57.3,"159,529",706.6,10.0 ( 7 ),5.3 ( 7 ),NA,4.5
32. White-Yampa§,"10,000-11,000'",64,37,10.4,7.1,72.5,"134,577",354.1,12.7 ( 1 ),10.3 ( 1 ),NA,11.2
32. White-Yampa§,">11,000'",67,38,13,8,78.1,"34,182",80.2,12.2 ( 1 ),9.4 ( 1 ),NA,10.4
33. Animas,"7,000-8,000'",0,0,0,0,0,0,161.3,NA,NA,NA,0
33. Animas,"8,000-9,000'",0,0,0,0,0.1,3,135.9,0.1 ( 1 ),0.2 ( 1 ),NA,0
33. Animas,"9,000-10,000'",2,0,0.1,0,0.2,64,178.9,NA,NA,0.0 ( 1 ),0
33. Animas,"10,000-11,000'",20,5,2,0.5,11.7,"5,115",178.4,4.4 ( 3 ),0.4 ( 3 ),NA,1.2
33. Animas,"11,000-12,000'",43,25,6.1,3.8,55.4,"30,551",151.1,8.2 ( 2 ),4.1 ( 2 ),NA,4.6
33. Animas,"12,000-13,000'",49,32,8.2,5.9,59,"34,674",110.7,NA,NA,NA,5.1
33. Animas,"13,000-14,000'",52,37,9.3,7.3,62.1,"2,431",6.3,NA,NA,NA,3
