,,4/1/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026,4/5/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026
Basin,Elevation Band,%4/1 Avg.,%4/5 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",43,47,3,3,16.5,"103,964",658.8,15.3 ( 2 ),14.4 ( 2 ),5.5
1. Central Columbia,"4,000-5,000'",66,62,11.2,10.9,47.4,"311,012",532.7,2.4 ( 2 ),2.3 ( 2 ),18.8
1. Central Columbia,"5,000-6,000'",92,81,21.9,21.2,79.7,"603,859",533.9,25.7 ( 2 ),26.0 ( 2 ),34.5
1. Central Columbia,"6,000-7,000'",99,86,28.8,27.7,87.3,"477,119",323,NA,NA,49.3
1. Central Columbia,"7,000-8,000'",93,92,31.3,34.5,84.5,"143,151",77.9,NA,NA,58.9
1. Central Columbia,"8,000-9,000'",91,102,30.4,38,86.8,"6,656",3.3,NA,NA,60.8
2. Central Puget Sound,"3,000-4,000'",81,70,4.5,4.8,19.8,"141,624",555.8,25.4 ( 3 ),26.4 ( 3 ),16.1
2. Central Puget Sound,"4,000-5,000'",127,105,14.9,16.1,50.8,"393,320",457.3,23.6 ( 2 ),24.1 ( 2 ),25.8
2. Central Puget Sound,"5,000-6,000'",165,135,31.5,33.6,79.1,"321,495",179.2,NA,NA,45.9
2. Central Puget Sound,"6,000-7,000'",148,133,39.8,45.4,87.5,"115,638",47.8,NA,NA,76.2
2. Central Puget Sound,"7,000-8,000'",122,121,41.3,50.9,95.5,"15,718",5.8,NA,NA,103.2
2. Central Puget Sound,"8,000-9,000'",112,112,51,59.6,99.8,614,0.2,NA,NA,116.5
2. Central Puget Sound,">9,000'",148,68,67.2,40.6,100,209,0.1,NA,NA,157.1
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",3,3,0,0,0,373,"2,531.10",0.0 ( 1 ),0.1 ( 1 ),0
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",4,3,0.1,0,0.5,"4,085","1,613.30",3.0 ( 5 ),3.0 ( 5 ),1.9
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",16,17,1.2,1.2,11.7,"45,287",693.5,7.7 ( 2 ),8.1 ( 2 ),8
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",49,51,8.2,9.1,55.3,"98,768",203,10.1 ( 2 ),10.8 ( 2 ),19.7
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",66,68,21.3,25.1,81.3,"42,431",31.7,20.0 ( 1 ),20.9 ( 1 ),49.6
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",62,91,27.5,46.8,80,"20,235",8.1,NA,NA,69.3
