,,2/1/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026,2/8/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026
Basin,Elevation Band,%2/1 Avg.,%2/8 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",4,1,0.2,0.1,0.8,852,240.2,NA,NA,0
1. Alvord Lake,"7,000-8,000'",42,28,3.5,2.5,18.4,"9,277",69.9,NA,NA,0
1. Alvord Lake,"8,000-9,000'",77,68,9.2,8.9,70.9,"5,430",11.5,NA,NA,0.5
1. Alvord Lake,"9,000-10,000'",90,80,11.5,11.5,83.8,709,1.2,NA,NA,1
2. Bitterroot,"5,000-6,000'",39,27,1.4,1.2,17.9,"42,454",657.5,6.4 ( 2 ),6.3 ( 2 ),2.5
2. Bitterroot,"6,000-7,000'",95,82,4.4,4.8,51,"181,933",718,12.6 ( 2 ),13.0 ( 2 ),7.1
2. Bitterroot,"7,000-8,000'",143,124,9.5,10.3,79.4,"266,667",483.4,NA,NA,11.4
2. Bitterroot,"8,000-9,000'",158,137,14.1,15.1,88.5,"75,378",93.8,NA,NA,14.7
2. Bitterroot,"9,000-10,000'",148,124,15.9,16.3,88.4,"2,011",2.3,NA,NA,16.5
3. Carson,"5,000-6,000'",17,3,0.1,0,0.6,848,619.1,NA,NA,0.1
3. Carson,"6,000-7,000'",56,26,1.3,0.8,16.2,"14,459",354.2,2.5 ( 1 ),1.0 ( 1 ),1.3
3. Carson,"7,000-8,000'",63,48,4.5,4,61.6,"46,769",220.1,7.4 ( 1 ),7.2 ( 1 ),5.8
3. Carson,"8,000-9,000'",68,65,8.6,9.2,83.4,"76,167",155.7,11.5 ( 5 ),11.5 ( 5 ),9.6
3. Carson,"9,000-10,000'",70,75,11.4,12.9,81.1,"32,102",46.8,NA,NA,12
3. Carson,">10,000'",75,88,13.6,16.1,76.8,"10,195",11.9,NA,NA,12.1
4. Clearwater Basin,"3,000-4,000'",23,17,0.5,0.4,12.3,"48,533","2,282.20",NA,1.9 ( 1 ),1.4
4. Clearwater Basin,"4,000-5,000'",64,48,1.6,1.5,21.6,"152,980","1,966.60",5.5 ( 1 ),5.4 ( 1 ),5.1
4. Clearwater Basin,"5,000-6,000'",146,119,4.7,4.9,48.8,"473,217","1,812.30",14.9 ( 5 ),15.3 ( 5 ),10
4. Clearwater Basin,"6,000-7,000'",190,159,9.8,10.3,78.3,"623,502","1,138.30",10.7 ( 2 ),11.2 ( 2 ),12.8
4. Clearwater Basin,"7,000-8,000'",175,149,13,13.5,88.7,"190,402",264.1,NA,NA,14.1
4. Clearwater Basin,"8,000-9,000'",155,136,14.4,15.1,91.6,"9,432",11.7,NA,NA,14.3
5. Clover Valley and Franklin,"5,000-6,000'",0,0,0,0,5,0,793.5,NA,NA,0
5. Clover Valley and Franklin,"6,000-7,000'",1,0,0.1,0,0.6,"1,268","2,365.00",NA,NA,0
5. Clover Valley and Franklin,"7,000-8,000'",13,8,0.6,0.3,8.7,"12,458",760.6,4.7 ( 1 ),4.2 ( 1 ),0.2
5. Clover Valley and Franklin,"8,000-9,000'",42,31,2.7,2,35.6,"16,904",155.8,3.4 ( 1 ),2.9 ( 1 ),1
5. Clover Valley and Franklin,"9,000-10,000'",66,57,6.1,5.8,69,"10,604",34.1,NA,NA,2.6
5. Clover Valley and Franklin,"10,000-11,000'",75,66,7.6,7.6,79.7,"2,417",6,NA,NA,3.9
6. Donner und Blitzen,"6,000-7,000'",14,2,1.1,0.2,2.1,"1,327",138.9,1.0 ( 1 ),1.0 ( 1 ),0
6. Donner und Blitzen,"7,000-8,000'",55,44,5.9,5.1,39.2,"16,337",59.8,5.4 ( 1 ),5.3 ( 1 ),0.2
6. Donner und Blitzen,"8,000-9,000'",80,70,9.8,9.5,69,"9,690",19.1,NA,NA,0.8
6. Donner und Blitzen,"9,000-10,000'",90,81,11.4,11.6,73,"1,252",2,NA,NA,0.4
7. Dry Lake Valley,"7,000-8,000'",3,1,0.1,0,0.7,242,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",25,15,1.3,0.7,17.9,"2,137",53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",48,38,3,2.6,47.3,"1,408",10.2,NA,NA,0.4
7. Dry Lake Valley,"10,000-11,000'",66,60,5.1,5.4,93.2,529,1.8,NA,NA,1.5
8. Eastern Nevada,"7,000-8,000'",7,2,0.3,0.1,1.9,"9,686","2,847.80",0.3 ( 1 ),0.1 ( 1 ),0.1
8. Eastern Nevada,"8,000-9,000'",25,14,1.3,0.7,16.8,"38,693","1,111.30",1.8 ( 3 ),1.3 ( 3 ),0.7
8. Eastern Nevada,"9,000-10,000'",46,34,2.7,2.1,44.4,"34,386",309.5,5.5 ( 2 ),5.0 ( 2 ),2
8. Eastern Nevada,"10,000-11,000'",63,53,4.3,4.2,71.7,"19,837",87.8,5.9 ( 2 ),5.9 ( 2 ),3.9
8. Eastern Nevada,">11,000'",69,59,5.3,5.3,68.7,"5,343",18.8,NA,NA,4
9. Flathead,"3,000-4,000'",33,16,0.5,0.3,7.1,"36,210","2,118.20",3.6 ( 1 ),3.5 ( 1 ),0.6
9. Flathead,"4,000-5,000'",69,37,1.3,1,12.7,"97,328","1,920.60",3.9 ( 3 ),3.9 ( 3 ),2.6
9. Flathead,"5,000-6,000'",200,153,4.2,4.4,43.3,"397,884","1,682.00",9.3 ( 3 ),9.4 ( 3 ),9.2
9. Flathead,"6,000-7,000'",289,232,9.3,10.1,77.8,"752,432","1,392.90",21.9 ( 6 ),22.2 ( 6 ),17.1
9. Flathead,"7,000-8,000'",268,225,13.1,14.1,90.8,"370,159",491.4,NA,NA,21.1
9. Flathead,"8,000-9,000'",272,230,15.9,17.3,91.3,"34,799",37.7,NA,NA,21.6
9. Flathead,"9,000-10,000'",>300†,>300†,18.6,19.5,82.3,"1,707",1.6,NA,NA,16.8
10. Grande Ronde-Burnt-Powder_Imnaha,"4,000-5,000'",15,8,0.8,0.5,10.6,"78,568","3,104.90",1.0 ( 1 ),0.0 ( 1 ),0.5
10. Grande Ronde-Burnt-Powder_Imnaha,"5,000-6,000'",30,23,2,1.8,24.4,"131,290","1,382.50",5.1 ( 7 ),5.1 ( 7 ),2.2
10. Grande Ronde-Burnt-Powder_Imnaha,"6,000-7,000'",70,61,5.9,6,57.6,"153,078",477.3,3.1 ( 1 ),2.6 ( 1 ),5
10. Grande Ronde-Burnt-Powder_Imnaha,"7,000-8,000'",98,88,13.2,13.5,86.1,"195,035",271.5,7.4 ( 2 ),7.3 ( 2 ),7.5
10. Grande Ronde-Burnt-Powder_Imnaha,"8,000-9,000'",107,97,17.3,17.5,88.9,"72,442",77.8,NA,NA,8.4
10. Grande Ronde-Burnt-Powder_Imnaha,"9,000-10,000'",96,84,12.6,12.6,75.3,"1,297",1.9,NA,NA,3.3
11. Guano,"5,000-6,000'",0,0,0,0,0,0,"1,512.90",0.0 ( 1 ),0.0 ( 1 ),0
11. Guano,"6,000-7,000'",0,0,0,0,0,17,525.7,NA,NA,0
11. Guano,"7,000-8,000'",32,15,2.6,1.3,9.7,"1,715",24.3,NA,NA,0
12. Harney-Malheur Lakes,"5,000-6,000'",6,3,0.2,0.1,2.3,"1,870",254.2,NA,NA,0
12. Harney-Malheur Lakes,"6,000-7,000'",5,4,0.3,0.3,3.9,379,26.4,NA,NA,0
13. John Day,"5,000-6,000'",5,4,0.3,0.2,3.8,"14,135","1,202.60",1.7 ( 3 ),1.7 ( 3 ),0.4
13. John Day,"6,000-7,000'",39,32,2.9,2.8,33,"37,380",247.5,NA,NA,1.4
13. John Day,"7,000-8,000'",85,73,9.1,9.1,75.6,"25,817",53,NA,NA,3.2
13. John Day,"8,000-9,000'",99,84,10.3,10.5,60.6,920,1.6,NA,NA,4.7
14. Kootenai,"4,000-5,000'",102,61,1.5,1.3,15.4,"60,852",880.8,4.5 ( 2 ),4.6 ( 2 ),3.8
14. Kootenai,"5,000-6,000'",174,124,4.9,4.8,39,"156,601",611.9,10.8 ( 2 ),10.8 ( 2 ),10.4
14. Kootenai,"6,000-7,000'",244,199,10.5,11.2,71.5,"102,879",172.1,24.5 ( 1 ),25.6 ( 1 ),21.7
14. Kootenai,">7,000'",249,205,15.2,16.3,91.4,"6,142",7,NA,NA,28.2
15. Lake County-Goose Lake,"5,000-6,000'",4,3,0.2,0.1,2.9,"13,614","2,708.10",0.2 ( 1 ),0.0 ( 1 ),0
15. Lake County-Goose Lake,"6,000-7,000'",26,21,2,1.6,31.5,"68,275",801.6,NA,NA,0.2
15. Lake County-Goose Lake,"7,000-8,000'",52,44,5.1,4.8,61.2,"28,471",111.4,7.0 ( 1 ),7.1 ( 1 ),2
15. Lake County-Goose Lake,"8,000-9,000'",63,54,8,7.6,74.7,"1,011",2.5,NA,NA,3.8
16. Little Humboldt,"6,000-7,000'",4,1,0.3,0.1,1,"1,031",326.8,1.6 ( 2 ),1.2 ( 2 ),0
16. Little Humboldt,"7,000-8,000'",31,22,2.5,1.8,22.2,"8,335",84.7,NA,NA,0.3
16. Little Humboldt,"8,000-9,000'",53,48,5.5,5.4,58,"2,552",8.8,3.2 ( 1 ),3.2 ( 1 ),1.1
16. Little Humboldt,"9,000-10,000'",85,77,9,9.2,60,236,0.5,NA,NA,2
17. Lower Clark Fork,"5,000-6,000'",162,118,4.4,4.5,41.3,"261,493","1,098.30",20.2 ( 1 ),21.8 ( 1 ),8.2
17. Lower Clark Fork,"6,000-7,000'",225,177,9,9.7,76.4,"180,926",348.7,25.7 ( 1 ),26.3 ( 1 ),14.5
17. Lower Clark Fork,"7,000-8,000'",269,215,13.2,14,94,"20,274",27.1,23.6 ( 1 ),24.3 ( 1 ),23
17. Lower Clark Fork,"8,000-9,000'",273,233,13.2,14.3,73.5,442,0.6,NA,NA,26.1
