,,3/15/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026,3/22/2026,3/22/2026,3/15/2026,3/22/2026,3/22/2026
Basin,Elevation Band,%3/15 Avg.,%3/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Bear,"5,000-6,000'",11,0,0.6,0,0,33,"1,268.90",NA,NA,0
1. Bear,"6,000-7,000'",34,3,2.6,0.2,2.8,"29,108","2,464.70",1.4 ( 3 ),0.0 ( 3 ),0.1
1. Bear,"7,000-8,000'",59,34,6.1,3.3,35.4,"318,147","1,789.30",10.2 ( 6 ),7.1 ( 6 ),2.7
1. Bear,"8,000-9,000'",82,68,11.4,10.1,91.5,"314,663",585.8,17.5 ( 7 ),14.8 ( 7 ),12
1. Bear,"9,000-10,000'",86,72,12.4,11.2,96.7,"81,761",136.8,9.6 ( 2 ),7.2 ( 2 ),12.1
1. Bear,"10,000-11,000'",81,64,12.3,10.9,93.3,"35,525",61.1,NA,NA,13.8
1. Bear,"11,000-12,000'",81,63,13.4,11.4,85.9,"9,568",15.7,NA,NA,7.9
1. Bear,"12,000-13,000'",79,66,13,11.9,91.1,672,1.1,NA,NA,4.7
2. Beaver,"6,000-7,000'",0,0,0,0,0,0,479.9,NA,NA,0
2. Beaver,"7,000-8,000'",0,0,0,0,0,0,180.6,NA,NA,0
2. Beaver,"8,000-9,000'",9,1,0.5,0,0.6,182,75.9,3.5 ( 1 ),2.5 ( 1 ),0
2. Beaver,"9,000-10,000'",52,19,4.6,1.5,25.9,"5,463",66.3,NA,NA,2.4
2. Beaver,"10,000-11,000'",75,39,8.8,4.4,61.1,"6,460",27.4,8.8 ( 1 ),8.1 ( 1 ),7.1
2. Beaver,"11,000-12,000'",73,46,11.2,7,66.8,"2,024",5.4,NA,NA,8.6
3. Blue,"7,000-8,000'",2,0,0.1,0,0,0,32.9,NA,NA,0
3. Blue,"8,000-9,000'",41,9,3.2,0.7,9.5,"3,931",101.8,NA,NA,0.3
3. Blue,"9,000-10,000'",58,35,5.1,3.2,42.9,"26,020",150.2,6.1 ( 1 ),3.7 ( 1 ),2.4
3. Blue,"10,000-11,000'",68,54,6,5.1,61.9,"44,267",162.3,10.2 ( 2 ),9.6 ( 2 ),6.1
3. Blue,"11,000-12,000'",73,66,9.5,9.5,76.6,"83,153",163.9,8.5 ( 2 ),8.4 ( 2 ),7.1
3. Blue,"12,000-13,000'",73,64,10.7,10.6,69.3,"37,461",66.3,NA,NA,4.6
3. Blue,">13,000'",72,61,11.1,10.4,61.8,"3,579",6.5,NA,NA,2.4
4. Canadian,"8,000-9,000'",0,0,0,0,0,0,737,NA,NA,0
4. Canadian,"9,000-10,000'",0,0,0,0,0,0,360.3,NA,NA,0
4. Canadian,"10,000-11,000'",2,0,0.1,0,0.1,18,137.3,1.0 ( 2 ),0.1 ( 2 ),0
4. Canadian,"11,000-12,000'",22,4,1.7,0.3,5.2,450,28.8,NA,NA,0.8
4. Canadian,"12,000-13,000'",42,11,4.6,1.2,9.9,160,2.5,NA,NA,0.3
5. Colorado Headwaters§,"5,000-6,000'",0,0,0,0,0,0,0.8,NA,NA,0
5. Colorado Headwaters§,"6,000-7,000'",1,0,0,0,0,0,86.6,NA,NA,0
