,,4/5/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026,4/12/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026
Basin,Elevation Band,%4/5 Avg.,%4/12 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",47,33,3,1.8,10.3,"63,260",658.8,14.4 ( 2 ),11.3 ( 2 ),4.1
1. Central Columbia,"4,000-5,000'",62,51,10.9,8.6,38.2,"243,835",532.7,2.3 ( 2 ),1.0 ( 2 ),16.3
1. Central Columbia,"5,000-6,000'",81,70,21.2,18.6,71.5,"530,929",533.9,26.0 ( 2 ),23.1 ( 2 ),32.3
1. Central Columbia,"6,000-7,000'",86,78,27.7,25.9,83.1,"446,622",323,NA,NA,48
1. Central Columbia,"7,000-8,000'",92,72,34.5,28.3,83.3,"117,546",77.9,NA,NA,58.6
1. Central Columbia,"8,000-9,000'",102,68,38,28.5,91.4,"4,993",3.3,NA,NA,61.1
2. Central Puget Sound,"3,000-4,000'",70,50,4.8,3.5,16.4,"103,569",555.8,26.4 ( 3 ),23.7 ( 3 ),12.8
2. Central Puget Sound,"4,000-5,000'",105,82,16.1,13,48.6,"316,226",457.3,24.1 ( 2 ),21.1 ( 2 ),22.6
2. Central Puget Sound,"5,000-6,000'",135,110,33.6,27.5,77.2,"262,390",179.2,NA,NA,43.2
2. Central Puget Sound,"6,000-7,000'",133,102,45.4,35.1,81,"89,397",47.8,NA,NA,74.5
2. Central Puget Sound,"7,000-8,000'",121,85,50.9,36.3,90.2,"11,214",5.8,NA,NA,103.1
2. Central Puget Sound,"8,000-9,000'",112,84,59.6,45.3,98.3,466,0.2,NA,NA,116.8
2. Central Puget Sound,">9,000'",68,99,40.6,57.9,90,298,0.1,NA,NA,157
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",3,0,0,0,0,0,"2,531.10",0.1 ( 1 ),0.0 ( 1 ),0
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",3,1,0,0,0.1,677,"1,613.30",3.0 ( 5 ),0.4 ( 5 ),1.1
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",17,8,1.2,0.5,4.1,"17,546",693.5,8.1 ( 2 ),6.4 ( 2 ),5.7
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",51,38,9.1,6.4,42.8,"68,757",203,10.8 ( 2 ),9.2 ( 2 ),17.4
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",68,55,25.1,19.2,80.6,"32,396",31.7,20.9 ( 1 ),19.1 ( 1 ),48.3
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",91,52,46.8,24.5,85.2,"10,583",8.1,NA,NA,69.2
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",146,49,118.9,36,95.6,"3,520",1.8,NA,NA,89.2
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",154,47,173.8,46.2,98.3,"1,664",0.7,NA,NA,153.4
3. Hood-Sandy-Lower Deschutes,">10,000'",78,35,71.1,33.1,98.2,341,0.2,NA,NA,437.8
4. Klamath,"4,000-5,000'",0,0,0,0,0,0,"4,630.00",0.0 ( 3 ),0.0 ( 3 ),0
4. Klamath,"5,000-6,000'",1,1,0,0,0.4,"4,035","2,247.50",0.2 ( 9 ),0.1 ( 9 ),0
4. Klamath,"6,000-7,000'",11,11,1.7,1.5,14.7,"47,271",578.1,2.9 ( 3 ),1.8 ( 3 ),1
4. Klamath,"7,000-8,000'",41,39,9,8.7,62.1,"39,593",85.8,0.2 ( 1 ),0.0 ( 1 ),2.3
4. Klamath,"8,000-9,000'",56,57,15.6,16.3,84.7,"1,340",1.5,NA,NA,6.4
5. Lewis,"2,000-3,000'",4,0,0,0,0,0,274.4,0.0 ( 2 ),0.0 ( 2 ),0.3
5. Lewis,"3,000-4,000'",16,9,1,0.5,3.7,"5,347",213.1,14.2 ( 3 ),10.5 ( 3 ),5
5. Lewis,"4,000-5,000'",31,18,3.7,2,13.7,"8,704",79.6,27.1 ( 2 ),24.3 ( 2 ),18.3
5. Lewis,"5,000-6,000'",80,52,20.6,13.2,64.3,"7,597",10.8,NA,NA,34.2
5. Lewis,"6,000-7,000'",99,61,46.3,27,83.2,"5,974",4.2,NA,NA,58.6
5. Lewis,"7,000-8,000'",146,57,108.5,36.4,93.4,"1,499",0.8,NA,NA,76.8
5. Lewis,">8,000'",88,45,71.4,34.3,88.3,530,0.3,NA,NA,103.7
6. Lower Cowlitz,"3,000-4,000'",39,6,2.1,0.3,2.8,"2,203",139.5,7.8 ( 2 ),6.3 ( 2 ),1
6. Lower Cowlitz,"4,000-5,000'",61,38,10.2,6,36.2,"13,516",42,NA,NA,4.8
6. Lower Cowlitz,"5,000-6,000'",72,58,21.5,16.2,62.9,"5,590",6.5,NA,NA,11.1
6. Lower Cowlitz,"6,000-7,000'",86,66,29.7,21.3,58.8,"1,868",1.6,NA,NA,36.6
6. Lower Cowlitz,"7,000-8,000'",93,55,37.1,22.2,63.8,"1,142",1,NA,NA,53.5
7. Naches,"4,000-5,000'",25,16,1.4,0.7,6.2,"13,101",328.6,15.7 ( 2 ),13.1 ( 2 ),9.4
7. Naches,"5,000-6,000'",59,43,8.5,5.9,40,"74,901",236.5,35.8 ( 2 ),33.5 ( 2 ),24.3
7. Naches,"6,000-7,000'",75,63,19,15.9,75.1,"40,248",47.6,NA,NA,36.4
7. Naches,"7,000-8,000'",97,59,47.1,26.8,89.2,"1,935",1.4,NA,NA,69.7
8. North Puget Sound,"1,000-2,000'",17,15,0,0,0.2,517,352,NA,NA,0.1
8. North Puget Sound,"2,000-3,000'",69,43,1.4,0.9,4.8,"19,769",426.6,NA,NA,3.6
8. North Puget Sound,"3,000-4,000'",106,71,8.6,5.7,22.3,"156,992",520.6,15.0 ( 3 ),12.3 ( 3 ),17.9
8. North Puget Sound,"4,000-5,000'",129,101,22.6,17.5,56.8,"458,781",490.7,20.8 ( 4 ),17.5 ( 4 ),41
8. North Puget Sound,"5,000-6,000'",130,108,34.5,28.5,82.5,"581,203",382.6,63.6 ( 3 ),61.4 ( 3 ),62.6
8. North Puget Sound,"6,000-7,000'",122,99,38.3,31.7,88.1,"255,936",151.4,NA,NA,75.3
8. North Puget Sound,"7,000-8,000'",116,87,42.4,33.2,92.3,"29,933",16.9,NA,NA,103.1
8. North Puget Sound,"8,000-9,000'",103,97,45.6,41.8,98.7,"2,796",1.3,NA,NA,277.5
9. Olympic,"4,000-5,000'",71,46,11.3,6.4,31.7,"44,871",132.3,14.2 ( 2 ),13.2 ( 2 ),16.6
9. Olympic,"5,000-6,000'",88,66,26.9,17.9,65.8,"81,815",85.6,18.8 ( 1 ),16.0 ( 1 ),24
9. Olympic,">6,000'",93,73,32.7,23.1,72.2,"22,729",18.4,NA,NA,25.8
10. Rogue-Umpqua,"3,000-4,000'",0,0,0,0,0,0,"1,692.80",0.0 ( 1 ),0.0 ( 1 ),0
10. Rogue-Umpqua,"4,000-5,000'",0,0,0,0,0.1,197,927,0.1 ( 2 ),0.2 ( 2 ),0
10. Rogue-Umpqua,"5,000-6,000'",6,6,0.8,0.7,6.3,"21,452",557.7,0.1 ( 2 ),0.2 ( 2 ),0.2
10. Rogue-Umpqua,"6,000-7,000'",26,21,6.9,5.5,35.6,"57,238",194.2,1.5 ( 1 ),0.7 ( 1 ),3.3
10. Rogue-Umpqua,"7,000-8,000'",55,40,17.8,14.1,69,"11,906",15.8,NA,NA,6.8
10. Rogue-Umpqua,"8,000-9,000'",59,43,21.2,16.7,61.5,944,1.1,NA,NA,10
11. South Puget Sound,"2,000-3,000'",5,0,0,0,0,0,405.8,0.2 ( 2 ),0.0 ( 3 ),0.1
11. South Puget Sound,"3,000-4,000'",11,5,0.3,0.1,1,"2,492",377.6,10.3 ( 7 ),7.4 ( 7 ),2.9
11. South Puget Sound,"4,000-5,000'",36,24,2.5,1.6,9.7,"18,490",222.6,25.9 ( 3 ),22.2 ( 3 ),10
11. South Puget Sound,"5,000-6,000'",75,64,15.1,11.9,58.4,"60,367",95.4,28.5 ( 1 ),26.2 ( 1 ),30.1
11. South Puget Sound,"6,000-7,000'",81,66,30.3,22,81.5,"43,795",37.4,NA,NA,57.3
11. South Puget Sound,"7,000-8,000'",108,64,69.4,34.3,92.9,"7,053",3.9,NA,NA,105.9
11. South Puget Sound,"8,000-9,000'",133,63,148.8,55.8,99.6,"2,297",0.8,NA,NA,129.4
11. South Puget Sound,"9,000-10,000'",177,20,253,26.1,98.5,941,0.7,NA,NA,239.9
11. South Puget Sound,"10,000-11,000'",218,22,525.1,45.5,98.8,"1,873",0.8,NA,NA,534
11. South Puget Sound,"11,000-12,000'",122,38,70.7,26,91.9,805,0.6,NA,NA,686.9
11. South Puget Sound,"12,000-13,000'",205,26,510.3,57.8,96.3,"1,190",0.4,NA,NA,1022.3
11. South Puget Sound,">13,000'",216,14,1558.3,83.1,100,856,0.2,NA,NA,1148.7
12. Upper Columbia,"3,000-4,000'",33,10,0.6,0.1,0.7,"13,963","2,566.20",0.1 ( 1 ),0.0 ( 1 ),0.1
12. Upper Columbia,"4,000-5,000'",57,32,3.4,1.6,9.2,"119,422","1,437.90",0.2 ( 3 ),0.0 ( 3 ),2.6
12. Upper Columbia,"5,000-6,000'",92,70,13.2,10.1,49.4,"417,840",772.6,1.1 ( 2 ),0.1 ( 2 ),17.5
12. Upper Columbia,"6,000-7,000'",99,83,22.2,20.5,85.3,"616,958",564,59.3 ( 1 ),58.8 ( 1 ),31.9
12. Upper Columbia,"7,000-8,000'",101,78,26.2,23.3,86.2,"175,597",141.2,NA,NA,35.5
12. Upper Columbia,"8,000-9,000'",103,77,28.8,25,79.1,"5,660",4.2,NA,NA,38.1
13. Upper Cowlitz,"3,000-4,000'",15,10,0.3,0.2,1.4,"2,627",281.5,20.1 ( 1 ),15.9 ( 1 ),4.9
13. Upper Cowlitz,"4,000-5,000'",39,28,3.2,2.2,12.5,"35,376",306.7,17.5 ( 2 ),14.5 ( 2 ),14.4
13. Upper Cowlitz,"5,000-6,000'",72,58,15.9,12,51.5,"67,740",106.3,NA,NA,34.1
13. Upper Cowlitz,"6,000-7,000'",92,68,39.8,27.2,87.8,"28,697",19.8,NA,NA,66
13. Upper Cowlitz,"7,000-8,000'",122,62,76.6,33.5,90.2,"5,000",2.8,NA,NA,95.6
13. Upper Cowlitz,"8,000-9,000'",117,57,97.3,40.1,98.7,413,0.2,NA,NA,121.4
13. Upper Cowlitz,"9,000-10,000'",128,52,153.1,50.9,96.3,"1,048",0.4,NA,NA,218.1
13. Upper Cowlitz,"10,000-11,000'",13,6,60.3,25.8,93.4,133,0.1,NA,NA,631.6
14. Upper Deschutes-Crooked,"4,000-5,000'",1,1,0,0,0.1,"1,071","3,903.90",0.0 ( 1 ),0.0 ( 1 ),0
14. Upper Deschutes-Crooked,"5,000-6,000'",9,8,0.7,0.5,3.8,"40,308","1,478.40",3.4 ( 6 ),1.9 ( 6 ),0.6
14. Upper Deschutes-Crooked,"6,000-7,000'",31,25,7.2,5.4,33.5,"73,804",255.5,NA,NA,6
14. Upper Deschutes-Crooked,"7,000-8,000'",55,41,19.8,14.4,63.7,"30,760",40.2,NA,NA,12.2
14. Upper Deschutes-Crooked,"8,000-9,000'",72,39,37.8,20.4,81.2,"3,366",3.1,NA,NA,29.2
14. Upper Deschutes-Crooked,"9,000-10,000'",87,50,48.1,28,86.1,"1,009",0.7,NA,NA,35.4
15. Upper Yakima,"3,000-4,000'",18,14,0.9,0.5,3.7,"13,962",489,12.8 ( 1 ),10.2 ( 1 ),3.3
15. Upper Yakima,"4,000-5,000'",38,29,5.3,3.5,16.9,"66,226",359.8,10.4 ( 1 ),6.2 ( 1 ),8.6
15. Upper Yakima,"5,000-6,000'",69,56,14.9,11.7,55.6,"100,567",161.7,0.0 ( 1 ),0.0 ( 1 ),17.6
15. Upper Yakima,"6,000-7,000'",89,73,27.1,22.1,80.5,"24,084",20.5,NA,NA,36
15. Upper Yakima,"7,000-8,000'",108,73,66.1,40.1,97.4,"1,446",0.7,NA,NA,76.7
