,,4/19/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026,4/26/2026,4/26/2026,4/19/2026,4/26/2026,4/26/2026
Basin,Elevation Band,%4/19 Avg.,%4/26 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",0,NA,0,0,0,0,"1,734.80",NA,NA,0
1. Belle Fourche,"3,000-4,000'",0,NA,0,0,0,0,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",0,0,0,0,0,0,"2,849.60",NA,NA,0.1
1. Belle Fourche,"5,000-6,000'",0,0,0,0,0,0,721.2,0.0 ( 1 ),0.0 ( 1 ),0.2
1. Belle Fourche,"6,000-7,000'",0,0,0,0,0.3,0,208.1,NA,NA,0.3
1. Belle Fourche,"7,000-8,000'",0,0,0,0,0,0,2.3,NA,NA,0.3
2. Bighorn,"3,000-4,000'",0,0,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",0,0,0,0,0,0,"3,531.10",NA,NA,0.1
2. Bighorn,"5,000-6,000'",0,0,0,0,0,0,"1,949.70",NA,NA,0.3
2. Bighorn,"6,000-7,000'",2,1,0,0,0.2,162,"1,082.60",NA,NA,0.5
2. Bighorn,"7,000-8,000'",12,9,0.4,0.2,4,"8,320",715.4,0.0 ( 1 ),0.2 ( 1 ),0.8
2. Bighorn,"8,000-9,000'",37,35,2.8,2.3,22,"67,188",541.1,NA,NA,1.8
2. Bighorn,"9,000-10,000'",74,72,8.3,7.5,51.4,"171,849",427.2,11.5 ( 4 ),10.1 ( 5 ),9.1
2. Bighorn,"10,000-11,000'",95,90,13.4,12.2,59.5,"158,545",243.8,10.8 ( 1 ),9.6 ( 1 ),15.1
2. Bighorn,"11,000-12,000'",108,102,18,16.7,63.1,"82,075",92.4,NA,NA,15.2
2. Bighorn,">12,000'",114,107,21.1,19.7,57.2,"8,023",7.6,NA,NA,12.8
3. Cheyenne,"2,000-3,000'",0,0,0,0,0,0,"3,402.70",NA,NA,0
3. Cheyenne,"3,000-4,000'",0,NA,0,0,0,0,"3,673.10",NA,NA,0.2
