,,2/15/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026,2/22/2026,2/22/2026,2/15/2026,2/22/2026,2/22/2026
Basin,Elevation Band,%2/15 Avg.,%2/22 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",45,41,3.3,3.4,31.1,"118,717",658.8,16.0 ( 2 ),15.5 ( 2 ),6.6
1. Central Columbia,"4,000-5,000'",70,57,7.9,8.4,52.4,"237,750",532.7,3.0 ( 1 ),2.7 ( 1 ),15.9
1. Central Columbia,"5,000-6,000'",93,72,14.3,15.3,75.6,"436,592",533.9,20.2 ( 2 ),20.8 ( 2 ),26.6
1. Central Columbia,"6,000-7,000'",96,72,19.3,20.7,85.1,"356,714",323,NA,NA,37.1
1. Central Columbia,"7,000-8,000'",88,66,21.2,22.8,87.2,"94,710",77.9,NA,NA,44.6
1. Central Columbia,"8,000-9,000'",86,62,19.7,21.2,82.3,"3,711",3.3,NA,NA,46.2
2. Central Puget Sound,"3,000-4,000'",68,47,1.6,1.7,9.4,"49,631",555.8,15.1 ( 3 ),16.8 ( 3 ),9.9
2. Central Puget Sound,"4,000-5,000'",118,82,6.9,7.4,33.5,"181,709",457.3,13.7 ( 2 ),14.5 ( 2 ),15.4
2. Central Puget Sound,"5,000-6,000'",149,105,18.3,19.6,70.1,"187,684",179.2,NA,NA,30.3
2. Central Puget Sound,"6,000-7,000'",126,88,25.4,26.9,86.2,"68,523",47.8,NA,NA,53.8
2. Central Puget Sound,"7,000-8,000'",103,73,27.7,29.1,93.1,"9,002",5.8,NA,NA,75
2. Central Puget Sound,"8,000-9,000'",92,65,34,35.1,100,361,0.2,NA,NA,97.5
2. Central Puget Sound,">9,000'",126,87,42.9,43.6,100,225,0.1,NA,NA,159.6
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",1,2,0,0,0.2,"1,227","2,531.10",0.0 ( 1 ),1.9 ( 1 ),0.8
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",7,8,0.1,0.2,3.3,"15,070","1,613.30",3.2 ( 5 ),5.0 ( 5 ),4.2
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",27,30,1.4,1.7,23.9,"64,368",693.5,11.7 ( 1 ),8.7 ( 2 ),8.8
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",56,53,5.8,6.7,58.6,"72,870",203,6.8 ( 2 ),8.6 ( 2 ),13.7
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",66,54,14.4,16.1,83.4,"27,227",31.7,10.9 ( 1 ),13.0 ( 1 ),31.7
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",59,46,18.5,20.7,84.4,"8,951",8.1,NA,NA,48
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",52,37,25.6,27.9,91.1,"2,729",1.8,NA,NA,63.1
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",48,34,34.3,35.9,97.5,"1,293",0.7,NA,NA,140.2
3. Hood-Sandy-Lower Deschutes,">10,000'",44,32,24.8,26.8,95.8,276,0.2,NA,NA,367.6
4. Klamath,"4,000-5,000'",1,1,0,0,1.5,"11,457","4,630.00",0.7 ( 3 ),1.2 ( 3 ),0.8
4. Klamath,"5,000-6,000'",5,9,0.3,0.6,10.8,"71,850","2,247.50",2.8 ( 9 ),4.1 ( 9 ),2.5
4. Klamath,"6,000-7,000'",30,37,3.3,4.9,55.8,"151,392",578.1,6.0 ( 3 ),7.4 ( 3 ),5.2
4. Klamath,"7,000-8,000'",54,56,7.9,10,80.7,"45,991",85.8,2.9 ( 1 ),3.3 ( 1 ),7
4. Klamath,"8,000-9,000'",67,68,12.8,15.3,97.8,"1,260",1.5,NA,NA,10.9
5. Lewis,"2,000-3,000'",5,6,0.1,0.1,0.9,903,274.4,0.7 ( 2 ),1.4 ( 2 ),3.9
5. Lewis,"3,000-4,000'",18,17,0.6,0.7,7.8,"8,121",213.1,10.3 ( 3 ),12.4 ( 3 ),9
