,,4/5/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026,4/12/2026,4/12/2026,4/5/2026,4/12/2026,4/12/2026
Basin,Elevation Band,%4/5 Avg.,%4/12 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",1,1,0,0,0.4,202,240.2,NA,NA,0
1. Alvord Lake,"7,000-8,000'",14,16,1.2,1.1,9.8,"3,940",69.9,NA,NA,0.3
1. Alvord Lake,"8,000-9,000'",43,55,7.6,9.7,48.2,"5,950",11.5,NA,NA,3.7
1. Alvord Lake,"9,000-10,000'",59,73,12.5,16.2,61.1,"1,000",1.2,NA,NA,5.5
2. Bitterroot,"5,000-6,000'",44,28,1.5,0.7,7.6,"24,778",657.5,7.5 ( 2 ),4.5 ( 2 ),2.2
2. Bitterroot,"6,000-7,000'",95,69,8.5,5.9,44.6,"224,966",718,21.8 ( 2 ),18.2 ( 2 ),8.6
2. Bitterroot,"7,000-8,000'",115,101,17.7,16.4,79.2,"422,138",483.4,NA,NA,16.9
2. Bitterroot,"8,000-9,000'",121,116,23.6,24.7,83.6,"123,577",93.8,NA,NA,23.1
2. Bitterroot,"9,000-10,000'",111,111,24.7,26.6,85.7,"3,290",2.3,NA,NA,24.6
3. Carson,"5,000-6,000'",0,0,0,0,0,0,619.1,NA,NA,0
3. Carson,"6,000-7,000'",0,0,0,0,0,0,354.2,0.0 ( 1 ),0.5 ( 1 ),0.1
3. Carson,"7,000-8,000'",4,4,0.4,0.3,4.3,"3,763",220.1,0.0 ( 1 ),0.8 ( 1 ),0.7
3. Carson,"8,000-9,000'",15,16,2.9,3.1,31.3,"25,798",155.7,4.7 ( 5 ),4.9 ( 5 ),2.8
3. Carson,"9,000-10,000'",21,29,5.1,7.5,57.2,"18,787",46.8,NA,NA,5.7
3. Carson,">10,000'",24,43,6.3,12.6,69.2,"7,999",11.9,NA,NA,8.7
4. Clearwater Basin,"3,000-4,000'",25,6,0.2,0,0.6,"4,128","2,282.20",0.0 ( 1 ),0.0 ( 1 ),0.4
4. Clearwater Basin,"4,000-5,000'",57,31,2.2,1,11.2,"108,384","1,966.60",6.7 ( 1 ),0.3 ( 1 ),5.7
4. Clearwater Basin,"5,000-6,000'",113,75,9.8,6.5,47.3,"631,655","1,812.30",31.2 ( 6 ),28.4 ( 6 ),16.1
4. Clearwater Basin,"6,000-7,000'",128,105,17.9,15.8,79.3,"961,180","1,138.30",20.0 ( 2 ),17.4 ( 2 ),22.7
4. Clearwater Basin,"7,000-8,000'",117,109,21.5,22.1,89.3,"311,656",264.1,NA,NA,22.9
4. Clearwater Basin,"8,000-9,000'",113,111,22.9,24.8,86.4,"15,437",11.7,NA,NA,24.1
5. Clover Valley and Franklin,"5,000-6,000'",0,0,0,0,0.1,0,793.5,NA,NA,0
5. Clover Valley and Franklin,"6,000-7,000'",0,0,0,0,0,0,"2,365.00",NA,NA,0
5. Clover Valley and Franklin,"7,000-8,000'",1,1,0,0,0.3,362,760.6,0.0 ( 1 ),0.0 ( 1 ),0
5. Clover Valley and Franklin,"8,000-9,000'",11,12,0.7,0.7,7.8,"5,760",155.8,0.4 ( 1 ),0.0 ( 1 ),0
5. Clover Valley and Franklin,"9,000-10,000'",39,44,5.3,6.1,35.8,"11,007",34.1,NA,NA,0.7
5. Clover Valley and Franklin,"10,000-11,000'",54,59,9,10.1,45.4,"3,219",6,NA,NA,2.7
6. Donner und Blitzen,"6,000-7,000'",1,1,0,0.1,0.8,443,138.9,0.0 ( 1 ),0.0 ( 1 ),0.2
6. Donner und Blitzen,"7,000-8,000'",16,24,2.2,3.2,25.3,"10,158",59.8,9.4 ( 1 ),8.5 ( 1 ),2.7
6. Donner und Blitzen,"8,000-9,000'",47,61,9.2,12.2,59.8,"12,470",19.1,NA,NA,6
6. Donner und Blitzen,"9,000-10,000'",63,74,13.7,16.8,60.4,"1,817",2,NA,NA,6.3
7. Dry Lake Valley,"7,000-8,000'",0,0,0,0,0,0,230.4,NA,NA,0
7. Dry Lake Valley,"8,000-9,000'",0,0,0,0,0.1,23,53.9,NA,NA,0
7. Dry Lake Valley,"9,000-10,000'",7,4,0.5,0.3,4.8,137,10.2,NA,NA,0
7. Dry Lake Valley,"10,000-11,000'",38,25,4.7,2.8,54.5,276,1.8,NA,NA,0
8. Eastern Nevada,"7,000-8,000'",0,0,0,0,0,0,"2,847.80",0.0 ( 1 ),0.0 ( 1 ),0
8. Eastern Nevada,"8,000-9,000'",0,0,0,0,0.1,238,"1,111.30",0.0 ( 3 ),0.0 ( 3 ),0
8. Eastern Nevada,"9,000-10,000'",6,3,0.4,0.2,4.3,"3,147",309.5,3.0 ( 2 ),2.0 ( 2 ),0.1
8. Eastern Nevada,"10,000-11,000'",31,17,3.2,1.7,26,"7,771",87.8,2.6 ( 2 ),0.7 ( 2 ),1.5
8. Eastern Nevada,">11,000'",44,26,5.7,3.3,36,"3,307",18.8,NA,NA,3
9. Flathead,"3,000-4,000'",12,4,0.1,0,0.1,"1,246","2,118.20",5.1 ( 1 ),1.6 ( 1 ),0
9. Flathead,"4,000-5,000'",65,45,1.7,0.8,7.2,"86,901","1,920.60",5.7 ( 3 ),2.8 ( 3 ),2
9. Flathead,"5,000-6,000'",118,109,8.4,6.9,43.7,"617,402","1,682.00",15.8 ( 3 ),14.7 ( 3 ),14.5
9. Flathead,"6,000-7,000'",147,144,17.9,17,81,"1,263,715","1,392.90",33.7 ( 6 ),32.4 ( 6 ),29.6
9. Flathead,"7,000-8,000'",163,160,23.9,23,87.6,"602,883",491.4,NA,NA,36
9. Flathead,"8,000-9,000'",169,164,27.8,27.6,86.8,"55,503",37.7,NA,NA,36.3
9. Flathead,"9,000-10,000'",202,181,31.6,30.4,83.6,"2,665",1.6,NA,NA,28.1
10. Grande Ronde-Burnt-Powder-Imnaha,"4,000-5,000'",3,0,0.1,0,0,673,"3,104.90",0.0 ( 1 ),0.0 ( 1 ),0.1
10. Grande Ronde-Burnt-Powder-Imnaha,"5,000-6,000'",17,8,1.2,0.4,4.9,"32,682","1,382.50",3.5 ( 7 ),2.4 ( 7 ),0.9
10. Grande Ronde-Burnt-Powder-Imnaha,"6,000-7,000'",61,44,8.7,6.1,47.3,"154,036",477.3,0.0 ( 1 ),0.0 ( 1 ),5.5
