,,2/8/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026,2/15/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026
Basin,Elevation Band,%2/8 Avg.,%2/15 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Bear,"5,000-6,000'",9,9,0.5,0.4,6.5,"30,402","1,268.90",NA,NA,0.5
1. Bear,"6,000-7,000'",39,42,3,3.1,40.2,"405,634","2,464.70",2.4 ( 3 ),2.5 ( 3 ),1.7
1. Bear,"7,000-8,000'",52,55,4.8,5.1,59.1,"482,492","1,789.30",7.9 ( 5 ),8.4 ( 5 ),4.2
1. Bear,"8,000-9,000'",69,72,7.8,8.3,93.5,"259,418",585.8,10.6 ( 7 ),11.8 ( 7 ),10
1. Bear,"9,000-10,000'",73,75,8.4,8.8,89.1,"63,971",136.8,5.3 ( 2 ),5.9 ( 2 ),9.4
1. Bear,"10,000-11,000'",64,66,8.1,8.6,86.3,"27,944",61.1,NA,NA,9.4
1. Bear,"11,000-12,000'",64,66,9.1,9.5,86.5,"8,013",15.7,NA,NA,6.7
1. Bear,"12,000-13,000'",63,64,8.9,9.3,90.7,529,1.1,NA,NA,4.7
2. Beaver,"6,000-7,000'",0,0,0,0,0,0,479.9,NA,NA,0.1
2. Beaver,"7,000-8,000'",1,0,0,0,0.1,44,180.6,NA,NA,0.2
2. Beaver,"8,000-9,000'",11,11,0.6,0.5,10,"2,218",75.9,NA,NA,1.4
2. Beaver,"9,000-10,000'",39,40,2.8,2.9,42.8,"10,418",66.3,NA,NA,4.4
2. Beaver,"10,000-11,000'",53,55,5.1,5.5,63.4,"7,997",27.4,6.1 ( 1 ),6.3 ( 1 ),6.3
2. Beaver,"11,000-12,000'",58,59,7.5,8.1,83.7,"2,331",5.4,NA,NA,7.4
3. Blue,"7,000-8,000'",5,5,0.3,0.3,2.3,497,32.9,NA,NA,1.2
3. Blue,"8,000-9,000'",39,42,2.6,2.9,49.6,"15,529",101.8,NA,NA,2.5
3. Blue,"9,000-10,000'",42,46,3,3.2,53.7,"25,672",150.2,3.6 ( 1 ),4.0 ( 1 ),3.7
3. Blue,"10,000-11,000'",43,46,3,3.3,48.3,"28,568",162.3,6.0 ( 2 ),6.6 ( 2 ),4.9
3. Blue,"11,000-12,000'",57,60,6.2,6.5,73.6,"57,211",163.9,5.5 ( 2 ),5.7 ( 2 ),5.3
3. Blue,"12,000-13,000'",60,62,7.7,7.9,83.2,"27,989",66.3,NA,NA,4
3. Blue,">13,000'",60,61,8.2,8.3,82.5,"2,846",6.5,NA,NA,2.5
4. Canadian,"8,000-9,000'",2,0,0,0,0.1,16,737,NA,NA,0.2
4. Canadian,"9,000-10,000'",3,2,0.1,0.1,2,"1,379",360.3,NA,NA,0.9
4. Canadian,"10,000-11,000'",9,8,0.4,0.4,7.6,"2,681",137.3,3.0 ( 2 ),3.2 ( 2 ),1.7
4. Canadian,"11,000-12,000'",33,32,2.2,2.1,32.3,"3,200",28.8,NA,NA,2.2
4. Canadian,"12,000-13,000'",54,56,5.4,5.6,77.3,746,2.5,NA,NA,1.7
5. Colorado Headwaters,"5,000-6,000'",0,0,0,0,0,0,0.8,NA,NA,0
5. Colorado Headwaters,"6,000-7,000'",0,0,0,0,0.2,40,86.6,NA,NA,0.1
5. Colorado Headwaters,"7,000-8,000'",7,7,0.4,0.4,5.9,"9,047",434.1,NA,NA,1
5. Colorado Headwaters,"8,000-9,000'",40,42,3.1,3.2,53.9,"147,701",857.3,3.2 ( 3 ),3.6 ( 3 ),2.5
5. Colorado Headwaters,"9,000-10,000'",55,58,4.4,4.6,75,"202,254",826.9,4.2 ( 3 ),4.9 ( 3 ),4.8
5. Colorado Headwaters,"10,000-11,000'",56,58,5.2,5.4,72.5,"130,955",456.5,7.4 ( 5 ),8.2 ( 5 ),7.2
5. Colorado Headwaters,"11,000-12,000'",62,65,7.3,7.5,81.2,"85,244",212.2,7.1 ( 1 ),7.3 ( 1 ),6.3
5. Colorado Headwaters,">12,000'",65,67,7.9,8,80.1,"13,572",31.8,NA,NA,4.9
6. Colorado Headwaters-Plateau,"7,000-8,000'",8,5,0.5,0.3,5,"10,886",700.2,NA,NA,0.3
6. Colorado Headwaters-Plateau,"8,000-9,000'",38,38,3.1,3,45.2,"103,617",643.2,NA,NA,1.3
6. Colorado Headwaters-Plateau,"9,000-10,000'",57,59,5.4,5.7,82.9,"85,649",283.6,NA,NA,4.6
6. Colorado Headwaters-Plateau,"10,000-11,000'",60,61,6.1,6.3,84.9,"60,500",179.6,4.3 ( 1 ),4.9 ( 1 ),6.3
6. Colorado Headwaters-Plateau,"11,000-12,000'",54,54,8.2,8.3,87.5,"2,804",6.4,NA,NA,8
7. Eagle,"7,000-8,000'",4,4,0.2,0.2,4,"1,707",152.2,NA,NA,1.1
7. Eagle,"8,000-9,000'",21,21,1.5,1.5,25.5,"15,135",184.7,3.4 ( 1 ),3.8 ( 1 ),3.1
7. Eagle,"9,000-10,000'",35,36,2.6,2.8,42.8,"28,722",195.1,3.3 ( 1 ),3.8 ( 1 ),4.1
7. Eagle,"10,000-11,000'",36,37,2.8,2.9,37.9,"33,503",219,5.6 ( 1 ),6.1 ( 1 ),5.3
7. Eagle,"11,000-12,000'",54,56,6.1,6.5,69.6,"45,565",132,NA,NA,5.6
7. Eagle,"12,000-13,000'",58,60,8.2,8.4,84.3,"14,821",33,NA,NA,4.4
7. Eagle,"13,000-14,000'",66,65,8.8,8.8,86.3,859,1.8,NA,NA,2.8
8. Gila,"6,000-7,000'",0,0,0,0,0,0,"1,911.00",NA,NA,0
8. Gila,"7,000-8,000'",0,0,0,0,0,11,"2,107.40",0.3 ( 1 ),0.2 ( 1 ),0
8. Gila,"8,000-9,000'",7,6,0.1,0.1,2.8,"3,788",791.6,1.1 ( 4 ),1.2 ( 4 ),0.2
8. Gila,"9,000-10,000'",45,42,1.2,1.2,32.9,"6,667",105.5,NA,NA,2.7
8. Gila,"10,000-11,000'",69,71,2.5,2.8,63.4,"1,611",10.7,NA,NA,6.4
9. Gunnison,"7,000-8,000'",17,19,0.8,0.9,22.3,"47,550","1,038.70",NA,NA,1.1
9. Gunnison,"8,000-9,000'",38,41,2.7,2.9,53.3,"269,285","1,716.10",5.3 ( 1 ),6.1 ( 1 ),2.9
9. Gunnison,"9,000-10,000'",47,50,3.6,3.9,65.1,"321,050","1,555.90",5.1 ( 4 ),6.0 ( 4 ),3.9
9. Gunnison,"10,000-11,000'",45,46,3.4,3.6,53.9,"235,284","1,228.40",5.6 ( 3 ),6.2 ( 3 ),4.8
9. Gunnison,"11,000-12,000'",52,53,5.3,5.6,68.1,"187,338",630,4.1 ( 3 ),4.6 ( 3 ),5.5
9. Gunnison,"12,000-13,000'",57,59,7.4,7.8,84.5,"112,883",270.9,NA,NA,5.1
9. Gunnison,"13,000-14,000'",62,63,8.1,8.5,83.1,"8,910",19.7,NA,NA,3.6
