,,2/8/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026,2/15/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026
Basin,Elevation Band,%2/8 Avg.,%2/15 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",13,15,1.7,1.8,30.9,"14,456",152.3,1.5 ( 2 ),1.4 ( 2 ),3.4
0. Trinity,"6,000-7,000'",36,35,6.4,5.8,78.4,"41,469",133,5.1 ( 5 ),5.4 ( 5 ),4.7
0. Trinity,"7,000-8,000'",49,40,10.5,8.8,89.3,"16,502",35.1,NA,NA,5
0. Trinity,"8,000-9,000'",64,48,15.5,12.6,82.1,650,1,NA,NA,5.7
1. Upper Sacramento,"5,000-6,000'",23,24,3.1,2.9,45.9,"9,769",64.1,2.8 ( 1 ),2.6 ( 1 ),4.5
1. Upper Sacramento,"6,000-7,000'",39,38,6.8,6,79,"11,624",36.2,13.0 ( 1 ),13.6 ( 1 ),6.7
1. Upper Sacramento,"7,000-8,000'",49,43,9.5,7.8,88.2,"3,655",8.8,NA,NA,12.3
1. Upper Sacramento,"8,000-9,000'",54,44,11.3,8.5,88.5,"1,055",2.3,NA,NA,24.2
1. Upper Sacramento,"9,000-10,000'",69,52,16.3,12.4,94.1,"1,145",1.7,NA,NA,39.5
1. Upper Sacramento,"10,000-11,000'",83,59,22,16.9,95.4,785,0.9,NA,NA,41.1
1. Upper Sacramento,">11,000'",87,59,26.5,19.9,79.6,"1,230",1.2,NA,NA,36.9
2. McCloud,"5,000-6,000'",24,29,2.6,2.9,58.3,"15,209",96.8,9.6 ( 1 ),10.6 ( 1 ),8.5
2. McCloud,"6,000-7,000'",35,41,5.4,5.3,86.2,"11,774",41.7,NA,NA,10.4
2. McCloud,"7,000-8,000'",48,44,8.5,6.8,91.4,"5,180",14.2,NA,NA,20.9
2. McCloud,"8,000-9,000'",62,50,11.9,8.5,91.9,"2,945",6.5,NA,NA,36.5
2. McCloud,"9,000-10,000'",70,51,15.5,11.4,90.5,"1,885",3.1,NA,NA,42
