,,2/8/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026,2/15/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026
Basin,Elevation Band,%2/8 Avg.,%2/15 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Central Columbia,"3,000-4,000'",55,45,4.3,3.3,30.6,"116,498",658.8,15.8 ( 2 ),16.0 ( 2 ),6.4
1. Central Columbia,"4,000-5,000'",78,70,8.7,7.9,51.4,"223,731",532.7,3.5 ( 1 ),3.0 ( 1 ),15.7
1. Central Columbia,"5,000-6,000'",99,93,15.1,14.3,74.8,"406,878",533.9,20.1 ( 2 ),20.2 ( 2 ),26.3
1. Central Columbia,"6,000-7,000'",100,96,20.3,19.3,84.4,"332,711",323,NA,NA,36.8
1. Central Columbia,"7,000-8,000'",89,88,22.3,21.2,86.9,"87,898",77.9,NA,NA,44.3
1. Central Columbia,"8,000-9,000'",88,86,21,19.7,82.1,"3,447",3.3,NA,NA,45.9
2. Central Puget Sound,"3,000-4,000'",78,68,1.5,1.6,9.3,"46,716",555.8,12.8 ( 3 ),15.1 ( 3 ),8.8
2. Central Puget Sound,"4,000-5,000'",132,118,6.6,6.9,33.1,"168,957",457.3,13.3 ( 2 ),13.7 ( 2 ),14.6
2. Central Puget Sound,"5,000-6,000'",171,149,18.2,18.3,69.2,"175,312",179.2,NA,NA,29.6
2. Central Puget Sound,"6,000-7,000'",145,126,26,25.4,85.7,"64,826",47.8,NA,NA,53.3
2. Central Puget Sound,"7,000-8,000'",114,103,28.6,27.7,93.1,"8,542",5.8,NA,NA,74.7
2. Central Puget Sound,"8,000-9,000'",95,92,34.7,34,100,350,0.2,NA,NA,97.1
2. Central Puget Sound,">9,000'",120,126,43.7,42.9,100,221,0.1,NA,NA,159.2
3. Hood-Sandy-Lower Deschutes,"2,000-3,000'",1,1,0,0,0.2,"1,044","2,531.10",0.0 ( 1 ),0.0 ( 1 ),0.4
3. Hood-Sandy-Lower Deschutes,"3,000-4,000'",6,7,0.1,0.1,3.1,"11,972","1,613.30",3.0 ( 5 ),3.2 ( 5 ),3.4
3. Hood-Sandy-Lower Deschutes,"4,000-5,000'",25,27,1.2,1.4,22.3,"53,020",693.5,9.8 ( 1 ),11.7 ( 1 ),7.7
3. Hood-Sandy-Lower Deschutes,"5,000-6,000'",54,56,5.3,5.8,57,"62,560",203,5.4 ( 2 ),6.8 ( 2 ),12.4
3. Hood-Sandy-Lower Deschutes,"6,000-7,000'",65,66,14.2,14.4,83.4,"24,264",31.7,9.4 ( 1 ),10.9 ( 1 ),29.7
3. Hood-Sandy-Lower Deschutes,"7,000-8,000'",57,59,18.7,18.5,84.2,"8,019",8.1,NA,NA,45.7
3. Hood-Sandy-Lower Deschutes,"8,000-9,000'",50,52,26.2,25.6,91.1,"2,503",1.8,NA,NA,60.8
3. Hood-Sandy-Lower Deschutes,"9,000-10,000'",47,48,35.1,34.3,97.5,"1,235",0.7,NA,NA,137.9
