,,2/8/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026,2/15/2026,2/15/2026,2/8/2026,2/15/2026,2/15/2026
Basin,Elevation Band,%2/8 Avg.,%2/15 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Alvord Lake,"6,000-7,000'",1,4,0.1,0.2,2.6,"2,644",240.2,NA,NA,0.4
1. Alvord Lake,"7,000-8,000'",28,34,2.5,3.2,27.8,"11,828",69.9,NA,NA,1.3
1. Alvord Lake,"8,000-9,000'",68,67,8.9,9.5,71.9,"5,789",11.5,NA,NA,3.1
1. Alvord Lake,"9,000-10,000'",80,77,11.5,11.9,90.9,736,1.2,NA,NA,4.5
2. Bitterroot,"5,000-6,000'",27,28,1.2,1.2,16.7,"40,941",657.5,6.3 ( 2 ),6.9 ( 2 ),3.6
2. Bitterroot,"6,000-7,000'",82,80,4.8,4.7,51.2,"178,261",718,13.0 ( 2 ),13.7 ( 2 ),8.1
2. Bitterroot,"7,000-8,000'",124,120,10.3,10.2,81.1,"262,643",483.4,NA,NA,12.6
2. Bitterroot,"8,000-9,000'",137,130,15.1,14.6,90.3,"73,171",93.8,NA,NA,16.1
2. Bitterroot,"9,000-10,000'",124,118,16.3,15.7,87.4,"1,935",2.3,NA,NA,18.1
3. Carson,"5,000-6,000'",3,4,0,0,0.3,693,619.1,NA,NA,0.1
3. Carson,"6,000-7,000'",26,39,0.8,1,13.6,"19,454",354.2,1.0 ( 1 ),0.2 ( 1 ),1.8
3. Carson,"7,000-8,000'",48,57,4,4.9,59.8,"57,404",220.1,7.2 ( 1 ),7.8 ( 1 ),6.2
3. Carson,"8,000-9,000'",65,63,9.2,9.4,81.2,"78,228",155.7,11.5 ( 5 ),12.5 ( 5 ),10.2
3. Carson,"9,000-10,000'",75,65,12.9,12,79.9,"29,969",46.8,NA,NA,12.7
3. Carson,">10,000'",88,70,16.1,14,78.6,"8,878",11.9,NA,NA,12.9
4. Clearwater Basin,"3,000-4,000'",17,15,0.4,0.3,8,"39,453","2,282.20",1.9 ( 1 ),2.2 ( 1 ),1.6
4. Clearwater Basin,"4,000-5,000'",48,48,1.5,1.5,21.3,"153,768","1,966.60",5.4 ( 1 ),6.1 ( 1 ),6.2
4. Clearwater Basin,"5,000-6,000'",119,112,4.9,4.9,50.1,"476,493","1,812.30",15.3 ( 5 ),17.2 ( 5 ),11.6
