,,4/12/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026,4/19/2026,4/19/2026,4/12/2026,4/19/2026,4/19/2026
Basin,Elevation Band,%4/12 Avg.,%4/19 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
0. Trinity,"5,000-6,000'",1,2,0.1,0.2,5.1,"1,382",152.3,1.3 ( 1 ),0.0 ( 1 ),0.7
0. Trinity,"6,000-7,000'",8,9,1.8,2,43.5,"14,064",133,1.5 ( 5 ),0.5 ( 5 ),1.9
0. Trinity,"7,000-8,000'",20,12,6.2,4.8,80.2,"9,070",35.1,NA,NA,2.5
0. Trinity,"8,000-9,000'",44,11,16.6,9.9,83.4,508,1,NA,NA,2.9
1. Upper Sacramento,"5,000-6,000'",0,2,0.1,0.2,7.5,699,64.1,2.1 ( 1 ),0.6 ( 1 ),0.8
1. Upper Sacramento,"6,000-7,000'",6,9,1.4,2,43.3,"3,868",36.2,1.8 ( 1 ),1.0 ( 1 ),2.3
1. Upper Sacramento,"7,000-8,000'",19,14,5,4.3,78.4,"2,031",8.8,NA,NA,8.7
1. Upper Sacramento,"8,000-9,000'",38,14,11.3,6.3,83.5,774,2.3,NA,NA,25.1
1. Upper Sacramento,"9,000-10,000'",63,11,22.3,7,78.9,651,1.7,NA,NA,46.9
1. Upper Sacramento,"10,000-11,000'",92,9,39.7,10.4,73,482,0.9,NA,NA,49.4
1. Upper Sacramento,">11,000'",106,8,52.3,17.3,73.5,"1,068",1.2,NA,NA,43.1
2. McCloud,"5,000-6,000'",0,0,0,0,0.2,41,96.8,0.0 ( 1 ),0.0 ( 1 ),0.5
2. McCloud,"6,000-7,000'",13,10,2.5,2,43.9,"4,422",41.7,NA,NA,2.8
2. McCloud,"7,000-8,000'",35,14,8.8,5.6,83.4,"4,262",14.2,NA,NA,16.9
2. McCloud,"8,000-9,000'",52,14,14.8,7,92.6,"2,407",6.5,NA,NA,39.8
2. McCloud,"9,000-10,000'",63,12,21.2,6.6,92.5,"1,091",3.1,NA,NA,48.9
2. McCloud,"10,000-11,000'",75,10,31.9,8,95.8,619,1.4,NA,NA,61.4
2. McCloud,">11,000'",83,7,48.6,21.6,95.3,"1,337",1.2,NA,NA,55
3. Pit,"5,000-6,000'",0,0,0,0,0,25,"1,428.20",1.5 ( 1 ),0.0 ( 1 ),0
3. Pit,"6,000-7,000'",6,7,0.5,0.6,7.7,"15,641",507.2,1.6 ( 2 ),1.2 ( 2 ),0.3
3. Pit,"7,000-8,000'",19,16,3.4,3.2,35.3,"22,129",129.4,0.5 ( 2 ),0.1 ( 2 ),1.2
3. Pit,"8,000-9,000'",54,50,12.7,11.7,66.9,"12,108",19.4,NA,NA,2.3
3. Pit,">9,000'",66,52,19.7,16,67.5,"1,647",1.9,NA,NA,10.2
4. Sacramento at Bend Bridge,"5,000-6,000'",0,0,0,0,0.1,6,156.3,NA,NA,0.1
4. Sacramento at Bend Bridge,"6,000-7,000'",4,5,0.6,0.8,17.5,"2,699",63.1,NA,NA,1.2
4. Sacramento at Bend Bridge,"7,000-8,000'",28,14,7.9,6.1,77.1,"5,074",15.6,NA,NA,4.8
4. Sacramento at Bend Bridge,"8,000-9,000'",49,12,17.6,9.4,71.8,"2,177",4.3,NA,NA,10
4. Sacramento at Bend Bridge,">9,000'",48,11,17.8,9.5,56,293,0.6,NA,NA,18.8
5. Feather§,"5,000-6,000'",0,1,0,0,1.4,"1,354","1,257.10",0.7 ( 1 ),0.0 ( 1 ),0.1
5. Feather§,"6,000-7,000'",4,6,0.6,0.3,17.9,"13,436",732.9,1.6 ( 4 ),0.6 ( 4 ),0.8
5. Feather§,"7,000-8,000'",14,11,4.4,2.1,51.1,"13,740",122.6,0.0 ( 1 ),0.0 ( 1 ),2.2
5. Feather§,"8,000-9,000'",31,12,17.8,9.6,64.5,"2,463",4.8,NA,NA,6.7
6. Yuba,"5,000-6,000'",0,5,0,0.2,10.7,"1,737",193.5,NA,NA,0.3
6. Yuba,"6,000-7,000'",7,13,1,2.9,59.9,"32,482",213.6,5.9 ( 4 ),4.7 ( 4 ),1.7
6. Yuba,"7,000-8,000'",25,14,10.9,5.9,86.1,"35,667",113.1,NA,NA,4.5
6. Yuba,"8,000-9,000'",45,13,42.5,8.3,89.6,"2,351",5.3,NA,NA,16.9
7. American§,"5,000-6,000'",0,10,0,0.2,18.1,"3,649",294.8,0.6 ( 3 ),0.0 ( 2 ),0.2
7. American§,"6,000-7,000'",4,16,0.6,1.9,66.8,"26,419",267.6,1.9 ( 2 ),4.1 ( 1 ),1
7. American§,"7,000-8,000'",20,15,7,3.9,86.2,"35,203",168.1,2.1 ( 4 ),1.3 ( 3 ),4.8
7. American§,"8,000-9,000'",39,13,19.3,11.9,86,"43,925",69.1,16.5 ( 3 ),13.8 ( 2 ),10.7
7. American§,"9,000-10,000'",48,12,22.7,25.1,79.6,"9,949",7.4,NA,NA,13.4
8. Cosumnes,"5,000-6,000'",0,2,0,0,2.2,74,60.5,NA,NA,0.1
8. Cosumnes,"6,000-7,000'",1,20,0.1,1.3,70.6,"1,670",23.7,NA,NA,0.8
8. Cosumnes,"7,000-8,000'",12,17,2.8,4.4,95.2,"1,772",7.6,NA,NA,2.6
9. Mokelumne,"5,000-6,000'",0,2,0,0,2.2,106,82.5,NA,NA,0
9. Mokelumne,"6,000-7,000'",0,13,0.1,0.9,41.6,"3,161",63.5,2.2 ( 1 ),2.6 ( 1 ),0.5
9. Mokelumne,"7,000-8,000'",15,17,3.4,4.3,85.5,"19,582",86.4,NA,NA,3.8
9. Mokelumne,"8,000-9,000'",29,14,8.2,6.3,88.1,"26,004",77.9,14.4 ( 2 ),14.3 ( 2 ),9.7
9. Mokelumne,">9,000'",42,13,13.7,9.5,75,"3,828",7.5,NA,NA,12.9
10. Stanislaus,"5,000-6,000'",0,0,0,0,0.1,5,105.6,NA,NA,0
10. Stanislaus,"6,000-7,000'",0,11,0,0.8,31.9,"5,785",133.9,NA,NA,0.4
10. Stanislaus,"7,000-8,000'",8,17,1.6,3,73.1,"23,366",143.8,5.2 ( 1 ),4.8 ( 1 ),2.4
10. Stanislaus,"8,000-9,000'",21,15,5.5,5.3,81.9,"32,929",115.4,12.0 ( 2 ),12.2 ( 2 ),8.5
10. Stanislaus,"9,000-10,000'",34,13,10.8,8,77.1,"22,010",51.6,11.9 ( 1 ),13.7 ( 1 ),12.8
10. Stanislaus,"10,000-11,000'",45,12,16.4,9.8,68.6,"6,367",12.2,NA,NA,14.2
10. Stanislaus,"11,000-12,000'",50,13,17.5,7.8,43.5,160,0.4,NA,NA,10.1
11. Tuolumne§,"5,000-6,000'",0,1,0,0,0.3,46,168,NA,NA,0
11. Tuolumne§,"6,000-7,000'",0,12,0,0.4,27.5,"3,228",140.9,1.0 ( 1 ),0.3 ( 1 ),0.7
11. Tuolumne§,"7,000-8,000'",7,17,0.8,1.4,61.4,"11,507",149.1,6.5 ( 2 ),6.0 ( 2 ),3
11. Tuolumne§,"8,000-9,000'",18,14,4.6,4.7,67.9,"42,213",167.9,6.2 ( 3 ),5.5 ( 3 ),10.9
11. Tuolumne§,"9,000-10,000'",29,13,9.9,8.1,77.1,"76,052",176.1,12.7 ( 2 ),12.3 ( 2 ),17.8
11. Tuolumne§,"10,000-11,000'",36,13,12.7,9.6,81.5,"44,452",86.6,NA,NA,16.8
11. Tuolumne§,"11,000-12,000'",37,13,11.5,8.6,74.7,"11,006",24,NA,NA,11.7
11. Tuolumne§,"12,000-13,000'",38,15,8.9,6.8,65.3,875,2.4,NA,NA,9.5
12. Merced,"5,000-6,000'",0,0,0,0,0,0,69.7,NA,NA,0
12. Merced,"6,000-7,000'",0,2,0,0.1,3.7,387,78.3,NA,NA,0.2
12. Merced,"7,000-8,000'",2,9,0.4,1.3,32.6,"9,064",131.9,NA,NA,1.9
12. Merced,"8,000-9,000'",15,16,3.2,3.7,68.5,"24,641",123.4,8.3 ( 2 ),6.8 ( 2 ),9.9
