,,4/1/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026,4/5/2026,4/5/2026,4/1/2026,4/5/2026,4/5/2026
Basin,Elevation Band,%4/1 Avg.,%4/5 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Bear,"5,000-6,000'",0,0,0,0,0,0,"1,268.90",NA,NA,0
1. Bear,"6,000-7,000'",0,0,0,0,0.4,"2,646","2,464.70",0.0 ( 3 ),0.0 ( 3 ),0.2
1. Bear,"7,000-8,000'",11,14,1,1.1,18,"109,476","1,789.30",3.1 ( 6 ),3.4 ( 6 ),2.1
1. Bear,"8,000-9,000'",35,41,5.5,6.4,81.8,"199,750",585.8,10.4 ( 7 ),11.7 ( 7 ),11.5
1. Bear,"9,000-10,000'",44,49,7.3,8.4,94.7,"61,430",136.8,1.1 ( 2 ),2.2 ( 2 ),11.2
1. Bear,"10,000-11,000'",36,41,6.6,8,91.1,"26,002",61.1,NA,NA,13
1. Bear,"11,000-12,000'",37,43,7.3,8.8,82.3,"7,387",15.7,NA,NA,9.3
1. Bear,"12,000-13,000'",39,45,7.8,9.3,80.6,526,1.1,NA,NA,7.6
2. Beaver,"6,000-7,000'",0,0,0,0,0,0,479.9,NA,NA,0
2. Beaver,"7,000-8,000'",0,0,0,0,0,0,180.6,NA,NA,0
2. Beaver,"8,000-9,000'",0,3,0,0.1,4.5,538,75.9,0.0 ( 1 ),0.0 ( 1 ),0.2
2. Beaver,"9,000-10,000'",2,15,0.1,1.2,28.4,"4,383",66.3,NA,NA,1.2
2. Beaver,"10,000-11,000'",15,26,1.9,3.3,51.9,"4,814",27.4,5.7 ( 1 ),6.6 ( 1 ),4.7
2. Beaver,"11,000-12,000'",32,39,5.6,6.8,77.4,"1,965",5.4,NA,NA,9.2
3. Blue§,"7,000-8,000'",0,0,0,0,0,0,32.9,NA,NA,0.2
3. Blue§,"8,000-9,000'",0,0,0,0,0.2,30,101.8,NA,NA,0.3
3. Blue§,"9,000-10,000'",3,3,0.2,0.2,5,"1,618",150.2,0.0 ( 1 ),0.0 ( 1 ),0.7
3. Blue§,"10,000-11,000'",19,22,1.5,1.7,29.5,"14,900",162.3,6.5 ( 2 ),7.3 ( 2 ),4.4
3. Blue§,"11,000-12,000'",34,40,3.9,4.7,66.8,"41,079",163.9,7.0 ( 2 ),7.5 ( 2 ),8
3. Blue§,"12,000-13,000'",35,41,3.8,4.6,65.4,"16,436",66.3,NA,NA,7.5
3. Blue§,">13,000'",34,40,2.5,3.1,53.4,"1,060",6.5,NA,NA,6.3
4. Canadian,"8,000-9,000'",0,0,0,0,0,0,737,NA,NA,0
4. Canadian,"9,000-10,000'",0,0,0,0,0,0,360.3,NA,NA,0
4. Canadian,"10,000-11,000'",0,0,0,0,0.1,35,137.3,0.2 ( 2 ),0.7 ( 2 ),0.3
4. Canadian,"11,000-12,000'",0,5,0,0.4,7.8,587,28.8,NA,NA,1.5
4. Canadian,"12,000-13,000'",0,3,0,0.4,5.5,54,2.5,NA,NA,1.5
5. Colorado Headwaters§,"5,000-6,000'",0,0,0,0,0,0,0.8,NA,NA,0
5. Colorado Headwaters§,"6,000-7,000'",0,0,0,0,0,0,86.6,NA,NA,0
5. Colorado Headwaters§,"7,000-8,000'",0,0,0,0,0.4,107,434.1,NA,NA,0.1
5. Colorado Headwaters§,"8,000-9,000'",1,2,0.1,0.1,3.1,"4,683",857.3,0.0 ( 3 ),0.0 ( 3 ),0.2
5. Colorado Headwaters§,"9,000-10,000'",13,15,1.2,1.4,27.4,"60,514",826.9,3.1 ( 3 ),3.7 ( 3 ),2.4
5. Colorado Headwaters§,"10,000-11,000'",30,36,4,4.9,68,"119,521",456.5,7.9 ( 5 ),8.7 ( 5 ),7.9
5. Colorado Headwaters§,"11,000-12,000'",36,44,6,7.4,79.5,"83,541",212.2,7.5 ( 1 ),8.0 ( 1 ),7.5
5. Colorado Headwaters§,">12,000'",39,47,5.1,6.3,75.1,"10,705",31.8,NA,NA,5.5
6. Colorado Headwaters-Plateau§,"7,000-8,000'",0,0,0,0,0,16,700.2,NA,NA,0.1
6. Colorado Headwaters-Plateau§,"8,000-9,000'",0,1,0,0,1.1,"1,516",643.2,NA,NA,0.3
6. Colorado Headwaters-Plateau§,"9,000-10,000'",16,20,1.9,2.4,40.8,"36,961",283.6,NA,NA,2.5
6. Colorado Headwaters-Plateau§,"10,000-11,000'",38,45,5.4,6.7,87.8,"64,049",179.6,1.1 ( 1 ),2.7 ( 1 ),5.9
6. Colorado Headwaters-Plateau§,"11,000-12,000'",39,45,8.5,10.1,93.4,"3,437",6.4,NA,NA,10.6
7. Eagle,"7,000-8,000'",0,1,0,0,1.5,158,152.2,NA,NA,0.2
7. Eagle,"8,000-9,000'",1,4,0,0.2,11,"2,384",184.7,0.0 ( 1 ),0.6 ( 1 ),0.4
