,,2/1/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026,2/8/2026,2/8/2026,2/1/2026,2/8/2026,2/8/2026
Basin,Elevation Band,%2/1 Avg.,%2/8 Avg.,SWE (in),SWE (in),%SCA,Vol (AF),Area (mi2),Pillows,Pillows,SNODAS (in.)*
1. Belle Fourche,"2,000-3,000'",0,0,0,0,0,0,"1,734.80",NA,NA,0
1. Belle Fourche,"3,000-4,000'",0,0,0,0,0,6,"1,717.40",NA,NA,0
1. Belle Fourche,"4,000-5,000'",1,0,0.1,0,1.2,445,"2,849.60",NA,NA,0
1. Belle Fourche,"5,000-6,000'",7,7,0.5,0.3,27.4,"9,756",721.2,1.6 ( 1 ),1.8 ( 1 ),0
1. Belle Fourche,"6,000-7,000'",35,36,2.2,1.7,91.1,"18,514",208.1,NA,NA,1.6
1. Belle Fourche,"7,000-8,000'",42,42,2.1,1.8,79.1,228,2.3,NA,NA,2.9
2. Bighorn,"3,000-4,000'",0,0,0,0,0,0,273.6,NA,NA,0
2. Bighorn,"4,000-5,000'",0,0,0,0,0.1,34,"3,531.10",NA,NA,0
2. Bighorn,"5,000-6,000'",3,1,0.1,0,1.1,"2,212","1,949.70",NA,NA,0
2. Bighorn,"6,000-7,000'",31,15,1.2,0.5,11.1,"30,727","1,082.60",NA,NA,0
2. Bighorn,"7,000-8,000'",58,45,2.8,2.3,34.5,"89,287",715.4,1.9 ( 2 ),1.9 ( 2 ),0.4
2. Bighorn,"8,000-9,000'",82,69,4.8,4.6,58.6,"132,013",541.1,NA,NA,2.4
2. Bighorn,"9,000-10,000'",102,91,6.9,7,70.5,"160,094",427.2,7.6 ( 5 ),7.8 ( 5 ),5.9
2. Bighorn,"10,000-11,000'",122,111,9.5,9.9,70.5,"128,116",243.8,9.0 ( 1 ),9.0 ( 1 ),8
2. Bighorn,"11,000-12,000'",129,118,11.5,12,71.4,"59,074",92.4,NA,NA,7.2
2. Bighorn,">12,000'",131,119,12.6,13.3,66.9,"5,396",7.6,NA,NA,5.8
3. Cheyenne,"2,000-3,000'",0,0,0,0,0.1,0,"3,402.70",NA,NA,0
3. Cheyenne,"3,000-4,000'",0,0,0,0,0.3,0,"3,673.10",NA,NA,0
3. Cheyenne,"4,000-5,000'",0,0,0,0,0.9,6,"5,669.50",NA,NA,0
3. Cheyenne,"5,000-6,000'",2,2,0.2,0,8.4,"4,607","2,131.40",NA,NA,0
3. Cheyenne,"6,000-7,000'",35,33,1.7,1.3,56.2,"32,528",478.2,3.6 ( 2 ),3.9 ( 2 ),0.9
3. Cheyenne,"7,000-8,000'",31,33,2,1.4,77.7,337,4.4,NA,NA,1.6
4. Gallatin,"4,000-5,000'",0,0,0,0,0,0,462.7,NA,NA,0
4. Gallatin,"5,000-6,000'",2,0,0.1,0,0.4,373,296.9,NA,NA,0
4. Gallatin,"6,000-7,000'",37,28,1.9,1.6,20.4,"24,464",279.8,NA,NA,1.1
4. Gallatin,"7,000-8,000'",86,74,4.8,4.9,53.3,"96,518",372.8,3.4 ( 1 ),3.5 ( 1 ),5.3
4. Gallatin,"8,000-9,000'",123,108,7.8,8.3,71.1,"139,555",315.9,11.0 ( 2 ),11.2 ( 2 ),10.6
4. Gallatin,"9,000-10,000'",140,126,11.9,12.7,86.7,"76,394",112.7,18.5 ( 1 ),18.2 ( 1 ),13.5
4. Gallatin,"10,000-11,000'",136,121,13.2,13.9,85,"5,506",7.4,NA,NA,13.9
5. Glendo,"7,000-8,000'",55,41,3.7,3.3,41.5,"103,596",591.9,1.1 ( 1 ),1.1 ( 1 ),0.1
5. Glendo,"8,000-9,000'",60,53,4.3,4.7,60.5,"29,688",119.6,3.0 ( 2 ),3.0 ( 2 ),1.7
5. Glendo,"9,000-10,000'",68,59,4.6,5.1,54.3,707,2.6,NA,NA,1.9
6. Jefferson,"5,000-6,000'",9,8,0.2,0.3,3.5,"23,097","1,665.20",NA,NA,0.1
6. Jefferson,"6,000-7,000'",54,45,2.8,2.7,32.8,"450,834","3,136.00",3.6 ( 2 ),3.6 ( 2 ),1.4
6. Jefferson,"7,000-8,000'",79,67,4.6,4.5,47.5,"636,506","2,637.50",4.2 ( 3 ),4.3 ( 3 ),3
6. Jefferson,"8,000-9,000'",105,94,7.2,7.6,67.1,"459,155","1,135.30",10.8 ( 5 ),10.8 ( 5 ),5.8
6. Jefferson,"9,000-10,000'",131,121,11.4,12.1,81.6,"149,100",231.2,9.9 ( 3 ),9.9 ( 3 ),7.8
6. Jefferson,"10,000-11,000'",129,118,12,12.5,69.7,"4,716",7,NA,NA,6.6
7. Lower Bighorn,"2,000-3,000'",0,0,0,0,0,0,214,NA,NA,0
7. Lower Bighorn,"3,000-4,000'",0,0,0,0,0,0,"2,139.00",NA,NA,0
7. Lower Bighorn,"4,000-5,000'",1,0,0,0,1,239,542.7,NA,NA,0
7. Lower Bighorn,"5,000-6,000'",4,3,0.5,0.1,14,551,106.8,NA,NA,0
7. Lower Bighorn,"6,000-7,000'",37,31,1.9,1.2,40.2,"4,436",66.6,NA,NA,0
7. Lower Bighorn,"7,000-8,000'",65,57,3.4,3,53.9,"10,849",68.1,NA,NA,1
7. Lower Bighorn,"8,000-9,000'",76,70,5.4,5.3,73.9,"26,309",93.5,NA,NA,4
7. Lower Bighorn,"9,000-10,000'",101,93,8.8,9.1,94.6,"13,824",28.5,NA,NA,7.6
8. Lower No Platte,"7,000-8,000'",18,5,0.9,0.3,3.1,"11,156",746.6,NA,NA,0
8. Lower No Platte,"8,000-9,000'",55,29,3.4,2.2,25.8,"8,947",76.4,NA,NA,0.1
8. Lower No Platte,"9,000-10,000'",23,17,1.1,1.1,3.1,57,1,NA,NA,1.4
9. Lower Shoshone,"3,000-4,000'",0,0,0,0,0,0,90.2,NA,NA,0
9. Lower Shoshone,"4,000-5,000'",0,0,0,0,0,0,876.8,NA,NA,0
9. Lower Shoshone,"5,000-6,000'",1,0,0,0,0,32,327.8,NA,NA,0
9. Lower Shoshone,"6,000-7,000'",20,16,0.7,0.6,9.8,"3,519",117.1,NA,NA,0
9. Lower Shoshone,"7,000-8,000'",60,44,2.8,2.1,29.9,"4,521",39.5,NA,NA,0
9. Lower Shoshone,"8,000-9,000'",79,66,4.8,4.4,55.7,"5,244",22.3,NA,NA,0.1
9. Lower Shoshone,"9,000-10,000'",0,18,0,1,14.3,36,0.7,NA,NA,0.9
9. Lower Shoshone,"10,000-11,000'",104,89,6,5.7,37.7,89,0.3,NA,NA,0.6
10. Madison Headwaters in WY,"4,000-5,000'",0,0,0,0,0,0,173.4,NA,NA,0
10. Madison Headwaters in WY,"5,000-6,000'",1,0,0,0,0,0,437.9,NA,NA,0
10. Madison Headwaters in WY,"6,000-7,000'",54,46,3,3.1,42.1,"84,008",513.2,7.1 ( 2 ),7.1 ( 2 ),3.1
