,,3/1/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026,3/8/2026,3/8/2026,3/1/2026,3/8/2026,3/8/2026
11. South Puget Sound,"9,000-10,000'",23,19,20,22.6,83.9,815,0.7,NA,NA,207
11. South Puget Sound,"10,000-11,000'",21,20,28.2,32.1,78.6,"1,322",0.8,NA,NA,501.3
11. South Puget Sound,"11,000-12,000'",50,49,17.1,19.7,80.1,609,0.6,NA,NA,655.3
11. South Puget Sound,"12,000-13,000'",40,39,49.1,57.1,93.3,"1,175",0.4,NA,NA,990.5
11. South Puget Sound,">13,000'",2,2,8.3,10.1,93.8,104,0.2,NA,NA,1115.9
12. Upper Columbia,"3,000-4,000'",33,22,2,1.4,14.2,"185,410","2,566.20",3.4 ( 1 ),2.6 ( 1 ),1.2
12. Upper Columbia,"4,000-5,000'",58,55,5.4,5.5,45.9,"419,766","1,437.90",3.9 ( 3 ),3.2 ( 3 ),5.5
12. Upper Columbia,"5,000-6,000'",87,89,11.7,13,70.8,"534,022",772.6,3.9 ( 2 ),4.0 ( 2 ),18.9
12. Upper Columbia,"6,000-7,000'",102,107,18.4,20.6,87.3,"620,215",564,50.2 ( 1 ),52.9 ( 1 ),30
12. Upper Columbia,"7,000-8,000'",100,104,21,23.7,87.8,"178,252",141.2,NA,NA,32.2
12. Upper Columbia,"8,000-9,000'",97,100,22.2,25.4,86.5,"5,744",4.2,NA,NA,34.3
13. Upper Cowlitz,"3,000-4,000'",17,17,0.2,0.3,2,"3,761",281.5,15.1 ( 1 ),15.6 ( 1 ),7.6
13. Upper Cowlitz,"4,000-5,000'",46,47,2.1,2.4,13.3,"39,392",306.7,15.3 ( 2 ),15.7 ( 2 ),13.7
13. Upper Cowlitz,"5,000-6,000'",89,93,11.1,12.4,51.9,"70,121",106.3,NA,NA,25.1
13. Upper Cowlitz,"6,000-7,000'",86,88,25.1,27.5,88,"28,985",19.8,NA,NA,46.7
13. Upper Cowlitz,"7,000-8,000'",68,68,29.6,32.9,90.1,"4,907",2.8,NA,NA,70.3
13. Upper Cowlitz,"8,000-9,000'",66,65,35.9,39.9,95.5,411,0.2,NA,NA,93.3
13. Upper Cowlitz,"9,000-10,000'",57,55,43.1,48.8,99.9,"1,004",0.4,NA,NA,191.4
13. Upper Cowlitz,"10,000-11,000'",8,7,23,27.5,99.9,141,0.1,NA,NA,603
14. Upper Deschutes-Crooked,"4,000-5,000'",7,4,0.2,0.1,2.4,"22,213","3,903.90",4.8 ( 1 ),3.9 ( 1 ),0.6
14. Upper Deschutes-Crooked,"5,000-6,000'",21,18,1.8,1.6,19.1,"125,476","1,478.40",6.6 ( 6 ),6.6 ( 6 ),3.3
14. Upper Deschutes-Crooked,"6,000-7,000'",43,43,7.2,7.9,55.3,"107,851",255.5,NA,NA,10.6
14. Upper Deschutes-Crooked,"7,000-8,000'",56,56,14.7,15.9,82.1,"34,072",40.2,NA,NA,17.1
14. Upper Deschutes-Crooked,"8,000-9,000'",51,52,19.6,21.7,90.2,"3,568",3.1,NA,NA,29.1
14. Upper Deschutes-Crooked,"9,000-10,000'",65,66,25.8,28.9,98.2,"1,042",0.7,NA,NA,32.8
15. Upper Yakima,"3,000-4,000'",29,25,1.9,1.6,22.6,"42,727",489,9.9 ( 1 ),9.3 ( 1 ),4
15. Upper Yakima,"4,000-5,000'",52,52,6.2,6.6,50.9,"125,842",359.8,9.4 ( 1 ),9.1 ( 1 ),8.6
15. Upper Yakima,"5,000-6,000'",77,81,12.7,14.1,75.4,"121,256",161.7,5.5 ( 1 ),5.3 ( 1 ),15.7
15. Upper Yakima,"6,000-7,000'",89,93,20.2,22.5,88.3,"24,557",20.5,NA,NA,27.4
15. Upper Yakima,"7,000-8,000'",79,81,35,38.6,98,"1,393",0.7,NA,NA,54.5
16. Willamette,"0-1,000'",NA,NA,0,0,0,0,"5,006.40",0.0 ( 1 ),0.0 ( 1 ),0
16. Willamette,"1,000-2,000'",0,0,0,0,0,0,"2,005.80",0.4 ( 1 ),0.2 ( 1 ),0
16. Willamette,"2,000-3,000'",4,3,0,0,0.2,541,"1,614.10",0.0 ( 2 ),0.0 ( 2 ),0
16. Willamette,"3,000-4,000'",10,9,0.2,0.2,2.8,"13,483","1,472.90",1.6 ( 7 ),0.7 ( 7 ),0.8
16. Willamette,"4,000-5,000'",26,23,1.4,1.4,15.9,"63,656",879.1,6.0 ( 7 ),6.4 ( 7 ),5.4
16. Willamette,"5,000-6,000'",41,39,4.8,5,41.4,"110,347",410.8,NA,NA,9
16. Willamette,"6,000-7,000'",56,56,11.9,13,62.5,"47,720",68.9,NA,NA,17
16. Willamette,"7,000-8,000'",60,62,23.3,25.4,81.4,"12,431",9.2,NA,NA,27.8
16. Willamette,"8,000-9,000'",55,57,30.8,33.9,85.5,"5,404",3,NA,NA,29.4
16. Willamette,"9,000-10,000'",58,59,28.9,32.3,93.3,"1,332",0.8,NA,NA,30.9
