,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
Basin,Elevation Band,%5/17 Avg.,%5/26 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Bear,"5,000-6,000'",144,NA,0,0,0,0,"1,145",NA,NA
,"6,000-7,000'",89,9,0,0,0,24,"2,441",0.0 ( 3 ),0.0 ( 3 )
,"7,000-8,000'",54,30,0.4,0,1.3,"3,584","1,791",0.7 ( 6 ),0.0 ( 6 )
,"8,000-9,000'",55,58,2.8,1,23.3,"29,713",585,8.3 ( 7 ),4.2 ( 7 )
,"9,000-10,000'",61,68,5.3,2.7,40.5,"20,616",142,0.1 ( 2 ),0.0 ( 2 )
,"10,000-11,000'",47,60,5.5,3.5,69.2,"11,086",60,NA,NA
,"11,000-12,000'",45,56,6.2,4.1,70.6,"3,458",16,NA,NA
,"12,000-13,000'",51,59,7.2,4.7,78.5,194,1,NA,NA
2. Beaver,"6,000-7,000'",NA,NA,0,0,0,0,481,NA,NA
,"7,000-8,000'",0,NA,0,0,0,0,181,NA,NA
,"8,000-9,000'",14,1,0.1,0,0,1,77,0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",28,8,0.5,0,2.4,139,66,NA,NA
,"10,000-11,000'",31,29,2,0.6,24.3,867,25,12.0 ( 1 ),8.9 ( 1 )
,"11,000-12,000'",35,46,3.9,2.7,75.9,673,5,NA,NA
3. Blue§ ,"7,000-8,000'",0,NA,0,0,0,0,32,NA,NA
,"8,000-9,000'",118,187,0.1,0,0.1,9,100,NA,NA
,"9,000-10,000'",121,153,1,0.1,4.3,836,144,0.1 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",56,84,3.4,1.5,24.5,"12,226",158,10.1 ( 2 ),4.1 ( 2 )
,"11,000-12,000'",58,66,8.7,4.9,69.2,"43,564",166,16.0 ( 2 ),14.0 ( 2 )
,"12,000-13,000'",60,62,9.4,5.6,83.9,"19,384",65,NA,NA
,">13,000'",59,65,8.6,6,91.5,"1,887",6,NA,NA
4. Canadian,"8,000-9,000'",NA,NA,0,0,0,0,735,NA,NA
,"9,000-10,000'",9,NA,0,0,0,0,365,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",34,214,0,0,0.5,48,132,0.2 ( 2 ),0.0 ( 2 )
,"11,000-12,000'",59,63,1.3,0.2,7.9,279,30,NA,NA
,"12,000-13,000'",50,56,3.7,1.4,51.2,188,3,NA,NA
5. Colorado Headwaters§ ,"5,000-6,000'",NA,NA,0,0,0,0,1,NA,NA
,"6,000-7,000'",NA,NA,0,0,0,0,84,NA,NA
,"7,000-8,000'",37,0,0,0,0,0,431,NA,NA
,"8,000-9,000'",146,149,0.3,0,0.2,228,836,0.1 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",73,105,1.3,0.3,7.1,"11,780",819,2.8 ( 4 ),0.5 ( 4 )
,"10,000-11,000'",53,78,4.9,2.8,43.1,"70,421",465,11.3 ( 5 ),7.9 ( 5 )
,"11,000-12,000'",57,68,11.3,7.6,79.3,"84,250",209,18.2 ( 2 ),15.9 ( 2 )
,">12,000'",59,62,10.2,5.9,78.6,"9,447",30,NA,NA
6. Colorado Headwaters-Plateau,"7,000-8,000'",6,0,0,0,0,0,693,NA,NA
,"8,000-9,000'",26,42,0,0,0.2,200,644,NA,NA
,"9,000-10,000'",20,34,0.5,0.2,4.2,"2,288",277,NA,NA
,"10,000-11,000'",39,36,3.4,1.2,23.1,"11,678",183,0.2 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",59,62,11.2,6.2,93.1,"1,699",5,NA,NA
7. Eagle,"7,000-8,000'",75,,0,0,0,0,155,NA,NA
,"8,000-9,000'",41,73,0.1,0,0.2,76,181,0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",44,59,0.5,0.1,3.6,"1,201",199,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",45,61,2.1,1.2,27,"14,066",219,0.1 ( 1 ),0.1 ( 1 )
,"11,000-12,000'",55,63,7.3,4.3,71,"30,618",132,NA,NA
,"12,000-13,000'",58,62,10.1,6.1,87.8,"10,490",32,NA,NA
,"13,000-14,000'",56,62,9.6,6.3,89.5,681,2,NA,NA
8. Gila,"6,000-7,000'",NA,NA,0,0,0,0,"1,912",NA,NA
,"7,000-8,000'",NA,NA,0,0,0,0,"2,100",NA,NA
,"8,000-9,000'",NA,NA,0,0,0,0,793,0.0 ( 5 ),0.0 ( 5 )
,"9,000-10,000'",0,NA,0,0,0,0,109,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",0,NA,0,0,0,0,10,NA,NA
9. Gunnison§ ,"7,000-8,000'",7,0,0,0,0,0,"1,020",NA,NA
,"8,000-9,000'",20,3,0,0,0,11,"1,710",0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",24,19,0.2,0,0.7,"2,224","1,555",1.9 ( 4 ),0.2 ( 4 )
,"10,000-11,000'",34,38,1,0.5,7.2,"33,800","1,223",2.1 ( 3 ),0.1 ( 3 )
,"11,000-12,000'",43,57,3.4,2.8,38,"94,366",642,0.0 ( 3 ),0.0 ( 3 )
,"12,000-13,000'",47,57,5.6,4.3,62.9,"60,770",266,NA,NA
,"13,000-14,000'",45,52,5.5,2.9,41.5,"2,757",18,NA,NA
10. Little Colorado,"6,000-7,000'",NA,NA,0,0,0,0,"9,987",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"5,626",0.1 ( 2 ),0.1 ( 2 )
,"8,000-9,000'",0,,0,0,0,0,600,0.2 ( 1 ),0.1 ( 1 )
,"9,000-10,000'",3,39,0,0,0,3,147,0.8 ( 2 ),0.4 ( 2 )
