,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
,"10,000-11,000'",7,22,0,0,2.6,30,16,NA,NA
,">11,000'",30,38,1.2,0.4,18,78,4,NA,NA
11. Lower Colorado Mainstream,"5,000-6,000'",NA,NA,0,0,0,0,"5,722",NA,NA
,"6,000-7,000'",0,0,0,0,0,0,"3,476",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,872,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",1,0,0,0,0,1,542,0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",8,1,0,0,0.2,5,81,0.0 ( 2 ),0.0 ( 2 )
,"10,000-11,000'",9,0,0.2,0,0,0,1,NA,NA
12. Lower Green§ ,"7,000-8,000'",53,15,0,0,0,5,"2,253",0.3 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",34,28,0.1,0,0.9,"1,163","1,766",0.1 ( 10 ),0.0 ( 10 )
,"9,000-10,000'",34,37,0.7,0.3,10.8,"12,634",899,0.6 ( 8 ),0.0 ( 8 )
,"10,000-11,000'",40,53,2.8,1.5,43.8,"41,309",503,5.1 ( 4 ),1.7 ( 5 )
,"11,000-12,000'",47,51,4.1,2.1,53.4,"22,642",199,NA,NA
,">12,000'",48,45,4.7,2.4,58.4,"3,424",27,NA,NA
13. Lower Rio Grande,"8,000-9,000'",NA,NA,0,0,0,0,"1,497",0.0 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",0,,0,0,0,0,248,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",0,0,0,0,0,0,47,0.0 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",22,8,0.6,0.1,2.9,9,3,0.0 ( 1 ),0.0 ( 1 )
14. Lower Sevier,"6,000-7,000'",49,0,0,0,0,0,500,0.7 ( 1 ),0.5 ( 1 )
,"7,000-8,000'",93,34,0,0,0,3,252,0.0 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",39,8,0.2,0,0.4,31,113,NA,NA
,"9,000-10,000'",35,22,0.7,0.1,5.7,186,32,0.1 ( 1 ),0.0 ( 1 )
15. Pecos,"9,000-10,000'",0,NA,0,0,0,0,195,NA,NA
,"10,000-11,000'",4,0,0,0,0,0,96,0.1 ( 2 ),0.1 ( 2 )
,"11,000-12,000'",36,21,0.8,0.1,2.8,146,38,NA,NA
,"12,000-13,000'",51,30,3.6,0.7,20.3,79,2,NA,NA
16. Provo-Utah Lake-Jordan§ ,"5,000-6,000'",0,NA,0,0,0,0,678,NA,NA
,"6,000-7,000'",54,7,0,0,0,1,702,NA,NA
,"7,000-8,000'",58,7,0.1,0,0.2,70,656,0.0 ( 4 ),0.0 ( 5 )
,"8,000-9,000'",34,21,0.7,0.1,5.7,"2,334",394,4.1 ( 8 ),1.3 ( 9 )
,"9,000-10,000'",34,42,2.6,1.2,32.9,"12,629",202,9.4 ( 4 ),4.6 ( 4 )
,"10,000-11,000'",36,49,5.8,3.8,68.9,"9,618",47,NA,NA
,"11,000-12,000'",35,47,6,3.8,65.4,253,1,NA,NA
17. Rio Chama-Upper Rio Grande,"7,000-8,000'",NA,NA,0,0,0,0,"2,421",NA,NA
,"8,000-9,000'",0,0,0,0,0,0,"1,222",0.1 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",0,5,0,0,0.1,40,844,0.2 ( 4 ),0.0 ( 4 )
,"10,000-11,000'",3,11,0,0,1,432,532,0.1 ( 5 ),0.0 ( 5 )
,"11,000-12,000'",31,35,1.1,0.3,10.9,"2,432",161,5.9 ( 1 ),1.3 ( 1 )
,"12,000-13,000'",47,59,3.7,1.6,48.7,"2,289",26,NA,NA
18. Rio Grande Headwaters§ ,"7,000-8,000'",0,0,0,0,0,0,"2,671",NA,NA
,"8,000-9,000'",0,NA,0,0,0,0,"1,418",NA,NA
,"9,000-10,000'",2,15,0,0,0,23,"1,262",0.0 ( 3 ),0.0 ( 3 )
,"10,000-11,000'",11,31,0.1,0,1.9,"3,041","1,149",0.0 ( 5 ),0.0 ( 5 )
,"11,000-12,000'",33,48,1.8,1.1,20.8,"48,608",839,0.7 ( 5 ),0.0 ( 4 )
,"12,000-13,000'",43,50,3.5,2.9,44.8,"37,810",244,NA,NA
,"13,000-14,000'",45,46,4.3,1.5,35.8,958,12,NA,NA
19. Roaring Fork§ ,"7,000-8,000'",11,0,0,0,0,0,197,NA,NA
,"8,000-9,000'",15,10,0,0,0,7,259,0.1 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",25,34,0.3,0.1,2.9,"1,240",269,0.1 ( 2 ),0.0 ( 2 )
,"10,000-11,000'",44,48,3.3,1.3,23.3,"18,166",266,5.2 ( 4 ),1.8 ( 4 )
,"11,000-12,000'",51,60,8,6.3,71.7,"84,825",254,NA,NA
,"12,000-13,000'",52,62,9.8,10.6,84.4,"61,504",109,NA,NA
,"13,000-14,000'",51,58,9.5,9.5,77.3,"3,239",6,NA,NA
20. Salt,"6,000-7,000'",NA,NA,0,0,0,0,"1,253",NA,NA
,"7,000-8,000'",0,NA,0,0,0,0,510,0.0 ( 3 ),0.0 ( 3 )
,"8,000-9,000'",0,NA,0,0,0,0,400,0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",0,0,0,0,0,0,166,0.1 ( 2 ),0.1 ( 2 )
,">10,000'",0,0,0,0,0,0,31,NA,NA
21. San Juan,"7,000-8,000'",0,NA,0,0,0,0,"3,746",NA,NA
,"8,000-9,000'",0,0,0,0,0,0,"1,064",0.0 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",4,3,0,0,0.1,36,581,0.0 ( 4 ),0.0 ( 4 )
,"10,000-11,000'",14,17,0.3,0.1,4.8,"2,228",438,1.5 ( 8 ),0.1 ( 8 )
,"11,000-12,000'",34,39,2.4,1.2,36.2,"25,327",399,6.8 ( 2 ),4.1 ( 2 )
,"12,000-13,000'",41,43,4.6,2.5,60.5,"23,270",172,NA,NA
,"13,000-14,000'",41,42,5.4,3.2,57.6,"1,217",7,NA,NA
22. San Pitch,"5,000-6,000'",NA,NA,0,0,0,0,269,NA,NA
,"6,000-7,000'",NA,NA,0,0,0,0,217,NA,NA
,"7,000-8,000'",65,11,0,0,0.1,4,141,NA,NA
,"8,000-9,000'",32,9,0.3,0,0.9,107,118,0.0 ( 4 ),0.0 ( 4 )
,"9,000-10,000'",35,40,1.9,0.8,28.2,"3,435",77,1.2 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",38,51,4.4,3.1,80.4,"5,791",35,6.1 ( 1 ),0.0 ( 1 )
23. South Platte§ ,"7,000-8,000'",0,NA,0,0,0,0,"1,416",NA,NA
,"8,000-9,000'",13,247,0,0,0,5,"1,466",0.0 ( 3 ),0.1 ( 3 )
,"9,000-10,000'",68,112,0.2,0,1.4,"3,303","1,435",7.4 ( 6 ),4.2 ( 6 )
,"10,000-11,000'",49,77,2.3,1.3,23.3,"48,150",686,8.6 ( 7 ),6.0 ( 7 )
,"11,000-12,000'",53,66,4.9,2.8,50.2,"65,077",439,11.4 ( 5 ),7.9 ( 5 )
,"12,000-13,000'",61,61,5.7,2.9,71.4,"23,979",156,NA,NA
,">13,000'",62,63,5.2,2.9,79.7,"3,268",21,NA,NA
24. Southwestern Utah,"6,000-7,000'",NA,NA,0,0,0,0,965,0.0 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",0,NA,0,0,0,0,275,0.1 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",2,0,0,0,0,0,130,0.0 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",17,3,0.1,0,0.8,17,60,NA,NA
,">10,000'",23,14,0.5,0.1,7.5,80,11,0.0 ( 1 ),0.0 ( 1 )
25. Toole Valley-Vernon Creek,"5,000-6,000'",NA,NA,0,0,0,0,555,NA,NA
,"6,000-7,000'",>300†,NA,0,0,0,0,191,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",176,30,0.2,0,0.1,18,107,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",92,83,1.5,0.2,4.8,498,42,3.7 ( 2 ),0.5 ( 2 )
,">9,000'",67,101,4,1.5,21.3,923,12,NA,NA
26. Upper Arkansas,"7,000-8,000'",NA,NA,0,0,0,0,"1,755",NA,NA
,"8,000-9,000'",0,NA,0,0,0,0,"1,501",NA,NA
,"9,000-10,000'",81,39,0,0,0,18,"1,312",0.0 ( 1 ),0.1 ( 1 )
,"10,000-11,000'",36,54,0.4,0.1,3.6,"2,763",586,0.0 ( 4 ),0.0 ( 4 )
,"11,000-12,000'",49,57,3.2,1.3,33,"29,935",433,0.4 ( 1 ),0.1 ( 2 )
,"12,000-13,000'",55,60,5.8,2.8,59.1,"36,866",248,NA,NA
,">13,000'",54,59,6.6,3.5,63.7,"7,398",40,NA,NA
27. Upper Colorado-Dirty Devil,"7,000-8,000'",0,NA,0,0,0,0,"1,116",NA,NA
,"8,000-9,000'",20,5,0,0,0,1,785,0.0 ( 2 ),0.0 ( 2 )
,"9,000-10,000'",15,15,0.1,0,0.6,283,428,0.0 ( 5 ),0.0 ( 5 )
,"10,000-11,000'",17,22,0.5,0.3,9.3,"2,868",209,NA,NA
,"11,000-12,000'",17,20,0.8,0.5,16.9,"1,661",58,NA,NA
28. Upper Colorado-Dolores§ ,"7,000-8,000'",NA,NA,0,0,0,0,"1,409",NA,NA
,"8,000-9,000'",6,0,0,0,0,0,"1,082",0.0 ( 1 ),0.0 ( 1 )
,"9,000-10,000'",13,6,0,0,0.3,98,500,0.0 ( 3 ),0.0 ( 3 )
,"10,000-11,000'",17,14,0.7,0.1,3.8,"2,093",280,0.1 ( 3 ),0.1 ( 2 )
,"11,000-12,000'",31,45,3.6,2.2,39.1,"14,489",121,15.4 ( 1 ),13.6 ( 1 )
,"12,000-13,000'",40,51,6,4.7,72.6,"9,388",38,NA,NA
,"13,000-14,000'",41,50,8.2,6.5,76.4,"1,262",4,NA,NA
29. Upper Sevier,"6,000-7,000'",NA,NA,0,0,0,0,831,NA,NA
,"7,000-8,000'",28,0,0,0,0,0,"1,307",0.0 ( 2 ),0.0 ( 2 )
,"8,000-9,000'",25,5,0,0,0.1,35,928,0.0 ( 4 ),0.0 ( 4 )
,"9,000-10,000'",17,10,0.2,0,1.1,652,521,1.5 ( 9 ),0.9 ( 9 )
,"10,000-11,000'",26,25,0.9,0.4,14.6,"3,391",161,0.1 ( 1 ),0.0 ( 1 )
,"11,000-12,000'",38,45,3.8,2.2,63.8,"1,092",9,NA,NA
30. Verde,"6,000-7,000'",NA,NA,0,0,0,0,"1,299",0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",NA,NA,0,0,0,0,496,0.1 ( 6 ),0.0 ( 6 )
,"8,000-9,000'",0,NA,0,0,0,0,18,NA,NA
,"9,000-10,000'",11,66,0,0,2.2,4,2,NA,NA
,">10,000'",25,41,0.5,0.3,16.8,21,1,NA,NA
31. Weber-Ogden,"5,000-6,000'",35,NA,0,0,0,0,288,NA,NA
,"6,000-7,000'",43,0,0,0,0,0,712,0.1 ( 3 ),0.0 ( 3 )
,"7,000-8,000'",46,8,0.3,0,0.4,220,675,2.2 ( 6 ),0.2 ( 7 )
,"8,000-9,000'",35,21,1.2,0.1,6.2,"1,799",234,2.0 ( 5 ),0.6 ( 5 )
,"9,000-10,000'",40,49,3.1,1.4,40.8,"6,964",96,3.7 ( 2 ),0.0 ( 2 )
,">10,000'",45,55,5.2,3.5,73.9,"6,509",35,NA,NA
32. White-Yampa§ ,"7,000-8,000'",35,104,0,0,0.1,169,"3,360",0.1 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",44,105,0.5,0.1,4.9,"11,441","1,446",1.2 ( 6 ),0.0 ( 6 )
,"9,000-10,000'",46,77,3.7,1.9,31.1,"71,698",700,4.3 ( 6 ),1.7 ( 6 )
,"10,000-11,000'",51,66,8.2,5,66.1,"95,636",362,24.1 ( 2 ),20.9 ( 2 )
,">11,000'",55,63,10.4,6.8,85.4,"28,693",80,NA,NA
