,,4/20/2025,4/27/2025,4/20/2025,4/27/2025,4/27/2025,4/27/2025,4/27/2025,4/20/2025,4/27/2025
Basin,Elevation Band,%4/20 Avg.,%4/27 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Bear,"5,000-6,000'",288,107,0.1,0,0.2,440,"1,145",NA,NA
,"6,000-7,000'",172,88,1.1,0.2,3.1,"24,453","2,441",0.1 ( 3 ),0.1 ( 3 )
,"7,000-8,000'",130,87,5.3,2,20.7,"188,112","1,791",10.6 ( 6 ),7.5 ( 6 )
,"8,000-9,000'",102,85,14.2,8.6,67.7,"267,778",585,19.9 ( 7 ),17.2 ( 7 )
,"9,000-10,000'",91,77,15.7,11.7,86.2,"88,359",142,8.4 ( 2 ),4.8 ( 2 )
,"10,000-11,000'",84,67,16.9,13.1,92.5,"41,941",60,NA,NA
,"11,000-12,000'",80,63,16.7,13.5,89.5,"11,346",16,NA,NA
,"12,000-13,000'",86,69,18.2,15.1,95.7,623,1,NA,NA
2. Beaver,"6,000-7,000'",52,0,0,0,0,0,481,NA,NA
,"7,000-8,000'",52,5,0.1,0,0.1,17,181,NA,NA
,"8,000-9,000'",64,29,1.1,0.2,4.7,668,77,6.5 ( 1 ),1.1 ( 1 )
,"9,000-10,000'",61,45,3.5,1.7,36.9,"5,947",66,NA,NA
,"10,000-11,000'",58,44,6.9,4.5,67.6,"6,108",25,15.0 ( 1 ),13.8 ( 1 )
,"11,000-12,000'",62,48,11.2,7.8,89.9,"1,969",5,NA,NA
3. Blue§,"7,000-8,000'",42,0,0,0,0,0,32,NA,NA
,"8,000-9,000'",173,18,2.8,0.1,0.7,301,100,NA,NA
,"9,000-10,000'",114,81,5.8,1.7,22.9,"12,987",144,5.2 ( 1 ),0.2 ( 1 )
,"10,000-11,000'",80,68,11.8,6.5,44.6,"54,972",158,17.6 ( 2 ),16.5 ( 2 )
,"11,000-12,000'",81,73,17.8,14.4,77.4,"127,020",166,18.5 ( 2 ),18.1 ( 2 )
,"12,000-13,000'",84,74,17.6,15.2,92.2,"52,878",65,NA,NA
,">13,000'",82,70,16.9,13.6,92.2,"4,258",6,NA,NA
4. Canadian,"8,000-9,000'",26,3,0,0,0,1,735,NA,NA
,"9,000-10,000'",39,1,0.1,0,0,9,365,0.1 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",53,2,1,0,0.3,74,132,0.4 ( 2 ),0.1 ( 2 )
,"11,000-12,000'",56,30,3.2,0.8,13.7,"1,235",30,NA,NA
,"12,000-13,000'",58,55,6.5,3.4,53,452,3,NA,NA
5. Colorado Headwaters§,"5,000-6,000'",0,0,0,0,0,0,1,NA,NA
,"6,000-7,000'",0,0,0,0,0,0,84,NA,NA
,"7,000-8,000'",108,7,0.2,0,0,31,431,NA,NA
,"8,000-9,000'",141,32,2.6,0.3,4.5,"14,417",836,1.8 ( 2 ),0.1 ( 2 )
,"9,000-10,000'",98,73,7.1,3.6,40.7,"157,931",819,8.4 ( 4 ),6.9 ( 4 )
,"10,000-11,000'",81,70,13.5,10,72.1,"246,716",465,18.7 ( 5 ),17.1 ( 5 )
,"11,000-12,000'",85,72,20.6,16,83.9,"177,861",209,21.2 ( 2 ),21.0 ( 2 )
,">12,000'",88,73,17.5,13.3,86.9,"21,367",30,NA,NA
6. Colorado Headwaters-Plateau,"7,000-8,000'",77,7,0.2,0,0.1,125,693,NA,NA
,"8,000-9,000'",95,18,2.3,0.2,2.5,"6,168",644,NA,NA
,"9,000-10,000'",73,57,7.2,3.9,45.7,"57,252",277,NA,NA
,"10,000-11,000'",66,58,10.2,8,71.7,"78,118",183,10.3 ( 1 ),7.9 ( 1 )
,"11,000-12,000'",91,78,20.8,18.5,97.9,"5,050",5,NA,NA
7. Eagle,"7,000-8,000'",141,12,0.2,0,0,17,155,NA,NA
,"8,000-9,000'",103,28,2.4,0.3,3.8,"3,089",181,7.5 ( 1 ),4.7 ( 1 )
,"9,000-10,000'",87,51,5.9,2,20.6,"21,257",199,9.3 ( 1 ),6.7 ( 1 )
,"10,000-11,000'",72,62,8.3,4.8,42.1,"56,242",219,11.6 ( 1 ),8.2 ( 1 )
,"11,000-12,000'",80,71,15,12.5,78.1,"88,471",132,NA,NA
,"12,000-13,000'",85,74,18.8,16.5,95,"28,240",32,NA,NA
,"13,000-14,000'",82,70,17.2,15.3,95.8,"1,658",2,NA,NA
8. Gila,"6,000-7,000'",0,0,0,0,0,0,"1,912",NA,NA
,"7,000-8,000'",0,0,0,0,0,0,"2,100",NA,NA
,"8,000-9,000'",0,0,0,0,0,0,793,0.0 ( 5 ),0.0 ( 5 )
,"9,000-10,000'",21,0,0,0,0,0,109,0.0 ( 1 ),0.0 ( 1 )
,"10,000-11,000'",69,0,0.3,0,0,0,10,NA,NA
9. Gunnison§,"7,000-8,000'",41,4,0,0,0,44,"1,020",NA,NA
,"8,000-9,000'",64,15,0.7,0.1,1.1,"5,681","1,710",2.0 ( 1 ),0.3 ( 1 )
,"9,000-10,000'",82,38,3.4,0.9,12.2,"74,126","1,555",5.4 ( 4 ),4.4 ( 4 )
,"10,000-11,000'",69,46,5.9,2.7,31.9,"177,993","1,223",10.6 ( 3 ),7.2 ( 3 )
,"11,000-12,000'",69,59,9.8,7.1,69.2,"244,296",642,7.7 ( 3 ),4.4 ( 3 )
,"12,000-13,000'",70,60,12.7,10.4,94.4,"147,800",266,NA,NA
,"13,000-14,000'",68,56,12.8,10.1,94.1,"9,694",18,NA,NA
