,,4/13/2025,4/20/2025,4/13/2025,4/20/2025,4/20/2025,4/20/2025,4/20/2025,4/13/2025,4/20/2025
Basin,Elevation Band,%4/13 Avg.,%4/20 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
21. Lower Snake-Tucannon,"4,000-5,000'",157,78,1,0.3,3.8,"1,133",66,NA,NA
,"5,000-6,000'",165,164,12,10.3,70.4,"22,570",41,NA,NA
,"6,000-7,000'",136,129,24.1,23.8,97.9,"2,326",2,NA,NA
22. Lower Yakima,"3,000-4,000'",28,11,0,0,0.1,138,315,NA,NA
,"4,000-5,000'",129,98,5.8,2.7,20.1,"18,205",126,NA,NA
,"5,000-6,000'",126,121,17.3,13.5,70.6,"28,416",39,19.8 ( 2 ),15.5 ( 2 )
,"6,000-7,000'",132,127,26.8,23.6,82.9,"11,183",9,NA,NA
23. Malheur,"5,000-6,000'",191,167,2.5,1.1,10.7,"49,646",863,8.8 ( 3 ),5.1 ( 3 )
,"6,000-7,000'",154,148,15.4,12,76.9,"66,174",103,NA,NA
,"7,000-8,000'",137,129,26.7,22.1,90,"30,774",26,NA,NA
,"8,000-9,000'",137,120,31.2,28,98.7,576,0,NA,NA
24. Middle Humboldt,"6,000-7,000'",19,104,0,0,0.4,479,475,NA,NA
,"7,000-8,000'",69,73,0.6,0.4,4.5,"2,795",144,NA,NA
,"8,000-9,000'",102,90,3.8,2.5,25,"1,759",13,NA,NA
,"9,000-10,000'",117,104,5.9,2.6,25.8,79,1,NA,NA
25. Northern Big Smoky Valley,"7,000-8,000'",32,26,0.1,0,0.9,733,312,NA,NA
,"8,000-9,000'",71,47,1.4,0.7,8.5,"5,502",158,NA,NA
,"9,000-10,000'",93,70,4.8,3,30.1,"11,222",71,NA,NA
,"10,000-11,000'",97,78,7.3,5,48.2,"6,906",26,NA,NA
,"11,000-12,000'",91,72,6.1,4.9,51.5,778,3,NA,NA
26. Northern Great Basin,"6,000-7,000'",30,11,0,0,0.1,599,"1,932",0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",92,64,2.2,1,8.6,"14,006",253,9.4 ( 1 ),5.3 ( 1 )
,"8,000-9,000'",121,96,10.5,6.7,44.6,"14,711",41,NA,NA
,"9,000-10,000'",128,115,19,14.8,87.7,457,1,NA,NA
27. Panhandle Basins,"3,000-4,000'",89,91,0.3,0.2,2.1,"8,378",702,0.1 ( 1 ),0.2 ( 1 )
,"4,000-5,000'",64,71,2.4,3,19.6,"81,766",508,NA,NA
,"5,000-6,000'",60,81,6.9,11.5,46.7,"211,084",344,45.6 ( 2 ),45.0 ( 2 )
,"6,000-7,000'",68,98,10.6,18.9,64.3,"88,449",88,NA,NA
,"7,000-8,000'",73,121,10.3,24.7,83.7,"3,048",2,NA,NA
28. Reese,"7,000-8,000'",45,41,0.3,0.1,2,"1,894",282,11.3 ( 1 ),6.4 ( 1 )
,"8,000-9,000'",75,52,2,0.9,10.8,"7,484",150,15.6 ( 1 ),13.9 ( 1 )
,"9,000-10,000'",111,88,6.3,4,37.6,"9,909",47,NA,NA
,">10,000'",105,88,9.5,6.2,57.2,"3,715",11,NA,NA
29. Rock,"5,000-6,000'",77,223,0,0,0,11,591,NA,NA
,"6,000-7,000'",7,68,0,0,0.7,441,212,NA,NA
,"7,000-8,000'",70,73,2.1,1.3,10.9,"2,036",29,14.8 ( 1 ),12.2 ( 1 )
,"8,000-9,000'",119,117,11.9,8,53.3,"1,406",3,NA,NA
30. Salmon Basin,"5,000-6,000'",233,213,2.9,1.8,16.5,"198,225","2,058",21.8 ( 1 ),20.6 ( 1 )
,"6,000-7,000'",146,145,8.6,6.7,42.5,"1,282,852","3,565",29.1 ( 3 ),26.2 ( 3 )
,"7,000-8,000'",114,113,14.3,12.6,64.5,"2,556,997","3,809",10.8 ( 1 ),9.5 ( 1 )
,"8,000-9,000'",104,100,16.8,15.7,76.5,"1,610,360","1,926",18.6 ( 5 ),18.5 ( 5 )
,"9,000-10,000'",102,96,18.9,18.1,83.8,"485,556",502,13.8 ( 1 ),13.3 ( 1 )
,"10,000-11,000'",100,94,18.6,18.5,86.1,"69,315",70,NA,NA
,"11,000-12,000'",103,95,18.8,20.1,87.8,"2,902",3,NA,NA
31. Silver,"5,000-6,000'",253,271,0.6,0.2,1.9,"4,844",428,NA,NA
,"6,000-7,000'",214,188,6.1,4,32.4,742,3,NA,NA
32. Silvies,"4,000-5,000'",98,236,0,0,0.1,360,713,NA,NA
,"5,000-6,000'",220,158,2.3,0.9,8.1,"25,942",570,0.0 ( 1 ),NA
,"6,000-7,000'",165,163,10.4,7.7,59.4,"12,605",31,17.8 ( 1 ),14.2 ( 1 )
,"7,000-8,000'",120,104,27.1,24.4,98.1,"2,517",2,NA,NA
33. Southern Snake Basins,"5,000-6,000'",32,32,0,0,0.1,"1,353","8,108",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",78,138,0.6,0.5,6,"89,170","3,280",5.8 ( 4 ),1.5 ( 5 )
,"7,000-8,000'",110,126,4.6,4.2,36.5,"204,840",908,11.6 ( 4 ),8.9 ( 4 )
,"8,000-9,000'",112,109,14,13,80.5,"115,031",166,19.8 ( 3 ),19.2 ( 3 )
,"9,000-10,000'",106,104,20.7,19.2,92.7,"36,956",36,NA,NA
,"10,000-11,000'",99,96,22.2,18.8,88.5,"1,648",2,NA,NA
34. Spokane,"3,000-4,000'",36,29,0.1,0,0.4,"4,284","1,665",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",74,79,2,1.9,11.5,"104,072","1,020",16.1 ( 4 ),12.9 ( 4 )
,"5,000-6,000'",73,87,6.8,7.5,34.7,"165,696",412,21.3 ( 3 ),23.6 ( 2 )
,"6,000-7,000'",83,91,13.1,14.3,53.7,"36,493",48,NA,NA
,"7,000-8,000'",71,112,17.3,23.6,83.2,608,0,NA,NA
35. St. Mary,"4,000-5,000'",53,74,1.2,1.8,18.8,"15,809",166,6.1 ( 1 ),3.7 ( 1 )
,"5,000-6,000'",83,92,5.9,7.1,58.9,"78,587",207,NA,NA
,"6,000-7,000'",77,68,11.1,10.7,64.7,"87,729",153,NA,NA
,"7,000-8,000'",87,78,13.5,13.9,73.5,"74,902",101,NA,NA
,">8,000'",89,84,12.9,14,67.1,"15,300",21,NA,NA
36. Truckee,"5,000-6,000'",3,2,0,0,0,63,669,NA,NA
,"6,000-7,000'",65,49,2.7,1.5,9.6,"39,315",479,12.4 ( 5 ),10.5 ( 5 )
,"7,000-8,000'",97,80,13.5,9.2,49.9,"96,019",196,11.6 ( 1 ),7.5 ( 1 )
,"8,000-9,000'",93,75,20.5,14.3,80.6,"45,379",60,36.4 ( 2 ),32.0 ( 2 )
,"9,000-10,000'",93,70,24.7,16.5,91,"13,144",15,NA,NA
,"10,000-11,000'",92,69,25,14.4,79.9,741,1,NA,NA
37. Umatilla-Walla Walla-Willow,"3,000-4,000'",32,6,0,0,0,23,890,0.3 ( 1 ),0.3 ( 1 )
,"4,000-5,000'",141,110,1.8,1.3,11.2,"33,724",471,28.5 ( 1 ),13.7 ( 2 )
,"5,000-6,000'",134,122,12.4,10.9,64.5,"42,014",72,20.1 ( 4 ),17.7 ( 4 )
38. Upper Humboldt,"5,000-6,000'",4,6,0,0,0,0,"2,395",NA,NA
,"6,000-7,000'",17,56,0,0,0.5,"2,275","1,939",0.2 ( 1 ),0.2 ( 1 )
,"7,000-8,000'",88,95,2.4,1.9,20.5,"44,206",437,5.5 ( 2 ),4.7 ( 2 )
,"8,000-9,000'",111,116,11.9,10.5,73.3,"86,727",155,14.0 ( 4 ),11.0 ( 4 )
,"9,000-10,000'",107,113,18.8,17,88.4,"78,427",87,35.8 ( 1 ),34.4 ( 1 )
,">10,000'",102,105,20,17.9,87.2,"19,764",21,NA,NA
39. Walker,"6,000-7,000'",3,4,0,0,0,10,673,NA,NA
