,,4/13/2025,4/20/2025,4/13/2025,4/20/2025,4/20/2025,4/20/2025,4/20/2025,4/13/2025,4/20/2025
,"7,000-8,000'",31,32,0.2,0.1,1.2,"3,542",616,0.0 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",68,59,3,1.9,16.9,"38,717",381,16.0 ( 2 ),12.7 ( 2 )
,"9,000-10,000'",89,74,13.1,9.4,60.5,"90,449",180,22.9 ( 4 ),21.3 ( 4 )
,"10,000-11,000'",90,72,18.7,13,73.3,"54,435",78,NA,NA
,">11,000'",95,73,14.7,9.6,62.6,"5,663",11,NA,NA
40. West Central Basins,"4,000-5,000'",181,131,1.2,0.4,4.7,"30,918","1,513",0.8 ( 3 ),0.1 ( 3 )
,"5,000-6,000'",171,167,7.5,5,40.8,"451,369","1,692",17.3 ( 2 ),13.0 ( 2 )
,"6,000-7,000'",127,123,17.7,14.2,76,"966,608","1,272",34.4 ( 7 ),30.9 ( 7 )
,"7,000-8,000'",117,112,26,22.7,87.6,"975,183",806,35.0 ( 3 ),33.2 ( 3 )
,"8,000-9,000'",109,105,29,26.7,91,"418,853",294,NA,NA
,">9,000'",104,100,30.1,28.5,91.4,"64,448",42,NA,NA
