,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
,"8,000-9,000'",72,86,5.2,6.2,66.6,"375,048","1,135",12.3 ( 5 ),12.4 ( 5 )
,"9,000-10,000'",79,84,10.8,11.2,74.7,"136,030",228,15.8 ( 2 ),16.7 ( 2 )
,"10,000-11,000'",77,73,10.7,10.9,71.8,"4,159",7,NA,NA
6. Madison Headwaters in WY,"4,000-5,000'",NA,NA,0,0,0,0,165,NA,NA
,"5,000-6,000'",42,0,0,0,0,0,440,NA,NA
,"6,000-7,000'",28,32,0.1,0.1,3.7,"2,136",491,3.7 ( 2 ),2.0 ( 2 )
,"7,000-8,000'",42,42,1,1,19.4,"38,480",719,11.5 ( 3 ),10.6 ( 3 )
,"8,000-9,000'",67,68,6.2,5.8,54.6,"174,958",564,18.0 ( 2 ),16.4 ( 2 )
,"9,000-10,000'",79,87,13.2,13,76.3,"92,187",133,NA,NA
,">10,000'",83,93,18.4,15.8,68.6,"9,356",11,NA,NA
7. North Platte,"7,000-8,000'",4,22,0,0,0.2,"1,485","6,341",0.1 ( 2 ),0.1 ( 2 )
,"8,000-9,000'",18,40,0.1,0.2,5.4,"25,074","2,477",1.8 ( 6 ),0.5 ( 6 )
,"9,000-10,000'",51,47,2.7,2.1,42.3,"108,752",990,9.6 ( 9 ),7.3 ( 9 )
,"10,000-11,000'",52,55,6.9,6.4,76.4,"140,207",409,25.2 ( 5 ),23.3 ( 5 )
,"11,000-12,000'",52,57,9.2,8.2,78,"26,902",61,NA,NA
,"12,000-13,000'",57,60,11.3,9.1,77,"1,446",3,NA,NA
8. Powder,"2,000-3,000'",NA,NA,0,0,0,0,"1,208",NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"3,983",NA,NA
,"4,000-5,000'",NA,NA,0,0,0,0,"4,641",NA,NA
,"5,000-6,000'",0,0,0,0,0,0,"2,030",NA,NA
,"6,000-7,000'",68,15,0,0,0.1,39,596,NA,NA
,"7,000-8,000'",23,15,0.1,0,1.5,757,496,NA,NA
,"8,000-9,000'",48,23,1,0.2,6.4,"3,722",289,0.4 ( 4 ),0.0 ( 4 )
,"9,000-10,000'",87,76,6.4,4,43.3,"17,105",81,12.7 ( 1 ),9.9 ( 1 )
,"10,000-11,000'",80,78,11.4,8,66.5,"18,041",42,NA,NA
,">11,000'",75,66,14.9,10.1,60.4,"10,241",19,NA,NA
9. Smith-Judith-Musselshell,"4,000-5,000'",102,20,0,0,0,2,"4,188",NA,NA
,"5,000-6,000'",236,165,0.1,0,0.7,"3,169","2,486",NA,NA
,"6,000-7,000'",181,149,1.1,0.7,12.9,"42,732","1,131",3.5 ( 4 ),3.0 ( 3 )
,"7,000-8,000'",116,114,5,4,44.3,"100,120",475,13.9 ( 5 ),13.6 ( 5 )
,"8,000-9,000'",90,96,8.9,9.6,69.5,"27,287",53,NA,NA
,"9,000-10,000'",76,88,9.2,11.5,86.6,949,2,NA,NA
10. Snake,"5,000-6,000'",231,89,0,0,0.6,8,266,NA,NA
,"6,000-7,000'",41,82,0.1,0.1,9.6,"9,594","1,259",0.5 ( 2 ),0.0 ( 2 )
,"7,000-8,000'",66,78,1.8,1.6,28.7,"147,138","1,676",7.0 ( 5 ),5.0 ( 5 )
,"8,000-9,000'",76,80,7.3,6.5,58.2,"501,867","1,454",14.5 ( 3 ),11.7 ( 3 )
,"9,000-10,000'",79,84,12.8,11.8,72.8,"484,251",767,16.7 ( 2 ),15.4 ( 2 )
,"10,000-11,000'",84,92,18.8,18.1,78.4,"189,557",196,NA,NA
,">11,000'",79,86,16.6,18.2,78.2,"6,827",7,NA,NA
11. Sun-Teton-Marias,"3,000-4,000'",0,0,0,0,0,0,"6,402",NA,NA
,"4,000-5,000'",4,1,0,0,0,4,"2,559",NA,NA
,"5,000-6,000'",34,34,0.3,0.2,4.4,"6,712",622,0.0 ( 4 ),0.0 ( 4 )
,"6,000-7,000'",68,77,2.4,2.4,25.8,"73,305",562,7.5 ( 1 ),4.8 ( 1 )
,"7,000-8,000'",83,90,6.6,6.7,39.3,"106,329",298,16.1 ( 1 ),12.8 ( 1 )
,">8,000'",81,78,8.4,7,37.2,"7,476",20,NA,NA
12. Tongue,"2,000-3,000'",NA,NA,0,0,0,0,883,NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"2,793",NA,NA
,"4,000-5,000'",NA,NA,0,0,0,0,"1,207",NA,NA
,"5,000-6,000'",57,0,0,0,0,0,51,NA,NA
,"6,000-7,000'",19,1,0,0,0.6,3,35,NA,NA
,"7,000-8,000'",81,72,1.4,1,20.1,"6,197",120,5.4 ( 2 ),4.2 ( 2 )
,"8,000-9,000'",83,83,5,4,55.2,"37,000",172,8.9 ( 4 ),5.2 ( 4 )
,"9,000-10,000'",79,82,10.4,10,86.8,"61,666",116,NA,NA
,"10,000-11,000'",85,87,16.2,14.6,88.3,"16,787",22,NA,NA
,"11,000-12,000'",81,81,17.9,14.7,81.5,"1,510",2,NA,NA
13. Upper Clark Fork,"3,000-4,000'",0,NA,0,0,0,0,157,NA,NA
,"4,000-5,000'",27,41,0,0,0,65,"1,435",NA,NA
,"5,000-6,000'",55,65,0.1,0.1,1.8,"8,079","1,986",0.0 ( 3 ),0.0 ( 3 )
,"6,000-7,000'",76,94,1,1.1,14.2,"92,862","1,577",6.0 ( 2 ),4.6 ( 2 )
,"7,000-8,000'",87,103,5.5,5.5,45.7,"193,229",660,8.5 ( 6 ),8.4 ( 6 )
,"8,000-9,000'",79,90,10.1,10.4,67,"82,528",149,13.1 ( 1 ),13.2 ( 1 )
,">9,000'",80,83,11.1,11.2,66.4,"10,340",17,NA,NA
14. Upper Green,"7,000-8,000'",12,44,0,0,0.4,"3,230","6,357",0.1 ( 1 ),0.1 ( 1 )
,"8,000-9,000'",64,64,1.3,0.9,14.5,"80,532","1,595",7.9 ( 7 ),6.3 ( 7 )
,"9,000-10,000'",71,73,6,4.9,48.3,"231,283",892,5.8 ( 9 ),4.6 ( 9 )
,"10,000-11,000'",68,66,10.4,8.7,69.7,"218,352",470,7.6 ( 2 ),5.1 ( 2 )
,"11,000-12,000'",65,64,12.8,10.7,74.4,"110,035",193,NA,NA
,"12,000-13,000'",67,70,14.2,11.8,71.8,"19,949",32,NA,NA
,"13,000-14,000'",90,98,21.3,20.2,69.4,312,0,NA,NA
15. Upper Missouri,"4,000-5,000'",0,NA,0,0,0,0,"1,174",NA,NA
,"5,000-6,000'",67,75,0,0,0.2,220,"1,058",NA,NA
,"6,000-7,000'",82,121,0.3,0.4,7.5,"11,119",562,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",129,163,4.5,4.4,46.7,"30,964",132,0.1 ( 1 ),0.1 ( 1 )
,">8,000'",94,113,12.2,12.6,79.6,"16,378",24,NA,NA
16. Upper Snake Basins,"4,000-5,000'",NA,NA,0,0,0,0,891,NA,NA
,"5,000-6,000'",15,44,0,0,0.3,307,"1,909",NA,NA
,"6,000-7,000'",17,53,0.1,0.2,9.6,"25,384","2,847",0.5 ( 6 ),0.1 ( 6 )
,"7,000-8,000'",56,68,2.7,2.9,44.4,"128,204",821,6.6 ( 4 ),5.0 ( 4 )
,"8,000-9,000'",63,66,9.7,9.9,79.9,"176,478",333,NA,NA
,"9,000-10,000'",78,88,16.4,17.7,80.9,"63,342",67,39.5 ( 1 ),36.8 ( 1 )
,"10,000-11,000'",91,108,22.4,25.9,80.2,"9,200",7,NA,NA
17. Upper Yellowstone,"4,000-5,000'",NA,NA,0,0,0,0,"3,414",NA,NA
,"5,000-6,000'",107,42,0,0,0,37,"1,794",0.2 ( 1 ),0.1 ( 1 )
,"6,000-7,000'",108,51,0.4,0.1,3.2,"5,099","1,046",0.0 ( 4 ),0.0 ( 4 )
,"7,000-8,000'",75,63,1.7,1.1,18.4,"79,429","1,359",7.3 ( 5 ),5.6 ( 5 )
,"8,000-9,000'",85,86,6.9,5.5,50.7,"542,279","1,839",15.1 ( 5 ),13.7 ( 5 )
,"9,000-10,000'",78,85,12.5,11.7,75,"739,065","1,182",24.1 ( 4 ),23.0 ( 4 )
,"10,000-11,000'",77,82,14.8,14.1,75.9,"280,412",374,NA,NA
,"11,000-12,000'",78,84,16.2,16.8,78.4,"53,422",60,NA,NA
,"12,000-13,000'",76,84,16.2,16.9,74.9,"1,480",2,NA,NA
18. Wood and Lost Basins,"5,000-6,000'",192,>300†,0,0,0,140,"2,754",0.1 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",35,121,0,0,1.4,"4,297","1,853",0.2 ( 4 ),0.1 ( 4 )
,"7,000-8,000'",36,64,0.3,0.4,11.4,"31,869","1,378",1.4 ( 6 ),0.7 ( 6 )
,"8,000-9,000'",51,73,1.7,2.6,44.7,"122,485",879,3.4 ( 3 ),2.4 ( 3 )
,"9,000-10,000'",64,62,5.1,6.1,67.9,"141,545",436,7.9 ( 1 ),7.6 ( 1 )
,"10,000-11,000'",69,63,7.2,8.7,75.7,"52,005",112,NA,NA
,"11,000-12,000'",69,76,9.4,12.2,82.7,"5,548",8,NA,NA
