,,5/11/2025,5/17/2025,5/11/2025,5/17/2025,5/17/2025,5/17/2025,5/17/2025,5/11/2025,5/17/2025
Basin,Elevation Band,%5/11 Avg.,%5/17 Avg.,SWE (in),SWE (in),%SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Belle Fourche,"2,000-3,000'",NA,NA,0,0,0,0,"1,720",NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"1,722",NA,NA
,"4,000-5,000'",0,0,0,0,0,0,"2,827",NA,NA
,"5,000-6,000'",8,0,0,0,0,0,721,0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",70,1,0.1,0,0.2,14,209,NA,NA
,"7,000-8,000'",0,0,0,0,0,0,1,NA,NA
2. Bighorn,"2,000-3,000'",NA,NA,0,0,0,0,213,NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"2,480",NA,NA
,"4,000-5,000'",0,,0,0,0,0,"5,267",NA,NA
,"5,000-6,000'",75,15,0,0,0,7,"5,480",NA,NA
,"6,000-7,000'",91,51,0,0,0.4,"1,210","3,200",NA,NA
,"7,000-8,000'",62,64,0.3,0.2,5.4,"21,240","1,827",2.1 ( 3 ),0.8 ( 3 )
,"8,000-9,000'",80,65,2.4,1.6,21.5,"132,939","1,565",2.6 ( 7 ),1.2 ( 7 )
,"9,000-10,000'",82,75,6.4,4.8,47,"355,056","1,381",11.5 ( 8 ),9.4 ( 8 )
,"10,000-11,000'",76,75,9.9,8.4,63.5,"413,335",926,15.7 ( 3 ),8.0 ( 2 )
,"11,000-12,000'",77,79,13.4,11.4,66.2,"221,166",364,NA,NA
,">12,000'",80,87,19.1,18.6,81.4,"35,341",36,NA,NA
3. Cheyenne,"2,000-3,000'",NA,NA,0,0,0,0,"3,403",NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"3,657",NA,NA
,"4,000-5,000'",NA,NA,0,0,0,0,"5,671",NA,NA
,"5,000-6,000'",0,0,0,0,0,0,"2,141",NA,NA
,"6,000-7,000'",12,0,0,0,0,0,472,0.0 ( 1 ),0.2 ( 1 )
,"7,000-8,000'",0,0,0,0,0,0,5,NA,NA
4. Gallatin,"4,000-5,000'",NA,NA,0,0,0,0,462,NA,NA
,"5,000-6,000'",140,26,0,0,0.1,27,300,NA,NA
,"6,000-7,000'",78,42,0.4,0.2,5.9,"2,745",271,7.3 ( 1 ),5.1 ( 1 )
,"7,000-8,000'",79,79,2.1,1.9,31.7,"37,852",380,NA,NA
,"8,000-9,000'",80,92,8.1,8.4,69.5,"139,846",314,22.4 ( 2 ),21.6 ( 2 )
,"9,000-10,000'",86,96,14.7,14.8,77.9,"89,525",114,23.6 ( 1 ),23.1 ( 1 )
,"10,000-11,000'",82,89,16.4,13.6,65.7,"4,552",6,NA,NA
5. Jefferson,"5,000-6,000'",62,,0,0,0,36,"1,658",NA,NA
,"6,000-7,000'",43,60,0,0,1.4,"7,962","3,121",0.0 ( 2 ),0.1 ( 2 )
,"7,000-8,000'",64,90,1.1,1.3,23.5,"188,088","2,638",1.9 ( 3 ),1.2 ( 3 )
