,,5/3/2025,5/11/2025,5/3/2025,5/11/2025,5/11/2025,5/11/2025,5/11/2025,5/3/2025,5/11/2025
,"7,000-8,000'",128,23,0.8,0.1,1.9,"2,298",496,NA,NA
,"8,000-9,000'",106,48,3.9,1,13.9,"14,928",289,2.3 ( 4 ),0.4 ( 4 )
,"9,000-10,000'",84,87,9.4,6.4,66.7,"27,801",81,13.3 ( 1 ),12.7 ( 1 )
,"10,000-11,000'",85,80,14.2,11.4,87.3,"25,691",42,NA,NA
,">11,000'",86,75,18.3,14.9,90.5,"15,130",19,NA,NA
9. Smith-Judith-Musselshell,"4,000-5,000'",4,102,0,0,0,83,"4,188",NA,NA
,"5,000-6,000'",56,236,0,0.1,2.7,"12,387","2,486",NA,NA
,"6,000-7,000'",134,181,1.1,1.1,18.1,"64,642","1,131",6.9 ( 4 ),3.5 ( 4 )
,"7,000-8,000'",119,116,7.1,5,57.5,"126,695",475,16.7 ( 5 ),13.9 ( 5 )
,"8,000-9,000'",99,90,13,8.9,66.5,"25,288",53,NA,NA
,"9,000-10,000'",90,76,13.6,9.2,70.9,757,2,NA,NA
10. Snake,"5,000-6,000'",13,231,0,0,0.6,141,266,NA,NA
,"6,000-7,000'",73,41,0.6,0.1,3,"6,678","1,259",7.9 ( 2 ),0.5 ( 2 )
,"7,000-8,000'",92,66,4.6,1.8,22.9,"159,756","1,676",12.4 ( 5 ),7.0 ( 5 )
,"8,000-9,000'",86,76,11.3,7.3,60.3,"565,471","1,454",21.0 ( 3 ),14.5 ( 3 )
,"9,000-10,000'",86,79,16.9,12.8,78,"525,229",767,23.2 ( 2 ),16.7 ( 2 )
,"10,000-11,000'",88,84,22.1,18.8,85.9,"196,551",196,NA,NA
,">11,000'",85,79,21.2,16.6,77.3,"6,243",7,NA,NA
11. Sun-Teton-Marias,"3,000-4,000'",0,0,0,0,0,0,"6,402",NA,NA
,"4,000-5,000'",5,4,0,0,0,36,"2,559",NA,NA
,"5,000-6,000'",58,34,0.6,0.3,6.6,"8,610",622,1.0 ( 4 ),0.0 ( 4 )
,"6,000-7,000'",83,68,3.9,2.4,28.7,"72,077",562,12.2 ( 1 ),7.5 ( 1 )
,"7,000-8,000'",84,83,9.3,6.6,46.4,"105,603",298,22.4 ( 1 ),16.1 ( 1 )
,">8,000'",87,81,12.3,8.4,51.4,"8,965",20,NA,NA
12. Tongue,"2,000-3,000'",NA,NA,0,0,0,0,883,NA,NA
,"3,000-4,000'",NA,NA,0,0,0,0,"2,793",NA,NA
,"4,000-5,000'",0,NA,0,0,0,0,"1,207",NA,NA
,"5,000-6,000'",13,57,0,0,0.1,7,51,NA,NA
,"6,000-7,000'",151,19,0.6,0,0.8,34,35,NA,NA
,"7,000-8,000'",139,81,5.8,1.4,19.3,"8,918",120,8.4 ( 2 ),5.4 ( 2 )
,"8,000-9,000'",88,83,8.4,5,59.5,"45,611",172,11.7 ( 4 ),8.9 ( 4 )
,"9,000-10,000'",88,79,13.7,10.4,82.8,"64,375",116,NA,NA
,"10,000-11,000'",94,85,19,16.2,94.5,"18,700",22,NA,NA
,"11,000-12,000'",88,81,20,17.9,96.2,"1,843",2,NA,NA
13. Upper Clark Fork,"3,000-4,000'",0,0,0,0,0,0,157,NA,NA
,"4,000-5,000'",8,27,0,0,0.1,212,"1,435",NA,NA
,"5,000-6,000'",60,55,0.2,0.1,2.1,"9,393","1,986",0.0 ( 3 ),0.0 ( 3 )
,"6,000-7,000'",87,76,1.7,1,14.1,"88,284","1,577",13.0 ( 2 ),6.0 ( 2 )
,"7,000-8,000'",93,87,7.1,5.5,51.7,"192,610",660,11.8 ( 6 ),8.5 ( 6 )
,"8,000-9,000'",84,79,11.7,10.1,74.9,"80,743",149,14.2 ( 1 ),13.1 ( 1 )
,">9,000'",91,80,14.7,11.1,73,"10,299",17,NA,NA
14. Upper Green,"7,000-8,000'",36,12,0.1,0,0.1,"1,482","6,357",2.3 ( 2 ),0.1 ( 1 )
,"8,000-9,000'",88,64,3.6,1.3,13.8,"113,763","1,595",11.5 ( 7 ),7.9 ( 7 )
,"9,000-10,000'",80,71,9.4,6,47.6,"285,104",892,8.9 ( 9 ),5.8 ( 9 )
,"10,000-11,000'",79,68,14.5,10.4,74.3,"261,606",470,11.8 ( 2 ),7.6 ( 2 )
,"11,000-12,000'",78,65,17.3,12.8,83.7,"132,167",193,NA,NA
,"12,000-13,000'",77,67,17.6,14.2,84.2,"23,989",32,NA,NA
,"13,000-14,000'",83,90,20.9,21.3,73,328,0,NA,NA
15. Upper Missouri,"4,000-5,000'",0,0,0,0,0,0,"1,174",NA,NA
,"5,000-6,000'",27,67,0,0,0.2,367,"1,058",NA,NA
,"6,000-7,000'",93,82,0.6,0.3,6,"9,434",562,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",121,129,5.6,4.5,48.9,"31,446",132,0.1 ( 1 ),0.1 ( 1 )
,">8,000'",95,94,13.8,12.2,85.5,"15,853",24,NA,NA
16. Upper Snake Basins,"4,000-5,000'",0,,0,0,0,0,891,NA,NA
,"5,000-6,000'",12,15,0,0,0.2,159,"1,909",NA,NA
,"6,000-7,000'",27,17,0.3,0.1,2.5,"11,613","2,847",3.0 ( 6 ),0.5 ( 6 )
,"7,000-8,000'",75,56,5.3,2.7,33.8,"117,334",821,13.2 ( 4 ),6.6 ( 4 )
,"8,000-9,000'",79,63,14.7,9.7,76.5,"172,314",333,NA,NA
,"9,000-10,000'",78,78,19.4,16.4,80.7,"58,752",67,42.9 ( 1 ),39.5 ( 1 )
,"10,000-11,000'",80,91,23.6,22.4,79.4,"7,955",7,NA,NA
17. Upper Yellowstone,"4,000-5,000'",0,NA,0,0,0,0,"3,414",NA,NA
,"5,000-6,000'",40,107,0,0,0.2,416,"1,794",0.7 ( 1 ),0.2 ( 1 )
,"6,000-7,000'",97,108,0.6,0.4,9.2,"20,463","1,046",2.5 ( 4 ),0.0 ( 4 )
,"7,000-8,000'",97,75,3.9,1.7,26,"122,143","1,359",11.2 ( 5 ),7.3 ( 5 )
,"8,000-9,000'",94,85,10.4,6.9,64.5,"673,587","1,839",19.7 ( 5 ),15.1 ( 5 )
,"9,000-10,000'",88,78,16.1,12.5,83.7,"788,586","1,182",28.3 ( 4 ),24.1 ( 4 )
,"10,000-11,000'",85,77,19.2,14.8,83.3,"295,476",374,NA,NA
,"11,000-12,000'",85,78,21.3,16.2,80.6,"51,642",60,NA,NA
,"12,000-13,000'",85,76,22.5,16.2,76.6,"1,421",2,NA,NA
18. Wood and Lost Basins,"5,000-6,000'",90,192,0,0,0,263,"2,754",0.1 ( 2 ),0.1 ( 2 )
,"6,000-7,000'",28,35,0.1,0,0.8,"3,856","1,853",0.0 ( 4 ),0.2 ( 4 )
,"7,000-8,000'",52,36,0.8,0.3,4.5,"19,531","1,378",4.4 ( 6 ),1.4 ( 6 )
,"8,000-9,000'",72,51,3.7,1.7,20.5,"78,458",879,8.1 ( 3 ),3.4 ( 3 )
,"9,000-10,000'",84,64,9.7,5.1,43.8,"119,442",436,13.9 ( 1 ),7.9 ( 1 )
,"10,000-11,000'",85,69,12.7,7.2,51.3,"43,377",112,NA,NA
,"11,000-12,000'",88,69,15.4,9.4,63.2,"4,267",8,NA,NA
