,,2/1/2025,2/16/2025,2/1/2025,2/16/2025,2/16/2025,2/16/2025,2/16/2025,2/1/2025,2/16/2025
Basins,Elevation Band,% 2/1 Avg.,% 2/16 Avg.,SWE (in),SWE (in),% SCA,Vol (af),Area (mi2),Pillows,Pillows
1. Alvord Lake,"6,000",75,126,2.9,7.3,77.5,"93,677",241.22,NA,NA
,"7,000",106,129,8.6,12.7,93.3,"47,202",69.88,NA,NA
,"8,000",112,131,13.6,18.3,98.5,"10,910",11.2,NA,NA
,"9,000",105,130,13.8,19.5,99.9,"1,606",1.54,NA,NA
2. Bitterroot,"5,000",70,95,2.6,5,56.7,"174,790",657.53,10.2 ( 2 ),13.7 ( 2 )
,"6,000",86,106,4.3,7,59.8,"264,876",707.44,13.7 ( 2 ),17.1 ( 2 )
,"7,000",110,127,8.4,11.6,75.5,"306,490",495.47,11.2 ( 1 ),14.8 ( 1 )
,"8,000",118,136,12.2,15.6,87.1,"74,045",89,NA,NA
,"9,000",106,117,12.4,14.9,85,"1,762",2.22,NA,NA
3. Carson,"5,000",3,23,0,0.1,1.6,"4,414",619.4,NA,NA
,"6,000",17,54,0.3,2,24.1,"37,429",351.45,NA,1.1 ( 1 )
,"7,000",59,94,3.6,9.1,73.5,"105,907",219.4,7.6 ( 1 ),14.2 ( 1 )
,"8,000",76,100,8.5,15.2,91.2,"126,684",156.27,9.9 ( 5 ),17.7 ( 5 )
,"9,000",75,95,10.8,17.6,93.7,"44,942",47.88,NA,NA
,">10,000",72,96,11.4,19.3,94.6,"10,902",10.62,NA,NA
4. Clearwater Basin,"3,000",98,132,2.2,3.8,37.5,"464,859",2294.51,4.5 ( 1 ),6.0 ( 1 )
,"4,000",91,109,2.6,4.2,35.2,"437,986",1963.04,13.6 ( 2 ),16.8 ( 2 )
,"5,000",148,160,5.4,7.6,51,"736,892",1808.99,22.5 ( 5 ),26.0 ( 5 )
,"6,000",166,171,9.5,12.2,72.2,"748,842",1146.72,15.7 ( 3 ),19.8 ( 3 )
,"7,000",141,149,12,14.9,79.9,"207,520",261.78,NA,NA
,"8,000",120,138,13.4,16,83.9,"11,296",13.22,NA,NA
5. Clover Valley and Franklin,"5,000",14,67,0.1,1.1,32.7,"42,593",729.73,NA,NA
,"6,000",44,95,1,2.4,53.5,"303,438",2366.13,NA,NA
,"7,000",57,87,2,3.7,63.3,"149,480",755.89,7.0 ( 1 ),9.3 ( 1 )
,"8,000",73,93,4.3,6.9,84.2,"57,970",157.63,7.3 ( 1 ),14.2 ( 1 )
,"9,000",87,102,8.6,12.1,96.4,"23,045",35.81,NA,NA
,"10,000",85,103,9.1,13.2,99,"3,930",5.6,NA,NA
6. Donner und Blitzen,"6,000",111,131,8.4,11.9,95.1,"90,864",143.05,12.9 ( 1 ),19.2 ( 1 )
,"7,000",120,139,12.8,17.5,95.6,"54,590",58.49,28.3 ( 1 ),39.1 ( 1 )
,"8,000",116,136,14,19.6,95,"18,787",17.95,NA,NA
,"9,000",115,137,14,21.3,99.9,"2,520",2.22,NA,NA
7. Dry Lake Valley,"7,000",3,7,0,0.3,6.5,"3,082",226.16,NA,NA
,"8,000",25,40,0.5,2.3,43.9,"6,273",51.64,NA,NA
,"9,000",36,56,1.1,4.1,56,"1,929",8.78,NA,NA
,"10,000",57,71,3,7.1,75.3,770,2.03,NA,NA
8. Eastern Nevada,"7,000",34,61,0.9,1.9,33.1,"292,701",2846.54,2.2 ( 1 ),0.4 ( 1 )
,"8,000",46,71,1.8,3.7,53.1,"215,914",1107.53,3.9 ( 3 ),4.5 ( 3 )
,"9,000",53,78,2.5,5.4,70.2,"88,263",308.01,5.4 ( 2 ),6.8 ( 2 )
,"10,000",66,85,4.4,7.6,79.3,"37,805",93.44,3.6 ( 2 ),4.7 ( 2 )
,">11,000",71,95,5.4,8.8,82.9,"7,821",16.6,NA,NA
9. Flathead,"3,000",71,100,1.2,2.6,30.1,"276,058",2015.45,6.4 ( 1 ),7.6 ( 1 )
,"4,000",98,110,2,3.6,35.5,"360,323",1899.82,6.3 ( 3 ),7.7 ( 3 )
,"5,000",90,115,2.1,4.5,38.1,"409,135",1689.58,18.2 ( 2 ),15.1 ( 3 )
,"6,000",97,144,3.8,8.5,61.3,"633,314",1391.9,18.5 ( 4 ),20.6 ( 5 )
,"7,000",111,151,6.7,12.3,82.9,"316,117",483.01,NA,NA
,"8,000",120,146,9.4,14.8,87.1,"31,439",39.96,NA,NA
,"9,000",134,142,8,12.5,62.6,"1,030",1.54,NA,NA
10. Grande Ronde-Burnt-Powder_Imnaha,"4,000",106,133,5.3,8.5,74.9,"1,395,419",3094.42,2.6 ( 1 ),4.2 ( 1 )
,"5,000",102,110,6.9,9.6,70.6,"703,825",1376.07,15.4 ( 7 ),18.1 ( 7 )
,"6,000",107,117,9.9,12.9,73.5,"333,846",485.43,NA,NA
,"7,000",109,125,16.4,21.1,90.4,"307,665",273.55,9.8 ( 2 ),13.3 ( 2 )
,"8,000",105,122,18.9,24.4,95,"102,841",79.15,NA,NA
,"9,000",101,117,15.3,21.4,99.1,"3,198",2.8,NA,NA
11. Guano,"5,000",23,140,0.3,2.5,30.6,"195,650",1485.91,NA,0.7 ( 1 )
,"6,000",47,143,1.5,7.3,75.6,"206,324",527.9,NA,NA
,"7,000",109,134,8.9,13.7,97.1,"18,112",24.81,NA,NA
12. Harney-Malheur Lakes,"5,000",100,141,4.4,6.7,61.8,"88,874",247.68,NA,NA
,"6,000",107,126,7.6,10.8,96.7,"16,090",27.9,NA,NA
13. John Day,"5,000",88,98,4.4,6.7,56.1,"427,338",1198.46,15.0 ( 2 ),17.3 ( 2 )
,"6,000",108,110,8.6,11.2,65.7,"148,997",249.04,NA,NA
,"7,000",124,130,15,18.6,86.2,"52,200",52.7,NA,NA
,"8,000",115,118,17.2,19.6,87.9,"1,815",1.74,NA,NA
14. Kootenai,"4,000",79,104,1.3,2.9,25.7,"139,235",887.07,8.2 ( 2 ),9.6 ( 2 )
,"5,000",110,142,3.2,7.6,51.5,"247,696",612.07,13.5 ( 2 ),15.6 ( 2 )
,"6,000",164,195,8.8,14.8,80,"130,901",165.93,21.5 ( 1 ),22.9 ( 1 )
,">7,000",165,192,13.3,19.2,89.8,"7,989",7.82,NA,NA
15. Lake County-Goose Lake,"5,000",70,131,2.2,4.8,41.9,"692,533",2685.53,1.6 ( 1 ),6.3 ( 1 )
,"6,000",110,142,7.3,12.1,79.8,"515,570",797.4,NA,NA
,"7,000",119,135,12.3,16.9,85.4,"103,785",115.06,22.3 ( 1 ),35.8 ( 1 )
,"8,000",127,148,17.4,22.3,92.4,"2,067",1.74,NA,NA
16. Little Humboldt,"6,000",69,120,2,6.4,67,"110,827",325.77,5.6 ( 2 ),4.9 ( 2 )
,"7,000",99,118,7.4,10.7,85.3,"46,484",81.76,NA,NA
,"8,000",99,119,10.4,14.6,96.1,"8,488",10.91,12.2 ( 1 ),19.8 ( 1 )
,"9,000",101,121,11.5,15.4,98.7,476,0.58,NA,NA
17. Lower Clark Fork,"5,000",164,178,4.6,8.2,59.1,"476,123",1091.12,29.8 ( 1 ),28.4 ( 2 )
,"6,000",198,197,8.7,12.6,77.8,"235,594",349.62,19.4 ( 1 ),22.7 ( 1 )
,"7,000",184,201,10.3,14.7,91.8,"18,962",24.13,16.7 ( 1 ),19.9 ( 1 )
,"8,000",143,177,9,17.2,94.5,354,0.39,NA,NA
18. Lower Humboldt,"6,000",15,42,0.2,1.4,18.6,"15,374",212.65,4.1 ( 1 ),6.1 ( 1 )
,"7,000",66,89,2.8,5.7,56.8,"14,320",47.1,NA,NA
,"8,000",88,103,6,8.6,69.2,"6,395",14,NA,NA
,"9,000",99,127,7.3,12,94,308,0.48,NA,NA
19. Lower Pend Oreille,"5,000",127,162,7.1,11.6,65.5,"66,900",107.92,17.5 ( 1 ),17.7 ( 1 )
,">6,000",144,161,14.6,18.4,84.9,"20,662",21.04,NA,NA
20. Lower Snake-Asotin,"3,000",39,77,0.4,1.1,11.5,"10,801",190.44,0.4 ( 1 ),1.7 ( 1 )
,"4,000",105,124,4.5,7.5,76,"39,466",98.17,NA,NA
,"5,000",110,115,9.4,12,94.1,"24,573",38.51,7.5 ( 1 ),9.5 ( 1 )
,"6,000",116,133,15.9,19.5,95.6,"1,201",1.16,NA,NA
