,,4/20/2025,4/27/2025,4/20/2025,4/27/2025,4/27/2025,4/27/2025,4/27/2025,4/20/2025,4/27/2025
4. Klamath,"4,000-5,000'",129,147,0.2,0.1,0.8,"15,145","4,328",0.2 ( 3 ),0.2 ( 3 )
,"5,000-6,000'",148,144,3.1,1.7,11.8,"199,842","2,236",14.0 ( 8 ),13.7 ( 7 )
,"6,000-7,000'",144,131,19.5,11.9,60,"348,652",551,33.3 ( 3 ),28.5 ( 3 )
,"7,000-8,000'",139,121,33.1,21.5,80.1,"96,025",84,3.8 ( 1 ),0.3 ( 1 )
,"8,000-9,000'",154,121,-,30.2,79.8,"1,398",1,NA,NA
5. Lewis,"2,000-3,000'",19,32,0.1,0.1,0.7,"1,638",271,0.6 ( 1 ),0.8 ( 1 )
,"3,000-4,000'",55,45,2.7,1.9,9.3,"22,434",217,35.0 ( 3 ),31.8 ( 3 )
,"4,000-5,000'",80,64,9.2,6.7,28.3,"27,370",76,67.8 ( 2 ),65.1 ( 2 )
,"5,000-6,000'",120,92,34.8,23.8,74.4,"14,957",12,NA,NA
,"6,000-7,000'",125,86,70.6,40.5,88.6,"8,538",4,NA,NA
,"7,000-8,000'",121,77,-,51,92.5,"1,837",1,NA,NA
,">8,000'",124,82,-,64.8,97.6,"1,000",0,NA,NA
6. Lower Cowlitz,"3,000-4,000'",62,64,1.5,1.4,8,"9,866",135,0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",123,95,17.4,11.2,46.4,"24,753",42,39.5 ( 1 ),36.7 ( 1 )
,"5,000-6,000'",127,95,39.7,24.7,75,"9,038",7,NA,NA
,"6,000-7,000'",148,88,-,31.4,85,"2,264",1,NA,NA
,"7,000-8,000'",154,102,-,37.2,76.2,"1,530",1,NA,NA
7. Naches,"4,000-5,000'",87,80,2.3,1.8,10,"31,515",324,22.3 ( 2 ),19.3 ( 2 )
,"5,000-6,000'",115,103,13.5,10.9,48.9,"138,546",237,54.2 ( 2 ),52.4 ( 2 )
,"6,000-7,000'",124,100,32.1,24.5,81.7,"62,525",48,NA,NA
,"7,000-8,000'",118,82,59.4,38.9,97.1,"2,004",1,NA,NA
8. North Puget Sound,"1,000-2,000'",11,25,0,0,0,90,325,NA,NA
,"2,000-3,000'",22,43,0.2,0.3,1.5,"7,155",423,17.1 ( 1 ),12.4 ( 1 )
,"3,000-4,000'",51,63,3.5,3.6,14,"99,960",515,36.8 ( 2 ),35.3 ( 2 )
,"4,000-5,000'",68,84,13.6,14.5,46.9,"381,989",492,36.9 ( 5 ),36.1 ( 5 )
,"5,000-6,000'",83,91,26.9,26.1,74.5,"536,320",385,48.2 ( 1 ),47.4 ( 1 )
,"6,000-7,000'",91,91,36,32.2,87.9,"261,030",152,35.5 ( 1 ),36.3 ( 1 )
,"7,000-8,000'",99,89,-,36.6,92,"35,261",18,NA,NA
,"8,000-9,000'",134,108,-,-,97.9,-,1,NA,NA
9. Olympic,"4,000-5,000'",125,90,19.8,14.2,52.7,"98,771",131,26.3 ( 2 ),23.3 ( 2 )
,"5,000-6,000'",126,98,42,29.5,82.7,"136,716",87,32.2 ( 1 ),29.6 ( 1 )
,">6,000'",129,96,50,32.1,86.6,"34,666",20,NA,NA
10. Rogue-Umpqua,"3,000-4,000'",7,31,0,0,0,617,"1,688",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",71,70,0.8,0.6,3.5,"28,305",917,2.4 ( 2 ),0.2 ( 2 )
,"5,000-6,000'",130,117,15.7,9.9,44,"292,511",554,12.9 ( 2 ),5.6 ( 2 )
,"6,000-7,000'",133,106,37.6,22,76,"228,509",195,29.6 ( 1 ),29.1 ( 1 )
,"7,000-8,000'",137,102,-,32,82.3,"27,499",16,NA,NA
,"8,000-9,000'",140,110,-,33.8,76.4,"1,218",1,NA,NA
11. South Puget Sound,"2,000-3,000'",0,0,0,0,0,0,408,0.0 ( 2 ),0.1 ( 2 )
,"3,000-4,000'",11,13,0.2,0.2,1.3,"4,613",376,10.6 ( 7 ),9.0 ( 7 )
,"4,000-5,000'",43,61,2.4,3.4,15.3,"39,809",223,11.9 ( 1 ),7.6 ( 1 )
,"5,000-6,000'",106,103,23.6,20.9,67,"110,825",100,50.4 ( 2 ),50.0 ( 2 )
,"6,000-7,000'",120,92,52.7,35.7,91.5,"64,428",34,NA,NA
,"7,000-8,000'",136,89,-,53.8,95.8,"11,358",4,NA,NA
,"8,000-9,000'",151,96,-,-,98.8,-,1,NA,NA
,"9,000-10,000'",78,61,-,-,100,-,0,NA,NA
,"10,000-11,000'",199,141,-,-,99.5,-,1,NA,NA
,"11,000-12,000'",207,155,-,-,99.7,-,1,NA,NA
,"12,000-13,000'",179,125,-,-,99.4,-,0,NA,NA
,">13,000'",186,140,-,-,99.6,-,0,NA,NA
12. Upper Columbia,"3,000-4,000'",66,74,0.1,0,0.2,"4,715","2,568",NA,NA
,"4,000-5,000'",141,173,2.5,1.5,8.9,"113,623","1,451",1.2 ( 4 ),0.1 ( 4 )
,"5,000-6,000'",117,148,10.6,9.5,43.6,"388,998",767,10.6 ( 2 ),6.8 ( 2 )
,"6,000-7,000'",102,113,22.2,20.9,77.5,"632,155",566,NA,NA
,"7,000-8,000'",108,98,32.3,26,88.3,"202,310",146,NA,NA
,"8,000-9,000'",115,97,38.6,26.9,82.2,"4,853",3,NA,NA
13. Upper Cowlitz,"3,000-4,000'",31,31,0.4,0.5,2.4,"7,023",282,29.7 ( 1 ),25.8 ( 1 )
,"4,000-5,000'",64,65,5.2,5.2,22,"83,249",300,43.2 ( 3 ),40.2 ( 3 )
,"5,000-6,000'",102,91,26.1,21.7,68.2,"125,910",109,NA,NA
,"6,000-7,000'",130,88,-,39.9,93.3,"40,257",19,NA,NA
,"7,000-8,000'",143,91,-,-,95.1,-,3,NA,NA
,"8,000-9,000'",165,105,-,-,100,-,0,NA,NA
,"9,000-10,000'",87,65,-,-,100,-,0,NA,NA
,"10,000-11,000'",20,17,-,59.3,100,-,0,NA,NA
14. Upper Deschutes-Crooked,"4,000-5,000'",125,174,0.4,0.4,2.5,"77,216","3,836",11.0 ( 1 ),4.4 ( 1 )
,"5,000-6,000'",142,135,7,4.8,25.6,"378,907","1,479",22.1 ( 5 ),9.8 ( 4 )
,"6,000-7,000'",132,116,29.5,20.8,76.4,"277,369",250,NA,NA
,"7,000-8,000'",134,102,54.1,33.9,88.7,"71,483",40,NA,NA
,"8,000-9,000'",143,103,-,-,97.3,-,2,NA,NA
,"9,000-10,000'",134,96,-,-,97.3,-,1,NA,NA
15. Upper Yakima,"3,000-4,000'",41,45,1.3,1.4,6.9,"36,596",492,11.4 ( 1 ),8.2 ( 1 )
,"4,000-5,000'",74,70,7,6.4,26,"123,075",359,21.3 ( 1 ),17.5 ( 1 )
,"5,000-6,000'",101,97,21.1,18.1,67.9,"155,034",161,9.8 ( 1 ),5.7 ( 1 )
,"6,000-7,000'",106,94,36.6,30.3,92.1,"34,363",21,NA,NA
,"7,000-8,000'",117,79,-,-,98.6,-,1,NA,NA
16. Willamette,"1,000-2,000'",0,0,0,0,0,0,"1,975",0.0 ( 1 ),0.0 ( 1 )
,"2,000-3,000'",3,58,0,0,0.1,559,"1,621",0.0 ( 2 ),0.0 ( 2 )
,"3,000-4,000'",30,51,0.2,0.3,1.8,"19,479","1,455",0.1 ( 6 ),0.1 ( 6 )
,"4,000-5,000'",104,113,5.2,4.3,22.7,"202,861",883,27.7 ( 7 ),24.0 ( 6 )
,"5,000-6,000'",133,116,22.9,15.8,63.5,"337,402",400,35.8 ( 1 ),30.6 ( 1 )
,"6,000-7,000'",125,100,46.5,30.7,80.7,"109,545",67,NA,NA
,"7,000-8,000'",131,97,-,-,89.3,-,11,NA,NA
,"8,000-9,000'",140,99,-,-,94.5,-,2,NA,NA
,"9,000-10,000'",153,111,-,-,95.8,-,1,NA,NA
